,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
29,T30,T30,Robert Gamez,114,146.2,3988870.0,758
30,T30,T30,Paul Stankowski,67,146.2,2216368.0,421
31,32,32,Rich Beem,80,146.3,2333699.0,443
32,T33,T33,Brent Geiberger,51,146.4,2007746.0,381
33,T33,T33,Akio Sadakata,83,146.4,2803282.0,532
34,35,35,Brian Gay,100,146.5,3559686.0,675
35,T36,T36,John Rollins,89,146.6,2275353.0,431
36,T36,T36,Vance Veazey,66,146.6,2237185.0,424
37,38,38,Kenny Perry,98,146.8,3081989.0,583
38,39,39,Mark O'Meara,69,146.9,1824001.0,345
39,40,40,Andrew Magee,91,147.0,3414367.0,645
40,41,41,Darron Stiles,93,147.1,2927474.0,553
41,T42,T42,Michael Clark II,54,147.2,2088433.0,394
42,T42,T42,Steve Stricker,59,147.2,2273328.0,429
43,T44,T44,Shaun Micheel,97,147.6,3575433.0,673
44,T44,T44,Andy Miller,75,147.6,2508434.0,472
45,46,46,Jason Gore,83,147.7,2834744.0,533
46,T47,T47,Darren Clarke,61,147.8,1580374.0,297
47,T47,T47,Ernie Els,65,147.8,1787282.0,336
48,49,49,Brian Bateman,70,147.9,2507146.0,471
49,T50,T50,Stewart Cink,104,148.0,3601991.0,676
50,T50,T50,Kaname Yokoo,56,148.0,1891476.0,355
51,T52,T52,Todd Fischer,97,148.1,3448872.0,647
52,T52,T52,Harrison Frazar,88,148.1,3199295.0,600
53,T52,T52,Peter Lonard,96,148.1,3054865.0,573
54,T52,T52,Davis Love III,85,148.1,2473647.0,464
55,T52,T52,Carl Pettersson,80,148.1,2888753.0,542
56,T57,T57,Jeff Brehaut,110,148.2,4151948.0,778
57,T57,T57,K.J. Choi,112,148.2,3488913.0,654
58,T57,T57,Joel Edwards,60,148.2,2603331.0,488
59,T57,T57,Dan Forsman,98,148.2,3847758.0,721
60,T57,T57,Ian Leggatt,71,148.2,2619164.0,491
61,T57,T57,Heath Slocum,101,148.2,3986230.0,747
62,63,63,Mark Calcavecchia,84,148.4,2821270.0,528
63,64,64,David Peoples,96,148.5,3780733.0,707
64,T65,T65,Briny Baird,113,148.6,4364846.0,816
65,T65,T65,Jonathan Kaye,91,148.6,3006471.0,562
66,T65,T65,Hal Sutton,81,148.6,3070877.0,574
67,T65,T65,Garrett Willis,97,148.6,3600220.0,673
68,T69,T69,Skip Kendall,110,148.7,4191172.0,783
69,T69,T69,Rory Sabbatini,95,148.7,2965148.0,554
70,T71,T71,Mark Brooks,90,148.8,3181182.0,594
71,T71,T71,Tom Pernice Jr.,105,148.8,3691610.0,689
72,T73,T73,Aaron Barber,94,148.9,3596112.0,671
73,T73,T73,Jason Buha,61,148.9,2261466.0,422
74,T73,T73,Kirk Triplett,92,148.9,3258117.0,608
75,T76,T76,Bob Burns,88,149.0,3015394.0,562
76,T76,T76,Carlos Franco,99,149.0,3696487.0,689
77,T76,T76,Shigeki Maruyama,87,149.0,2977478.0,555
78,79,79,Peter Jacobsen,75,149.1,2716117.0,506
79,80,80,Chris Anderson,96,149.2,3363362.0,626
80,81,81,Greg Chalmers,98,149.3,3569852.0,664
81,T82,T82,Tom Gillis,71,149.4,2635628.0,490
82,T82,T82,Brent Schwarzrock,60,149.4,2162050.0,402
83,T84,T84,Mike Heinen,89,149.5,3335883.0,620
84,T84,T84,John Maginnes,87,149.5,3099552.0,576
85,86,86,Anthony Painter,87,149.6,3113186.0,578
86,87,87,Geoff Ogilvy,86,149.7,2813621.0,522
87,88,88,Dicky Pride,73,149.8,2707600.0,502
88,T89,T89,Jonathan Byrd,101,149.9,3156155.0,585
89,T89,T89,Glen Day,103,149.9,4032133.0,747
90,T89,T89,David Gossett,92,149.9,3637007.0,674
91,T89,T89,Kent Jones,74,149.9,2758279.0,511
92,T89,T89,Kenichi Kuboya,91,149.9,3436622.0,637
93,T89,T89,Kevin Sutherland,97,149.9,3028386.0,561
94,T95,T95,Jay Don Blake,77,150.0,2645334.0,490
95,T95,T95,Matt Gogel,77,150.0,2770208.0,513
96,T95,T95,Retief Goosen,69,150.0,1874031.0,347
97,T95,T95,Donnie Hammond,92,150.0,3526973.0,653
98,T95,T95,Steve Lowery,86,150.0,2781452.0,515
99,T100,T100,Billy Andrade,100,150.1,3772062.0,698
100,T100,T100,Per-Ulrik Johansson,96,150.1,3604639.0,667
101,T100,T100,Jeff Klein,60,150.1,2172693.0,402
102,T100,T100,Matt Kuchar,63,150.1,2420137.0,448
103,T100,T100,Esteban Toledo,109,150.1,4237352.0,784
104,T105,T105,Chad Campbell,105,150.3,3565932.0,659
105,T105,T105,Charles Howell III,120,150.3,3923042.0,725
106,T107,T107,David Frost,80,150.4,3411238.0,630
107,T107,T107,Arron Oberholser,80,150.4,3454098.0,638
108,T109,T109,Steve Allan,53,150.6,2141949.0,395
109,T109,T109,David Toms,90,150.6,2666931.0,492
110,T111,T111,Brad Elder,51,150.7,1855051.0,342
111,T111,T111,Chris Riley,96,150.7,3249515.0,599
112,T111,T111,Dean Wilson,82,150.7,3184485.0,587
113,114,114,Bob Estes,92,150.8,3176174.0,585
114,T115,T115,Aaron Baddeley,71,150.9,2395721.0,441
115,T115,T115,Mathew Goggin,90,150.9,3231606.0,595
116,T115,T115,Paul Goydos,86,150.9,3188815.0,587
117,T115,T115,Tim Herron,102,150.9,3720012.0,685
118,T119,T119,J.P. Hayes,79,151.0,2816091.0,518
119,T119,T119,J.J. Henry,100,151.0,4034304.0,742
120,T119,T119,John Senden,111,151.0,4260510.0,784
121,T122,T122,Lee Janzen,83,151.1,2507623.0,461
122,T122,T122,Cliff Kresge,102,151.1,3752926.0,690
123,T122,T122,Tim Petrovic,108,151.1,3834398.0,705
124,T125,T125,Gavin Coles,69,151.2,2678174.0,492
125,T125,T125,Steve Flesch,110,151.2,4115946.0,756
126,T125,T125,Rocco Mediate,80,151.2,2700695.0,496
127,T125,T125,Jeff Sluman,106,151.2,3778139.0,694
128,T125,T125,"Dave Stockton, Jr.",79,151.2,2706088.0,497
129,T125,T125,Cameron Yancey,58,151.2,1980968.0,364
130,T131,T131,Cameron Beckman,86,151.3,3392727.0,623
131,T131,T131,Tim Clark,79,151.3,2838479.0,521
132,T131,T131,Paul Gow,62,151.3,2499916.0,459
133,T131,T131,Scott Laycock,71,151.3,2521041.0,463
134,T131,T131,J.L. Lewis,99,151.3,3246247.0,596
135,T131,T131,Gene Sauers,87,151.3,3300355.0,606
136,137,137,Tiger Woods,74,151.4,2087254.0,383
137,T138,T138,Stephen Ames,91,151.5,3452576.0,633
138,T138,T138,Len Mattiace,94,151.5,3392044.0,622
139,T138,T138,Carl Paulson,101,151.5,3991556.0,732
140,141,141,Luke Donald,88,151.6,3449861.0,632
141,142,142,Nick Price,65,151.7,2179443.0,399
142,T143,T143,Brandt Jobe,77,151.8,3005491.0,550
143,T143,T143,Thomas Levet,85,151.8,3175464.0,581
144,145,145,Pat Perez,95,151.9,3220445.0,589
145,T146,T146,Chris DiMarco,98,152.0,2997815.0,548
146,T146,T146,Joe Durant,96,152.0,3578696.0,654
147,T148,T148,Jeff Maggert,81,152.1,2874800.0,525
148,T148,T148,David Sutherland,77,152.1,2689032.0,491
149,T150,T150,Woody Austin,107,152.2,3790381.0,692
150,T150,T150,Pat Bates,111,152.2,4471254.0,816
151,T150,T150,Fred Funk,112,152.2,4190973.0,765
152,T150,T150,Bob Tway,89,152.2,3365118.0,614
153,T154,T154,Paul Azinger,73,152.3,2735940.0,499
154,T154,T154,Doug Barron,90,152.3,3509636.0,640
155,T154,T154,Jay Haas,89,152.3,3108173.0,567
156,T154,T154,Mark Wilson,82,152.3,3158572.0,576
157,T158,T158,Ben Curtis,69,152.4,2720826.0,496
158,T158,T158,Jim Furyk,104,152.4,3400787.0,620
159,T160,T160,Robert Damron,96,152.5,3908017.0,712
160,T160,T160,Spike McRoy,103,152.5,4007414.0,730
161,T162,T162,Notah Begay III,92,152.6,3500065.0,637
162,T162,T162,Scott McCarron,86,152.6,2537786.0,462
163,T162,T162,Loren Roberts,87,152.6,3081025.0,561
164,T165,T165,Jim Carter,95,152.7,3843406.0,699
165,T165,T165,Joey Sindelar,93,152.7,3880283.0,706
166,T167,T167,Robert Allenby,87,152.8,2525247.0,459
167,T167,T167,Olin Browne,113,152.8,4284193.0,779
168,T167,T167,Alex Cejka,98,152.8,3125044.0,568
169,T170,T170,Tom Lehman,87,153.0,2522819.0,458
170,T170,T170,Justin Leonard,80,153.0,2765236.0,502
171,T170,T170,Mike Weir,80,153.0,2335410.0,424
172,T173,T173,Dudley Hart,66,153.1,2397939.0,435
173,T173,T173,Billy Mayfair,105,153.1,3851406.0,699
174,T173,T173,Jesper Parnevik,102,153.1,3543228.0,643
175,176,176,Hidemichi Tanaka,112,153.2,4610116.0,836
176,177,177,Glen Hnatiuk,92,153.3,3934060.0,713
177,T178,T178,Ben Crane,94,153.4,3412403.0,618
178,T178,T178,Bernhard Langer,65,153.4,2169709.0,393
179,T180,T180,José Coceres,62,153.8,2341597.0,423
180,T180,T180,Jerry Kelly,108,153.8,3577421.0,646
181,182,182,Mike Grob,83,153.9,3157651.0,570
182,T183,T183,Tom Byrum,97,154.0,3608643.0,651
183,T183,T183,Frank Lickliter II,94,154.0,3332467.0,601
184,T185,T185,Steven Alker,87,154.1,3421911.0,617
185,T185,T185,Scott Verplank,97,154.1,3607011.0,650
186,T185,T185,Duffy Waldorf,90,154.1,3084628.0,556
187,188,188,Richard Johnson,89,154.7,3630235.0,652
188,189,189,Brad Faxon,97,155.4,3288720.0,588
189,190,190,Corey Pavin,88,156.5,3425482.0,608
