,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
101,102,102,Spike McRoy,103,22.93,36,157,-34,34 Under
102,103,103,Mike Weir,80,22.88,27,118,-23,23 Under
103,104,104,Stuart Appleby,90,22.82,34,149,-40,40 Under
104,105,105,Andrew Magee,91,22.78,41,180,-40,40 Under
105,T106,T106,Cameron Beckman,86,22.64,36,159,-35,35 Under
106,T106,T106,Brett Quigley,92,22.64,36,159,-36,36 Under
107,108,108,Alex Cejka,98,22.6,33,146,-29,29 Under
108,109,109,Dudley Hart,66,22.45,22,98,-22,22 Under
109,T110,T110,Peter Jacobsen,75,22.34,21,94,-24,24 Under
110,T110,T110,Jerry Kelly,108,22.34,42,188,-42,42 Under
111,112,112,Esteban Toledo,109,22.3,33,148,-35,35 Under
112,113,113,Brandt Jobe,77,22.14,31,140,-29,29 Under
113,114,114,Tom Gillis,71,22.03,26,118,-26,26 Under
114,115,115,Frank Lickliter II,94,21.99,31,141,-30,30 Under
115,116,116,Fred Funk,112,21.9,30,137,-25,25 Under
116,117,117,Tim Petrovic,108,21.88,35,160,-38,38 Under
117,118,118,Joe Durant,96,21.84,38,174,-34,34 Under
118,119,119,Ben Crane,94,21.79,34,156,-35,35 Under
119,120,120,Rocco Mediate,80,21.7,23,106,-25,25 Under
120,121,121,José Coceres,62,21.57,22,102,-20,20 Under
121,122,122,Chris DiMarco,98,21.52,34,158,-36,36 Under
122,123,123,Jim Carter,95,21.43,27,126,-26,26 Under
123,124,124,Jay Haas,89,21.37,25,117,-26,26 Under
124,125,125,Jason Buha,61,21.28,20,94,-18,18 Under
125,T126,T126,Olin Browne,113,21.26,27,127,-28,28 Under
126,T126,T126,Tom Pernice Jr.,105,21.26,37,174,-43,43 Under
127,128,128,Notah Begay III,92,21.09,31,147,-33,33 Under
128,129,129,Scott McCarron,86,21.02,33,157,-35,35 Under
129,130,130,Kenichi Kuboya,91,20.8,26,125,-28,28 Under
130,131,131,Luke Donald,88,20.79,21,101,-23,23 Under
131,132,132,Dean Wilson,82,20.77,27,130,-25,25 Under
132,133,133,Heath Slocum,101,20.71,29,140,-28,28 Under
133,134,134,Brian Gay,100,20.69,24,116,-28,28 Under
134,135,135,Dan Forsman,98,20.61,27,131,-26,26 Under
135,136,136,Gene Sauers,87,20.54,23,112,-23,23 Under
136,137,137,Jay Williamson,93,20.47,26,127,-29,29 Under
137,138,138,Tom Byrum,97,20.39,21,103,-19,19 Under
138,139,139,David Peoples,96,20.29,28,138,-32,32 Under
139,140,140,Garrett Willis,97,19.9,39,196,-40,40 Under
140,141,141,Carl Paulson,101,19.73,44,223,-46,46 Under
141,142,142,Len Mattiace,94,19.39,19,98,-18,18 Under
142,143,143,Thomas Levet,85,19.31,28,145,-30,30 Under
143,144,144,Jason Caron,74,19.26,26,135,-25,25 Under
144,145,145,Hidemichi Tanaka,112,18.78,37,197,-37,37 Under
145,T146,T146,Jay Don Blake,77,18.75,18,96,-17,17 Under
146,T146,T146,Skip Kendall,110,18.75,30,160,-31,31 Under
147,148,148,Paul Azinger,73,18.42,21,114,-23,23 Under
148,149,149,John Riegger,55,18.37,18,98,-20,20 Under
149,150,150,Billy Mayfair,105,18.28,34,186,-33,33 Under
150,151,151,Matt Kuchar,63,18.18,16,88,-17,17 Under
151,152,152,Scott Laycock,71,18.09,17,94,-16,16 Under
152,153,153,Brad Faxon,97,18.02,20,111,-19,19 Under
153,154,154,Chris Anderson,96,17.99,25,139,-32,32 Under
154,T155,T155,Doug Barron,90,17.86,25,140,-26,26 Under
155,T155,T155,Michael Clark II,54,17.86,15,84,-15,15 Under
156,157,157,Jeff Maggert,81,17.83,23,129,-21,21 Under
157,158,158,Paul Gow,62,17.46,22,126,-24,24 Under
158,159,159,Richard Johnson,89,17.39,20,115,-19,19 Under
159,160,160,Anthony Painter,87,17.28,28,162,-26,26 Under
160,161,161,Todd Fischer,97,17.12,25,146,-28,28 Under
161,162,162,John Maginnes,87,17.02,16,94,-16,16 Under
162,163,163,Justin Leonard,80,16.96,19,112,-20,20 Under
163,164,164,"Dave Stockton, Jr.",79,16.95,20,118,-21,21 Under
164,165,165,Kevin Sutherland,97,16.79,23,137,-26,26 Under
165,166,166,Robert Damron,96,16.78,25,149,-23,23 Under
166,167,167,Pat Perez,95,16.46,26,158,-31,31 Under
167,168,168,Kaname Yokoo,56,16.28,14,86,-15,15 Under
168,169,169,Jeff Klein,60,16.13,10,62,-12,12 Under
169,170,170,Glen Day,103,16.03,25,156,-28,28 Under
170,171,171,Paul Goydos,86,15.96,15,94,-17,17 Under
171,172,172,Bernhard Langer,65,15.94,11,69,-9,9 Under
172,173,173,Mark Brooks,90,15.73,14,89,-14,14 Under
173,174,174,Chris Riley,96,15.6,17,109,-18,18 Under
174,175,175,Ben Curtis,69,15.53,16,103,-20,20 Under
175,176,176,Glen Hnatiuk,92,15.45,19,123,-21,21 Under
176,177,177,Joel Edwards,60,14.89,14,94,-15,15 Under
177,178,178,Steven Alker,87,14.74,14,95,-15,15 Under
178,179,179,Aaron Barber,94,14.66,17,116,-19,19 Under
179,180,180,Loren Roberts,87,14.58,7,48,-9,9 Under
180,181,181,Brad Elder,51,14.1,11,78,-12,12 Under
181,182,182,Ty Tryon,52,13.91,16,115,-15,15 Under
182,183,183,Brian Henninger,56,13.43,9,67,-8,8 Under
183,184,184,J.P. Hayes,79,13.25,11,83,-10,10 Under
184,185,185,Corey Pavin,88,13.0,13,100,-14,14 Under
185,186,186,Billy Andrade,100,12.65,21,166,-23,23 Under
186,187,187,Mark Wilson,82,11.5,13,113,-11,11 Under
187,188,188,Donnie Hammond,92,10.85,14,129,-12,12 Under
188,189,189,Gavin Coles,69,10.34,6,58,-6,6 Under
189,190,190,Akio Sadakata,83,10.0,13,130,-14,14 Under
