,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
137,T138,T138,Carl Pettersson,80,42.6,20,47,-2.00
138,T138,T138,Vance Veazey,66,42.6,20,47,E
139,140,140,Donnie Hammond,92,42.5,17,40,-4.00
140,T141,T141,Jason Buha,61,42.4,14,33,-1.00
141,T141,T141,Nick Price,65,42.4,14,33,-1.00
142,T143,T143,Rich Beem,80,42.1,16,38,+2.00
143,T143,T143,Scott Verplank,97,42.1,24,57,-7.00
144,T145,T145,Woody Austin,107,41.5,27,65,-4.00
145,T145,T145,Dudley Hart,66,41.5,17,41,-5.00
146,T145,T145,Spike McRoy,103,41.5,22,53,-2.00
147,148,148,Garrett Willis,97,41.4,24,58,-2.00
148,T149,T149,Brandt Jobe,77,41.3,19,46,-1.00
149,T149,T149,"Dave Stockton, Jr.",79,41.3,19,46,-9.00
150,T151,T151,Chris DiMarco,98,41.1,23,56,-2.00
151,T151,T151,Mike Sposa,72,41.1,23,56,-12.00
152,153,153,Hal Sutton,81,41.0,16,39,-5.00
153,154,154,Steve Allan,53,40.9,9,22,E
154,155,155,Chris Anderson,96,40.7,22,54,-8.00
155,156,156,Gavin Coles,69,40.6,13,32,-4.00
156,157,157,David Sutherland,77,40.5,15,37,-1.00
157,T158,T158,Aaron Barber,94,40.0,22,55,-4.00
158,T158,T158,Notah Begay III,92,40.0,14,35,-3.00
159,T158,T158,Jim Furyk,104,40.0,16,40,-4.00
160,T158,T158,Matt Kuchar,63,40.0,20,50,-2.00
161,162,162,Mark Brooks,90,39.3,22,56,-2.00
162,T163,T163,Luke Donald,88,39.2,20,51,-4.00
163,T163,T163,Heath Slocum,101,39.2,20,51,-1.00
164,T165,T165,Darren Clarke,61,39.1,9,23,-1.00
165,T165,T165,Rocco Mediate,80,39.1,9,23,+2.00
166,167,167,Ben Crane,94,38.7,24,62,-3.00
167,T168,T168,Todd Barranger,78,38.2,13,34,-2.00
168,T168,T168,Tim Herron,102,38.2,29,76,-5.00
169,170,170,Tom Byrum,97,37.9,11,29,-2.00
170,171,171,Shigeki Maruyama,87,37.8,14,37,-2.00
171,172,172,Andy Miller,75,37.7,20,53,-5.00
172,T173,T173,Joel Edwards,60,37.5,15,40,-1.00
173,T173,T173,Kent Jones,74,37.5,9,24,-3.00
174,T173,T173,Deane Pappas,75,37.5,15,40,-4.00
175,176,176,Fred Funk,112,37.3,19,51,-2.00
176,177,177,Arron Oberholser,80,36.4,16,44,-2.00
177,178,178,Michael Clark II,54,35.5,11,31,-2.00
178,179,179,Akio Sadakata,83,35.3,12,34,-1.00
179,180,180,Brent Schwarzrock,60,34.6,9,26,-2.00
180,181,181,Ty Tryon,52,34.5,10,29,-5.00
181,182,182,John Morgan,81,34.1,15,44,-3.00
182,T183,T183,Len Mattiace,94,34.0,16,47,E
183,T183,T183,John Rollins,89,34.0,16,47,-4.00
184,185,185,Jeff Klein,60,33.3,8,24,-2.00
185,186,186,Cameron Yancey,58,32.3,10,31,-4.00
186,187,187,Pat Perez,95,31.8,14,44,-3.00
187,188,188,Tommy Armour III,66,31.6,6,19,E
188,189,189,Peter Lonard,96,29.1,16,55,-4.00
189,190,190,Richard Johnson,89,26.9,14,52,-2.00
