,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
82,T80,T80,Dean Wilson,82,"43' 11""",141,6193.5,+5.00
83,T80,T80,Mark Wilson,82,"43' 11""",88,3866.0,+9.00
84,T85,T85,Doug Barron,90,"44' 0""",132,5807.8330000000005,+29.00
85,T85,T85,John Daly,56,"44' 0""",69,3037.75,+8.00
86,T85,T85,Justin Leonard,80,"44' 0""",93,4091.5,+2.00
87,T85,T85,David Sutherland,77,"44' 0""",78,3431.667,+5.00
88,T89,T89,Fred Couples,71,"44' 1""",63,2776.167,+2.00
89,T89,T89,Mike Heinen,89,"44' 1""",108,4762.5,+19.00
90,T89,T89,Scott McCarron,86,"44' 1""",107,4715.417,+7.00
91,T89,T89,Deane Pappas,75,"44' 1""",99,4367.25,+14.00
92,T89,T89,Brett Quigley,92,"44' 1""",133,5866.0830000000005,+24.00
93,94,94,Kenichi Kuboya,91,"44' 2""",108,4769.083,+24.00
94,T95,T95,Todd Fischer,97,"44' 3""",136,6019.8330000000005,+28.00
95,T95,T95,Mike Grob,83,"44' 3""",72,3184.25,+24.00
96,T95,T95,Steve Stricker,59,"44' 3""",94,4159.583,+6.00
97,98,98,Anthony Painter,87,"44' 4""",116,5142.25,+37.00
98,T99,T99,Luke Donald,88,"44' 5""",117,5198.167,+37.00
99,T99,T99,Sergio Garcia,62,"44' 5""",67,2977.667,+3.00
100,101,101,Robert Gamez,114,"44' 6""",142,6323.9169999999995,+31.00
101,T102,T102,Tom Lehman,87,"44' 7""",77,3433.75,+11.00
102,T102,T102,Corey Pavin,88,"44' 7""",77,3434.917,+3.00
103,T104,T104,Mark Brooks,90,"44' 8""",106,4730.75,+14.00
104,T104,T104,John Morgan,81,"44' 8""",137,6123.75,+26.00
105,T104,T104,Kenny Perry,98,"44' 8""",83,3710.667,+9.00
106,T107,T107,Alex Cejka,98,"44' 9""",111,4971.75,+15.00
107,T107,T107,Tim Herron,102,"44' 9""",133,5954.0830000000005,+30.00
108,T107,T107,Jeff Maggert,81,"44' 9""",65,2910.583,+15.00
109,T107,T107,Chris Smith,92,"44' 9""",108,4831.75,+25.00
110,T111,T111,Mathew Goggin,90,"44' 10""",125,5603.3330000000005,+10.00
111,T111,T111,Shaun Micheel,97,"44' 10""",120,5376.0,+30.00
112,T111,T111,David Toms,90,"44' 10""",88,3945.833,+9.00
113,T114,T114,Hank Kuehne,73,"44' 11""",135,6065.0830000000005,+1.00
114,T114,T114,Pat Perez,95,"44' 11""",91,4083.833,+30.00
115,116,116,Darren Clarke,61,"45' 0""",46,2068.417,+1.00
116,T117,T117,Brad Elder,51,"45' 2""",56,2528.75,+1.00
117,T117,T117,Dudley Hart,66,"45' 2""",68,3068.833,+14.00
118,T117,T117,Garrett Willis,97,"45' 2""",118,5328.6669999999995,+33.00
119,120,120,Jason Gore,83,"45' 3""",116,5246.4169999999995,+24.00
120,T121,T121,Aaron Barber,94,"45' 4""",105,4761.667,+24.00
121,T121,T121,Kevin Sutherland,97,"45' 4""",122,5527.1669999999995,+8.00
122,123,123,Chris DiMarco,98,"45' 6""",84,3819.083,+14.00
123,124,124,Brent Schwarzrock,60,"45' 8""",68,3105.583,+19.00
124,T125,T125,Jeff Klein,60,"45' 9""",62,2838.833,+16.00
125,T125,T125,Jesper Parnevik,102,"45' 9""",119,5440.6669999999995,+15.00
126,127,127,Heath Slocum,101,"45' 11""",101,4639.083,+16.00
127,128,128,Brian Henninger,56,"46' 0""",75,3448.083,+3.00
128,129,129,Paul Goydos,86,"46' 1""",97,4470.917,+26.00
129,T130,T130,Matt Gogel,77,"46' 2""",77,3557.833,+8.00
130,T130,T130,Jeff Sluman,106,"46' 2""",120,5544.5,+19.00
131,T132,T132,K.J. Choi,112,"46' 3""",120,5554.4169999999995,+30.00
132,T132,T132,Paul Stankowski,67,"46' 3""",106,4898.917,+17.00
133,134,134,Darron Stiles,93,"46' 4""",99,4583.167,+19.00
134,T135,T135,Jim Furyk,104,"46' 5""",75,3479.083,+10.00
135,T135,T135,Andrew Magee,91,"46' 5""",113,5248.5,+5.00
136,T135,T135,Bob Tway,89,"46' 5""",105,4875.5,+9.00
137,T138,T138,Ernie Els,65,"46' 6""",55,2559.25,+4.00
138,T138,T138,John Riegger,55,"46' 6""",55,2557.667,+3.00
139,T138,T138,Loren Roberts,87,"46' 6""",60,2790.917,+1.00
140,T138,T138,Cameron Yancey,58,"46' 6""",75,3486.5,+9.00
141,T142,T142,Glen Day,103,"46' 7""",145,6756.0830000000005,+25.00
142,T142,T142,Cliff Kresge,102,"46' 7""",142,6614.5830000000005,+20.00
143,144,144,Chris Anderson,96,"46' 8""",102,4757.333,+15.00
144,145,145,Greg Chalmers,98,"46' 9""",139,6499.75,+26.00
145,T146,T146,Steve Allan,53,"46' 10""",65,3043.75,+5.00
146,T146,T146,Peter Lonard,96,"46' 10""",110,5150.083,+19.00
147,148,148,David Frost,80,"46' 11""",116,5440.0,+15.00
148,149,149,Dan Forsman,98,"47' 1""",131,6165.5,+8.00
149,150,150,Patrick Sheehan,101,"47' 3""",129,6089.9169999999995,+13.00
150,151,151,Bernhard Langer,65,"47' 4""",68,3219.417,+12.00
151,T152,T152,Steven Alker,87,"47' 6""",102,4848.583,+17.00
152,T152,T152,Billy Andrade,100,"47' 6""",119,5652.0,+24.00
153,T152,T152,Akio Sadakata,83,"47' 6""",94,4464.833,+33.00
154,155,155,Robert Allenby,87,"47' 8""",76,3621.833,+8.00
155,T156,T156,Len Mattiace,94,"47' 9""",110,5257.0,+14.00
156,T156,T156,"Dave Stockton, Jr.",79,"47' 9""",105,5010.667,+20.00
157,T158,T158,Brad Faxon,97,"47' 10""",126,6023.4169999999995,+21.00
158,T158,T158,John Maginnes,87,"47' 10""",101,4834.917,+18.00
159,160,160,Esteban Toledo,109,"47' 11""",141,6757.5,+31.00
160,T161,T161,Ben Crane,94,"48' 0""",113,5428.4169999999995,+32.00
161,T161,T161,Brent Geiberger,51,"48' 0""",70,3359.917,+9.00
162,163,163,Rory Sabbatini,95,"48' 1""",100,4809.583,+25.00
163,164,164,J.J. Henry,100,"48' 4""",111,5363.0830000000005,+22.00
164,T165,T165,Fred Funk,112,"48' 8""",90,4380.167,+20.00
165,T165,T165,John Senden,111,"48' 8""",123,5986.75,+3.00
166,167,167,Matt Kuchar,63,"48' 9""",83,4047.0,+22.00
167,168,168,Mike Sposa,72,"49' 0""",108,5290.0,+17.00
168,T169,T169,Olin Browne,113,"49' 4""",128,6315.9169999999995,+21.00
169,T169,T169,David Peoples,96,"49' 4""",101,4981.25,+13.00
170,T171,T171,Craig Barlow,95,"49' 7""",97,4813.583,+25.00
171,T171,T171,Bob Estes,92,"49' 7""",71,3519.833,+8.00
172,T171,T171,Jerry Kelly,108,"49' 7""",108,5358.5830000000005,+23.00
173,T171,T171,Kenneth Staton,59,"49' 7""",63,3123.333,+10.00
174,175,175,Joel Edwards,60,"49' 8""",76,3771.917,+28.00
175,176,176,Billy Mayfair,105,"50' 0""",81,4049.75,+13.00
176,177,177,Ben Curtis,69,"50' 1""",73,3658.5,+20.00
177,T178,T178,Notah Begay III,92,"50' 4""",80,4025.833,+18.00
178,T178,T178,Kaname Yokoo,56,"50' 4""",70,3520.833,+27.00
179,180,180,Mike Weir,80,"50' 7""",74,3742.417,+9.00
180,181,181,J.L. Lewis,99,"51' 3""",107,5482.75,+22.00
181,182,182,Jim Carter,95,"51' 5""",118,6063.0,+30.00
182,183,183,Shigeki Maruyama,87,"51' 6""",94,4839.5,+11.00
183,184,184,Richard Johnson,89,"51' 11""",84,4359.083,+23.00
184,185,185,Tiger Woods,74,"52' 1""",78,4063.667,+5.00
185,T186,T186,Michael Clark II,54,"52' 3""",58,3029.5,+19.00
186,T186,T186,Glen Hnatiuk,92,"52' 3""",73,3813.917,+24.00
187,188,188,Jay Haas,89,"53' 6""",93,4972.583,+29.00
188,189,189,Rocco Mediate,80,"55' 5""",67,3710.667,+12.00
189,190,190,Lee Janzen,83,"56' 0""",80,4478.917,+18.00
