,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
43,T42,T42,Kenneth Staton,59,143.6,708177.0,137
44,45,45,Brenden Pappas,105,143.7,977733.0,189
45,T46,T46,Marco Dawson,86,143.8,719569.0,139
46,T46,T46,Craig Perks,82,143.8,833243.0,161
47,48,48,Steve Stricker,59,143.9,678515.0,131
48,49,49,"Dave Stockton, Jr.",79,144.0,891765.0,172
49,50,50,Chris Smith,92,144.2,960548.0,185
50,51,51,Adam Scott,52,144.3,420712.0,81
51,52,52,Jim Carter,95,144.6,1035635.0,199
52,53,53,Joel Edwards,60,144.7,729380.0,140
53,T54,T54,Billy Andrade,100,144.8,891281.0,171
54,T54,T54,Darron Stiles,93,144.8,928069.0,178
55,T56,T56,Harrison Frazar,88,144.9,813856.0,156
56,T56,T56,Kenny Perry,98,144.9,651935.0,125
57,T58,T58,Chad Campbell,105,145.0,762331.0,146
58,T58,T58,Joe Durant,96,145.0,840172.0,161
59,T58,T58,Bob Estes,92,145.0,699674.0,134
60,T61,T61,Jonathan Byrd,101,145.1,893375.0,171
61,T61,T61,Mike Grob,83,145.1,893020.0,171
62,T61,T61,Nick Price,65,145.1,522181.0,100
63,T64,T64,Stewart Cink,104,145.2,847068.0,162
64,T64,T64,Kenichi Kuboya,91,145.2,1034976.0,198
65,T64,T64,Geoff Ogilvy,86,145.2,700209.0,134
66,T67,T67,Dan Forsman,98,145.3,737585.0,141
67,T67,T67,Mathew Goggin,90,145.3,888963.0,170
68,T67,T67,Anthony Painter,87,145.3,1035934.0,198
69,T67,T67,Rory Sabbatini,95,145.3,920853.0,176
70,T71,T71,Todd Fischer,97,145.4,1031452.0,197
71,T71,T71,John Morgan,81,145.4,889622.0,170
72,T71,T71,Carl Paulson,101,145.4,1068040.0,204
73,T71,T71,Akio Sadakata,83,145.4,879413.0,168
74,T75,T75,Mark Brooks,90,145.5,932344.0,178
75,T75,T75,Paul Gow,62,145.5,628376.0,120
76,T75,T75,Duffy Waldorf,90,145.5,727855.0,139
77,T78,T78,Woody Austin,107,145.6,849103.0,162
78,T78,T78,Rod Pampling,87,145.6,654983.0,125
79,80,80,Jonathan Kaye,91,145.7,792083.0,151
80,81,81,Pat Perez,95,145.8,975944.0,186
81,T82,T82,Briny Baird,113,145.9,882367.0,168
82,T82,T82,Ben Crane,94,145.9,861611.0,164
83,T82,T82,Glen Day,103,145.9,887853.0,169
84,T82,T82,John Rollins,89,145.9,682955.0,130
85,T82,T82,Jeff Sluman,106,145.9,777521.0,148
86,T87,T87,Rocco Mediate,80,146.0,688569.0,131
87,T87,T87,Hal Sutton,81,146.0,630868.0,120
88,89,89,Jeff Brehaut,110,146.3,963963.0,183
89,T90,T90,David Gossett,92,146.4,1001485.0,190
90,T90,T90,Per-Ulrik Johansson,96,146.4,975177.0,185
91,T92,T92,Jason Buha,61,146.7,655008.0,124
92,T92,T92,Skip Kendall,110,146.7,823651.0,156
93,T92,T92,Tom Pernice Jr.,105,146.7,881854.0,167
94,T92,T92,Mark Wilson,82,146.7,918895.0,174
95,96,96,Luke Donald,88,146.8,877554.0,166
96,T97,T97,Matt Gogel,77,146.9,782426.0,148
97,T97,T97,Garrett Willis,97,146.9,1026157.0,194
98,99,99,Robert Damron,96,147.0,925850.0,175
99,T100,T100,Heath Slocum,101,147.3,1135003.0,214
100,T100,T100,Tiger Woods,74,147.3,482633.0,91
101,102,102,Cameron Yancey,58,147.4,742701.0,140
102,103,103,Brad Faxon,97,147.5,844086.0,159
103,104,104,Robert Allenby,87,147.7,595660.0,112
104,105,105,Dicky Pride,73,147.9,654907.0,123
105,106,106,Bernhard Langer,65,148.0,580765.0,109
106,107,107,Carlos Franco,99,148.1,954200.0,179
107,108,108,Jay Don Blake,77,148.2,720296.0,135
108,T109,T109,Tom Gillis,71,148.3,720556.0,135
109,T109,T109,Thomas Levet,85,148.3,885958.0,166
110,T111,T111,Dudley Hart,66,148.4,651751.0,122
111,T111,T111,Andrew Magee,91,148.4,764139.0,143
112,T113,T113,Darren Clarke,61,148.5,400951.0,75
113,T113,T113,Fred Couples,71,148.5,443571.0,83
114,T115,T115,Matt Kuchar,63,148.6,684730.0,128
115,T115,T115,Spike McRoy,103,148.6,1107572.0,207
116,117,117,Jason Caron,74,148.8,857202.0,160
117,T118,T118,Jesper Parnevik,102,149.0,933033.0,174
118,T118,T118,Patrick Sheehan,101,149.0,1008615.0,188
119,T118,T118,Scott Verplank,97,149.0,788659.0,147
120,121,121,Brandt Jobe,77,149.2,676955.0,126
121,T122,T122,Aaron Barber,94,149.3,940619.0,175
122,T122,T122,Shigeki Maruyama,87,149.3,741723.0,138
123,T124,T124,Jay Haas,89,149.5,737395.0,137
124,T124,T124,Jeff Maggert,81,149.5,807558.0,150
125,T124,T124,Shaun Micheel,97,149.5,984639.0,183
126,127,127,Frank Lickliter II,94,149.6,985298.0,183
127,T128,T128,Notah Begay III,92,149.7,1018537.0,189
128,T128,T128,Tim Clark,79,149.7,716820.0,133
129,T130,T130,David Frost,80,149.8,792915.0,147
130,T130,T130,J.J. Henry,100,149.8,987095.0,183
131,132,132,Michael Clark II,54,149.9,750007.0,139
132,T133,T133,Len Mattiace,94,150.0,820921.0,152
133,T133,T133,Scott McCarron,86,150.0,631908.0,117
134,T133,T133,John Riegger,55,150.0,458950.0,85
135,T136,T136,Tom Lehman,87,150.1,762101.0,141
136,T136,T136,Mike Weir,80,150.1,561823.0,104
137,138,138,Kevin Sutherland,97,150.2,746302.0,138
138,T139,T139,Paul Goydos,86,150.3,898448.0,166
139,T139,T139,Mike Heinen,89,150.3,908895.0,168
140,141,141,David Toms,90,150.5,650076.0,120
141,142,142,Chris Anderson,96,150.7,938295.0,173
142,143,143,Chris DiMarco,98,150.8,808732.0,149
143,144,144,David Sutherland,77,151.0,744617.0,137
144,145,145,Ernie Els,65,151.1,397055.0,73
145,T146,T146,José Coceres,62,151.3,789606.0,145
146,T146,T146,Gavin Coles,69,151.3,778801.0,143
147,T146,T146,Kaname Yokoo,56,151.3,746258.0,137
148,T149,T149,Ben Curtis,69,151.4,784733.0,144
149,T149,T149,Jerry Kelly,108,151.4,817426.0,150
150,T149,T149,Vance Veazey,66,151.4,839528.0,154
151,T152,T152,Steven Alker,87,151.5,905377.0,166
152,T152,T152,Tom Byrum,97,151.5,921435.0,169
153,T152,T152,J.P. Hayes,79,151.5,774477.0,142
154,155,155,Arron Oberholser,80,151.7,737347.0,135
155,156,156,Gene Sauers,87,151.8,1071222.0,196
156,157,157,Alex Cejka,98,152.0,831917.0,152
157,158,158,Pat Bates,111,152.1,1034967.0,189
158,T159,T159,Doug Barron,90,152.2,1052038.0,192
159,T159,T159,Scott Laycock,71,152.2,761419.0,139
160,T161,T161,Jeff Klein,60,152.3,871941.0,159
161,T161,T161,Tim Petrovic,108,152.3,888245.0,162
162,163,163,John Huston,76,152.4,608855.0,111
163,164,164,Corey Pavin,88,152.5,834731.0,152
164,165,165,David Peoples,96,152.6,884347.0,161
165,166,166,Retief Goosen,69,152.8,390554.0,71
166,167,167,Aaron Baddeley,71,152.9,638550.0,116
167,168,168,Richard Johnson,89,153.2,882409.0,160
168,169,169,Chris Riley,96,153.4,751098.0,136
169,170,170,Bob Tway,89,153.6,807353.0,146
170,T171,T171,J.L. Lewis,99,153.8,1002400.0,181
171,T171,T171,Hidemichi Tanaka,112,153.8,1013328.0,183
172,173,173,Glen Hnatiuk,92,153.9,1013986.0,183
173,T174,T174,Paul Azinger,73,154.1,821175.0,148
174,T174,T174,Bob Burns,88,154.1,942996.0,170
175,176,176,John Maginnes,87,154.2,899467.0,162
176,177,177,Justin Leonard,80,154.3,550001.0,99
177,178,178,Kirk Triplett,92,154.8,674513.0,121
178,179,179,John Senden,111,154.9,1014814.0,182
179,180,180,Davis Love III,85,155.1,569656.0,102
180,T181,T181,Billy Mayfair,105,155.7,958192.0,171
181,T181,T181,Esteban Toledo,109,155.7,1182592.0,211
182,183,183,Olin Browne,113,155.8,1054421.0,188
183,T184,T184,Jim Furyk,104,155.9,706999.0,126
184,T184,T184,Joey Sindelar,93,155.9,870189.0,155
185,186,186,Loren Roberts,87,156.7,727859.0,129
186,187,187,Steve Flesch,110,157.7,998912.0,176
187,188,188,Fred Funk,112,158.1,950617.0,167
188,189,189,Donnie Hammond,92,158.6,1101737.0,193
189,190,190,Mark O'Meara,69,159.7,684188.0,119
