,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
43,T39,T39,Paul Stankowski,67,"33' 7""",24933.583,742,14
44,T45,T45,Craig Barlow,95,"33' 8""",36832.833,1093,65
45,T45,T45,Joel Edwards,60,"33' 8""",26221.0,779,118
46,T45,T45,David Gossett,92,"33' 8""",37685.583,1118,31
47,T45,T45,Paul Goydos,86,"33' 8""",33250.5,987,114
48,T45,T45,Justin Leonard,80,"33' 8""",27141.25,807,100
49,T45,T45,Steve Lowery,86,"33' 8""",28637.0,851,110
50,T45,T45,Carl Pettersson,80,"33' 8""",31256.583,929,128
51,T52,T52,Woody Austin,107,"33' 9""",38685.167,1147,48
52,T52,T52,Brian Henninger,56,"33' 9""",22433.75,664,161
53,T52,T52,Jonathan Kaye,91,"33' 9""",31125.083,922,52
54,T52,T52,Mark O'Meara,69,"33' 9""",19731.833,584,179
55,56,56,Brandt Jobe,77,"33' 10""",29633.0,875,47
56,T57,T57,Stuart Appleby,90,"33' 11""",30460.917,898,95
57,T57,T57,Heath Slocum,101,"33' 11""",41581.583,1227,59
58,T59,T59,Kent Jones,74,"34' 0""",28264.5,831,41
59,T59,T59,Tim Petrovic,108,"34' 0""",38992.5,1147,92
60,T59,T59,Duffy Waldorf,90,"34' 0""",31673.5,932,36
61,T62,T62,Fred Couples,71,"34' 1""",18810.25,552,127
62,T62,T62,Tom Gillis,71,"34' 1""",27309.5,801,50
63,T62,T62,Glen Hnatiuk,92,"34' 1""",37827.583,1109,73
64,T62,T62,Per-Ulrik Johansson,96,"34' 1""",37371.167,1096,93
65,T62,T62,Arron Oberholser,80,"34' 1""",33537.667,985,87
66,T67,T67,Robert Allenby,87,"34' 2""",26984.25,790,15
67,T67,T67,Olin Browne,113,"34' 2""",42472.917,1242,76
68,T67,T67,Darren Clarke,61,"34' 2""",17200.25,503,139
69,T67,T67,Ian Leggatt,71,"34' 2""",26758.583,783,42
70,T67,T67,Jeff Maggert,81,"34' 2""",30047.917,880,97
71,T67,T67,Rocco Mediate,80,"34' 2""",27775.5,812,56
72,T73,T73,Lee Janzen,83,"34' 3""",26218.833,765,112
73,T73,T73,Neal Lancaster,110,"34' 3""",43585.417,1272,63
74,T73,T73,David Peoples,96,"34' 3""",37787.25,1103,13
75,T76,T76,Steve Flesch,110,"34' 4""",42777.75,1245,70
76,T76,T76,Tiger Woods,74,"34' 4""",23060.0,671,26
77,T78,T78,Cliff Kresge,102,"34' 5""",37229.0,1083,90
78,T78,T78,Loren Roberts,87,"34' 5""",29773.75,866,152
79,T78,T78,Hidemichi Tanaka,112,"34' 5""",45007.25,1309,33
80,T78,T78,David Toms,90,"34' 5""",27944.667,811,40
81,T82,T82,Gavin Coles,69,"34' 6""",25730.833,746,187
82,T82,T82,Peter Jacobsen,75,"34' 6""",28375.167,823,62
83,T82,T82,Frank Lickliter II,94,"34' 6""",34605.0,1002,102
84,T82,T82,Peter Lonard,96,"34' 6""",32836.833,951,119
85,T82,T82,Andrew Magee,91,"34' 6""",34964.667,1014,39
86,T87,T87,Todd Barranger,78,"34' 7""",29690.833,858,180
87,T87,T87,Shaun Micheel,97,"34' 7""",38156.667,1104,23
88,T89,T89,José Coceres,62,"34' 8""",24664.75,712,184
89,T89,T89,Shigeki Maruyama,87,"34' 8""",31146.167,898,106
90,T89,T89,Brenden Pappas,105,"34' 8""",40387.5,1164,58
91,T89,T89,Gene Sauers,87,"34' 8""",34197.25,987,138
92,93,93,Alex Cejka,98,"34' 9""",32227.667,928,66
93,T94,T94,Dan Forsman,98,"34' 10""",38311.25,1101,3
94,T94,T94,J.L. Lewis,99,"34' 10""",35025.5,1006,82
95,T96,T96,John Rollins,89,"34' 11""",26638.833,763,169
96,T96,T96,Chris Smith,92,"34' 11""",34664.083,993,18
97,T96,T96,Mike Weir,80,"34' 11""",24739.0,708,85
98,T99,T99,Tom Byrum,97,"35' 0""",36158.5,1033,156
99,T99,T99,Ernie Els,65,"35' 0""",18636.167,533,28
100,T99,T99,Dudley Hart,66,"35' 0""",24586.0,702,120
101,T99,T99,J.J. Henry,100,"35' 0""",41130.5,1174,20
102,T99,T99,Patrick Sheehan,101,"35' 0""",41736.333,1193,105
103,T99,T99,Bob Tway,89,"35' 0""",34902.833,998,11
104,T105,T105,Jay Don Blake,77,"35' 1""",27141.083,773,120
105,T105,T105,Mark Brooks,90,"35' 1""",33597.75,958,172
106,T105,T105,Tom Pernice Jr.,105,"35' 1""",39571.917,1128,123
107,T108,T108,Paul Azinger,73,"35' 2""",28397.333,808,135
108,T108,T108,K.J. Choi,112,"35' 2""",38256.75,1087,67
109,T108,T108,Chris DiMarco,98,"35' 2""",33612.667,955,61
110,T108,T108,David Frost,80,"35' 2""",34997.25,996,151
111,T108,T108,Jay Haas,89,"35' 2""",32356.0,919,117
112,T108,T108,Craig Perks,82,"35' 2""",29847.333,849,155
113,T108,T108,Mike Sposa,72,"35' 2""",30110.833,856,104
114,T115,T115,Jim Carter,95,"35' 3""",39095.833,1109,157
115,T115,T115,Tim Herron,102,"35' 3""",39984.333,1133,87
116,T115,T115,Thomas Levet,85,"35' 3""",33413.75,949,49
117,T115,T115,Corey Pavin,88,"35' 3""",33415.75,947,178
118,T115,T115,Dicky Pride,73,"35' 3""",28171.583,799,99
119,T115,T115,Akio Sadakata,83,"35' 3""",31377.667,890,75
120,T121,T121,Brent Geiberger,51,"35' 4""",21049.167,596,111
121,T121,T121,Kenichi Kuboya,91,"35' 4""",37222.833,1054,130
122,T121,T121,Darron Stiles,93,"35' 4""",33765.25,955,90
123,T121,T121,Steve Stricker,59,"35' 4""",24476.917,692,186
124,125,125,Mike Heinen,89,"35' 5""",36657.5,1034,8
125,T126,T126,Chris Anderson,96,"35' 6""",36455.667,1028,133
126,T126,T126,Robert Damron,96,"35' 6""",39113.667,1101,150
127,T126,T126,Matt Kuchar,63,"35' 6""",25657.667,723,133
128,T129,T129,Billy Andrade,100,"35' 7""",39875.917,1120,124
129,T129,T129,Jeff Brehaut,110,"35' 7""",44778.833,1259,16
130,T129,T129,Rory Sabbatini,95,"35' 7""",33879.417,953,137
131,T132,T132,Michael Clark II,54,"35' 8""",24080.333,675,77
132,T132,T132,Geoff Ogilvy,86,"35' 8""",31897.167,894,108
133,T132,T132,Dean Wilson,82,"35' 8""",33496.5,939,141
134,T135,T135,Charles Howell III,120,"35' 9""",41784.917,1168,43
135,T135,T135,Pat Perez,95,"35' 9""",34992.75,979,159
136,T135,T135,Garrett Willis,97,"35' 9""",40424.667,1132,128
137,138,138,Ben Crane,94,"35' 10""",36666.583,1024,122
138,T139,T139,Mike Grob,83,"35' 11""",34217.417,952,64
139,T139,T139,Hank Kuehne,73,"35' 11""",29109.0,811,102
140,T139,T139,Tom Lehman,87,"35' 11""",28378.833,791,5
141,T139,T139,Spike McRoy,103,"35' 11""",42479.25,1184,27
142,T139,T139,John Morgan,81,"35' 11""",32699.583,911,164
143,T139,T139,Carl Paulson,101,"35' 11""",44000.667,1225,71
144,T145,T145,Rich Beem,80,"36' 1""",26799.75,743,152
145,T145,T145,Vance Veazey,66,"36' 1""",26587.25,736,165
146,T147,T147,Steve Allan,53,"36' 2""",22103.0,611,167
147,T147,T147,Richard Johnson,89,"36' 2""",36821.083,1018,130
148,T147,T147,Brett Quigley,92,"36' 2""",36132.917,999,86
149,T147,T147,Esteban Toledo,109,"36' 2""",45299.083,1253,84
150,T151,T151,Greg Chalmers,98,"36' 3""",41677.167,1150,174
151,T151,T151,Ben Curtis,69,"36' 3""",28588.583,788,114
152,153,153,Matt Gogel,77,"36' 4""",29921.917,823,145
153,T154,T154,Aaron Baddeley,71,"36' 5""",26646.75,732,183
154,T154,T154,Jeff Klein,60,"36' 5""",24738.75,680,188
155,T154,T154,David Sutherland,77,"36' 5""",30423.75,836,10
156,T157,T157,Brad Faxon,97,"36' 6""",35362.833,969,160
157,T157,T157,Donnie Hammond,92,"36' 6""",38660.25,1059,96
158,T159,T159,Notah Begay III,92,"36' 7""",38084.917,1041,143
159,T159,T159,Todd Fischer,97,"36' 7""",39608.417,1082,148
160,T161,T161,Jonathan Byrd,101,"36' 8""",37064.0,1010,136
161,T161,T161,Paul Gow,62,"36' 8""",27077.5,738,107
162,T161,T161,Len Mattiace,94,"36' 8""",35542.167,970,177
163,T161,T161,Deane Pappas,75,"36' 8""",31027.583,846,170
164,T161,T161,Kaname Yokoo,56,"36' 8""",22608.917,616,185
165,166,166,Kenneth Staton,59,"36' 9""",25502.0,694,89
166,T167,T167,Doug Barron,90,"36' 10""",38819.667,1054,158
167,T167,T167,Jerry Kelly,108,"36' 10""",39391.083,1070,34
168,T167,T167,Scott Laycock,71,"36' 10""",28183.25,765,149
169,T167,T167,Jesper Parnevik,102,"36' 10""",38978.583,1058,113
170,T171,T171,Jason Gore,83,"36' 11""",33543.917,909,181
171,T171,T171,Scott McCarron,86,"36' 11""",28220.167,764,144
172,T171,T171,Phil Mickelson,87,"36' 11""",25893.25,701,108
173,T174,T174,Steven Alker,87,"37' 0""",35842.5,968,175
174,T174,T174,Carlos Franco,99,"37' 0""",42513.583,1150,29
175,T174,T174,John Senden,111,"37' 0""",46460.5,1256,7
176,T177,T177,Andy Miller,75,"37' 1""",30656.583,826,171
177,T177,T177,Kevin Sutherland,97,"37' 1""",33396.583,901,44
178,T177,T177,Ty Tryon,52,"37' 1""",20320.333,548,189
179,180,180,Jason Caron,74,"37' 3""",30509.75,819,173
180,181,181,Cameron Yancey,58,"37' 4""",23870.417,639,190
181,182,182,John Daly,56,"37' 6""",20882.417,557,132
182,183,183,Mark Wilson,82,"37' 7""",35095.667,934,139
183,184,184,Anthony Painter,87,"37' 8""",36528.0,970,182
184,185,185,Brent Schwarzrock,60,"37' 9""",25273.417,670,74
185,T186,T186,Mathew Goggin,90,"37' 10""",36410.25,963,45
186,T186,T186,Billy Mayfair,105,"37' 10""",42521.833,1124,69
187,188,188,Jason Buha,61,"38' 1""",25960.75,681,125
188,T189,T189,Brad Elder,51,"38' 6""",21507.917,559,146
189,T189,T189,"Dave Stockton, Jr.",79,"38' 6""",32509.25,844,162
