,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
33,T31,T31,David Peoples,96,39.22,20,51,-0.20
34,35,35,Loren Roberts,87,38.83,40,103,-0.18
35,36,36,Brian Henninger,56,38.71,12,31,-0.17
36,37,37,Brandt Jobe,77,38.64,17,44,+0.12
37,38,38,Skip Kendall,110,38.57,27,70,-0.22
38,39,39,Charles Howell III,120,38.46,15,39,+0.13
39,40,40,Chris Smith,92,38.24,13,34,E
40,T41,T41,Bob Burns,88,37.93,22,58,-0.18
41,T41,T41,Hal Sutton,81,37.93,11,29,E
42,43,43,Jim Carter,95,37.8,31,82,-0.03
43,T44,T44,Jerry Kelly,108,37.5,24,64,E
44,T44,T44,Andrew Magee,91,37.5,12,32,E
45,46,46,Billy Andrade,100,37.25,19,51,-0.11
46,47,47,Robert Damron,96,36.99,27,73,-0.04
47,48,48,Davis Love III,85,36.84,7,19,-0.14
48,49,49,Tommy Armour III,66,36.67,11,30,-0.18
49,50,50,Todd Barranger,78,36.59,15,41,-0.07
50,T51,T51,Luke Donald,88,36.36,24,66,+0.04
51,T51,T51,Rocco Mediate,80,36.36,16,44,-0.13
52,53,53,Jim Furyk,104,36.21,21,58,E
53,54,54,Briny Baird,113,36.17,17,47,-0.12
54,T55,T55,Harrison Frazar,88,35.71,15,42,-0.07
55,T55,T55,Ian Leggatt,71,35.71,10,28,E
56,T55,T55,Tom Lehman,87,35.71,15,42,-0.07
57,T55,T55,Gene Sauers,87,35.71,25,70,+0.04
58,59,59,Brian Gay,100,35.62,26,73,+0.08
59,60,60,Tom Byrum,97,35.14,26,74,-0.12
60,61,61,John Rollins,89,35.0,14,40,-0.21
61,62,62,Gavin Coles,69,34.94,29,83,+0.07
62,63,63,Heath Slocum,101,34.92,22,63,E
63,64,64,Arron Oberholser,80,34.69,17,49,-0.06
64,T65,T65,Deane Pappas,75,34.62,9,26,-0.22
65,T65,T65,Brenden Pappas,105,34.62,18,52,-0.06
66,67,67,Brent Schwarzrock,60,34.48,10,29,+0.20
67,68,68,Anthony Painter,87,34.43,21,61,-0.05
68,69,69,Brad Faxon,97,34.12,29,85,-0.10
69,70,70,Justin Leonard,80,34.09,15,44,-0.13
70,71,71,Jay Don Blake,77,34.04,16,47,-0.13
71,72,72,Steven Alker,87,33.68,32,95,E
72,T73,T73,Tim Clark,79,33.33,24,72,-0.13
73,T73,T73,Geoff Ogilvy,86,33.33,13,39,E
74,T73,T73,Patrick Sheehan,101,33.33,17,51,-0.35
75,T73,T73,David Sutherland,77,33.33,14,42,-0.14
76,T73,T73,Duffy Waldorf,90,33.33,15,45,-0.27
77,78,78,Donnie Hammond,92,32.81,21,64,-0.10
78,79,79,Dan Forsman,98,32.76,19,58,-0.11
79,80,80,Pat Perez,95,32.69,17,52,-0.35
80,81,81,Jason Gore,83,32.61,15,46,-0.20
81,82,82,Michael Clark II,54,32.56,14,43,-0.21
82,83,83,Kenny Perry,98,32.43,12,37,+0.08
83,84,84,Paul Azinger,73,32.14,18,56,-0.06
84,T85,T85,Frank Lickliter II,94,31.91,15,47,-0.13
85,T85,T85,Jeff Maggert,81,31.91,15,47,E
86,87,87,Cameron Beckman,86,31.71,13,41,E
87,88,88,Jesper Parnevik,102,31.58,18,57,-0.06
88,89,89,Shigeki Maruyama,87,31.48,17,54,-0.12
89,90,90,John Maginnes,87,31.34,21,67,-0.10
90,91,91,Ty Tryon,52,31.25,5,16,-0.20
91,92,92,Aaron Barber,94,31.15,19,61,+0.11
92,93,93,Stewart Cink,104,31.11,14,45,-0.14
93,94,94,Rich Beem,80,31.03,9,29,E
94,95,95,Paul Goydos,86,30.95,26,84,-0.04
95,96,96,Ernie Els,65,30.77,4,13,E
96,97,97,Dudley Hart,66,30.61,15,49,-0.07
97,98,98,Ben Crane,94,30.36,17,56,+0.06
98,99,99,Stuart Appleby,90,30.3,10,33,+0.10
99,T100,T100,Steve Flesch,110,30.0,21,70,+0.05
100,T100,T100,John Morgan,81,30.0,12,40,-0.25
101,102,102,Bob Tway,89,29.82,17,57,-0.06
102,103,103,K.J. Choi,112,29.79,14,47,E
103,104,104,Bob Estes,92,29.73,22,74,-0.09
104,105,105,Glen Day,103,29.69,19,64,-0.11
105,106,106,Jeff Sluman,106,29.63,16,54,E
106,T107,T107,David Frost,80,29.51,18,61,-0.17
107,T107,T107,Joey Sindelar,93,29.51,18,61,E
108,109,109,Vijay Singh,106,29.17,7,24,+0.14
109,T110,T110,Rod Pampling,87,29.03,9,31,E
110,T110,T110,David Toms,90,29.03,9,31,E
111,112,112,Corey Pavin,88,28.93,35,121,+0.03
112,113,113,Neal Lancaster,110,28.89,13,45,E
113,114,114,Jay Haas,89,28.77,21,73,-0.05
114,T115,T115,Carlos Franco,99,28.57,10,35,+0.10
115,T115,T115,Sergio Garcia,62,28.57,4,14,E
116,T115,T115,Peter Jacobsen,75,28.57,10,35,-0.10
117,118,118,Spike McRoy,103,28.38,21,74,+0.05
118,119,119,Akio Sadakata,83,28.26,13,46,-0.15
119,120,120,Pat Bates,111,28.24,24,85,E
120,121,121,Paul Gow,62,28.13,9,32,-0.11
121,T122,T122,Alex Cejka,98,27.78,15,54,-0.13
122,T122,T122,Vance Veazey,66,27.78,10,36,-0.10
123,124,124,Notah Begay III,92,27.71,23,83,-0.09
124,125,125,Kevin Sutherland,97,27.66,13,47,-0.15
125,126,126,Jeff Klein,60,27.42,17,62,+0.12
126,127,127,Scott Laycock,71,27.27,15,55,+0.07
127,128,128,Bernhard Langer,65,27.08,13,48,-0.31
128,129,129,Robert Gamez,114,27.03,10,37,-0.20
129,130,130,Chris Anderson,96,26.92,14,52,-0.29
130,131,131,Todd Fischer,97,26.76,19,71,+0.05
131,132,132,Esteban Toledo,109,26.58,21,79,+0.05
132,133,133,Darren Clarke,61,26.32,5,19,E
133,T134,T134,Ben Curtis,69,26.09,12,46,+0.08
134,T134,T134,Steve Lowery,86,26.09,6,23,+0.17
135,T134,T134,Mike Sposa,72,26.09,12,46,E
136,137,137,Kenneth Staton,59,25.93,7,27,E
137,138,138,Mark Wilson,82,25.86,15,58,+0.13
138,139,139,Kenichi Kuboya,91,25.71,18,70,E
139,T140,T140,Mathew Goggin,90,25.64,10,39,-0.20
140,T140,T140,Jay Williamson,93,25.64,10,39,E
141,142,142,Garrett Willis,97,25.49,13,51,+0.15
142,143,143,Carl Pettersson,80,25.37,17,67,-0.12
143,T144,T144,Robert Allenby,87,25.0,4,16,-0.25
144,T144,T144,Craig Barlow,95,25.0,9,36,-0.44
145,T144,T144,Thomas Levet,85,25.0,14,56,+0.14
146,T144,T144,Adam Scott,52,25.0,3,12,-0.33
147,T148,T148,J.J. Henry,100,24.49,12,49,E
148,T148,T148,Jonathan Kaye,91,24.49,12,49,-0.08
149,150,150,Chris Riley,96,24.24,16,66,E
150,151,151,Chris DiMarco,98,24.19,15,62,-0.13
151,T152,T152,Mark Brooks,90,24.0,18,75,+0.06
152,T152,T152,Brad Elder,51,24.0,6,25,-0.17
153,T152,T152,Lee Janzen,83,24.0,12,50,-0.08
154,T152,T152,Brett Quigley,92,24.0,12,50,E
155,156,156,Matt Gogel,77,23.64,13,55,+0.08
156,157,157,Shaun Micheel,97,23.53,12,51,+0.17
157,158,158,Richard Johnson,89,23.46,19,81,+0.11
158,159,159,Greg Chalmers,98,23.08,15,65,-0.07
159,160,160,Hidemichi Tanaka,112,22.73,15,66,-0.20
160,161,161,Tim Herron,102,22.64,12,53,-0.25
161,162,162,Doug Barron,90,22.58,14,62,-0.21
162,163,163,Aaron Baddeley,71,22.22,10,45,-0.10
163,164,164,John Riegger,55,21.74,5,23,E
164,165,165,Jonathan Byrd,101,21.28,10,47,-0.10
165,T166,T166,David Gossett,92,21.05,8,38,+0.25
166,T166,T166,Andy Miller,75,21.05,8,38,-0.13
167,168,168,Brent Geiberger,51,20.83,5,24,E
168,169,169,Tom Pernice Jr.,105,20.69,12,58,-0.17
169,170,170,Rory Sabbatini,95,20.51,8,39,E
170,171,171,Kaname Yokoo,56,20.45,9,44,-0.11
171,172,172,"Dave Stockton, Jr.",79,20.41,10,49,-0.10
172,173,173,Steve Stricker,59,20.34,12,59,-0.08
173,174,174,Hank Kuehne,73,20.0,5,25,-0.20
174,175,175,Steve Allan,53,19.35,6,31,E
175,176,176,Carl Paulson,101,19.23,10,52,E
176,177,177,Craig Perks,82,18.92,7,37,-0.14
177,178,178,Paul Stankowski,67,18.18,4,22,+0.25
178,179,179,Dicky Pride,73,17.5,7,40,+0.14
179,180,180,Cameron Yancey,58,17.39,8,46,-0.13
180,T181,T181,Len Mattiace,94,17.07,14,82,-0.14
181,T181,T181,Mark O'Meara,69,17.07,7,41,-0.29
182,T183,T183,Fred Couples,71,16.67,5,30,-0.20
183,T183,T183,Phil Mickelson,87,16.67,6,36,-0.17
184,185,185,Mike Weir,80,16.22,6,37,E
185,186,186,Darron Stiles,93,15.91,7,44,+0.14
186,187,187,Jason Caron,74,15.38,4,26,E
187,188,188,Joel Edwards,60,15.0,6,40,E
188,189,189,Peter Lonard,96,14.29,5,35,-0.20
189,190,190,John Daly,56,11.76,2,17,E
