,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
84,85,85,Mike Weir,80,65.85,889,1350,-0.31
85,86,86,Brett Quigley,92,65.84,1031,1566,-0.27
86,T87,T87,Tim Herron,102,65.82,1173,1782,-0.31
87,T87,T87,Arron Oberholser,80,65.82,936,1422,-0.26
88,89,89,Kenneth Staton,59,65.79,675,1026,-0.22
89,T90,T90,Cliff Kresge,102,65.72,1183,1800,-0.27
90,T90,T90,Darron Stiles,93,65.72,1041,1584,-0.25
91,92,92,Tim Petrovic,108,65.59,1216,1854,-0.3
92,93,93,Per-Ulrik Johansson,96,65.56,1121,1710,-0.26
93,94,94,Luke Donald,88,65.47,1037,1584,-0.27
94,95,95,Stuart Appleby,90,65.36,1000,1530,-0.29
95,96,96,Donnie Hammond,92,65.26,1069,1638,-0.25
96,97,97,Jeff Maggert,81,65.23,951,1458,-0.27
97,98,98,Stewart Cink,104,65.22,1174,1800,-0.31
98,99,99,Dicky Pride,73,65.2,845,1296,-0.28
99,100,100,Justin Leonard,80,65.04,878,1350,-0.31
100,101,101,Tim Clark,79,65.01,901,1386,-0.26
101,T102,T102,Hank Kuehne,73,65.0,819,1260,-0.32
102,T102,T102,Frank Lickliter II,94,65.0,1053,1620,-0.28
103,104,104,Mike Sposa,72,64.95,795,1224,-0.27
104,105,105,Patrick Sheehan,101,64.91,1145,1764,-0.29
105,106,106,Shigeki Maruyama,87,64.9,993,1530,-0.26
106,107,107,Paul Gow,62,64.85,712,1098,-0.25
107,T108,T108,Phil Mickelson,87,64.84,922,1422,-0.32
108,T108,T108,Geoff Ogilvy,86,64.84,957,1476,-0.3
109,110,110,Steve Lowery,86,64.79,933,1440,-0.28
110,111,111,Brent Geiberger,51,64.71,594,918,-0.31
111,112,112,Lee Janzen,83,64.65,931,1440,-0.28
112,113,113,Jesper Parnevik,102,64.5,1161,1800,-0.28
113,T114,T114,Ben Curtis,69,64.46,789,1224,-0.23
114,T114,T114,Paul Goydos,86,64.46,963,1494,-0.3
115,116,116,Jay Williamson,93,64.41,1055,1638,-0.22
116,117,117,Jay Haas,89,64.39,962,1494,-0.29
117,118,118,Joel Edwards,60,64.35,695,1080,-0.23
118,119,119,Peter Lonard,96,64.26,1041,1620,-0.26
119,T120,T120,Jay Don Blake,77,64.19,855,1332,-0.25
120,T120,T120,Dudley Hart,66,64.19,751,1170,-0.27
121,122,122,Ben Crane,94,64.13,1062,1656,-0.29
122,123,123,Tom Pernice Jr.,105,64.11,1177,1836,-0.29
123,124,124,Billy Andrade,100,64.09,1142,1782,-0.28
124,125,125,Jason Buha,61,64.08,669,1044,-0.23
125,126,126,Mark Calcavecchia,84,64.02,968,1512,-0.3
126,127,127,Fred Couples,71,64.01,772,1206,-0.31
127,T128,T128,Carl Pettersson,80,63.92,909,1422,-0.29
128,T128,T128,Garrett Willis,97,63.92,1093,1710,-0.28
129,T130,T130,Richard Johnson,89,63.89,1012,1584,-0.26
130,T130,T130,Kenichi Kuboya,91,63.89,1012,1584,-0.26
131,132,132,John Daly,56,63.84,632,990,-0.28
132,T133,T133,Chris Anderson,96,63.8,1091,1710,-0.24
133,T133,T133,Matt Kuchar,63,63.8,689,1080,-0.23
134,135,135,Paul Azinger,73,63.77,838,1314,-0.24
135,136,136,Jonathan Byrd,101,63.75,1159,1818,-0.29
136,137,137,Rory Sabbatini,95,63.74,1067,1674,-0.27
137,138,138,Gene Sauers,87,63.73,975,1530,-0.22
138,T139,T139,Darren Clarke,61,63.68,619,972,-0.31
139,T139,T139,Mark Wilson,82,63.68,917,1440,-0.23
140,141,141,Dean Wilson,82,63.65,928,1458,-0.27
141,142,142,Bob Burns,88,63.56,961,1512,-0.24
142,143,143,Notah Begay III,92,63.52,1029,1620,-0.25
143,144,144,Scott McCarron,86,63.51,926,1458,-0.31
144,145,145,Matt Gogel,77,63.5,823,1296,-0.28
145,146,146,Brad Elder,51,63.38,559,882,-0.21
146,147,147,John Maginnes,87,63.37,981,1548,-0.24
147,148,148,Todd Fischer,97,63.33,1083,1710,-0.29
148,149,149,Scott Laycock,71,63.32,775,1224,-0.28
149,150,150,Robert Damron,96,63.31,1094,1728,-0.23
150,151,151,David Frost,80,63.29,900,1422,-0.3
151,T152,T152,Rich Beem,80,63.2,876,1386,-0.26
152,T152,T152,Loren Roberts,87,63.2,967,1530,-0.27
153,154,154,Nick Price,65,63.17,705,1116,-0.27
154,155,155,Craig Perks,82,63.15,898,1422,-0.26
155,156,156,Tom Byrum,97,63.14,1091,1728,-0.25
156,157,157,Jim Carter,95,63.1,1045,1656,-0.23
157,158,158,Doug Barron,90,63.01,998,1584,-0.24
158,159,159,Pat Perez,95,62.86,1041,1656,-0.26
159,160,160,Brad Faxon,97,62.65,1060,1692,-0.27
160,161,161,Brian Henninger,56,62.6,631,1008,-0.26
161,162,162,"Dave Stockton, Jr.",79,62.5,855,1368,-0.26
162,163,163,Brian Gay,100,62.49,1091,1746,-0.27
163,164,164,John Morgan,81,62.45,888,1422,-0.25
164,165,165,Vance Veazey,66,62.37,741,1188,-0.26
165,166,166,Bernhard Langer,65,62.33,718,1152,-0.23
166,167,167,Steve Allan,53,62.27,538,864,-0.25
167,168,168,Adam Scott,52,62.08,514,828,-0.25
168,169,169,John Rollins,89,61.84,935,1512,-0.3
169,170,170,Deane Pappas,75,61.72,811,1314,-0.32
170,171,171,Andy Miller,75,61.7,833,1350,-0.29
171,172,172,Mark Brooks,90,61.69,955,1548,-0.26
172,173,173,Jason Caron,74,61.66,788,1278,-0.24
173,174,174,Greg Chalmers,98,61.58,1053,1710,-0.31
174,175,175,Steven Alker,87,61.57,931,1512,-0.21
175,176,176,Chris Riley,96,61.54,997,1620,-0.28
176,177,177,Len Mattiace,94,61.47,1029,1674,-0.26
177,178,178,Corey Pavin,88,61.44,940,1530,-0.24
178,179,179,Mark O'Meara,69,60.69,721,1188,-0.24
179,180,180,Todd Barranger,78,60.66,808,1332,-0.26
180,181,181,Jason Gore,83,60.64,906,1494,-0.3
181,182,182,Anthony Painter,87,60.58,916,1512,-0.25
182,183,183,Aaron Baddeley,71,60.53,730,1206,-0.33
183,184,184,José Coceres,62,60.48,675,1116,-0.25
184,185,185,Kaname Yokoo,56,60.06,573,954,-0.25
185,186,186,Steve Stricker,59,59.92,604,1008,-0.26
186,187,187,Gavin Coles,69,59.85,711,1188,-0.18
187,188,188,Jeff Klein,60,59.16,607,1026,-0.18
188,189,189,Ty Tryon,52,58.62,517,882,-0.25
189,190,190,Cameron Yancey,58,58.59,580,990,-0.26
