,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
79,80,80,Matt Kuchar,23,215.4,682230.0,88
80,T81,T81,Jason Caron,29,215.7,1048122.0,135
81,T81,T81,Harrison Frazar,27,215.7,1374288.0,177
82,83,83,Rocco Mediate,24,215.8,823378.0,106
83,84,84,Cameron Yancey,23,215.9,808379.0,104
84,85,85,Mathew Goggin,28,216.0,1563082.0,201
85,86,86,Vance Veazey,26,216.6,896913.0,115
86,T87,T87,Bob Tway,26,216.9,1210095.0,155
87,T87,T87,Kaname Yokoo,22,216.9,671468.0,86
88,89,89,Matt Gogel,25,217.2,781809.0,100
89,90,90,Geoff Ogilvy,26,217.4,1205095.0,154
90,91,91,Patrick Sheehan,32,217.7,1340422.0,171
91,T92,T92,Mark Calcavecchia,24,217.8,1058516.0,135
92,T92,T92,John Huston,23,217.8,956407.0,122
93,94,94,Ben Curtis,21,218.0,808342.0,103
94,95,95,Jay Haas,25,218.2,918886.0,117
95,96,96,Billy Andrade,29,218.4,1304900.0,166
96,97,97,Tom Pernice Jr.,31,218.5,1368631.0,174
97,T98,T98,Cameron Beckman,26,218.6,1251096.0,159
98,T98,T98,Pat Perez,33,218.6,1243258.0,158
99,T98,T98,Kenneth Staton,22,218.6,904845.0,115
100,101,101,Arron Oberholser,25,218.7,1102347.0,140
101,T102,T102,Mike Grob,27,218.8,1118277.0,142
102,T102,T102,Jesper Parnevik,31,218.8,1346632.0,171
103,104,104,Ian Leggatt,26,219.5,1043189.0,132
104,105,105,Jerry Kelly,30,219.6,1486075.0,188
105,106,106,Joey Sindelar,29,219.7,1304765.0,165
106,T107,T107,Chad Campbell,27,219.9,1369269.0,173
107,T107,T107,Tom Gillis,25,219.9,934002.0,118
108,109,109,Brad Faxon,27,220.0,879171.0,111
109,T110,T110,Dan Forsman,27,220.2,1038470.0,131
110,T110,T110,Kevin Sutherland,27,220.2,1086248.0,137
111,T112,T112,Jim Furyk,27,220.3,1086654.0,137
112,T112,T112,Spike McRoy,35,220.3,1245279.0,157
113,T114,T114,Frank Lickliter II,30,220.7,1120402.0,141
114,T114,T114,Hal Sutton,24,220.7,858116.0,108
115,T116,T116,Carl Pettersson,26,220.8,969928.0,122
116,T116,T116,Scott Verplank,26,220.8,1128691.0,142
117,T118,T118,Skip Kendall,30,221.1,1273576.0,160
118,T118,T118,David Peoples,30,221.1,1098186.0,138
119,T120,T120,Billy Mayfair,31,221.4,1482211.0,186
120,T120,T120,Steve Stricker,21,221.4,701489.0,88
121,T122,T122,Steve Flesch,33,221.9,1469981.0,184
122,T122,T122,Tom Lehman,25,221.9,1078231.0,135
123,124,124,Mark Wilson,30,222.3,904203.0,113
124,125,125,Woody Austin,31,222.5,1770066.0,221
125,126,126,Scott Laycock,25,222.7,753572.0,94
126,T127,T127,Pat Bates,35,223.0,1228476.0,153
127,T127,T127,Anthony Painter,31,223.0,1300253.0,162
128,129,129,Heath Slocum,32,223.2,1124850.0,140
129,130,130,Jeff Brehaut,32,223.3,1744663.0,217
130,131,131,Jason Buha,25,223.7,756988.0,94
131,132,132,Donnie Hammond,27,224.0,1040455.0,129
132,133,133,Marco Dawson,31,224.1,1113177.0,138
133,134,134,Chris Anderson,31,224.3,1122148.0,139
134,135,135,Kent Jones,23,224.4,1034025.0,128
135,136,136,Luke Donald,27,224.7,817190.0,101
136,137,137,Chris DiMarco,27,224.8,1278578.0,158
137,138,138,John Maginnes,29,225.1,761621.0,94
138,139,139,Ben Crane,27,225.2,1264943.0,156
139,140,140,"Dave Stockton, Jr.",31,225.5,958087.0,118
140,141,141,Glen Day,31,225.7,1267321.0,156
141,142,142,Thomas Levet,26,225.8,1178419.0,145
142,T143,T143,Gavin Coles,28,226.3,472420.0,58
143,T143,T143,Carl Paulson,32,226.3,1816355.0,223
144,T145,T145,Robert Damron,32,226.6,1215327.0,149
145,T145,T145,David Sutherland,25,226.6,1158210.0,142
146,147,147,Peter Jacobsen,22,226.8,767635.0,94
147,T148,T148,Fred Funk,33,226.9,1119180.0,137
148,T148,T148,Nick Price,17,226.9,604412.0,74
149,150,150,Richard Johnson,28,227.0,939891.0,115
150,151,151,John Senden,33,227.1,1774465.0,217
151,T152,T152,Tim Petrovic,32,227.4,1309611.0,160
152,T152,T152,Jeff Sluman,31,227.4,1236197.0,151
153,154,154,Doug Barron,32,227.7,1147462.0,140
154,T155,T155,Olin Browne,34,227.8,1041727.0,127
155,T155,T155,Justin Leonard,23,227.8,918529.0,112
156,157,157,Cliff Kresge,32,228.1,1453206.0,177
157,158,158,Duffy Waldorf,25,228.3,1257463.0,153
158,159,159,Brandt Jobe,22,228.5,1151805.0,140
159,160,160,Shigeki Maruyama,28,228.6,905142.0,110
160,161,161,Corey Pavin,26,228.9,823884.0,100
161,T162,T162,Bob Estes,25,229.0,882259.0,107
162,T162,T162,Dicky Pride,23,229.0,857388.0,104
163,164,164,Stephen Ames,27,229.2,1245977.0,151
164,T165,T165,Len Mattiace,27,229.4,809251.0,98
165,T165,T165,Hidemichi Tanaka,30,229.4,1627054.0,197
166,167,167,Brad Elder,20,229.5,644312.0,78
167,168,168,Kenichi Kuboya,31,229.7,1033649.0,125
168,169,169,Brian Henninger,17,229.8,554312.0,67
169,170,170,Brian Gay,34,232.0,969016.0,116
170,171,171,Esteban Toledo,35,232.4,1238327.0,148
171,172,172,Tim Clark,25,232.6,678238.0,81
172,173,173,David Gossett,28,232.9,1408280.0,168
173,174,174,Jim Carter,33,233.4,1058770.0,126
174,175,175,Greg Chalmers,32,233.5,1420782.0,169
175,176,176,Gene Sauers,30,234.1,943989.0,112
176,177,177,Dean Wilson,27,234.5,1097320.0,130
177,178,178,Mark O'Meara,25,235.8,441448.0,52
178,179,179,Jay Don Blake,27,236.2,816349.0,96
179,180,180,Aaron Barber,32,236.3,986924.0,116
180,181,181,J.P. Hayes,25,236.4,706355.0,83
181,182,182,Glen Hnatiuk,29,237.0,1049273.0,123
182,183,183,Paul Goydos,25,237.8,804569.0,94
183,184,184,David Frost,26,237.9,865186.0,101
184,185,185,Tom Byrum,31,238.4,884050.0,103
185,186,186,Bernhard Langer,21,238.9,593511.0,69
186,187,187,Jeff Klein,25,240.0,535775.0,62
187,188,188,José Coceres,21,240.6,883440.0,102
188,189,189,Loren Roberts,24,242.7,419432.0,48
189,190,190,Steven Alker,30,243.5,832604.0,95
