,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
34,35,35,Robert Allenby,90,0.67,50.24100000000001,77.556,-27.316999999999997,75
35,36,36,Stewart Cink,91,0.6679999999999999,48.093,18.461,29.635,72
36,37,37,Rod Pampling,92,0.649,48.0,47.227,0.773,74
37,38,38,Kenny Perry,83,0.643,48.247,73.551,-25.299,75
38,39,39,Bart Bryant,87,0.638,47.205,32.583,14.620999999999999,74
39,40,40,Tom Pernice Jr.,104,0.637,53.525,26.308000000000003,27.22,84
40,41,41,Hunter Mahan,91,0.632,45.535,30.189,15.347000000000001,72
41,42,42,Boo Weekley,101,0.627,48.887,63.872,-14.982000000000001,78
42,43,43,Jerry Kelly,101,0.621,46.6,63.607,-17.007,75
43,T44,T44,Billy Mayfair,98,0.604,50.108000000000004,57.268,-7.159,83
44,T44,T44,Jesper Parnevik,88,0.604,45.297,-28.115,73.415,75
45,46,46,Brian Davis,101,0.593,52.218,46.476000000000006,5.742999999999999,88
46,47,47,Briny Baird,115,0.586,61.544,66.666,-5.119,105
47,48,48,Stephen Ames,81,0.58,35.989000000000004,20.438,15.549000000000001,62
48,49,49,Ken Duke,112,0.539,51.16,41.68,9.482000000000001,95
49,50,50,John Senden,97,0.528,44.352,65.322,-20.969,84
50,T51,T51,Justin Leonard,95,0.517,42.373999999999995,32.214,10.158,82
51,T51,T51,John Rollins,102,0.517,43.457,34.696999999999996,8.757,84
52,53,53,Jonathan Byrd,73,0.51,31.599,13.225,18.372,62
53,54,54,Vaughn Taylor,91,0.506,36.426,19.35,17.075,72
54,55,55,Mark Calcavecchia,93,0.504,36.769,52.332,-15.559000000000001,73
55,56,56,Ryan Moore,92,0.488,36.566,26.605,9.962,75
56,57,57,Trevor Immelman,74,0.48200000000000004,26.029,39.672,-13.642999999999999,54
57,58,58,J.J. Henry,86,0.473,32.196,30.581,1.6159999999999999,68
58,59,59,Mark Wilson,87,0.467,34.119,32.354,1.7630000000000001,73
59,60,60,Tim Herron,98,0.45399999999999996,37.19,29.671999999999997,7.518,82
60,61,61,Dean Wilson,92,0.444,33.28,-13.145999999999999,46.427,75
61,62,62,Joe Ogilvie,102,0.425,36.945,6.367000000000001,30.578000000000003,87
62,63,63,Charlie Wi,90,0.42100000000000004,34.925,0.413,34.512,83
63,64,64,Cameron Beckman,96,0.418,35.515,41.668,-6.15,85
64,65,65,Stephen Leaney,82,0.41200000000000003,30.491,14.280999999999999,16.207,74
65,66,66,Matt Kuchar,85,0.41,29.085,26.171999999999997,2.918,71
66,67,67,Bill Haas,93,0.408,33.44,34.926,-1.48,82
67,68,68,Daniel Chopra,106,0.402,38.217,17.101,21.12,95
68,69,69,Jay Williamson,50,0.4,19.19,14.884,4.3069999999999995,48
69,70,70,Bob Estes,88,0.38,30.436999999999998,-18.812,49.251000000000005,80
70,71,71,Bubba Watson,80,0.37200000000000005,24.578000000000003,18.976,5.6,66
71,72,72,Charles Howell III,89,0.368,24.314,1.9909999999999999,22.322,66
72,73,73,Shaun Micheel,91,0.366,25.588,27.475,-1.885,70
73,74,74,Brian Gay,107,0.35600000000000004,34.537,-2.717,37.257,97
74,75,75,Jason Bohn,57,0.348,18.469,28.287,-9.814,53
75,76,76,Mathew Goggin,97,0.34700000000000003,30.226,31.774,-1.5419999999999998,87
76,77,77,Will MacKenzie,100,0.342,31.155,46.919,-15.76,91
77,78,78,Stuart Appleby,74,0.33899999999999997,19.659000000000002,21.825,-2.167,58
78,79,79,Pat Perez,84,0.33,21.451,15.571,5.879,65
79,80,80,Kevin Na,84,0.321,25.053,-2.0909999999999997,27.148000000000003,78
80,81,81,Woody Austin,95,0.319,26.775,44.268,-17.491,84
81,82,82,Troy Matteson,87,0.316,23.982,11.167,12.814,76
82,83,83,Charles Warren,101,0.314,29.186,59.321999999999996,-30.135,93
83,84,84,Chris Riley,59,0.305,15.555,1.2,14.355,51
84,85,85,Tom Lehman,62,0.302,14.787,32.16,-17.371,49
85,86,86,J.P. Hayes,89,0.295,23.607,23.746,-0.135,80
86,87,87,Henrik Stenson,52,0.28800000000000003,10.353,-0.429,10.782,36
87,88,88,George McNeill,95,0.27399999999999997,21.884,-17.034000000000002,38.921,80
88,89,89,Nathan Green,103,0.263,22.877,1.939,20.938000000000002,87
89,90,90,Ryuji Imada,104,0.26,23.135,-19.075,42.211000000000006,89
90,91,91,Nick Watney,87,0.256,17.933,31.774,-13.842,70
91,92,92,Rich Beem,89,0.254,17.804000000000002,15.936,1.869,70
92,93,93,Steve Allan,63,0.244,13.404000000000002,-0.838,14.243,55
93,94,94,Fred Funk,65,0.21100000000000002,11.189,-2.825,14.017999999999999,53
94,T95,T95,Jason Gore,86,0.20800000000000002,16.213,8.424,7.79,78
95,T95,T95,Rocco Mediate,72,0.20800000000000002,13.936,16.669,-2.73,67
96,97,97,Retief Goosen,50,0.20600000000000002,6.9879999999999995,7.652,-0.6629999999999999,34
97,98,98,Johnson Wagner,97,0.195,16.761,36.429,-19.663,86
98,99,99,Paul Goydos,60,0.193,9.066,-8.333,17.396,47
99,T100,T100,Kent Jones,97,0.175,15.427999999999999,27.871,-12.440999999999999,88
100,T100,T100,Steve Marino,106,0.175,15.895999999999999,33.074,-17.178,91
101,T102,T102,Jarrod Lyle,77,0.17,11.38,1.3940000000000001,9.985,67
102,T102,T102,Nick O'Hern,72,0.17,9.339,12.487,-3.145,55
103,104,104,Tommy Armour III,81,0.157,10.799000000000001,9.508,1.29,69
104,105,105,Peter Lonard,85,0.141,10.690999999999999,24.336,-13.638,76
105,106,106,Brett Wetterich,88,0.134,9.359,46.675,-37.315,70
106,107,107,Brett Quigley,79,0.128,8.092,8.434,-0.34,63
107,T108,T108,Chris DiMarco,79,0.115,7.246,11.555,-4.306,63
108,T108,T108,Tim Petrovic,106,0.115,10.933,-16.643,27.579,95
109,110,110,Michael Allen,74,0.094,5.985,8.251,-2.2640000000000002,64
110,111,111,Frank Lickliter II,95,0.08800000000000001,7.501,-11.828,19.332,85
111,112,112,Bob Heintz,85,0.078,5.63,-10.297,15.929,72
112,113,113,Cliff Kresge,107,0.07400000000000001,7.417000000000001,-2.128,9.545,100
113,114,114,Kevin Sutherland,85,0.059000000000000004,4.085,5.68,-1.5919999999999999,69
114,115,115,Davis Love III,66,0.048,2.522,17.881,-15.357000000000001,53
115,116,116,Michael Sim,52,0.04,2.005,-12.901,14.908,50
116,117,117,Jeff Gove,103,0.038,3.557,76.342,-72.786,94
117,118,118,Craig Barlow,52,0.024,1.075,12.225,-11.149000000000001,44
118,119,119,Robert Garrigus,95,0.018000000000000002,1.556,6.907,-5.347,86
119,120,120,Craig Kanada,109,0.011000000000000001,1.05,-0.11599999999999999,1.165,94
120,121,121,Steve Flesch,100,0.006999999999999999,0.66,22.642,-21.980999999999998,90
121,122,122,John Mallinger,96,0.0,-0.015,-5.952999999999999,5.938,87
122,123,123,Mathias Grönberg,95,-0.003,-0.266,0.08800000000000001,-0.35200000000000004,88
123,T124,T124,Craig Bowden,78,-0.004,-0.24600000000000002,-17.314,17.070999999999998,67
124,T124,T124,Marco Dawson,73,-0.004,-0.249,-6.962000000000001,6.711,65
125,126,126,Jason Dufner,100,-0.012,-1.075,6.6739999999999995,-7.744,87
126,127,127,Joe Durant,88,-0.021,-1.557,64.225,-65.779,73
127,128,128,John Merrick,92,-0.025,-2.002,31.166,-33.164,81
128,129,129,D.J. Trahan,99,-0.028999999999999998,-2.58,47.696000000000005,-50.275,90
129,130,130,Charley Hoffman,97,-0.034,-2.8560000000000003,-15.552999999999999,12.698,83
130,131,131,Ryan Armour,107,-0.036000000000000004,-3.391,-15.514000000000001,12.125,94
131,132,132,Jeff Quinney,95,-0.037000000000000005,-3.215,-8.95,5.737,86
132,133,133,José Coceres,50,-0.038,-1.589,10.288,-11.873,42
133,134,134,Chris Stroud,66,-0.040999999999999995,-2.319,2.5540000000000003,-4.871,56
134,135,135,Jeff Maggert,79,-0.047,-3.6519999999999997,1.4609999999999999,-5.112,78
135,136,136,Shigeki Maruyama,84,-0.065,-5.212999999999999,-36.853,31.642,80
136,137,137,Tag Ridings,52,-0.069,-3.09,-30.322,27.232,45
137,138,138,Anders Hansen,55,-0.08900000000000001,-3.0210000000000004,2.971,-5.989,34
138,139,139,Craig Lile,77,-0.10800000000000001,-7.42,-40.817,33.398,69
139,140,140,Ted Purdy,102,-0.17,-14.755999999999998,17.426,-32.178000000000004,87
140,T141,T141,Glen Day,85,-0.175,-13.088,-17.823,4.736000000000001,75
141,T141,T141,Michael Putnam,96,-0.175,-14.007,-0.7290000000000001,-13.276,80
142,143,143,Corey Pavin,81,-0.17800000000000002,-12.664000000000001,-34.576,21.915,71
143,144,144,Ryan Palmer,91,-0.19399999999999998,-15.872,-24.236,8.366,82
144,145,145,Steve Lowery,74,-0.23,-15.862,-9.946,-5.916,69
145,146,146,Chad Campbell,96,-0.237,-17.304000000000002,17.541,-34.843,73
146,147,147,Billy Andrade,88,-0.24100000000000002,-19.067,-8.462,-10.603,79
147,148,148,Duffy Waldorf,69,-0.25,-14.776,-1.864,-12.909,59
148,149,149,Andrew Buckle,77,-0.265,-17.737000000000002,-28.543000000000003,10.806,67
149,150,150,Mark Hensby,81,-0.267,-19.202,-33.857,14.658,72
150,151,151,Brendon de Jonge,76,-0.271,-17.855,-12.380999999999998,-5.473,66
151,152,152,Joey Sindelar,75,-0.273,-18.305,-11.485999999999999,-6.817,67
152,153,153,Gavin Coles,87,-0.28600000000000003,-22.033,-48.208999999999996,26.177,77
153,154,154,Dicky Pride,71,-0.322,-19.663,-38.404,18.742,61
154,155,155,Bob Tway,103,-0.32899999999999996,-28.941,-43.005,14.064,88
155,156,156,J.B. Holmes,71,-0.336,-21.515,14.257,-35.772,64
156,157,157,Doug LaBelle II,104,-0.33799999999999997,-30.759,-29.127,-1.631,91
157,158,158,Parker McLachlin,83,-0.344,-25.08,-55.696999999999996,30.616999999999997,73
158,159,159,Paul Stankowski,52,-0.349,-14.664000000000001,-7.968999999999999,-6.693,42
159,160,160,Daisuke Maruyama,86,-0.385,-29.256999999999998,-9.107000000000001,-20.148,76
160,161,161,Richard Johnson,93,-0.39799999999999996,-33.41,-53.568999999999996,20.162,84
161,162,162,Robert Gamez,88,-0.413,-31.368000000000002,-14.989,-16.375999999999998,76
162,163,163,Rich Barcelo,80,-0.42200000000000004,-29.522,-60.003,30.483,70
163,164,164,Harrison Frazar,88,-0.429,-31.291,0.774,-32.06,73
164,165,165,José María Olazábal,52,-0.46399999999999997,-17.179000000000002,-34.973,17.793,37
165,166,166,Jason Schultz,63,-0.474,-25.105,-26.258000000000003,1.153,53
166,167,167,D.J. Brigman,67,-0.49,-26.445999999999998,-25.046999999999997,-1.402,54
167,168,168,Tripp Isenhour,86,-0.514,-37.549,-49.299,11.754000000000001,73
168,169,169,Kirk Triplett,77,-0.584,-39.743,0.713,-40.454,68
169,170,170,Lee Janzen,66,-0.609,-31.643,-19.884,-11.758,52
170,171,171,Chris Couch,76,-0.616,-44.972,-35.093,-9.875,73
171,172,172,Jeff Brehaut,59,-0.647,-31.701999999999998,-19.430999999999997,-12.27,49
172,173,173,Jeff Sluman,60,-0.648,-27.224,-14.071,-13.151,42
173,174,174,Darron Stiles,65,-0.649,-34.418,19.494,-53.911,53
174,175,175,Kevin Stadler,95,-0.7,-54.632,3.861,-58.488,78
175,176,176,Chris Tidland,59,-0.706,-35.994,-63.902,27.906999999999996,51
176,177,177,Mark Brooks,53,-0.7120000000000001,-29.185,-20.515,-8.668,41
177,178,178,Eric Axley,107,-0.726,-68.22800000000001,-73.73100000000001,5.504,94
178,179,179,Brian Bateman,55,-0.7390000000000001,-32.521,-29.055,-3.464,44
179,180,180,Ben Curtis,80,-0.7490000000000001,-47.926,-35.895,-12.027000000000001,64
180,181,181,Kyle Reifers,71,-0.764,-48.138999999999996,-27.826,-20.313,63
181,182,182,John Daly,59,-0.775,-37.992,-23.419,-14.57,49
182,183,183,Tom Johnson,74,-0.815,-51.371,-27.94,-23.429000000000002,63
183,184,184,Scott Gutschewski,67,-0.8370000000000001,-48.516999999999996,-50.254,1.74,58
184,185,185,Tom Byrum,50,-0.8420000000000001,-34.521,-31.355999999999998,-3.165,41
185,186,186,Michael Boyd,61,-0.861,-44.751000000000005,-48.512,3.76,52
186,187,187,Steve Wheatcroft,73,-0.879,-53.63399999999999,-44.293,-9.336,61
187,188,188,Greg Owen,81,-0.915,-64.018,-4.636,-59.382,70
188,189,189,Paul Gow,70,-0.985,-56.138000000000005,-39.351,-16.785,57
189,190,190,David Branshaw,83,-1.044,-78.298,-49.62,-28.675,75
190,191,191,Jaco Van Zyl,51,-1.141,-50.181999999999995,-31.795,-18.386,44
191,192,192,Matt Hendrix,63,-1.217,-66.934,-48.305,-18.628,55
192,193,193,Bryce Molder,56,-1.443,-70.714,-79.83,9.118,49
193,194,194,Jim Rutledge,59,-1.466,-67.447,-47.913999999999994,-19.531,46
194,195,195,Todd Hamilton,76,-1.554,-90.111,-91.94,1.828,58
195,196,196,Bubba Dickerson,51,-1.63,-70.08800000000001,-41.715,-28.372,43
