,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
71,T68,T68,Steve Lowery,74,1.13,273,242
72,T68,T68,Jarrod Lyle,77,1.13,276,244
73,T68,T68,Jeff Maggert,79,1.13,276,244
74,T68,T68,John Merrick,92,1.13,333,294
75,T68,T68,Kevin Sutherland,85,1.13,293,260
76,T77,T77,Ryan Armour,107,1.12,375,335
77,T77,T77,Gavin Coles,87,1.12,281,251
78,T77,T77,Mathew Goggin,97,1.12,329,293
79,T77,T77,Craig Kanada,109,1.12,372,331
80,T77,T77,Craig Lile,77,1.12,260,232
81,T77,T77,Vaughn Taylor,91,1.12,340,304
82,T77,T77,Boo Weekley,101,1.12,355,316
83,T84,T84,Marco Dawson,73,1.11,252,228
84,T84,T84,Steve Elkington,87,1.11,290,262
85,T84,T84,Bob Estes,88,1.11,321,290
86,T84,T84,Robert Garrigus,95,1.11,359,322
87,T84,T84,Will MacKenzie,100,1.11,364,329
88,T84,T84,Johnson Wagner,97,1.11,337,303
89,T90,T90,Robert Allenby,90,1.1,327,298
90,T90,T90,George McNeill,95,1.1,335,305
91,T90,T90,Pat Perez,84,1.1,304,277
92,T90,T90,Jeff Quinney,95,1.1,342,310
93,T90,T90,Duffy Waldorf,69,1.1,239,218
94,T95,T95,Michael Allen,74,1.09,264,243
95,T95,T95,Mathias Grönberg,95,1.09,345,316
96,T95,T95,Charley Hoffman,97,1.09,364,334
97,T95,T95,Justin Leonard,95,1.09,312,287
98,T95,T95,Geoff Ogilvy,84,1.09,295,270
99,T95,T95,David Toms,80,1.09,269,246
100,T101,T101,José Coceres,50,1.08,158,146
101,T101,T101,Jeff Gove,103,1.08,347,321
102,T101,T101,John Mallinger,96,1.08,323,299
103,T101,T101,Rocco Mediate,72,1.08,262,242
104,T101,T101,Chris Stroud,66,1.08,227,211
105,T101,T101,D.J. Trahan,99,1.08,326,302
106,T107,T107,Steve Flesch,100,1.07,335,314
107,T107,T107,Mark Hensby,81,1.07,272,255
108,T107,T107,Frank Lickliter II,95,1.07,340,318
109,T107,T107,Dicky Pride,71,1.07,234,218
110,T107,T107,John Rollins,102,1.07,347,324
111,T107,T107,Bob Tway,103,1.07,351,329
112,T107,T107,Dean Wilson,92,1.07,303,283
113,T107,T107,Mark Wilson,87,1.07,283,264
114,T115,T115,Stephen Ames,81,1.06,247,234
115,T115,T115,Glen Day,85,1.06,282,267
116,T115,T115,Brendon de Jonge,76,1.06,287,272
117,T115,T115,Rod Pampling,92,1.06,300,284
118,T115,T115,Ted Purdy,102,1.06,347,328
119,120,120,Mike Weir,82,1.05,277,263
120,T121,T121,Tim Herron,98,1.04,329,315
121,T121,T121,J.B. Holmes,71,1.04,270,260
122,T121,T121,Jerry Kelly,101,1.04,339,325
123,T121,T121,Doug LaBelle II,104,1.04,316,305
124,T121,T121,Tom Lehman,62,1.04,204,197
125,T121,T121,Arron Oberholser,69,1.04,219,210
126,T127,T127,Rich Barcelo,80,1.03,276,268
127,T127,T127,Luke Donald,69,1.03,228,222
128,T127,T127,Shigeki Maruyama,84,1.03,284,277
129,T130,T130,Rich Beem,89,1.02,333,328
130,T130,T130,Jason Bohn,57,1.02,192,189
131,T130,T130,Jason Dufner,100,1.02,342,336
132,T130,T130,Troy Matteson,87,1.02,302,295
133,T130,T130,Parker McLachlin,83,1.02,284,279
134,T130,T130,Tom Pernice Jr.,104,1.02,354,346
135,T130,T130,Kirk Triplett,77,1.02,254,249
136,T137,T137,Shaun Micheel,91,1.01,284,281
137,T137,T137,Paul Stankowski,52,1.01,187,186
138,139,139,Andrew Buckle,77,1.0,267,266
139,T140,T140,Paul Gow,70,0.99,227,230
140,T140,T140,Ryan Palmer,91,0.99,304,306
141,T140,T140,Ian Poulter,63,0.99,199,201
142,T140,T140,Joey Sindelar,75,0.99,248,251
143,T144,T144,Harrison Frazar,88,0.98,316,322
144,T144,T144,Robert Gamez,88,0.98,296,302
145,T146,T146,Jeff Brehaut,59,0.97,187,192
146,T146,T146,J.J. Henry,86,0.97,284,294
147,T146,T146,Charles Howell III,89,0.97,282,292
148,T146,T146,Daisuke Maruyama,86,0.97,280,290
149,T146,T146,Michael Putnam,96,0.97,327,337
150,T151,T151,Billy Andrade,88,0.96,309,321
151,T151,T151,Mark Brooks,53,0.96,145,151
152,T151,T151,Tom Johnson,74,0.96,255,267
153,T151,T151,Greg Owen,81,0.96,273,284
154,T151,T151,Corey Pavin,81,0.96,246,257
155,T151,T151,Darron Stiles,65,0.96,236,246
156,T157,T157,Michael Boyd,61,0.95,192,202
157,T157,T157,Chris Couch,76,0.95,257,271
158,T157,T157,Joe Durant,88,0.95,274,288
159,T157,T157,Scott Gutschewski,67,0.95,233,246
160,T157,T157,Jason Schultz,63,0.95,202,212
161,T157,T157,Chris Tidland,59,0.95,187,196
162,T157,T157,Steve Wheatcroft,73,0.95,246,258
163,T164,T164,Stuart Appleby,74,0.94,235,250
164,T164,T164,Lee Janzen,66,0.94,215,228
165,T164,T164,Richard Johnson,93,0.94,271,287
166,T164,T164,Brett Wetterich,88,0.94,316,335
167,T168,T168,D.J. Brigman,67,0.93,221,237
168,T168,T168,Tripp Isenhour,86,0.93,268,288
169,170,170,Kevin Stadler,95,0.92,306,333
170,T171,T171,John Daly,59,0.91,221,244
171,T171,T171,Trevor Immelman,74,0.91,205,225
172,T173,T173,Brian Bateman,55,0.9,175,194
173,T173,T173,Fred Funk,65,0.9,201,224
174,T173,T173,Anders Hansen,55,0.9,161,178
175,176,176,Eric Axley,107,0.89,340,384
176,T177,T177,Tom Byrum,50,0.88,140,159
177,T177,T177,Matt Hendrix,63,0.88,198,224
178,179,179,Henrik Stenson,52,0.87,141,163
179,T180,T180,Chad Campbell,96,0.86,293,340
180,T180,T180,Paul Goydos,60,0.86,184,214
181,T180,T180,Davis Love III,66,0.86,207,241
182,T180,T180,Nick O'Hern,72,0.86,205,239
183,184,184,Jaco Van Zyl,51,0.85,151,178
184,T185,T185,David Branshaw,83,0.84,248,296
185,T185,T185,Bryce Molder,56,0.84,175,208
186,T185,T185,Brett Quigley,79,0.84,250,297
187,188,188,Bubba Dickerson,51,0.83,163,196
188,T189,T189,Chris DiMarco,79,0.82,231,282
189,T189,T189,Kyle Reifers,71,0.82,219,266
190,191,191,Retief Goosen,50,0.79,142,180
191,192,192,Jim Rutledge,59,0.78,162,208
192,193,193,Ben Curtis,80,0.75,234,310
193,194,194,Jeff Sluman,60,0.74,174,235
194,195,195,José María Olazábal,52,0.71,143,201
195,196,196,Todd Hamilton,76,0.63,205,324
