,Reverse_Bounce_Back_RANK THIS WEEK,Reverse_Bounce_Back_RANK LAST WEEK,Reverse_Bounce_Back_PLAYER NAME,Reverse_Bounce_Back_ROUNDS,Reverse_Bounce_Back_% UNDER THEN OVER PAR,Reverse_Bounce_Back_TOTAL UNDER THEN OVER PAR,Reverse_Bounce_Back_UNDER PAR
154,155,155,Paul Gow,70,18.96,40,211
155,156,156,José María Olazábal,52,19.12,26,136
156,157,157,Kevin Sutherland,85,19.27,53,275
157,158,158,Peter Lonard,85,19.48,52,267
158,159,159,Mark Calcavecchia,93,19.6,68,347
159,160,160,Harrison Frazar,88,19.66,58,295
160,161,161,Jason Bohn,57,19.78,36,182
161,162,162,Nick Watney,87,19.81,61,308
162,163,163,Bubba Watson,80,20.0,56,280
163,164,164,Ryan Armour,107,20.06,70,349
164,165,165,Greg Owen,81,20.08,52,259
165,166,166,Tag Ridings,52,20.11,36,179
166,167,167,Kirk Triplett,77,20.17,48,238
167,168,168,Ben Curtis,80,20.26,46,227
168,169,169,Henrik Stenson,52,20.3,27,133
169,170,170,Craig Barlow,52,20.45,36,176
170,171,171,Bob Estes,88,20.61,61,296
171,172,172,Corey Pavin,81,20.8,47,226
172,173,173,Rich Barcelo,80,21.03,53,252
173,174,174,David Branshaw,83,21.05,48,228
174,175,175,Tom Johnson,74,21.07,51,242
175,176,176,John Daly,59,21.15,44,208
176,177,177,Rich Beem,89,21.54,67,311
177,178,178,Will MacKenzie,100,21.71,76,350
178,179,179,Chad Campbell,96,21.77,59,271
179,180,180,Brian Bateman,55,21.82,36,165
180,181,181,Bubba Dickerson,51,21.92,32,146
181,182,182,Shaun Micheel,91,21.93,59,269
182,183,183,Jeff Sluman,60,22.02,37,168
183,184,184,Joey Sindelar,75,22.03,52,236
184,185,185,Davis Love III,66,22.11,42,190
185,186,186,Steve Allan,63,22.12,50,226
186,187,187,Charles Howell III,89,22.14,58,262
187,188,188,Billy Andrade,88,22.15,66,298
188,189,189,Retief Goosen,50,22.86,32,140
189,190,190,Duffy Waldorf,69,23.18,51,220
190,191,191,Bryce Molder,56,23.6,38,161
191,192,192,Chris Couch,76,24.36,57,234
192,193,193,Darron Stiles,65,24.44,55,225
193,194,194,Steve Wheatcroft,73,24.56,56,228
194,195,195,Chris DiMarco,79,24.66,55,223
195,196,196,Todd Hamilton,76,28.27,54,191
