,Early_Scoring_Average_RANK THIS WEEK,Early_Scoring_Average_RANK LAST WEEK,Early_Scoring_Average_PLAYER NAME,Early_Scoring_Average_ROUNDS,Early_Scoring_Average_AVG,Early_Scoring_Average_TOTAL STROKES,Early_Scoring_Average_TOTAL EARLY ROUNDS
136,137,137,Mark Hensby,81,71.56,3077,43
137,T138,T138,Andrew Buckle,77,71.57,2505,35
138,T138,T138,Chris Tidland,59,71.57,2004,28
139,140,140,Kevin Stadler,95,71.59,3866,54
140,141,141,Steve Wheatcroft,73,71.61,2578,36
141,T142,T142,Tom Byrum,50,71.62,1862,26
142,T142,T142,Michael Putnam,96,71.62,3366,47
143,T142,T142,Darron Stiles,65,71.62,2435,34
144,T145,T145,Trevor Immelman,74,71.63,2149,30
145,T145,T145,Richard Johnson,93,71.63,4011,56
146,T145,T145,Shigeki Maruyama,84,71.63,2865,40
147,T145,T145,Jason Schultz,63,71.63,2292,32
148,149,149,Daisuke Maruyama,86,71.65,3511,49
149,T150,T150,Rich Beem,89,71.66,3153,44
150,T150,T150,Nick O'Hern,72,71.66,2293,32
151,152,152,Dicky Pride,71,71.67,2795,39
152,T153,T153,Mark Brooks,53,71.68,2007,28
153,T153,T153,Tag Ridings,52,71.68,2007,28
154,T155,T155,Stuart Appleby,74,71.69,2079,29
155,T155,T155,Ian Poulter,63,71.69,2294,32
156,T155,T155,Kirk Triplett,77,71.69,3011,42
157,T158,T158,Michael Allen,74,71.7,2868,40
158,T158,T158,Brian Bateman,55,71.7,2151,30
159,T158,T158,D.J. Trahan,99,71.7,3800,53
160,161,161,Kyle Reifers,71,71.72,2797,39
161,T162,T162,Fred Funk,65,71.74,2511,35
162,T162,T162,Tom Lehman,62,71.74,2224,31
163,T164,T164,Billy Andrade,88,71.75,3157,44
164,T164,T164,Duffy Waldorf,69,71.75,2296,32
165,166,166,Matt Hendrix,63,71.76,2440,34
166,167,167,J.B. Holmes,71,71.77,2512,35
167,168,168,Jason Dufner,100,71.79,3733,52
168,169,169,Anders Hansen,55,71.81,1939,27
169,T170,T170,Paul Goydos,60,71.84,2299,32
170,T170,T170,Shaun Micheel,91,71.84,3233,45
171,172,172,Paul Gow,70,71.85,2874,40
172,173,173,David Branshaw,83,71.93,3165,44
173,174,174,Tripp Isenhour,86,71.95,3022,42
174,175,175,Lee Janzen,66,71.97,2375,33
175,176,176,Greg Owen,81,72.0,3096,43
176,177,177,Jaco Van Zyl,51,72.04,1657,23
177,178,178,Joe Durant,88,72.08,3532,49
178,179,179,Henrik Stenson,52,72.09,1586,22
179,180,180,Joey Sindelar,75,72.1,2956,41
180,181,181,John Daly,59,72.17,2165,30
181,182,182,Charles Howell III,89,72.22,3322,46
182,183,183,Brett Quigley,79,72.23,2889,40
183,184,184,Eric Axley,107,72.27,3975,55
184,185,185,Davis Love III,66,72.32,2242,31
185,186,186,Jeff Sluman,60,72.4,2534,35
186,187,187,Chad Campbell,96,72.41,3331,46
187,188,188,Retief Goosen,50,72.44,1811,25
188,189,189,Tom Johnson,74,72.54,2974,41
189,190,190,Ben Curtis,80,72.6,3485,48
190,191,191,Bubba Dickerson,51,72.64,1816,25
191,192,192,Jeff Brehaut,59,72.65,1889,26
192,193,193,Bryce Molder,56,72.71,2254,31
193,194,194,Jim Rutledge,59,72.73,2182,30
194,195,195,José María Olazábal,52,73.0,1971,27
195,196,196,Todd Hamilton,76,73.85,3028,41
