,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
40,T41,T41,Woody Austin,95,70.419,6730,- 40.164,95
41,T41,T41,John Rollins,102,70.419,7168,- 55.684,101
42,43,43,Alex Cejka,80,70.437,5623,11.985,80
43,44,44,Billy Mayfair,98,70.444,6928,- 24.522,98
44,45,45,Carl Pettersson,111,70.453,7807,- 57.132,110
45,46,46,Robert Allenby,90,70.462,6330,- 58.854,89
46,47,47,Stuart Appleby,74,70.477,5235,- 90.194,73
47,48,48,Jonathan Byrd,73,70.488,5151,- 5.369,73
48,49,49,J.J. Henry,86,70.506,6068,- 75.021,85
49,50,50,Tim Herron,98,70.509,6968,- 58.079,98
50,51,51,Justin Leonard,95,70.527,6750,- 49.904,95
51,52,52,Steve Elkington,87,70.532,6177,- 40.740,87
52,53,53,Fred Funk,65,70.55,4648,- 62.220,65
53,54,54,Dean Wilson,92,70.557,6558,- 66.754,92
54,55,55,Vaughn Taylor,91,70.561,6479,- 57.989,91
55,56,56,John Senden,97,70.566,6880,- 35.109,97
56,57,57,Mark Wilson,87,70.57,6183,- 43.444,87
57,58,58,Mark Calcavecchia,93,70.579,6613,- 49.148,93
58,59,59,Peter Lonard,85,70.611,6029,- 27.049,85
59,60,60,Jason Bohn,57,70.61399999999999,4062,- 37.020,57
60,61,61,Ken Duke,112,70.628,7944,- 33.702,112
61,62,62,Jesper Parnevik,88,70.62899999999999,6222,- 6.628,88
62,63,63,Nick O'Hern,72,70.63,4877,- 74.129,68
63,64,64,Bart Bryant,87,70.637,6091,- 16.217,86
64,65,65,Nathan Green,103,70.64399999999999,7293,- 16.692,103
65,66,66,Bill Haas,93,70.653,6587,- 16.309,93
66,67,67,Charles Howell III,89,70.655,6146,- 69.639,86
67,68,68,Tom Pernice Jr.,104,70.65899999999999,7414,- 65.478,104
68,69,69,Briny Baird,115,70.66199999999999,8126,.098,115
69,70,70,Tom Lehman,62,70.667,4407,- 25.641,62
70,71,71,Ryan Moore,92,70.7,6533,- 28.635,92
71,T72,T72,Mathew Goggin,97,70.703,6891,- 32.774,97
72,T72,T72,Matt Kuchar,85,70.703,6017,- 7.253,85
73,74,74,Will MacKenzie,100,70.718,7102,- 30.248,100
74,75,75,Trevor Immelman,74,70.73100000000001,4882,- 72.263,68
75,76,76,José Coceres,50,70.737,3561,- 24.159,50
76,77,77,Kevin Sutherland,85,70.747,6049,- 35.517,85
77,78,78,Cliff Kresge,107,70.76,7584,- 12.718,107
78,79,79,Joe Ogilvie,102,70.76100000000001,7232,- 14.377,102
79,80,80,Nick Watney,87,70.789,6188,- 29.322,87
80,81,81,Charles Warren,101,70.793,7160,- 9.885,101
81,82,82,Brian Davis,101,70.79899999999999,7161,- 10.271,101
82,83,83,Paul Goydos,60,70.807,4236,- 58.398,59
83,84,84,Stephen Leaney,82,70.82,5817,- 9.753,82
84,85,85,Cameron Beckman,96,70.845,6795,6.109,96
85,86,86,Anders Hansen,55,70.85600000000001,3940,- 42.897,55
86,T87,T87,Steve Allan,63,70.873,4475,- 9.971,63
87,T87,T87,Charlie Wi,90,70.873,6377,1.560,90
88,89,89,Brian Gay,107,70.877,7585,- 1.172,107
89,90,90,Tim Petrovic,106,70.87899999999999,7518,- 4.865,106
90,91,91,Kevin Na,84,70.884,5939,15.224,84
91,92,92,Brett Wetterich,88,70.902,6229,- 60.562,87
92,93,93,Chris DiMarco,79,70.913,5552,- 91.675,77
93,94,94,Bubba Watson,80,70.914,5699,- 25.908,80
94,95,95,Henrik Stenson,52,70.935,3326,- 62.999,46
95,96,96,Daniel Chopra,106,70.94800000000001,7509,11.467,106
96,97,97,Troy Matteson,87,70.95100000000001,6213,- 40.283,87
97,98,98,Ryuji Imada,104,70.952,7381,- 1.997,104
98,99,99,Steve Marino,106,70.954,7529,- 7.904,106
99,100,100,Steve Flesch,100,70.958,7125,- 29.177,100
100,101,101,Bob Estes,88,70.962,6260,- 15.366,88
101,102,102,Shaun Micheel,91,70.964,6299,- 54.160,88
102,103,103,Jason Gore,86,70.969,6108,- 4.665,86
103,104,104,Davis Love III,66,70.984,4681,- 67.015,65
104,105,105,George McNeill,95,70.991,6756,- 11.865,95
105,106,106,Rocco Mediate,72,70.998,5126,- 14.161,72
106,107,107,Chris Riley,59,71.009,4180,9.510,59
107,108,108,Rich Beem,89,71.036,6370,- 47.803,89
108,109,109,Joe Durant,88,71.038,6243,- 62.683,87
109,110,110,Ryan Armour,107,71.048,7617,- 14.857,107
110,T111,T111,J.P. Hayes,89,71.065,6335,- 10.224,89
111,T111,T111,Craig Kanada,109,71.065,7753,- 6.909,109
112,113,113,Jay Williamson,50,71.074,3532,21.686,50
113,114,114,Michael Allen,74,71.077,5263,- 3.283,74
114,115,115,D.J. Trahan,99,71.083,7068,- 30.754,99
115,116,116,John Mallinger,96,71.085,6840,- 15.794,96
116,117,117,Jeff Quinney,95,71.112,6767,- 11.355,95
117,118,118,Tommy Armour III,81,71.133,5740,21.755,81
118,119,119,Frank Lickliter II,95,71.137,6775,- 17.027,95
119,120,120,Jarrod Lyle,77,71.142,5475,2.918,77
120,121,121,Johnson Wagner,97,71.14399999999999,6913,- 12.041,97
121,122,122,Jeff Gove,103,71.146,7333,- 4.974,103
122,123,123,Jason Dufner,100,71.154,7145,- 29.649,100
123,T124,T124,Bob Heintz,85,71.16199999999999,6042,6.736,85
124,T124,T124,Kent Jones,97,71.16199999999999,6903,- .275,97
125,126,126,Glen Day,85,71.172,6056,- 6.378,85
126,127,127,Shigeki Maruyama,84,71.175,5988,- 9.309,84
127,128,128,Jeff Maggert,79,71.195,5633,- 8.602,79
128,129,129,Brett Quigley,79,71.212,5618,- 63.493,78
129,130,130,Mathias Grönberg,95,71.214,6763,2.354,95
130,131,131,Michael Putnam,96,71.215,6869,- 32.359,96
131,132,132,Chris Stroud,66,71.218,4704,- 3.580,66
132,133,133,Michael Sim,52,71.219,3689,14.412,52
133,134,134,Charley Hoffman,97,71.229,6939,- 29.763,97
134,135,135,Gavin Coles,87,71.245,6205,- 6.662,87
135,136,136,John Merrick,92,71.265,6537,19.414,92
136,137,137,Bob Tway,103,71.27199999999999,7339,2.042,103
137,138,138,Corey Pavin,81,71.27600000000001,5800,- 26.682,81
138,139,139,Chad Campbell,96,71.309,6481,- 63.162,90
139,140,140,Doug LaBelle II,104,71.332,7417,1.478,104
140,141,141,Marco Dawson,73,71.336,5198,9.523,73
141,142,142,Craig Barlow,52,71.343,3705,4.851,52
142,143,143,Robert Garrigus,95,71.358,6772,6.989,95
143,144,144,Ted Purdy,102,71.36,7275,3.730,102
144,145,145,J.B. Holmes,71,71.377,5088,- 20.251,71
145,146,146,Craig Lile,77,71.38600000000001,5489,7.729,77
146,147,147,Mark Hensby,81,71.408,5790,- 5.965,81
147,148,148,Brendon de Jonge,76,71.413,5430,- 2.642,76
148,149,149,Paul Stankowski,52,71.42699999999999,3728,- 13.820,52
149,150,150,Tag Ridings,52,71.435,3700,14.598,52
150,151,151,Andrew Buckle,77,71.443,5508,- 6.857,77
151,152,152,Dicky Pride,71,71.465,5068,5.982,71
152,153,153,D.J. Brigman,67,71.467,4803,- 14.721,67
153,154,154,Parker McLachlin,83,71.516,5936,- .171,83
154,155,155,José María Olazábal,52,71.521,3646,- 69.945,50
155,156,156,Daisuke Maruyama,86,71.547,6155,- 1.932,86
156,157,157,Richard Johnson,93,71.555,6660,- 5.415,93
157,158,158,Craig Bowden,78,71.565,5555,27.067,78
158,159,159,Harrison Frazar,88,71.569,6314,- 15.937,88
159,160,160,Steve Lowery,74,71.57300000000001,5280,16.401,74
160,161,161,Ben Curtis,80,71.582,5800,- 73.460,80
161,162,162,Billy Andrade,88,71.58800000000001,6314,- 14.292,88
162,163,163,Darron Stiles,65,71.592,4659,- 5.524,65
163,164,164,Robert Gamez,88,71.62899999999999,6312,- 8.623,88
164,165,165,Tripp Isenhour,86,71.635,6163,- 2.421,86
165,166,166,Duffy Waldorf,69,71.648,4937,6.735,69
166,167,167,Brian Bateman,55,71.657,3961,- 19.872,55
167,168,168,Rich Barcelo,80,71.65899999999999,5734,- 1.283,80
168,169,169,Joey Sindelar,75,71.664,5385,- 10.226,75
169,170,170,Ryan Palmer,91,71.68,6532,- 9.115,91
170,171,171,Jason Schultz,63,71.69,4513,3.449,63
171,172,172,Lee Janzen,66,71.715,4750,- 16.824,66
172,173,173,Jeff Brehaut,59,71.75399999999999,4243,- 9.506,59
173,174,174,Jeff Sluman,60,71.758,4352,- 46.510,60
174,T175,T175,Mark Brooks,53,71.783,3796,8.514,53
175,T175,T175,Chris Couch,76,71.783,5472,- 16.483,76
176,177,177,Kirk Triplett,77,71.818,5541,- 11.036,77
177,178,178,Tom Johnson,74,71.865,5317,.987,74
178,179,179,Kevin Stadler,95,71.895,6852,- 21.972,95
179,180,180,John Daly,59,71.92699999999999,4271,- 27.332,59
180,181,181,Chris Tidland,59,71.967,4237,9.046,59
181,182,182,Eric Axley,107,71.97,7732,- 31.240,107
182,183,183,Scott Gutschewski,67,71.994,4808,15.601,67
183,184,184,Paul Gow,70,72.016,5027,14.107,70
184,185,185,Tom Byrum,50,72.018,3604,- 3.116,50
185,186,186,Greg Owen,81,72.086,5831,7.978,81
186,187,187,Michael Boyd,61,72.095,4386,11.820,61
187,188,188,Steve Wheatcroft,73,72.138,5247,19.075,73
188,189,189,David Branshaw,83,72.223,6004,- 9.470,83
189,190,190,Matt Hendrix,63,72.369,4553,6.237,63
190,191,191,Kyle Reifers,71,72.407,5145,- 4.104,71
191,192,192,Jim Rutledge,59,72.679,4272,16.074,59
192,193,193,Jaco Van Zyl,51,72.691,3693,14.236,51
193,194,194,Bubba Dickerson,51,72.712,3702,6.322,51
194,195,195,Bryce Molder,56,72.85300000000001,4068,11.761,56
195,196,196,Todd Hamilton,76,72.933,5592,- 49.123,76
