,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
69,T69,T69,Brian Gay,107,35.49,3797,107
70,T69,T69,Mark Hensby,81,35.49,2875,81
71,T69,T69,Will MacKenzie,100,35.49,3549,100
72,T69,T69,Tom Pernice Jr.,104,35.49,3691,104
73,T69,T69,D.J. Trahan,99,35.49,3514,99
74,T69,T69,Mark Wilson,87,35.49,3088,87
75,76,76,Daniel Chopra,106,35.5,3763,106
76,T77,T77,Ryuji Imada,104,35.51,3693,104
77,T77,T77,Ted Purdy,102,35.51,3622,102
78,T77,T77,Adam Scott,69,35.51,2415,68
79,T77,T77,Kevin Sutherland,85,35.51,3018,85
80,T81,T81,Peter Lonard,85,35.52,3019,85
81,T81,T81,Carl Pettersson,111,35.52,3907,110
82,T81,T81,Charles Warren,101,35.52,3588,101
83,T84,T84,Steve Lowery,74,35.53,2629,74
84,T84,T84,Daisuke Maruyama,86,35.53,3056,86
85,T86,T86,Robert Garrigus,95,35.54,3376,95
86,T86,T86,Parker McLachlin,83,35.54,2950,83
87,T88,T88,J.J. Henry,86,35.55,3022,85
88,T88,T88,Jerry Kelly,101,35.55,3591,101
89,90,90,Jeff Gove,103,35.56,3663,103
90,T91,T91,Michael Allen,74,35.58,2633,74
91,T91,T91,Bob Estes,88,35.58,3131,88
92,T91,T91,Padraig Harrington,64,35.58,2206,62
93,T91,T91,Bob Heintz,85,35.58,3024,85
94,T91,T91,Johnson Wagner,97,35.58,3451,97
95,96,96,Chris Stroud,66,35.59,2349,66
96,T97,T97,Mark Calcavecchia,93,35.6,3311,93
97,T97,T97,Troy Matteson,87,35.6,3097,87
98,T99,T99,Craig Kanada,109,35.61,3881,109
99,T99,T99,Craig Lile,77,35.61,2742,77
100,T99,T99,Jeff Maggert,79,35.61,2813,79
101,T102,T102,Craig Bowden,78,35.62,2778,78
102,T102,T102,Brendon de Jonge,76,35.62,2707,76
103,T102,T102,Anders Hansen,55,35.62,1959,55
104,T102,T102,Camilo Villegas,82,35.62,2921,82
105,T106,T106,Stuart Appleby,74,35.63,2601,73
106,T106,T106,Arron Oberholser,69,35.63,2423,68
107,T106,T106,Paul Stankowski,52,35.63,1853,52
108,T109,T109,Mark Brooks,53,35.64,1889,53
109,T109,T109,Luke Donald,69,35.64,2388,67
110,T109,T109,Ryan Moore,92,35.64,3279,92
111,T109,T109,Mike Weir,82,35.64,2887,81
112,T113,T113,Mathias Grönberg,95,35.65,3387,95
113,T113,T113,J.P. Hayes,89,35.65,3173,89
114,T113,T113,Justin Leonard,95,35.65,3387,95
115,T116,T116,Billy Andrade,88,35.66,3138,88
116,T116,T116,Paul Goydos,60,35.66,2104,59
117,T116,T116,Jeff Quinney,95,35.66,3388,95
118,119,119,Joe Ogilvie,102,35.67,3638,102
119,T120,T120,Charley Hoffman,97,35.68,3461,97
120,T120,T120,Stephen Leaney,82,35.68,2926,82
121,T120,T120,Shigeki Maruyama,84,35.68,2997,84
122,T120,T120,Bubba Watson,80,35.68,2854,80
123,T124,T124,Tommy Armour III,81,35.69,2891,81
124,T124,T124,Jason Gore,86,35.69,3069,86
125,T124,T124,John Rollins,102,35.69,3605,101
126,T127,T127,Kent Jones,97,35.7,3463,97
127,T127,T127,Dicky Pride,71,35.7,2535,71
128,T127,T127,Dean Wilson,92,35.7,3284,92
129,130,130,Darron Stiles,65,35.71,2321,65
130,T131,T131,Steve Flesch,100,35.72,3572,100
131,T131,T131,Richard Johnson,93,35.72,3322,93
132,T133,T133,Joe Durant,88,35.74,3109,87
133,T133,T133,Davis Love III,66,35.74,2323,65
134,T135,T135,Craig Barlow,52,35.75,1859,52
135,T135,T135,Boo Weekley,101,35.75,3611,101
136,T137,T137,Chad Campbell,96,35.76,3218,90
137,T137,T137,Frank Lickliter II,95,35.76,3397,95
138,T137,T137,Brett Wetterich,88,35.76,3111,87
139,140,140,Charles Howell III,89,35.77,3076,86
140,T141,T141,Brian Bateman,55,35.78,1968,55
141,T141,T141,Marco Dawson,73,35.78,2612,73
142,T141,T141,Chris DiMarco,79,35.78,2755,77
143,T141,T141,Bob Tway,103,35.78,3685,103
144,145,145,Glen Day,85,35.8,3043,85
145,146,146,Robert Gamez,88,35.81,3151,88
146,T147,T147,Tom Byrum,50,35.82,1791,50
147,T147,T147,Tom Johnson,74,35.82,2651,74
148,149,149,Retief Goosen,50,35.83,1720,48
149,T150,T150,Doug LaBelle II,104,35.84,3727,104
150,T150,T150,Jason Schultz,63,35.84,2258,63
151,T150,T150,Nick Watney,87,35.84,3118,87
152,T153,T153,Fred Funk,65,35.85,2330,65
153,T153,T153,Tom Lehman,62,35.85,2223,62
154,T153,T153,Ryan Palmer,91,35.85,3262,91
155,T153,T153,Ian Poulter,63,35.85,2151,60
156,T157,T157,Jason Dufner,100,35.86,3586,100
157,T157,T157,Corey Pavin,81,35.86,2905,81
158,T159,T159,Rich Beem,89,35.87,3192,89
159,T159,T159,Paul Gow,70,35.87,2511,70
160,T161,T161,Scott Gutschewski,67,35.88,2404,67
161,T161,T161,Duffy Waldorf,69,35.88,2476,69
162,163,163,Ryan Armour,107,35.89,3840,107
163,T164,T164,Shaun Micheel,91,35.9,3159,88
164,T164,T164,Steve Wheatcroft,73,35.9,2621,73
165,T166,T166,Gavin Coles,87,35.92,3125,87
166,T166,T166,Kevin Stadler,95,35.92,3412,95
167,168,168,Henrik Stenson,52,35.93,1653,46
168,169,169,Trevor Immelman,74,35.96,2445,68
169,170,170,Kirk Triplett,77,35.97,2770,77
170,T171,T171,Rich Barcelo,80,35.99,2879,80
171,T171,T171,Harrison Frazar,88,35.99,3167,88
172,173,173,Jim Rutledge,59,36.0,2124,59
173,T174,T174,Greg Owen,81,36.05,2920,81
174,T174,T174,Chris Tidland,59,36.05,2127,59
175,176,176,Michael Putnam,96,36.06,3462,96
176,177,177,Jaco Van Zyl,51,36.08,1840,51
177,178,178,Brett Quigley,79,36.09,2815,78
178,179,179,Lee Janzen,66,36.14,2385,66
179,180,180,Chris Couch,76,36.16,2748,76
180,181,181,Jeff Brehaut,59,36.17,2134,59
181,182,182,Joey Sindelar,75,36.2,2715,75
182,T183,T183,J.B. Holmes,71,36.21,2571,71
183,T183,T183,Kyle Reifers,71,36.21,2571,71
184,T185,T185,Eric Axley,107,36.25,3879,107
185,T185,T185,Ben Curtis,80,36.25,2900,80
186,T185,T185,Jeff Sluman,60,36.25,2175,60
187,T188,T188,D.J. Brigman,67,36.27,2430,67
188,T188,T188,Matt Hendrix,63,36.27,2285,63
189,190,190,Michael Boyd,61,36.36,2218,61
190,T191,T191,John Daly,59,36.37,2146,59
191,T191,T191,Bubba Dickerson,51,36.37,1855,51
192,T191,T191,Todd Hamilton,76,36.37,2764,76
193,194,194,David Branshaw,83,36.42,3023,83
194,195,195,Bryce Molder,56,36.46,2042,56
195,196,196,José María Olazábal,52,36.6,1830,50
