,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
140,141,141,Shigeki Maruyama,84,-.12,71.29,71.17
141,T142,T142,Craig Lile,77,-.13,71.29,71.16
142,T142,T142,Corey Pavin,81,-.13,71.6,71.47
143,T142,T142,Paul Stankowski,52,-.13,71.69,71.56
144,T145,T145,Brendon de Jonge,76,-.15,71.45,71.3
145,T145,T145,J.B. Holmes,71,-.15,71.66,71.51
146,T147,T147,Marco Dawson,73,-.17,71.21,71.04
147,T147,T147,Steve Lowery,74,-.17,71.35,71.18
148,149,149,Duffy Waldorf,69,-.18,71.55,71.37
149,150,150,Craig Bowden,78,-.19,71.22,71.03
150,T151,T151,Mark Hensby,81,-.21,71.48,71.27
151,T151,T151,Doug LaBelle II,104,-.21,71.32,71.11
152,T151,T151,Parker McLachlin,83,-.21,71.52,71.31
153,T154,T154,D.J. Brigman,67,-.25,71.69,71.44
154,T154,T154,Dicky Pride,71,-.25,71.38,71.13
155,T156,T156,Chad Campbell,96,-.32,72.01,71.69
156,T156,T156,José María Olazábal,52,-.32,72.92,72.6
157,T158,T158,Billy Andrade,88,-.33,71.75,71.42
158,T158,T158,Harrison Frazar,88,-.33,71.75,71.42
159,T158,T158,Lee Janzen,66,-.33,71.97,71.64
160,161,161,Joey Sindelar,75,-.34,71.8,71.46
161,162,162,Darron Stiles,65,-.39,71.68,71.29
162,163,163,Kirk Triplett,77,-.40,71.96,71.56
163,T164,T164,Rich Barcelo,80,-.41,71.68,71.27
164,T164,T164,Andrew Buckle,77,-.41,71.53,71.12
165,T164,T164,Jason Schultz,63,-.41,71.63,71.22
166,167,167,Daisuke Maruyama,86,-.43,71.57,71.14
167,T168,T168,Robert Gamez,88,-.44,71.73,71.29
168,T168,T168,Ryan Palmer,91,-.44,71.78,71.34
169,170,170,Tripp Isenhour,86,-.47,71.66,71.19
170,171,171,Ben Curtis,80,-.48,72.5,72.02
171,172,172,Jeff Brehaut,59,-.49,71.92,71.43
172,173,173,Richard Johnson,93,-.50,71.61,71.11
173,174,174,Brian Bateman,55,-.54,72.02,71.48
174,175,175,Kevin Stadler,95,-.55,72.13,71.58
175,T176,T176,Mark Brooks,53,-.60,71.62,71.02
176,T176,T176,Chris Couch,76,-.60,72.0,71.4
177,178,178,Tom Johnson,74,-.61,71.85,71.24
178,179,179,Jeff Sluman,60,-.66,72.53,71.87
179,T180,T180,Michael Boyd,61,-.68,71.9,71.22
180,T180,T180,Chris Tidland,59,-.68,71.81,71.13
181,182,182,Scott Gutschewski,67,-.73,71.76,71.03
182,183,183,Paul Gow,70,-.75,71.81,71.06
183,184,184,Steve Wheatcroft,73,-.76,71.88,71.12
184,T185,T185,John Daly,59,-.77,72.39,71.62
185,T185,T185,Greg Owen,81,-.77,71.99,71.22
186,187,187,Eric Axley,107,-.80,72.26,71.46
187,188,188,Tom Byrum,50,-.82,72.08,71.26
188,189,189,David Branshaw,83,-1.01,72.34,71.33
189,190,190,Matt Hendrix,63,-1.05,72.27,71.22
190,191,191,Kyle Reifers,71,-1.09,72.46,71.37
191,192,192,Jaco Van Zyl,51,-1.22,72.41,71.19
192,193,193,Jim Rutledge,59,-1.39,72.41,71.02
193,194,194,Bryce Molder,56,-1.44,72.64,71.2
194,195,195,Bubba Dickerson,51,-1.45,72.59,71.14
195,196,196,Todd Hamilton,76,-1.71,73.58,71.87
