,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
45,T45,T45,Jarrod Lyle,24,64.29
46,T45,T45,Justin Rose,16,64.29
47,T48,T48,Retief Goosen,14,63.64
48,T48,T48,Paul Goydos,19,63.64
49,T48,T48,Nathan Green,29,63.64
50,T48,T48,Jay Williamson,14,63.64
51,52,52,Joe Ogilvie,31,63.16
52,T53,T53,Tommy Armour III,24,62.5
53,T53,T53,Gavin Coles,28,62.5
54,T53,T53,Mark Hensby,25,62.5
55,T53,T53,John Merrick,29,62.5
56,T53,T53,Arron Oberholser,21,62.5
57,T53,T53,Jesper Parnevik,27,62.5
58,T53,T53,Pat Perez,27,62.5
59,T53,T53,Jeff Sluman,21,62.5
60,T53,T53,Chris Tidland,21,62.5
61,T62,T62,Brian Gay,32,61.9
62,T62,T62,Sean O'Hair,28,61.9
63,T62,T62,John Senden,27,61.9
64,T65,T65,Rich Barcelo,26,61.54
65,T65,T65,Jonathan Byrd,23,61.54
66,T65,T65,Parker McLachlin,28,61.54
67,T68,T68,Bart Bryant,25,61.11
68,T68,T68,K.J. Choi,25,61.11
69,T68,T68,Geoff Ogilvy,22,61.11
70,T71,T71,Michael Allen,22,60.0
71,T71,T71,Tom Byrum,20,60.0
72,T71,T71,Bob Heintz,27,60.0
73,T71,T71,Anthony Kim,26,60.0
74,T71,T71,José María Olazábal,16,60.0
75,T71,T71,Tim Petrovic,32,60.0
76,T71,T71,Jim Rutledge,23,60.0
77,T71,T71,Boo Weekley,29,60.0
78,T71,T71,Steve Wheatcroft,25,60.0
79,T80,T80,Justin Leonard,29,58.82
80,T80,T80,Ryan Moore,28,58.82
81,T82,T82,Andrew Buckle,26,58.33
82,T82,T82,Ken Duke,31,58.33
83,T82,T82,Davis Love III,21,58.33
84,T82,T82,Chris Riley,17,58.33
85,T86,T86,Lucas Glover,29,57.14
86,T86,T86,Jerry Kelly,28,57.14
87,T86,T86,Craig Lile,24,57.14
88,T86,T86,Ryan Palmer,30,57.14
89,T86,T86,Paul Stankowski,18,57.14
90,T91,T91,Glen Day,27,56.25
91,T91,T91,Mathias Grönberg,31,56.25
92,T91,T91,Shaun Micheel,29,56.25
93,T94,T94,Brian Bateman,18,55.56
94,T94,T94,Robert Garrigus,28,55.56
95,T94,T94,Doug LaBelle II,33,55.56
96,T94,T94,George McNeill,30,55.56
97,T94,T94,Jeff Quinney,29,55.56
98,T94,T94,Chris Stroud,24,55.56
99,T94,T94,Scott Verplank,23,55.56
100,T94,T94,Mark Wilson,25,55.56
101,102,102,Stewart Cink,25,55.0
102,T103,T103,Jeff Overton,19,54.55
103,T103,T103,Bo Van Pelt,30,54.55
104,105,105,Robert Gamez,30,53.85
105,T106,T106,Ben Curtis,25,53.33
106,T106,T106,Freddie Jacobson,20,53.33
107,T106,T106,Corey Pavin,25,53.33
108,T106,T106,Johnson Wagner,33,53.33
109,T110,T110,Steve Elkington,25,52.94
110,T110,T110,J.J. Henry,26,52.94
111,T110,T110,Charles Howell III,26,52.94
112,T110,T110,Kent Jones,30,52.94
113,114,114,Ted Purdy,33,52.63
114,T115,T115,Brian Davis,28,52.38
115,T115,T115,Rod Pampling,25,52.38
116,T117,T117,Stuart Appleby,24,50.0
117,T117,T117,Woody Austin,27,50.0
118,T117,T117,Briny Baird,31,50.0
119,T117,T117,Craig Barlow,16,50.0
120,T117,T117,Brendon de Jonge,26,50.0
121,T117,T117,Bob Estes,28,50.0
122,T117,T117,Bill Haas,30,50.0
123,T117,T117,Padraig Harrington,18,50.0
124,T117,T117,Charley Hoffman,30,50.0
125,T117,T117,J.B. Holmes,24,50.0
126,T117,T117,Ryuji Imada,32,50.0
127,T117,T117,Billy Mayfair,30,50.0
128,T117,T117,Rocco Mediate,22,50.0
129,T117,T117,Dicky Pride,25,50.0
130,T117,T117,Tag Ridings,18,50.0
131,T117,T117,Kevin Stadler,31,50.0
132,T117,T117,Vaughn Taylor,28,50.0
133,T134,T134,Kevin Sutherland,25,47.06
134,T134,T134,Nick Watney,26,47.06
135,T136,T136,Stephen Leaney,26,46.67
136,T136,T136,Daisuke Maruyama,28,46.67
137,138,138,Craig Bowden,25,46.15
138,T139,T139,Jason Bohn,17,45.45
139,T139,T139,Harrison Frazar,32,45.45
140,T139,T139,Tom Johnson,27,45.45
141,T139,T139,John Rollins,29,45.45
142,T143,T143,Will MacKenzie,30,45.0
143,T143,T143,Tom Pernice Jr.,31,45.0
144,T145,T145,Aaron Baddeley,23,44.44
145,T145,T145,Michael Boyd,21,44.44
146,T145,T145,Paul Gow,26,44.44
147,T145,T145,Kyle Reifers,27,44.44
148,T145,T145,Michael Sim,17,44.44
149,T145,T145,Henrik Stenson,15,44.44
150,T145,T145,D.J. Trahan,30,44.44
151,T145,T145,Charlie Wi,27,44.44
152,T153,T153,Eric Axley,36,43.75
153,T153,T153,Kevin Na,27,43.75
154,T155,T155,Matt Hendrix,24,42.86
155,T155,T155,Trevor Immelman,21,42.86
156,T155,T155,Steve Marino,31,42.86
157,T155,T155,Bryce Molder,21,42.86
158,T159,T159,Steve Flesch,31,42.11
159,T159,T159,Michael Putnam,29,42.11
160,T159,T159,Bob Tway,32,42.11
161,T162,T162,Stephen Ames,23,41.18
162,T162,T162,Kenny Perry,24,41.18
163,T164,T164,Jeff Gove,30,40.0
164,T164,T164,Anders Hansen,17,40.0
165,T164,T164,Peter Lonard,27,40.0
166,167,167,Cliff Kresge,30,39.13
167,168,168,John Mallinger,29,38.89
168,T169,T169,Steve Allan,18,38.46
169,T169,T169,Shigeki Maruyama,31,38.46
170,171,171,Charles Warren,29,38.1
171,T172,T172,Billy Andrade,27,37.5
172,T172,T172,Jeff Brehaut,21,37.5
173,T172,T172,Joe Durant,28,37.5
174,T175,T175,Tripp Isenhour,32,35.71
175,T175,T175,Steve Lowery,22,35.71
176,177,177,Troy Matteson,26,35.29
177,178,178,Daniel Chopra,34,35.0
178,T179,T179,José Coceres,17,33.33
179,T179,T179,Chris DiMarco,24,33.33
180,T179,T179,Brett Quigley,25,33.33
181,T179,T179,Jason Schultz,22,33.33
182,T179,T179,Kirk Triplett,25,33.33
183,184,184,Cameron Beckman,29,31.58
184,185,185,Craig Kanada,34,30.0
185,T186,T186,Rich Beem,29,29.41
186,T186,T186,Chad Campbell,28,29.41
187,188,188,Mark Brooks,18,28.57
188,189,189,Duffy Waldorf,23,27.27
189,190,190,Jeff Maggert,26,26.67
190,T191,T191,Joey Sindelar,25,25.0
191,T191,T191,Jaco Van Zyl,21,25.0
192,193,193,Jason Dufner,32,23.53
193,194,194,Nick O'Hern,22,23.08
194,195,195,D.J. Brigman,22,18.18
195,196,196,Bubba Dickerson,19,16.67
