,First_Tee_Early_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Scoring_Average_PLAYER NAME,First_Tee_Early_Scoring_Average_ROUNDS,First_Tee_Early_Scoring_Average_AVG,First_Tee_Early_Scoring_Average_TOTAL STROKES,First_Tee_Early_Scoring_Average_TOT. EARLY RDS.(1ST TEE)
84,85,85,Scott Gutschewski,67,71.08,1706,24
85,86,86,Jerry Kelly,101,71.09,2275,32
86,87,87,Nick O'Hern,72,71.12,1209,17
87,T88,T88,Michael Allen,74,71.13,1636,23
88,T88,T88,Ryuji Imada,104,71.13,2134,30
89,T88,T88,Jarrod Lyle,77,71.13,1636,23
90,T88,T88,Corey Pavin,81,71.13,2276,32
91,T92,T92,Ken Duke,112,71.17,3345,47
92,T92,T92,John Merrick,92,71.17,2064,29
93,T92,T92,Rory Sabbatini,81,71.17,1708,24
94,T92,T92,Bob Tway,103,71.17,2064,29
95,T96,T96,Craig Bowden,78,71.18,1993,28
96,T96,T96,Brian Davis,101,71.18,2847,40
97,T96,T96,Nathan Green,103,71.18,2420,34
98,99,99,Craig Kanada,109,71.2,2492,35
99,T100,T100,Bob Estes,88,71.21,2421,34
100,T100,T100,Camilo Villegas,82,71.21,1709,24
101,102,102,Bubba Watson,80,71.22,1638,23
102,103,103,Sergio Garcia,68,71.24,1211,17
103,104,104,Mathew Goggin,97,71.26,1924,27
104,105,105,Chris DiMarco,79,71.27,1853,26
105,106,106,John Daly,59,71.29,1497,21
106,T107,T107,Glen Day,85,71.32,2211,31
107,T107,T107,Peter Lonard,85,71.32,1997,28
108,T109,T109,Jason Schultz,63,71.33,1070,15
109,T109,T109,Jaco Van Zyl,51,71.33,428,6
110,111,111,Chris Stroud,66,71.35,1427,20
111,112,112,Robert Allenby,90,71.36,1998,28
112,113,113,Ernie Els,59,71.38,1142,16
113,114,114,George McNeill,95,71.39,2213,31
114,T115,T115,Jason Gore,86,71.4,1785,25
115,T115,T115,Michael Sim,52,71.4,1071,15
116,T117,T117,D.J. Brigman,67,71.41,1571,22
117,T117,T117,Joe Ogilvie,102,71.41,2285,32
118,119,119,Ryan Armour,107,71.42,2214,31
119,120,120,Tom Byrum,50,71.43,1000,14
120,121,121,Shigeki Maruyama,84,71.48,2073,29
121,T122,T122,Kyle Reifers,71,71.52,1931,27
122,T122,T122,Mike Weir,82,71.52,1931,27
123,124,124,Paul Stankowski,52,71.53,1073,15
124,125,125,Matt Hendrix,63,71.54,930,13
125,T126,T126,Greg Owen,81,71.55,1574,22
126,T126,T126,Dean Wilson,92,71.55,2218,31
127,T128,T128,Cameron Beckman,96,71.56,2290,32
128,T128,T128,Lee Janzen,66,71.56,1145,16
129,130,130,Trevor Immelman,74,71.6,1432,20
130,131,131,Steve Flesch,100,71.61,2721,38
131,T132,T132,Fred Funk,65,71.63,1719,24
132,T132,T132,Ryan Moore,92,71.63,2292,32
133,T132,T132,Kirk Triplett,77,71.63,1934,27
134,135,135,Brett Wetterich,88,71.64,2364,33
135,136,136,Tripp Isenhour,86,71.65,1433,20
136,T137,T137,Mark Hensby,81,71.67,2150,30
137,T137,T137,J.B. Holmes,71,71.67,1935,27
138,T137,T137,Billy Mayfair,98,71.67,2365,33
139,140,140,Brendon de Jonge,76,71.69,1147,16
140,141,141,Stephen Ames,81,71.7,1434,20
141,142,142,Harrison Frazar,88,71.71,2008,28
142,T143,T143,David Branshaw,83,71.72,2080,29
143,T143,T143,Tag Ridings,52,71.72,1291,18
144,T145,T145,Robert Gamez,88,71.73,2152,30
145,T145,T145,John Senden,97,71.73,2367,33
146,147,147,Craig Lile,77,71.74,1363,19
147,T148,T148,Marco Dawson,73,71.76,2081,29
148,T148,T148,Richard Johnson,93,71.76,2655,37
149,T148,T148,Carl Pettersson,111,71.76,2440,34
150,151,151,Ian Poulter,63,71.78,1938,27
151,152,152,Jeff Quinney,95,71.8,2513,35
152,T153,T153,Chris Tidland,59,71.81,1508,21
153,T153,T153,D.J. Trahan,99,71.81,2226,31
154,155,155,Aaron Baddeley,83,71.84,1796,25
155,156,156,Michael Boyd,61,71.85,934,13
156,T157,T157,Tom Lehman,62,71.89,1366,19
157,T157,T157,Ryan Palmer,91,71.89,1366,19
158,T159,T159,Robert Garrigus,95,71.91,2517,35
159,T159,T159,Kevin Stadler,95,71.91,2301,32
160,161,161,Rich Beem,89,71.93,2086,29
161,162,162,Shaun Micheel,91,71.94,2230,31
162,T163,T163,Brian Bateman,55,72.0,1584,22
163,T163,T163,Kevin Sutherland,85,72.0,1440,20
164,165,165,Billy Andrade,88,72.05,1585,22
165,166,166,Andrew Buckle,77,72.06,1225,17
166,167,167,Steve Wheatcroft,73,72.08,865,12
167,168,168,Paul Goydos,60,72.09,1586,22
168,169,169,Steve Lowery,74,72.18,2021,28
169,170,170,Daisuke Maruyama,86,72.25,2312,32
170,171,171,Anders Hansen,55,72.27,1084,15
171,172,172,Jason Dufner,100,72.28,2313,32
172,173,173,Michael Putnam,96,72.29,2241,31
173,174,174,Brett Quigley,79,72.3,2169,30
174,T175,T175,Retief Goosen,50,72.35,1447,20
175,T175,T175,Charles Howell III,89,72.35,2243,31
176,177,177,Jeff Brehaut,59,72.38,941,13
177,178,178,Henrik Stenson,52,72.43,1014,14
178,179,179,Jim Rutledge,59,72.44,1304,18
179,180,180,Jeff Sluman,60,72.46,1739,24
180,181,181,Phil Mickelson,73,72.5,870,12
181,182,182,Joe Durant,88,72.52,2103,29
182,183,183,Adam Scott,69,72.53,1088,15
183,184,184,Eric Axley,107,72.56,2612,36
184,185,185,Duffy Waldorf,69,72.59,1234,17
185,186,186,José Coceres,50,72.62,944,13
186,187,187,Paul Gow,70,72.65,1453,20
187,188,188,Chad Campbell,96,72.81,2330,32
188,189,189,Davis Love III,66,72.84,1384,19
189,190,190,Joey Sindelar,75,72.85,1967,27
190,191,191,Ben Curtis,80,72.97,2554,35
191,192,192,Tom Johnson,74,73.04,1826,25
192,193,193,Bubba Dickerson,51,73.17,878,12
193,194,194,Bryce Molder,56,73.5,1029,14
194,195,195,Todd Hamilton,76,74.07,2000,27
195,196,196,José María Olazábal,52,74.17,1335,18
