,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
71,72,72,Paul Gow,70,210.0,1260,6
72,T73,T73,Justin Rose,63,212.4,1062,5
73,T73,T73,Jim Rutledge,59,212.4,1062,5
74,75,75,J.B. Holmes,71,213.0,1278,6
75,T76,T76,Frank Lickliter II,95,213.8,1710,8
76,T76,T76,Jeff Quinney,95,213.8,1710,8
77,78,78,Cliff Kresge,107,214.0,1926,9
78,79,79,Shigeki Maruyama,84,216.0,1512,7
79,T80,T80,Jonathan Byrd,73,219.0,1314,6
80,T80,T80,Steve Wheatcroft,73,219.0,1314,6
81,82,82,Billy Mayfair,98,220.5,1764,8
82,83,83,Tom Lehman,62,223.2,1116,5
83,84,84,Zach Johnson,76,225.0,1350,6
84,T85,T85,Stewart Cink,91,226.3,1584,7
85,T85,T85,Robert Gamez,88,226.3,1584,7
86,87,87,Matt Hendrix,63,226.8,1134,5
87,T88,T88,Jerry Kelly,101,227.3,1818,8
88,T88,T88,Boo Weekley,101,227.3,1818,8
89,90,90,Robert Allenby,90,228.9,1602,7
90,91,91,Chad Campbell,96,231.4,1620,7
91,T92,T92,Geoff Ogilvy,84,234.0,1404,6
92,T92,T92,Tom Pernice Jr.,104,234.0,1872,8
93,T92,T92,Bo Van Pelt,104,234.0,1872,8
94,95,95,Jeff Maggert,79,237.0,1422,6
95,T96,T96,Steve Marino,106,238.5,1908,8
96,T96,T96,Tim Petrovic,106,238.5,1908,8
97,98,98,Mark Calcavecchia,93,239.1,1674,7
98,99,99,Alex Cejka,80,240.0,1440,6
99,100,100,Tommy Armour III,81,243.0,1458,6
100,101,101,Adam Scott,69,244.8,1224,5
101,102,102,Camilo Villegas,82,246.0,1476,6
102,103,103,John Mallinger,96,246.9,1728,7
103,104,104,Carl Pettersson,111,247.5,1980,8
104,T105,T105,Parker McLachlin,83,249.0,1494,6
105,T105,T105,Kenny Perry,83,249.0,1494,6
106,107,107,John Senden,97,249.4,1746,7
107,108,108,J.J. Henry,86,255.0,1530,6
108,109,109,Ted Purdy,102,262.3,1836,7
109,110,110,Billy Andrade,88,264.0,1584,6
110,111,111,Joey Sindelar,75,270.0,1350,5
111,112,112,Vaughn Taylor,91,273.0,1638,6
112,T113,T113,Chris Couch,76,273.6,1368,5
113,T113,T113,Todd Hamilton,76,273.6,1368,5
114,T115,T115,Andrew Buckle,77,277.2,1386,5
115,T115,T115,Craig Lile,77,277.2,1386,5
116,T117,T117,Aaron Baddeley,83,288.0,1440,5
117,T117,T117,Retief Goosen,50,288.0,864,3
118,T117,T117,Steve Stricker,81,288.0,1440,5
119,120,120,Johnson Wagner,97,291.0,1746,6
120,121,121,Stephen Leaney,82,295.2,1476,5
121,122,122,Briny Baird,115,295.7,2070,7
122,123,123,Chris Stroud,66,297.0,1188,4
123,124,124,David Branshaw,83,298.8,1494,5
124,T125,T125,K.J. Choi,87,306.0,1530,5
125,T125,T125,Matt Kuchar,85,306.0,1530,5
126,T125,T125,Peter Lonard,85,306.0,1530,5
127,T128,T128,Craig Barlow,52,312.0,936,3
128,T128,T128,Doug LaBelle II,104,312.0,1872,6
129,T128,T128,Michael Sim,52,312.0,936,3
130,131,131,Mark Wilson,87,313.2,1566,5
131,132,132,Jesper Parnevik,88,316.8,1584,5
132,133,133,Kyle Reifers,71,319.5,1278,4
133,134,134,Rocco Mediate,72,324.0,1296,4
134,T135,T135,Stuart Appleby,74,328.5,1314,4
135,T135,T135,Marco Dawson,73,328.5,1314,4
136,137,137,Tom Johnson,74,333.0,1332,4
137,138,138,Anthony Kim,93,334.8,1674,5
138,139,139,Cameron Beckman,96,345.6,1728,5
139,140,140,David Toms,80,346.5,1386,4
140,141,141,Charley Hoffman,97,349.2,1746,5
141,142,142,Chris Riley,59,354.0,1062,3
142,T143,T143,Rich Barcelo,80,360.0,1440,4
143,T143,T143,Ben Curtis,80,360.0,1440,4
144,T143,T143,Ian Poulter,63,360.0,1080,3
145,146,146,Corey Pavin,81,364.5,1458,4
146,147,147,Bob Tway,103,370.8,1854,5
147,148,148,Padraig Harrington,64,372.0,1116,3
148,149,149,Brandt Snedeker,105,378.0,1890,5
149,150,150,Daniel Chopra,106,381.6,1908,5
150,T151,T151,Glen Day,85,382.5,1530,4
151,T151,T151,Bob Heintz,85,382.5,1530,4
152,T151,T151,Kevin Sutherland,85,382.5,1530,4
153,154,154,Ryan Armour,107,385.2,1926,5
154,155,155,Fred Funk,65,390.0,1170,3
155,156,156,Bob Estes,88,396.0,1584,4
156,157,157,J.P. Hayes,89,400.5,1602,4
157,T158,T158,John Merrick,92,414.0,1656,4
158,T158,T158,Henrik Stenson,52,414.0,828,2
159,160,160,Dicky Pride,71,426.0,1278,3
160,T161,T161,Woody Austin,95,427.5,1710,4
161,T161,T161,Justin Leonard,95,427.5,1710,4
162,163,163,D.J. Trahan,99,445.5,1782,4
163,164,164,José María Olazábal,52,450.0,900,2
164,165,165,Jaco Van Zyl,51,459.0,918,2
165,166,166,Stephen Ames,81,462.0,1386,3
166,167,167,Brian Gay,107,481.5,1926,4
167,168,168,Craig Kanada,109,490.5,1962,4
168,169,169,Jim Furyk,84,492.0,1476,3
169,T170,T170,Brian Bateman,55,495.0,990,2
170,T170,T170,Anders Hansen,55,495.0,990,2
171,172,172,Bart Bryant,87,516.0,1548,3
172,173,173,Joe Durant,88,522.0,1566,3
173,174,174,Shaun Micheel,91,528.0,1584,3
174,175,175,Paul Goydos,60,531.0,1062,2
175,176,176,Dean Wilson,92,552.0,1656,3
176,177,177,Richard Johnson,93,558.0,1674,3
177,178,178,Davis Love III,66,585.0,1170,2
178,179,179,Luke Donald,69,603.0,1206,2
179,T180,T180,Trevor Immelman,74,612.0,1224,2
180,T180,T180,Nick O'Hern,72,612.0,1224,2
181,182,182,Freddie Jacobson,70,630.0,1260,2
182,183,183,Mark Hensby,81,729.0,1458,2
183,184,184,Gavin Coles,87,783.0,1566,2
184,185,185,Tim Herron,98,882.0,1764,2
185,186,186,José Coceres,50,900.0,900,1
186,187,187,Bubba Dickerson,51,918.0,918,1
187,188,188,Paul Stankowski,52,936.0,936,1
188,189,189,Mark Brooks,53,954.0,954,1
189,190,190,Bryce Molder,56,1008.0,1008,1
190,191,191,Jeff Sluman,60,1080.0,1080,1
191,192,192,Michael Boyd,61,1098.0,1098,1
192,193,193,Arron Oberholser,69,1224.0,1224,1
