,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
107,T107,T107,Robert Karlsson,56,81.82,22,18
108,T107,T107,Scott Stallings,79,81.82,44,36
109,T107,T107,Tiger Woods,61,81.82,33,27
110,111,111,Bob Estes,66,81.25,32,26
111,112,112,Brian Harman,89,81.08,37,30
112,113,113,Rod Pampling,46,80.77,26,21
113,114,114,D.J. Trahan,48,80.65,31,25
114,T115,T115,Carl Pettersson,82,80.56,36,29
115,T115,T115,Charlie Wi,75,80.56,36,29
116,117,117,Harris English,95,80.36,56,45
117,T118,T118,Will Claxton,67,80.0,30,24
118,T118,T118,Steve LeBrun,66,80.0,30,24
119,T118,T118,Rory McIlroy,56,80.0,30,24
120,121,121,William McGirt,75,79.49,39,31
121,122,122,Stewart Cink,71,79.41,34,27
122,123,123,Luke List,65,79.31,29,23
123,124,124,Jordan Spieth,82,79.25,53,42
124,125,125,Sean O'Hair,56,79.17,24,19
125,T126,T126,Tom Gillis,69,78.95,38,30
126,T126,T126,Tim Herron,45,78.95,19,15
127,T126,T126,Ryan Moore,72,78.95,38,30
128,T126,T126,Alistair Presnell,59,78.95,19,15
129,T130,T130,Tim Clark,64,78.57,28,22
130,T130,T130,Brendon de Jonge,110,78.57,56,44
131,132,132,Ken Duke,87,78.13,32,25
132,133,133,Bill Haas,85,78.05,41,32
133,T134,T134,Jonas Blixt,76,77.78,45,35
134,T134,T134,Robert Garrigus,69,77.78,36,28
135,T134,T134,Seung-Yul Noh,71,77.78,36,28
136,T134,T134,John Senden,79,77.78,27,21
137,138,138,Pat Perez,69,77.5,40,31
138,139,139,Martin Flores,83,77.27,44,34
139,T140,T140,Sangmoon Bae,83,77.14,35,27
140,T140,T140,Rickie Fowler,75,77.14,35,27
141,T142,T142,Ángel Cabrera,73,76.92,26,20
142,T142,T142,Dicky Pride,71,76.92,26,20
143,T142,T142,Webb Simpson,92,76.92,52,40
144,T142,T142,Shawn Stefani,63,76.92,26,20
145,T142,T142,Y.E. Yang,56,76.92,26,20
146,147,147,Greg Owen,73,76.67,30,23
147,T148,T148,Kevin Chappell,80,76.47,51,39
148,T148,T148,John Huh,88,76.47,51,39
149,T148,T148,Darron Stiles,51,76.47,17,13
150,151,151,Colt Knost,69,76.0,25,19
151,T152,T152,Zach Johnson,84,75.86,29,22
152,T152,T152,Scott Piercy,78,75.86,29,22
153,154,154,Trevor Immelman,73,75.76,33,25
154,T155,T155,Aaron Baddeley,68,75.0,28,21
155,T155,T155,David Mathis,71,75.0,32,24
156,T155,T155,George McNeill,68,75.0,32,24
157,158,158,Lucas Glover,65,74.29,35,26
158,159,159,Boo Weekley,100,73.68,57,42
159,T160,T160,Marc Leishman,77,73.53,34,25
160,T160,T160,Camilo Villegas,79,73.53,34,25
161,T162,T162,Bobby Gates,49,72.73,22,16
162,T162,T162,Jimmy Walker,84,72.73,44,32
163,164,164,Lee Westwood,70,72.41,29,21
164,165,165,D.A. Points,87,72.34,47,34
165,T166,T166,K.J. Choi,85,72.22,36,26
166,T166,T166,"Ted Potter, Jr.",65,72.22,36,26
167,168,168,Daniel Summerhays,83,72.09,43,31
168,T169,T169,Tag Ridings,69,71.43,28,20
169,T169,T169,Brian Stuard,78,71.43,28,20
170,171,171,Jeff Maggert,63,70.37,27,19
171,T172,T172,Eric Meierdierks,48,69.23,13,9
172,T172,T172,David Toms,49,69.23,13,9
173,174,174,Charl Schwartzel,69,68.97,29,20
174,175,175,Ryo Ishikawa,72,68.57,35,24
175,176,176,Michael Bradley,56,66.67,24,16
176,177,177,Lee Williams,62,65.38,26,17
177,178,178,Kyle Stanley,71,64.71,34,22
178,T179,T179,Padraig Harrington,52,57.89,19,11
179,T179,T179,Vijay Singh,61,57.89,19,11
