,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
110,T109,T109,Kevin Stadler,83,96.22,1005,967
111,112,112,William McGirt,75,96.2,1025,986
112,T113,T113,Ángel Cabrera,73,96.15,832,800
113,T113,T113,Russell Henley,80,96.15,910,875
114,T113,T113,Colt Knost,69,96.15,832,800
115,116,116,Bud Cauley,67,96.13,826,794
116,117,117,Kevin Chappell,80,96.12,979,941
117,118,118,Henrik Stenson,65,96.11,642,617
118,T119,T119,Sean O'Hair,56,96.1,744,715
119,T119,T119,John Rollins,77,96.1,1001,962
120,121,121,Morgan Hoffmann,64,96.08,739,710
121,122,122,Justin Hicks,79,96.0,949,911
122,T123,T123,David Hearn,88,95.97,1017,976
123,T123,T123,D.H. Lee,65,95.97,843,809
124,125,125,Erik Compton,74,95.93,934,896
125,T126,T126,Charl Schwartzel,69,95.92,736,706
126,T126,T126,Lee Williams,62,95.92,759,728
127,128,128,K.J. Choi,85,95.91,905,868
128,129,129,Andres Romero,63,95.84,746,715
129,130,130,Scott Stallings,79,95.82,933,894
130,131,131,Darron Stiles,51,95.81,620,594
131,132,132,Scott Gardiner,61,95.79,760,728
132,T133,T133,Vijay Singh,61,95.78,735,704
133,T133,T133,Charlie Wi,75,95.78,948,908
134,135,135,Rory Sabbatini,86,95.72,1029,985
135,136,136,Troy Matteson,68,95.71,863,826
136,137,137,Mike Weir,60,95.7,675,646
137,138,138,Will Claxton,67,95.69,858,821
138,139,139,Cameron Tringale,80,95.68,1088,1041
139,T140,T140,Jason Kokrak,78,95.66,1059,1013
140,T140,T140,George McNeill,68,95.66,922,882
141,T142,T142,Martin Laird,68,95.65,759,726
142,T142,T142,Alistair Presnell,59,95.65,666,637
143,144,144,Eric Meierdierks,48,95.64,551,527
144,145,145,Nicholas Thompson,99,95.62,1256,1201
145,146,146,Henrik Norlander,70,95.61,866,828
146,147,147,Greg Owen,73,95.56,991,947
147,T148,T148,Tom Gillis,69,95.54,874,835
148,T148,T148,Seung-Yul Noh,71,95.54,920,879
149,150,150,Y.E. Yang,56,95.51,601,574
150,151,151,Camilo Villegas,79,95.5,934,892
151,152,152,Pat Perez,69,95.45,945,902
152,153,153,Boo Weekley,100,95.34,1244,1186
153,154,154,Padraig Harrington,52,95.3,511,487
154,T155,T155,Steven Bowditch,67,95.23,859,818
155,T155,T155,David Mathis,71,95.23,902,859
156,T155,T155,Ryan Moore,72,95.23,839,799
157,158,158,Michael Bradley,56,95.22,649,618
158,159,159,Luke List,65,95.21,773,736
159,160,160,Webb Simpson,92,95.15,1011,962
160,T161,T161,John Huh,88,95.1,1081,1028
161,T161,T161,Trevor Immelman,73,95.1,938,892
162,163,163,Jordan Spieth,82,95.09,957,910
163,164,164,Robert Allenby,58,95.03,764,726
164,165,165,Jason Dufner,78,94.89,880,835
165,166,166,"Ted Potter, Jr.",65,94.85,777,737
166,167,167,Jeff Maggert,63,94.77,842,798
167,168,168,Stewart Cink,71,94.6,833,788
168,169,169,Lee Westwood,70,94.57,774,732
169,170,170,Marc Leishman,77,94.55,955,903
170,171,171,D.A. Points,87,94.52,986,932
171,172,172,Charlie Beljan,62,94.51,819,774
172,173,173,D.J. Trahan,48,94.42,573,541
173,174,174,Sangmoon Bae,83,94.34,1007,950
174,175,175,Ricky Barnes,74,94.3,1000,943
175,176,176,Ryo Ishikawa,72,94.26,819,772
176,177,177,Geoff Ogilvy,57,94.13,630,593
177,178,178,Kyle Stanley,71,93.81,888,833
178,179,179,Lucas Glover,65,93.31,807,753
179,180,180,Luke Guthrie,82,93.25,963,898
