,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
141,142,142,Bob Estes,66,51.79,224,116
142,143,143,David Mathis,71,51.74,288,149
143,144,144,Brandt Jobe,62,51.69,236,122
144,145,145,Sean O'Hair,56,51.63,215,111
145,146,146,Robert Karlsson,56,51.4,179,92
146,147,147,Robert Streb,75,50.99,253,129
147,148,148,Tag Ridings,69,50.93,216,110
148,T149,T149,Scott Piercy,78,50.57,263,133
149,T149,T149,Darron Stiles,51,50.57,174,88
150,151,151,Adam Scott,61,50.56,178,90
151,152,152,Dustin Johnson,71,50.49,206,104
152,T153,T153,Scott Gardiner,61,50.44,228,115
153,T153,T153,Lee Williams,62,50.44,226,114
154,155,155,Vijay Singh,61,50.25,199,100
155,156,156,Kevin Chappell,80,50.16,305,153
156,T157,T157,Scott Brown,65,50.0,236,118
157,T157,T157,John Rollins,77,50.0,300,150
158,T157,T157,D.J. Trahan,48,50.0,140,70
159,160,160,Kevin Stadler,83,49.83,299,149
160,161,161,Lee Westwood,70,49.74,193,96
161,162,162,Nicolas Colsaerts,50,49.71,171,85
162,163,163,Boo Weekley,100,49.04,363,178
163,164,164,Ben Curtis,59,48.95,190,93
164,165,165,Mark Wilson,56,48.83,213,104
165,166,166,Bud Cauley,67,48.62,253,123
166,167,167,Eric Meierdierks,48,48.57,175,85
167,168,168,John Senden,79,48.15,270,130
168,169,169,Seung-Yul Noh,71,48.11,291,140
169,170,170,Ricky Barnes,74,47.89,261,125
170,171,171,Nick Watney,88,47.67,300,143
171,172,172,Michael Thompson,66,47.26,237,112
172,173,173,Will Claxton,67,47.19,231,109
173,T174,T174,Ryo Ishikawa,72,47.08,240,113
174,T174,T174,Scott Langley,79,47.08,240,113
175,176,176,Rod Pampling,46,46.94,147,69
176,177,177,Jim Furyk,80,46.89,241,113
177,178,178,Roberto Castro,97,46.24,346,160
178,179,179,Greg Owen,73,45.96,285,131
179,180,180,Lucas Glover,65,45.5,211,96
