,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
96,97,97,Ken Duke,28,201.0
97,98,98,Michael Thompson,22,201.4
98,99,99,Matt Jones,24,201.5
99,100,100,Justin Rose,17,202.3
100,101,101,D.H. Lee,22,203.4
101,102,102,Charlie Wi,23,204.3
102,103,103,Steven Bowditch,22,205.3
103,104,104,Pat Perez,22,206.0
104,105,105,David Toms,16,208.0
105,106,106,Graeme McDowell,16,209.0
106,107,107,Jason Bohn,23,209.1
107,108,108,Nick Watney,26,209.7
108,109,109,Camilo Villegas,23,210.2
109,110,110,Marc Leishman,23,210.3
110,111,111,Bo Van Pelt,22,212.0
111,112,112,Matt Every,28,212.6
112,113,113,Henrik Norlander,22,216.1
113,T114,T114,Vaughn Taylor,16,220.3
114,T114,T114,Bubba Watson,21,220.3
115,116,116,Alistair Presnell,23,220.9
116,117,117,Ryan Moore,22,221.0
117,118,118,J.J. Henry,26,221.5
118,119,119,Martin Laird,21,223.9
119,120,120,David Lingmerth,23,224.3
120,121,121,John Huh,28,225.3
121,122,122,Derek Ernst,21,231.5
122,123,123,Stewart Cink,22,232.5
123,124,124,Ernie Els,19,233.4
124,125,125,Rory Sabbatini,27,235.8
125,126,126,Justin Bolli,23,239.0
126,127,127,D.A. Points,28,244.3
127,128,128,Ben Curtis,20,247.1
128,129,129,Jim Herman,19,247.4
129,130,130,Dustin Johnson,22,247.8
130,131,131,Steve LeBrun,21,249.8
131,132,132,Jason Kokrak,25,250.3
132,133,133,Ángel Cabrera,21,250.8
133,134,134,Jeff Maggert,21,251.1
134,135,135,Luke Guthrie,27,251.4
135,136,136,Robert Garrigus,22,251.8
136,137,137,Scott Piercy,24,252.5
137,138,138,John Rollins,24,252.6
138,139,139,Martin Flores,25,253.3
139,140,140,Sean O'Hair,22,253.7
140,141,141,Rod Pampling,16,256.5
141,142,142,Kevin Chappell,24,257.0
142,143,143,John Senden,25,257.3
143,144,144,Scott Gardiner,23,259.0
144,145,145,Jason Dufner,22,259.6
145,T146,T146,Robert Allenby,24,259.8
146,T146,T146,Kevin Stadler,25,259.8
147,148,148,Jin Park,20,260.2
148,T149,T149,Charlie Beljan,24,260.7
149,T149,T149,Justin Hicks,25,260.7
150,151,151,D.J. Trahan,16,266.1
151,152,152,Nicholas Thompson,29,266.2
152,153,153,Mark Wilson,19,267.2
153,154,154,Brad Fritsch,24,269.1
154,155,155,Ricky Barnes,26,271.1
155,156,156,Luke List,24,275.1
156,157,157,Roberto Castro,29,277.0
157,158,158,Nicolas Colsaerts,17,278.3
158,159,159,Tim Herron,15,278.8
159,160,160,George McNeill,21,279.2
160,161,161,David Mathis,24,279.4
161,162,162,Chad Campbell,25,283.5
162,163,163,Ryo Ishikawa,23,285.5
163,T164,T164,Lee Westwood,19,285.7
164,T164,T164,Lee Williams,22,285.7
165,166,166,Seung-Yul Noh,25,286.4
166,167,167,Darron Stiles,20,295.2
167,168,168,Geoff Ogilvy,19,299.8
168,169,169,Trevor Immelman,24,303.7
169,170,170,Kyle Stanley,24,304.3
170,171,171,Padraig Harrington,17,309.8
171,172,172,Vijay Singh,19,313.9
172,173,173,Robert Karlsson,18,314.3
173,174,174,Lucas Glover,23,315.8
174,175,175,Greg Owen,24,317.5
175,176,176,Bud Cauley,24,319.6
176,177,177,Michael Bradley,21,327.1
177,178,178,Eric Meierdierks,19,329.2
178,179,179,Boo Weekley,27,336.5
179,180,180,Will Claxton,24,362.1
