,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
35,36,36,George McNeill,68,6.54,260,17
36,37,37,Tim Clark,64,6.52,138,9
37,38,38,Jin Park,52,6.49,185,12
38,39,39,D.H. Lee,65,6.46,263,17
39,40,40,Freddie Jacobson,63,6.4,172,11
40,41,41,Doug LaBelle II,72,6.35,252,16
41,T42,T42,William McGirt,75,6.27,287,18
42,T42,T42,John Rollins,77,6.27,255,16
43,44,44,Andrew Svoboda,46,6.21,145,9
44,45,45,Jason Day,86,6.2,258,16
45,46,46,Michael Bradley,56,6.19,194,12
46,47,47,Casey Wittenberg,72,6.12,245,15
47,48,48,Chad Campbell,78,6.05,314,19
48,49,49,Brian Gay,79,5.97,201,12
49,50,50,Bob Estes,66,5.95,252,15
50,T51,T51,Stuart Appleby,88,5.88,340,20
51,T51,T51,Ryo Ishikawa,72,5.88,204,12
52,T53,T53,Tom Gillis,69,5.86,239,14
53,T53,T53,Marc Leishman,77,5.86,256,15
54,55,55,Boo Weekley,100,5.85,342,20
55,56,56,Dustin Johnson,71,5.82,189,11
56,T57,T57,Sangmoon Bae,83,5.8,276,16
57,T57,T57,Ryan Moore,72,5.8,224,13
58,T57,T57,Tag Ridings,69,5.8,224,13
59,T60,T60,Geoff Ogilvy,57,5.78,173,10
60,T60,T60,Scott Piercy,78,5.78,225,13
61,62,62,D.A. Points,87,5.77,260,15
62,63,63,Charley Hoffman,84,5.73,279,16
63,64,64,Bo Van Pelt,72,5.71,210,12
64,65,65,Jonas Blixt,76,5.67,247,14
65,66,66,Kevin Stadler,83,5.65,248,14
66,67,67,Brian Davis,91,5.63,284,16
67,68,68,Patrick Reed,83,5.57,287,16
68,T69,T69,K.J. Choi,85,5.56,270,15
69,T69,T69,Harris English,95,5.56,342,19
70,T69,T69,John Merrick,79,5.56,306,17
71,72,72,Matt Every,89,5.54,271,15
72,73,73,Jeff Overton,78,5.5,309,17
73,74,74,Rory Sabbatini,86,5.49,273,15
74,75,75,Brad Fritsch,81,5.47,256,14
75,76,76,Ángel Cabrera,73,5.45,275,15
76,77,77,James Driscoll,76,5.43,258,14
77,78,78,Keegan Bradley,88,5.42,295,16
78,79,79,Justin Bolli,59,5.39,167,9
79,T80,T80,Jim Furyk,80,5.36,261,14
80,T80,T80,Matt Jones,83,5.36,280,15
81,T80,T80,Nick Watney,88,5.36,317,17
82,83,83,Scott Gardiner,61,5.32,188,10
83,84,84,Bryce Molder,82,5.3,283,15
84,T85,T85,Martin Flores,83,5.26,304,16
85,T85,T85,Brian Stuard,78,5.26,247,13
86,87,87,Charles Howell III,87,5.25,343,18
87,88,88,Nicholas Thompson,99,5.23,344,18
88,T89,T89,Jeff Maggert,63,5.22,230,12
89,T89,T89,Chez Reavie,72,5.22,268,14
90,91,91,Lee Williams,62,5.21,192,10
91,92,92,Derek Ernst,58,5.19,212,11
92,93,93,Johnson Wagner,64,5.11,235,12
93,94,94,Robert Allenby,58,5.1,196,10
94,95,95,Brendan Steele,86,5.08,354,18
95,96,96,Jimmy Walker,84,5.02,279,14
96,T97,T97,Ben Curtis,59,5.0,200,10
97,T97,T97,Rory McIlroy,56,5.0,140,7
98,99,99,John Senden,79,4.96,282,14
99,T100,T100,David Lingmerth,68,4.93,203,10
100,T100,T100,Chris Stroud,88,4.93,304,15
101,102,102,Tiger Woods,61,4.91,163,8
102,103,103,Matt Kuchar,93,4.88,246,12
103,104,104,David Hearn,88,4.87,267,13
104,105,105,Cameron Percy,68,4.85,227,11
105,T106,T106,James Hahn,78,4.82,249,12
106,T106,T106,Henrik Norlander,70,4.82,249,12
107,108,108,Martin Laird,68,4.8,229,11
108,109,109,Daniel Summerhays,83,4.79,334,16
109,110,110,Brian Harman,89,4.73,275,13
110,111,111,Steven Bowditch,67,4.72,233,11
111,112,112,Henrik Stenson,65,4.69,213,10
112,113,113,Jason Kokrak,78,4.68,278,13
113,114,114,Robert Karlsson,56,4.67,150,7
114,T115,T115,Morgan Hoffmann,64,4.64,194,9
115,T115,T115,Troy Matteson,68,4.64,237,11
116,117,117,Billy Horschel,96,4.62,346,16
117,118,118,Shawn Stefani,63,4.59,196,9
118,T119,T119,Justin Hicks,79,4.58,262,12
119,T119,T119,Brandt Jobe,62,4.58,240,11
120,T119,T119,David Mathis,71,4.58,240,11
121,T119,T119,Ian Poulter,59,4.58,131,6
122,123,123,Michael Thompson,66,4.57,219,10
123,T124,T124,Erik Compton,74,4.55,264,12
124,T124,T124,Ernie Els,63,4.55,176,8
125,126,126,Robert Garrigus,69,4.52,177,8
126,127,127,Jason Dufner,78,4.47,246,11
127,T128,T128,Luke List,65,4.46,224,10
128,T128,T128,Vijay Singh,61,4.46,202,9
129,T130,T130,Justin Leonard,86,4.44,293,13
130,T130,T130,Mark Wilson,56,4.44,225,10
131,132,132,Lee Westwood,70,4.4,182,8
132,133,133,Bud Cauley,67,4.39,205,9
133,134,134,Seung-Yul Noh,71,4.33,254,11
134,135,135,David Lynn,70,4.27,211,9
135,136,136,Graham DeLaet,94,4.24,354,15
136,T137,T137,Sean O'Hair,56,4.23,213,9
137,T137,T137,Darron Stiles,51,4.23,142,6
138,T139,T139,Charlie Beljan,62,4.18,239,10
139,T139,T139,Kevin Streelman,86,4.18,287,12
140,141,141,Camilo Villegas,79,4.15,217,9
141,142,142,J.J. Henry,83,4.14,362,15
142,143,143,Dicky Pride,71,4.12,243,10
143,144,144,Will Claxton,67,4.08,245,10
144,145,145,Webb Simpson,92,4.06,271,11
145,146,146,Fabián Gómez,65,4.05,222,9
146,T147,T147,Andres Romero,63,4.02,199,8
147,T147,T147,Kyle Stanley,71,4.02,224,9
148,T149,T149,Martin Kaymer,61,3.96,202,8
149,T149,T149,Cameron Tringale,80,3.96,328,13
150,151,151,Ricky Barnes,74,3.86,285,11
151,152,152,Luke Donald,60,3.82,157,6
152,153,153,Scott Brown,65,3.74,214,8
153,154,154,Lucas Glover,65,3.64,220,8
154,155,155,Robert Streb,75,3.63,248,9
155,156,156,Greg Owen,73,3.55,282,10
156,157,157,Ben Kohles,75,3.53,255,9
157,158,158,Ben Crane,62,3.48,230,8
158,T159,T159,Trevor Immelman,73,3.42,292,10
159,T159,T159,Josh Teater,86,3.42,234,8
160,161,161,Bubba Watson,76,3.36,238,8
161,162,162,Adam Scott,61,3.35,179,6
162,163,163,Brendon de Jonge,110,3.32,392,13
163,164,164,Hunter Mahan,91,3.24,309,10
164,165,165,Alistair Presnell,59,3.23,186,6
165,166,166,Nicolas Colsaerts,50,3.21,156,5
166,167,167,John Huh,88,3.13,319,10
167,168,168,Scott Stallings,79,3.06,229,7
168,169,169,Stewart Cink,71,2.87,244,7
169,170,170,Steve LeBrun,66,2.75,218,6
170,T171,T171,Eric Meierdierks,48,2.58,155,4
171,T171,T171,Vaughn Taylor,50,2.58,155,4
172,173,173,Jerry Kelly,75,2.55,235,6
173,174,174,Y.E. Yang,56,2.53,158,4
174,175,175,Bobby Gates,49,2.48,161,4
175,176,176,Kevin Chappell,80,2.4,250,6
176,177,177,Pat Perez,69,1.95,256,5
177,178,178,David Toms,49,1.71,117,2
178,179,179,Justin Rose,62,1.7,176,3
179,180,180,Rod Pampling,46,1.59,126,2
