,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
79,80,80,Ben Curtis,59,99.26,675,18,652
80,T81,T81,Ben Crane,62,99.24,786,21,759
81,T81,T81,Jerry Kelly,75,99.24,917,25,885
82,83,83,Charley Hoffman,84,99.23,1037,26,1003
83,T84,T84,Daniel Summerhays,83,99.2,1119,29,1081
84,T84,T84,Casey Wittenberg,72,99.2,878,24,847
85,T86,T86,Tim Clark,64,99.19,620,18,597
86,T86,T86,Mark Wilson,56,99.19,739,20,713
87,T88,T88,Brad Fritsch,81,99.18,971,26,937
88,T88,T88,J.J. Henry,83,99.18,1097,27,1061
89,90,90,D.H. Lee,65,99.17,843,27,809
90,91,91,Brian Davis,91,99.14,1162,27,1125
91,92,92,David Lingmerth,68,99.13,807,22,778
92,T93,T93,Matt Jones,83,99.12,1023,26,988
93,T93,T93,William McGirt,75,99.12,1025,30,986
94,T93,T93,Nicholas Thompson,99,99.12,1256,44,1201
95,96,96,Justin Bolli,59,99.1,670,14,650
96,97,97,Josh Teater,86,99.09,881,22,851
97,98,98,Henrik Stenson,65,99.07,642,19,617
98,T99,T99,Chad Campbell,78,99.06,1059,30,1019
99,T99,T99,Dicky Pride,71,99.06,850,18,824
100,101,101,Tommy Gainey,84,99.05,1056,29,1017
101,102,102,Erik Compton,74,99.04,934,29,896
102,103,103,Brian Stuard,78,99.02,921,22,890
103,104,104,Jimmy Walker,84,98.96,1056,28,1017
104,105,105,Scott Gardiner,61,98.95,760,24,728
105,106,106,Brian Harman,89,98.91,1102,27,1063
106,T107,T107,Robert Karlsson,56,98.9,546,13,527
107,T107,T107,Cameron Percy,68,98.9,815,16,790
108,109,109,Jason Bohn,70,98.82,934,24,899
109,110,110,Brian Gay,79,98.81,1009,20,977
110,111,111,Jordan Spieth,82,98.75,957,35,910
111,112,112,Justin Hicks,79,98.74,949,26,911
112,113,113,David Hearn,88,98.72,1017,28,976
113,114,114,David Toms,49,98.68,455,10,439
114,115,115,Nicolas Colsaerts,50,98.67,525,12,506
115,116,116,Steve LeBrun,66,98.66,748,17,721
116,T117,T117,Padraig Harrington,52,98.63,511,17,487
117,T117,T117,Charlie Wi,75,98.63,948,27,908
118,119,119,Sangmoon Bae,83,98.61,1007,43,950
119,120,120,Adam Scott,61,98.6,644,13,622
120,T121,T121,Bobby Gates,49,98.58,562,10,544
121,T121,T121,Jason Kokrak,78,98.58,1059,31,1013
122,T121,T121,"Ted Potter, Jr.",65,98.58,777,29,737
123,124,124,John Senden,79,98.56,902,21,868
124,125,125,Martin Laird,68,98.55,759,22,726
125,T126,T126,Andres Romero,63,98.53,746,20,715
126,T126,T126,Cameron Tringale,80,98.53,1088,31,1041
127,128,128,Sean O'Hair,56,98.52,744,18,715
128,T129,T129,Henrik Norlander,70,98.5,866,25,828
129,T129,T129,Alistair Presnell,59,98.5,666,19,637
130,131,131,Fabián Gómez,65,98.49,796,15,769
131,132,132,Bubba Watson,76,98.48,854,15,826
132,133,133,D.J. Trahan,48,98.43,573,23,541
133,134,134,Lee Williams,62,98.42,759,19,728
134,T135,T135,Darron Stiles,51,98.39,620,16,594
135,T135,T135,Boo Weekley,100,98.39,1244,38,1186
136,137,137,Rory Sabbatini,86,98.35,1029,27,985
137,138,138,George McNeill,68,98.26,922,24,882
138,139,139,K.J. Choi,85,98.23,905,21,868
139,140,140,Robert Garrigus,69,98.22,729,14,702
140,141,141,Bud Cauley,67,98.18,826,17,794
141,142,142,Tom Gillis,69,98.17,874,23,835
142,143,143,Pat Perez,69,98.1,945,25,902
143,144,144,Vaughn Taylor,50,98.09,575,7,557
144,145,145,Camilo Villegas,79,98.07,934,24,892
145,146,146,Kevin Chappell,80,98.06,979,19,941
146,147,147,Shawn Stefani,63,98.05,717,12,691
147,148,148,Justin Rose,62,98.04,664,12,639
148,149,149,Troy Matteson,68,98.03,863,20,826
149,150,150,Steven Bowditch,67,98.02,859,24,818
150,151,151,Michael Bradley,56,98.0,649,18,618
151,152,152,Scott Stallings,79,97.96,933,20,894
152,T153,T153,Seung-Yul Noh,71,97.93,920,22,879
153,T153,T153,Rod Pampling,46,97.93,531,5,515
154,155,155,Ryan Moore,72,97.85,839,22,799
155,156,156,Jeff Maggert,63,97.74,842,25,798
156,157,157,Vijay Singh,61,97.69,735,14,704
157,158,158,Y.E. Yang,56,97.67,601,13,574
158,T159,T159,Webb Simpson,92,97.63,1011,25,962
159,T159,T159,Mike Weir,60,97.63,675,13,646
160,161,161,David Mathis,71,97.56,902,21,859
161,162,162,Luke List,65,97.54,773,18,736
162,163,163,Robert Allenby,58,97.51,764,19,726
163,164,164,Greg Owen,73,97.48,991,19,947
164,165,165,Geoff Ogilvy,57,97.46,630,21,593
165,166,166,Will Claxton,67,97.44,858,15,821
166,167,167,John Huh,88,97.32,1081,24,1028
167,168,168,Eric Meierdierks,48,97.28,551,9,527
168,169,169,Stewart Cink,71,97.24,833,22,788
169,170,170,D.A. Points,87,97.16,986,26,932
170,171,171,Marc Leishman,77,97.07,955,24,903
171,172,172,Jason Dufner,78,97.05,880,19,835
172,173,173,Trevor Immelman,73,97.01,938,18,892
173,174,174,Luke Guthrie,82,96.99,963,36,898
174,175,175,Lee Westwood,70,96.9,774,18,732
175,T176,T176,Charlie Beljan,62,96.83,819,19,774
176,T176,T176,Ryo Ishikawa,72,96.83,819,21,772
177,178,178,Ricky Barnes,74,96.3,1000,20,943
178,179,179,Kyle Stanley,71,96.28,888,22,833
179,180,180,Lucas Glover,65,95.41,806,17,752
