,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
101,T100,T100,Jin Park,52,29.24,1462,50,25
102,T103,T103,Marc Leishman,77,29.25,2252,77,23
103,T103,T103,Jeff Maggert,63,29.25,1843,63,22
104,T105,T105,Bill Haas,85,29.27,2459,84,24
105,T105,T105,John Merrick,79,29.27,2312,79,25
106,T105,T105,Robert Streb,75,29.27,2078,71,23
107,108,108,Rory Sabbatini,86,29.28,2401,82,24
108,109,109,Justin Rose,62,29.3,1758,60,22
109,T110,T110,Jim Furyk,80,29.31,2286,78,23
110,T110,T110,Tag Ridings,69,29.31,1905,65,23
111,T110,T110,Brian Stuard,78,29.31,2169,74,23
112,113,113,Ben Kohles,75,29.32,2082,71,22
113,114,114,Kevin Streelman,86,29.33,2522,86,22
114,T115,T115,Brad Fritsch,81,29.34,2259,77,23
115,T115,T115,Gary Woodland,94,29.34,2641,90,24
116,T117,T117,Zach Johnson,84,29.35,2436,83,25
117,T117,T117,Pat Perez,69,29.35,2025,69,23
118,119,119,John Rollins,77,29.36,2143,73,25
119,120,120,Alistair Presnell,59,29.37,1674,57,24
120,121,121,Luke List,65,29.39,1793,61,23
121,T122,T122,Jason Dufner,78,29.4,2264,77,23
122,T122,T122,Dustin Johnson,71,29.4,2058,70,24
123,T122,T122,George McNeill,68,29.4,1999,68,22
124,125,125,Hunter Mahan,91,29.41,2500,85,24
125,126,126,Lee Westwood,70,29.42,2030,69,25
126,T127,T127,Bud Cauley,67,29.44,1855,63,23
127,T127,T127,Kevin Chappell,80,29.44,2355,80,24
128,129,129,Josh Teater,86,29.46,2416,82,23
129,130,130,Rod Pampling,46,29.48,1238,42,23
130,131,131,Brendan Steele,86,29.49,2418,82,25
131,132,132,Martin Laird,68,29.5,2006,68,22
132,133,133,Kevin Stadler,83,29.51,2331,79,23
133,T134,T134,Seung-Yul Noh,71,29.52,1978,67,24
134,T134,T134,Adam Scott,61,29.52,1771,60,23
135,T136,T136,Chad Campbell,78,29.58,2248,76,23
136,T136,T136,Bobby Gates,49,29.58,1331,45,21
137,T136,T136,Nicholas Thompson,99,29.58,2928,99,24
138,139,139,Bo Van Pelt,72,29.59,2071,70,25
139,140,140,Robert Garrigus,69,29.62,1925,65,23
140,141,141,Graham DeLaet,94,29.63,2785,94,24
141,T142,T142,Robert Allenby,58,29.64,1660,56,21
142,T142,T142,John Huh,88,29.64,2608,88,22
143,144,144,Scott Gardiner,61,29.66,1750,59,23
144,T145,T145,Ben Curtis,59,29.67,1691,57,25
145,T145,T145,Robert Karlsson,56,29.67,1543,52,22
146,T145,T145,D.J. Trahan,48,29.67,1365,46,22
147,T148,T148,Brandt Jobe,62,29.69,1722,58,22
148,T148,T148,Mark Wilson,56,29.69,1544,52,22
149,150,150,Andrew Svoboda,46,29.7,1307,44,25
150,151,151,Steve LeBrun,66,29.71,1842,62,24
151,T152,T152,Ángel Cabrera,73,29.73,2170,73,23
152,T152,T152,David Mathis,71,29.73,1992,67,24
153,T154,T154,Henrik Norlander,70,29.75,2023,68,25
154,T154,T154,Sean O'Hair,56,29.75,1666,56,24
155,156,156,Ryo Ishikawa,72,29.81,2087,70,23
156,T157,T157,Geoff Ogilvy,57,29.82,1700,57,25
157,T157,T157,Johnson Wagner,64,29.82,1789,60,24
158,T159,T159,Greg Owen,73,29.85,2119,71,25
159,T159,T159,Bubba Watson,76,29.85,2179,73,25
160,161,161,Derek Ernst,58,29.86,1732,58,24
161,162,162,Justin Hicks,79,29.89,2242,75,24
162,163,163,Henrik Stenson,65,29.91,1914,64,24
163,164,164,Trevor Immelman,73,29.94,2066,69,23
164,165,165,John Senden,79,29.96,2337,78,24
165,166,166,Charlie Beljan,62,29.98,1859,62,26
166,T167,T167,Stewart Cink,71,29.99,2129,71,26
167,T167,T167,Nick Watney,88,29.99,2579,86,25
168,T169,T169,J.J. Henry,83,30.0,2430,81,24
169,T169,T169,Martin Kaymer,61,30.0,1740,58,25
170,171,171,Boo Weekley,100,30.13,3013,100,25
171,172,172,Will Claxton,67,30.14,1899,63,25
172,173,173,Michael Bradley,56,30.17,1569,52,25
173,174,174,Jim Herman,59,30.22,1662,55,25
174,175,175,Ricky Barnes,74,30.29,2120,70,26
175,176,176,Kyle Stanley,71,30.45,2162,71,24
176,177,177,Lucas Glover,65,30.51,1983,65,24
177,178,178,Eric Meierdierks,48,30.52,1404,46,25
178,179,179,Nicolas Colsaerts,50,30.74,1445,47,25
179,180,180,Vijay Singh,61,30.89,1884,61,25
