,Average_Distance_of_Putts_made_RANK THIS WEEK,Average_Distance_of_Putts_made_RANK LAST WEEK,Average_Distance_of_Putts_made_PLAYER NAME,Average_Distance_of_Putts_made_ROUNDS,Average_Distance_of_Putts_made_AVG,Average_Distance_of_Putts_made_TOTAL DIST. (INCHES),Average_Distance_of_Putts_made_TOTAL ROUNDS,Average_Distance_of_Putts_made_AVG DIST.,Average_Distance_of_Putts_made_BEST ROUND
89,T89,T89,Marc Leishman,77,"71' 11""",55253,64,"4' 0""","155' 1"""
90,T91,T91,Scott Gardiner,61,"71' 10""",44805,52,"4' 0""","123' 10"""
91,T91,T91,Sean O'Hair,56,"71' 10""",43950,51,"4' 1""","174' 3"""
92,T91,T91,Alistair Presnell,59,"71' 10""",39639,46,"4' 0""","117' 6"""
93,T91,T91,Mike Weir,60,"71' 10""",40509,47,"4' 1""","139' 4"""
94,T95,T95,John Huh,88,"71' 8""",64529,75,"4' 1""","151' 7"""
95,T95,T95,Jeff Maggert,63,"71' 8""",49009,57,"4' 0""","147' 6"""
96,T95,T95,Shawn Stefani,63,"71' 8""",43019,50,"4' 0""","116' 5"""
97,T95,T95,Camilo Villegas,79,"71' 8""",55036,64,"4' 0""","134' 6"""
98,T99,T99,Matt Jones,83,"71' 5""",59961,70,"4' 0""","152' 8"""
99,T99,T99,Chez Reavie,72,"71' 5""",57431,67,"4' 0""","153' 10"""
100,T101,T101,Scott Piercy,78,"71' 3""",52993,62,"4' 0""","159' 3"""
101,T101,T101,Dicky Pride,71,"71' 3""",50447,59,"4' 0""","144' 4"""
102,T101,T101,Tag Ridings,69,"71' 3""",49600,58,"3' 12""","149' 2"""
103,104,104,Brandt Jobe,62,"71' 2""",45267,53,"4' 0""","150' 1"""
104,T105,T105,Fabián Gómez,65,"71' 1""",46905,55,"3' 12""","135' 2"""
105,T105,T105,Henrik Norlander,70,"71' 1""",50330,59,"3' 12""","150' 11"""
106,T107,T107,Brad Fritsch,81,"71' 0""",57916,68,"4' 0""","129' 9"""
107,T107,T107,Hunter Mahan,91,"71' 0""",57929,68,"4' 0""","156' 11"""
108,109,109,Steven Bowditch,67,"70' 11""",49372,58,"3' 12""","141' 5"""
109,T110,T110,Keegan Bradley,88,"70' 9""",61094,72,"3' 12""","123' 6"""
110,T110,T110,Brian Gay,79,"70' 9""",60265,71,"4' 0""","137' 10"""
111,T110,T110,Dustin Johnson,71,"70' 9""",43293,51,"3' 12""","143' 1"""
112,T113,T113,Martin Flores,83,"70' 8""",64430,76,"3' 12""","137' 2"""
113,T113,T113,Adam Scott,61,"70' 8""",37302,44,"3' 12""","127' 3"""
114,115,115,Jin Park,52,"70' 7""",36402,43,"3' 11""","209' 5"""
115,116,116,Jim Furyk,80,"70' 6""",54119,64,"3' 12""","132' 3"""
116,T117,T117,Seung-Yul Noh,71,"70' 5""",52397,62,"3' 11""","136' 5"""
117,T117,T117,Ian Poulter,59,"70' 5""",32970,39,"3' 12""","148' 6"""
118,T119,T119,Tim Herron,45,"70' 4""",37138,44,"3' 12""","124' 6"""
119,T119,T119,Steve LeBrun,66,"70' 4""",44754,53,"3' 11""","128' 7"""
120,121,121,John Rollins,77,"70' 3""",57348,68,"3' 11""","135' 3"""
121,T122,T122,Robert Allenby,58,"70' 2""",43784,52,"3' 11""","128' 2"""
122,T122,T122,John Senden,79,"70' 2""",51337,61,"3' 11""","130' 3"""
123,T124,T124,Cameron Percy,68,"70' 1""",47918,57,"3' 11""","131' 3"""
124,T124,T124,Bo Van Pelt,72,"70' 1""",45396,54,"3' 11""","128' 8"""
125,T126,T126,Jason Dufner,78,"69' 11""",51175,61,"3' 11""","135' 4"""
126,T126,T126,Robert Streb,75,"69' 11""",52044,62,"3' 11""","118' 6"""
127,T128,T128,Ryo Ishikawa,72,"69' 9""",46058,55,"3' 11""","123' 10"""
128,T128,T128,Kevin Stadler,83,"69' 9""",57778,69,"3' 11""","142' 1"""
129,T128,T128,Y.E. Yang,56,"69' 9""",34315,41,"3' 11""","134' 8"""
130,T131,T131,Kevin Chappell,80,"69' 8""",55983,67,"3' 11""","122' 11"""
131,T131,T131,Justin Leonard,86,"69' 8""",62685,75,"3' 11""","127' 3"""
132,133,133,John Merrick,79,"69' 7""",56776,68,"3' 11""","128' 10"""
133,134,134,Darron Stiles,51,"69' 6""",35046,42,"3' 11""","119' 0"""
134,T135,T135,James Hahn,78,"69' 5""",55809,67,"3' 11""","122' 7"""
135,T135,T135,Brian Harman,89,"69' 5""",63310,76,"3' 11""","144' 11"""
136,137,137,Josh Teater,86,"69' 3""",50672,61,"3' 11""","139' 2"""
137,T138,T138,Chad Campbell,78,"69' 2""",59793,72,"3' 11""","123' 4"""
138,T138,T138,Stewart Cink,71,"69' 2""",46479,56,"3' 10""","137' 9"""
139,T138,T138,Nicolas Colsaerts,50,"69' 2""",29046,35,"3' 10""","132' 11"""
140,T141,T141,Justin Bolli,59,"69' 1""",38128,46,"3' 11""","108' 0"""
141,T141,T141,K.J. Choi,85,"69' 1""",52233,63,"3' 11""","190' 5"""
142,T143,T143,Ben Curtis,59,"69' 0""",38073,46,"3' 11""","169' 0"""
143,T143,T143,Brendon de Jonge,110,"69' 0""",80340,97,"3' 11""","146' 3"""
144,T143,T143,Troy Matteson,68,"69' 0""",48856,59,"3' 11""","159' 2"""
145,T146,T146,Daniel Summerhays,83,"68' 11""",64520,78,"3' 11""","152' 11"""
146,T146,T146,Andrew Svoboda,46,"68' 11""",28948,35,"3' 10""","168' 3"""
147,148,148,Charlie Beljan,62,"68' 10""",45409,55,"3' 10""","151' 8"""
148,149,149,Kyle Stanley,71,"68' 9""",49519,60,"3' 10""","134' 8"""
149,T150,T150,Pat Perez,69,"68' 8""",52742,64,"3' 10""","124' 6"""
150,T150,T150,Justin Rose,62,"68' 8""",37888,46,"3' 11""","127' 8"""
151,T150,T150,Boo Weekley,100,"68' 8""",68366,83,"3' 10""","155' 4"""
152,153,153,Lee Westwood,70,"68' 5""",41869,51,"3' 10""","118' 7"""
153,154,154,J.J. Henry,83,"68' 4""",60680,74,"3' 10""","123' 4"""
154,155,155,David Toms,49,"68' 3""",26194,32,"3' 10""","123' 6"""
155,T156,T156,Jerry Kelly,75,"68' 1""",52292,64,"3' 10""","155' 11"""
156,T156,T156,David Mathis,71,"68' 1""",50661,62,"3' 10""","131' 1"""
157,T156,T156,Vaughn Taylor,50,"68' 1""",32687,40,"3' 10""","128' 11"""
158,T159,T159,Roberto Castro,97,"68' 0""",68557,84,"3' 10""","134' 8"""
159,T159,T159,Ryan Moore,72,"68' 0""",46520,57,"3' 10""","135' 8"""
160,161,161,Brendan Steele,86,"67' 9""",62593,77,"3' 10""","130' 2"""
161,162,162,Luke List,65,"67' 8""",42201,52,"3' 10""","151' 6"""
162,163,163,Scott Brown,65,"67' 7""",44614,55,"3' 10""","112' 2"""
163,164,164,Robert Karlsson,56,"67' 6""",29976,37,"3' 9""","135' 7"""
164,165,165,Lee Williams,62,"67' 5""",41276,51,"3' 10""","120' 10"""
165,166,166,Michael Bradley,56,"67' 3""",34699,43,"3' 9""","107' 4"""
166,167,167,Ernie Els,63,"66' 11""",38528,48,"3' 9""","119' 7"""
167,168,168,Ricky Barnes,74,"66' 8""",52009,65,"3' 9""","130' 7"""
168,169,169,Lucas Glover,65,"66' 4""",40583,51,"3' 9""","118' 3"""
169,170,170,Bobby Gates,49,"66' 3""",30209,38,"3' 9""","148' 0"""
170,171,171,Bubba Watson,76,"66' 2""",46861,59,"3' 9""","167' 4"""
171,172,172,Bud Cauley,67,"66' 0""",44342,56,"3' 9""","123' 7"""
172,173,173,Mark Wilson,56,"65' 7""",39328,50,"3' 8""","134' 1"""
173,T174,T174,Trevor Immelman,73,"65' 4""",48619,62,"3' 8""","122' 0"""
174,T174,T174,Greg Owen,73,"65' 4""",51739,66,"3' 8""","111' 7"""
175,176,176,Robert Garrigus,69,"65' 1""",38254,49,"3' 8""","134' 8"""
176,177,177,Eric Meierdierks,48,"64' 5""",28594,37,"3' 7""","107' 8"""
177,178,178,Vijay Singh,61,"62' 1""",35763,48,"3' 6""","109' 7"""
178,179,179,Will Claxton,67,"61' 9""",41501,56,"3' 6""","145' 6"""
179,180,180,Rod Pampling,46,"59' 8""",25053,35,"3' 4""","112' 1"""
