,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
45,T44,T44,Ian Poulter,59,1.6019999999999999,1528,954
46,T47,T47,Rory McIlroy,56,1.6030000000000002,1587,990
47,T47,T47,Tiger Woods,61,1.6030000000000002,1731,1080
48,T49,T49,William McGirt,75,1.604,2166,1350
49,T49,T49,Jimmy Walker,84,1.604,2425,1512
50,T51,T51,Tim Clark,64,1.605,1762,1098
51,T51,T51,Matt Jones,83,1.605,2398,1494
52,T51,T51,David Lingmerth,68,1.605,1964,1224
53,T54,T54,Martin Flores,83,1.6059999999999999,2400,1494
54,T54,T54,Doug LaBelle II,72,1.6059999999999999,2023,1260
55,T56,T56,Ken Duke,87,1.607,2516,1566
56,T56,T56,Sergio Garcia,65,1.607,1822,1134
57,T56,T56,Webb Simpson,92,1.607,2546,1584
58,T59,T59,Keegan Bradley,88,1.608,2518,1566
59,T59,T59,Harris English,95,1.608,2750,1710
60,T59,T59,Russell Henley,80,1.608,2257,1404
61,T62,T62,Fabián Gómez,65,1.609,1883,1170
62,T62,T62,Jason Kokrak,78,1.609,2259,1404
63,T64,T64,Ben Crane,62,1.61,1681,1044
64,T64,T64,Ernie Els,63,1.61,1797,1116
65,T66,T66,Scott Stallings,79,1.611,2291,1422
66,T66,T66,Shawn Stefani,63,1.611,1827,1134
67,T66,T66,Casey Wittenberg,72,1.611,2030,1260
68,T69,T69,Erik Compton,74,1.6119999999999999,2147,1332
69,T69,T69,Matt Every,89,1.6119999999999999,2582,1602
70,T69,T69,Tom Gillis,69,1.6119999999999999,1886,1170
71,T69,T69,Charl Schwartzel,69,1.6119999999999999,1973,1224
72,T69,T69,David Toms,49,1.6119999999999999,1277,792
73,T74,T74,Scott Brown,65,1.6130000000000002,1887,1170
74,T74,T74,Graeme McDowell,53,1.6130000000000002,1423,882
75,T74,T74,Chez Reavie,72,1.6130000000000002,2090,1296
76,T74,T74,Darron Stiles,51,1.6130000000000002,1423,882
77,T78,T78,Charley Hoffman,84,1.614,2440,1512
78,T78,T78,Richard Lee,81,1.614,2237,1386
79,T80,T80,Tommy Gainey,84,1.615,2442,1512
80,T80,T80,Luke Guthrie,82,1.615,2384,1476
81,T80,T80,Carl Pettersson,82,1.615,2326,1440
82,T80,T80,Dicky Pride,71,1.615,1948,1206
83,T84,T84,Justin Bolli,59,1.6159999999999999,1600,990
84,T84,T84,Scott Langley,79,1.6159999999999999,2181,1350
85,T84,T84,D.A. Points,87,1.6159999999999999,2530,1566
86,T84,T84,Cameron Tringale,80,1.6159999999999999,2327,1440
87,T88,T88,Brendon de Jonge,110,1.617,3201,1980
88,T88,T88,Troy Matteson,68,1.617,1921,1188
89,T88,T88,"Ted Potter, Jr.",65,1.617,1775,1098
90,T88,T88,Y.E. Yang,56,1.617,1630,1008
91,T92,T92,K.J. Choi,85,1.618,2446,1512
92,T92,T92,Scott Piercy,78,1.618,2184,1350
93,T94,T94,Billy Horschel,96,1.619,2797,1728
94,T94,T94,Cameron Percy,68,1.619,1923,1188
95,T94,T94,Camilo Villegas,79,1.619,2185,1350
96,T97,T97,Ryan Moore,72,1.621,2072,1278
97,T97,T97,Michael Thompson,66,1.621,1926,1188
98,T99,T99,Roberto Castro,97,1.624,2836,1746
99,T99,T99,D.H. Lee,65,1.624,1900,1170
100,T99,T99,Jin Park,52,1.624,1462,900
101,T102,T102,Padraig Harrington,52,1.625,1433,882
102,T102,T102,Marc Leishman,77,1.625,2252,1386
103,T102,T102,Jeff Maggert,63,1.625,1843,1134
104,T105,T105,Bill Haas,85,1.626,2459,1512
105,T105,T105,John Merrick,79,1.626,2312,1422
106,T105,T105,Robert Streb,75,1.626,2078,1278
107,108,108,Rory Sabbatini,86,1.6269999999999998,2401,1476
108,T109,T109,Jim Furyk,80,1.6280000000000001,2286,1404
109,T109,T109,Tag Ridings,69,1.6280000000000001,1905,1170
110,T109,T109,Justin Rose,62,1.6280000000000001,1758,1080
111,T109,T109,Brian Stuard,78,1.6280000000000001,2169,1332
112,T113,T113,Ben Kohles,75,1.629,2082,1278
113,T113,T113,Kevin Streelman,86,1.629,2522,1548
114,T115,T115,Brad Fritsch,81,1.63,2259,1386
115,T115,T115,Pat Perez,69,1.63,2025,1242
116,T115,T115,Gary Woodland,94,1.63,2641,1620
117,T118,T118,Zach Johnson,84,1.631,2436,1494
118,T118,T118,John Rollins,77,1.631,2143,1314
119,120,120,Alistair Presnell,59,1.632,1674,1026
120,T121,T121,Jason Dufner,78,1.633,2264,1386
121,T121,T121,Dustin Johnson,71,1.633,2058,1260
122,T121,T121,Luke List,65,1.633,1793,1098
123,T121,T121,George McNeill,68,1.633,1999,1224
124,T125,T125,Hunter Mahan,91,1.6340000000000001,2500,1530
125,T125,T125,Lee Westwood,70,1.6340000000000001,2030,1242
126,127,127,Kevin Chappell,80,1.635,2355,1440
127,128,128,Bud Cauley,67,1.636,1855,1134
128,129,129,Josh Teater,86,1.6369999999999998,2416,1476
129,T130,T130,Rod Pampling,46,1.6380000000000001,1238,756
130,T130,T130,Brendan Steele,86,1.6380000000000001,2418,1476
131,T132,T132,Martin Laird,68,1.639,2006,1224
132,T132,T132,Kevin Stadler,83,1.639,2331,1422
133,T134,T134,Seung-Yul Noh,71,1.64,1978,1206
134,T134,T134,Adam Scott,61,1.64,1771,1080
135,T136,T136,Chad Campbell,78,1.643,2248,1368
136,T136,T136,Bobby Gates,49,1.643,1331,810
137,T136,T136,Nicholas Thompson,99,1.643,2928,1782
138,139,139,Bo Van Pelt,72,1.6440000000000001,2071,1260
139,140,140,Robert Garrigus,69,1.645,1925,1170
140,T141,T141,Graham DeLaet,94,1.646,2785,1692
141,T141,T141,John Huh,88,1.646,2608,1584
142,143,143,Robert Allenby,58,1.6469999999999998,1660,1008
143,T144,T144,Ben Curtis,59,1.6480000000000001,1691,1026
144,T144,T144,Scott Gardiner,61,1.6480000000000001,1750,1062
145,T146,T146,Brandt Jobe,62,1.649,1722,1044
146,T146,T146,Robert Karlsson,56,1.649,1543,936
147,T146,T146,D.J. Trahan,48,1.649,1365,828
148,T149,T149,Andrew Svoboda,46,1.65,1307,792
149,T149,T149,Mark Wilson,56,1.65,1544,936
150,T151,T151,Ángel Cabrera,73,1.651,2170,1314
151,T151,T151,Steve LeBrun,66,1.651,1842,1116
152,153,153,David Mathis,71,1.652,1992,1206
153,T154,T154,Henrik Norlander,70,1.653,2023,1224
154,T154,T154,Sean O'Hair,56,1.653,1666,1008
155,T156,T156,Ryo Ishikawa,72,1.656,2087,1260
156,T156,T156,Johnson Wagner,64,1.656,1789,1080
157,158,158,Geoff Ogilvy,57,1.6569999999999998,1700,1026
158,T159,T159,Greg Owen,73,1.6580000000000001,2119,1278
159,T159,T159,Bubba Watson,76,1.6580000000000001,2179,1314
160,161,161,Derek Ernst,58,1.659,1732,1044
161,T162,T162,Justin Hicks,79,1.661,2242,1350
162,T162,T162,Henrik Stenson,65,1.661,1914,1152
163,164,164,Trevor Immelman,73,1.663,2066,1242
164,165,165,John Senden,79,1.665,2337,1404
165,T166,T166,Charlie Beljan,62,1.666,1859,1116
166,T166,T166,Stewart Cink,71,1.666,2129,1278
167,T166,T166,Nick Watney,88,1.666,2579,1548
168,T169,T169,J.J. Henry,83,1.6669999999999998,2430,1458
169,T169,T169,Martin Kaymer,61,1.6669999999999998,1740,1044
170,171,171,Boo Weekley,100,1.6740000000000002,3013,1800
171,172,172,Will Claxton,67,1.675,1899,1134
172,173,173,Michael Bradley,56,1.676,1569,936
173,174,174,Jim Herman,59,1.679,1662,990
174,175,175,Ricky Barnes,74,1.683,2120,1260
175,176,176,Kyle Stanley,71,1.692,2162,1278
176,177,177,Lucas Glover,65,1.695,1983,1170
177,178,178,Eric Meierdierks,48,1.696,1404,828
178,179,179,Nicolas Colsaerts,50,1.7080000000000002,1445,846
179,180,180,Vijay Singh,61,1.716,1884,1098
