,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
33,T33,T33,Kevin Streelman,86,88.07,1257,1107
34,T35,T35,Jason Day,86,88.01,1126,991
35,T35,T35,Brian Harman,89,88.01,1401,1233
36,37,37,Jerry Kelly,75,87.99,1174,1033
37,38,38,Casey Wittenberg,72,87.98,1140,1003
38,39,39,Luke Donald,60,87.96,839,738
39,40,40,Brian Stuard,78,87.93,1168,1027
40,41,41,Tom Gillis,69,87.88,1114,979
41,T42,T42,Charles Howell III,87,87.85,1465,1287
42,T42,T42,Phil Mickelson,78,87.85,1037,911
43,44,44,Chris Stroud,88,87.84,1439,1264
44,45,45,Justin Rose,62,87.79,852,748
45,46,46,John Merrick,79,87.74,1248,1095
46,47,47,Jeff Overton,78,87.73,1377,1208
47,T48,T48,Harris English,95,87.7,1488,1305
48,T48,T48,Gary Woodland,94,87.7,1537,1348
49,50,50,Bobby Gates,49,87.66,713,625
50,51,51,Ken Duke,87,87.64,1384,1213
51,52,52,Tag Ridings,69,87.62,1074,941
52,53,53,James Hahn,78,87.6,1242,1088
53,54,54,Peter Hanson,45,87.56,603,528
54,55,55,Shawn Stefani,63,87.55,924,809
55,56,56,Chris Kirk,89,87.54,1469,1286
56,57,57,Matt Jones,83,87.53,1307,1144
57,T58,T58,Russell Henley,80,87.5,1200,1050
58,T58,T58,Henrik Norlander,70,87.5,1096,959
59,60,60,Ernie Els,63,87.47,902,789
60,61,61,Ryan Palmer,79,87.45,1267,1108
61,T62,T62,Ángel Cabrera,73,87.44,1051,919
62,T62,T62,Troy Matteson,68,87.44,1091,954
63,T64,T64,Brendon de Jonge,110,87.42,1796,1570
64,T64,T64,Andrew Svoboda,46,87.42,660,577
65,66,66,Steven Bowditch,67,87.4,1087,950
66,67,67,Martin Flores,83,87.39,1412,1234
67,T68,T68,Ben Kohles,75,87.38,1125,983
68,T68,T68,Chez Reavie,72,87.38,1244,1087
69,70,70,Daniel Summerhays,83,87.31,1442,1259
70,71,71,Martin Laird,68,87.26,989,863
71,72,72,Erik Compton,74,87.25,1192,1040
72,73,73,K.J. Choi,85,87.24,1176,1026
73,T74,T74,Justin Bolli,59,87.22,861,751
74,T74,T74,Ryan Moore,72,87.22,1072,935
75,76,76,Fabián Gómez,65,87.2,1031,899
76,T77,T77,James Driscoll,76,87.18,1147,1000
77,T77,T77,Rickie Fowler,75,87.18,1069,932
78,T77,T77,Scott Stallings,79,87.18,1240,1081
79,80,80,Jimmy Walker,84,87.17,1395,1216
80,81,81,Jim Herman,59,87.07,820,714
81,82,82,Graeme McDowell,53,87.06,680,592
82,83,83,Tim Clark,64,87.02,801,697
83,84,84,Dicky Pride,71,87.01,1101,958
84,85,85,Mike Weir,60,86.99,876,762
85,86,86,Jin Park,52,86.98,822,715
86,87,87,Alistair Presnell,59,86.94,865,752
87,T88,T88,Scott Langley,79,86.89,1175,1021
88,T88,T88,Henrik Stenson,65,86.89,824,716
89,90,90,Robert Streb,75,86.88,1151,1000
90,T91,T91,Sangmoon Bae,83,86.82,1305,1133
91,T91,T91,Billy Horschel,96,86.82,1525,1324
92,T91,T91,Jeff Maggert,63,86.82,1070,929
93,94,94,Y.E. Yang,56,86.8,773,671
94,95,95,Jim Furyk,80,86.78,1180,1024
95,96,96,Andres Romero,63,86.77,975,846
96,97,97,Brandt Jobe,62,86.76,997,865
97,98,98,Ben Crane,62,86.75,1034,897
98,99,99,Webb Simpson,92,86.74,1297,1125
99,100,100,Camilo Villegas,79,86.73,1206,1046
100,101,101,Bill Haas,85,86.66,1282,1111
101,T102,T102,D.H. Lee,65,86.64,1093,947
102,T102,T102,David Toms,49,86.64,599,519
103,T102,T102,Cameron Tringale,80,86.64,1415,1226
104,T105,T105,Michael Bradley,56,86.63,823,713
105,T105,T105,Scott Brown,65,86.63,1047,907
106,T107,T107,Dustin Johnson,71,86.62,949,822
107,T107,T107,Adam Scott,61,86.62,822,712
108,109,109,Morgan Hoffmann,64,86.61,978,847
109,T110,T110,Tim Herron,45,86.58,827,716
110,T110,T110,Pat Perez,69,86.58,1200,1039
111,112,112,Chad Campbell,78,86.57,1363,1180
112,T113,T113,Trevor Immelman,73,86.55,1190,1030
113,T113,T113,Jason Kokrak,78,86.55,1353,1171
114,115,115,Nicholas Thompson,99,86.51,1623,1404
115,116,116,Robert Garrigus,69,86.5,941,814
116,117,117,Bo Van Pelt,72,86.48,1028,889
117,118,118,Brad Fritsch,81,86.46,1278,1105
118,119,119,Vaughn Taylor,50,86.38,756,653
119,T120,T120,Brian Davis,91,86.36,1547,1336
120,T120,T120,Josh Teater,86,86.36,1158,1000
121,122,122,John Huh,88,86.3,1416,1222
122,123,123,Jordan Spieth,82,86.28,1232,1063
123,124,124,Steve LeBrun,66,86.25,1011,872
124,T125,T125,Marc Leishman,77,86.24,1199,1034
125,T125,T125,David Lingmerth,68,86.24,1068,921
126,T127,T127,Luke List,65,86.23,988,852
127,T127,T127,Bubba Watson,76,86.23,1126,971
128,129,129,Padraig Harrington,52,86.21,660,569
129,130,130,Tommy Gainey,84,86.2,1406,1212
130,131,131,Charlie Beljan,62,86.19,1050,905
131,132,132,George McNeill,68,86.17,1215,1047
132,T133,T133,Charley Hoffman,84,86.14,1371,1181
133,T133,T133,Rod Pampling,46,86.14,678,584
134,T135,T135,Ben Curtis,59,86.13,865,745
135,T135,T135,Sean O'Hair,56,86.13,959,826
136,T135,T135,Nick Watney,88,86.13,1355,1167
137,138,138,Rory McIlroy,56,86.1,777,669
138,139,139,Jason Bohn,70,86.09,1229,1058
139,140,140,Vijay Singh,61,86.08,934,804
140,141,141,Stewart Cink,71,86.04,1060,912
141,142,142,Derek Ernst,58,85.99,928,798
142,143,143,Scott Piercy,78,85.92,1165,1001
143,144,144,Darron Stiles,51,85.89,794,682
144,145,145,Carl Pettersson,82,85.87,1210,1039
145,146,146,Roberto Castro,97,85.86,1612,1384
146,147,147,Mark Wilson,56,85.82,952,817
147,148,148,Charl Schwartzel,69,85.71,1001,858
148,149,149,D.J. Trahan,48,85.69,713,611
149,150,150,Matt Every,89,85.68,1515,1298
150,151,151,Lee Westwood,70,85.63,967,828
151,152,152,Kevin Stadler,83,85.58,1304,1116
152,153,153,Rory Sabbatini,86,85.53,1361,1164
153,154,154,D.A. Points,87,85.52,1278,1093
154,155,155,Lee Williams,62,85.48,985,842
155,T156,T156,John Rollins,77,85.47,1301,1112
156,T156,T156,Charlie Wi,75,85.47,1239,1059
157,158,158,Will Claxton,67,85.4,1089,930
158,159,159,Robert Karlsson,56,85.38,725,619
159,160,160,Michael Thompson,66,85.33,1002,855
160,161,161,Scott Gardiner,61,85.32,988,843
161,162,162,Luke Guthrie,82,85.25,1234,1052
162,163,163,Kevin Chappell,80,85.2,1284,1094
163,164,164,Jason Dufner,78,85.18,1167,994
164,T165,T165,Justin Hicks,79,85.17,1261,1074
165,T165,T165,"Ted Potter, Jr.",65,85.17,1025,873
166,167,167,John Senden,79,85.15,1172,998
167,168,168,Robert Allenby,58,85.13,995,847
168,169,169,Bud Cauley,67,84.99,1079,917
169,170,170,Nicolas Colsaerts,50,84.91,696,591
170,171,171,Boo Weekley,100,84.88,1607,1364
171,172,172,David Mathis,71,84.71,1190,1008
172,173,173,Ricky Barnes,74,84.69,1261,1068
173,174,174,Kyle Stanley,71,84.58,1161,982
174,175,175,Greg Owen,73,84.48,1276,1078
175,176,176,Eric Meierdierks,48,84.3,726,612
176,177,177,Seung-Yul Noh,71,84.15,1211,1019
177,178,178,Geoff Ogilvy,57,84.06,828,696
178,179,179,Ryo Ishikawa,72,83.57,1059,885
179,180,180,Lucas Glover,65,83.38,1017,848
