,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
149,T144,T144,Sean O'Hair,56,9,330,2.7
150,T144,T144,Andres Romero,63,9,387,2.3
151,T144,T144,Vijay Singh,61,9,279,3.2
152,T144,T144,Shawn Stefani,63,9,365,2.5
153,T144,T144,Robert Streb,75,9,425,2.1
154,T144,T144,Andrew Svoboda,46,9,233,3.9
155,T144,T144,Josh Teater,86,9,440,2.0
156,T157,T157,Robert Garrigus,69,8,314,2.5
157,T157,T157,Lucas Glover,65,8,332,2.4
158,T157,T157,Martin Kaymer,61,8,273,2.9
159,T157,T157,Jerry Kelly,75,8,462,1.7
160,T157,T157,Darron Stiles,51,8,302,2.6
161,T157,T157,Bubba Watson,76,8,394,2.0
162,T157,T157,Tiger Woods,61,8,330,2.4
163,T164,T164,Kevin Chappell,80,7,464,1.5
164,T164,T164,Luke Donald,60,7,356,2.0
165,T164,T164,Robert Karlsson,56,7,262,2.7
166,T164,T164,Rory McIlroy,56,7,313,2.2
167,T164,T164,Pat Perez,69,7,427,1.6
168,T164,T164,Alistair Presnell,59,7,331,2.1
169,T164,T164,Adam Scott,61,7,294,2.4
170,T164,T164,Scott Stallings,79,7,491,1.4
171,172,172,Ian Poulter,59,6,296,2.0
172,T173,T173,Nicolas Colsaerts,50,5,218,2.3
173,T173,T173,Bobby Gates,49,5,252,2.0
174,T173,T173,Y.E. Yang,56,5,298,1.7
175,T176,T176,Eric Meierdierks,48,4,222,1.8
176,T176,T176,Vaughn Taylor,50,4,307,1.3
177,178,178,Justin Rose,62,3,320,0.9
178,T179,T179,Rod Pampling,46,2,236,0.8
179,T179,T179,David Toms,49,2,219,0.9
