,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
137,138,138,Seung-Yul Noh,71,11.62,33,284,88.3
138,139,139,Charlie Beljan,62,11.63,30,258,88.3
139,140,140,Michael Thompson,66,11.67,28,240,88.3
140,141,141,John Huh,88,11.68,39,334,88.3
141,142,142,Jim Herman,59,11.71,24,205,88.2
142,143,143,Patrick Reed,83,11.75,37,315,88.2
143,144,144,Justin Bolli,59,11.76,22,187,88.2
144,145,145,D.A. Points,87,11.83,33,279,88.1
145,146,146,Sean O'Hair,56,11.91,28,235,88.0
146,147,147,Nicholas Thompson,99,11.99,44,367,88.0
147,148,148,George McNeill,68,12.06,34,282,87.9
148,149,149,Kevin Chappell,80,12.12,32,264,87.8
149,150,150,Mark Wilson,56,12.18,29,238,87.8
150,151,151,Jeff Maggert,63,12.4,30,242,87.6
151,152,152,Nick Watney,88,12.54,42,335,87.4
152,153,153,Ángel Cabrera,73,12.58,38,302,87.4
153,154,154,Rory Sabbatini,86,12.59,37,294,87.4
154,155,155,Jason Kokrak,78,12.7,39,307,87.3
155,156,156,Brad Fritsch,81,12.77,35,274,87.2
156,157,157,Bud Cauley,67,12.79,28,219,87.2
157,T158,T158,Ben Curtis,59,12.8,27,211,87.2
158,T158,T158,Scott Gardiner,61,12.8,27,211,87.2
159,160,160,Luke Guthrie,82,12.92,35,271,87.0
160,161,161,Vaughn Taylor,50,13.02,22,169,86.9
161,162,162,Steve LeBrun,66,13.03,31,238,86.9
162,163,163,Boo Weekley,100,13.08,48,367,86.9
163,164,164,Sangmoon Bae,83,13.11,40,305,86.8
164,165,165,Robert Karlsson,56,13.13,21,160,86.8
165,166,166,Justin Hicks,79,13.24,38,287,86.7
166,167,167,Darron Stiles,51,13.25,20,151,86.7
167,168,168,Padraig Harrington,52,13.28,17,128,86.7
168,169,169,Martin Flores,83,13.35,43,322,86.6
169,170,170,Jason Dufner,78,13.46,35,260,86.5
170,171,171,David Lingmerth,68,13.66,31,227,86.3
171,172,172,Luke List,65,13.71,34,248,86.2
172,173,173,Geoff Ogilvy,57,14.58,28,192,85.4
173,174,174,Alistair Presnell,59,14.62,31,212,85.3
174,175,175,Michael Bradley,56,14.69,31,211,85.3
175,176,176,Will Claxton,67,14.77,39,264,85.2
176,177,177,Kyle Stanley,71,14.92,37,248,85.0
177,178,178,Greg Owen,73,15.28,46,301,84.7
178,179,179,Lucas Glover,65,15.74,37,235,84.2
179,180,180,Eric Meierdierks,48,16.87,28,166,83.1
