,One-Putt_Percentage_RANK THIS WEEK,One-Putt_Percentage_RANK LAST WEEK,One-Putt_Percentage_PLAYER NAME,One-Putt_Percentage_ROUNDS,One-Putt_Percentage_%,One-Putt_Percentage_# OF 1 PUTTS,One-Putt_Percentage_# OF HOLES
51,52,52,Jason Kokrak,78,40.1,563,1404
52,53,53,Russell Henley,80,40.03,562,1404
53,T54,T54,Tim Herron,45,40.0,324,810
54,T54,T54,Jin Park,52,40.0,360,900
55,56,56,Stuart Appleby,88,39.95,604,1512
56,57,57,Jason Bohn,70,39.92,503,1260
57,58,58,Lee Williams,62,39.91,431,1080
58,T59,T59,Justin Bolli,59,39.8,394,990
59,T59,T59,Tim Clark,64,39.8,437,1098
60,61,61,Colt Knost,69,39.74,465,1170
61,62,62,"Ted Potter, Jr.",65,39.71,436,1098
62,T63,T63,Darron Stiles,51,39.68,350,882
63,T63,T63,Casey Wittenberg,72,39.68,500,1260
64,65,65,Ken Duke,87,39.66,621,1566
65,66,66,Daniel Summerhays,83,39.63,592,1494
66,67,67,Charley Hoffman,84,39.62,599,1512
67,68,68,Fabián Gómez,65,39.57,463,1170
68,69,69,Camilo Villegas,79,39.56,534,1350
69,70,70,Richard Lee,81,39.54,548,1386
70,T71,T71,Jeff Maggert,63,39.51,448,1134
71,T71,T71,Ryan Moore,72,39.51,505,1278
72,T71,T71,Shawn Stefani,63,39.51,448,1134
73,74,74,Jerry Kelly,75,39.48,533,1350
74,75,75,William McGirt,75,39.41,532,1350
75,76,76,Billy Horschel,96,39.35,680,1728
76,77,77,Graeme McDowell,53,39.34,347,882
77,78,78,Ian Poulter,59,39.31,375,954
78,79,79,Alistair Presnell,59,39.28,403,1026
79,80,80,Scott Langley,79,39.26,530,1350
80,81,81,Cameron Percy,68,39.23,466,1188
81,82,82,Tommy Gainey,84,39.22,593,1512
82,83,83,D.A. Points,87,39.21,614,1566
83,84,84,Rory Sabbatini,86,39.16,578,1476
84,85,85,Sergio Garcia,65,39.15,444,1134
85,86,86,Webb Simpson,92,39.08,619,1584
86,87,87,Charl Schwartzel,69,39.05,478,1224
87,88,88,Marc Leishman,77,39.03,541,1386
88,89,89,David Toms,49,39.02,309,792
89,90,90,Roberto Castro,97,39.0,681,1746
90,91,91,D.H. Lee,65,38.97,456,1170
91,92,92,K.J. Choi,85,38.96,589,1512
92,T93,T93,Luke List,65,38.89,427,1098
93,T93,T93,Cameron Tringale,80,38.89,560,1440
94,95,95,Keegan Bradley,88,38.83,608,1566
95,96,96,James Hahn,78,38.81,517,1332
96,97,97,Robert Karlsson,56,38.78,363,936
97,98,98,Carl Pettersson,82,38.61,556,1440
98,99,99,Jason Dufner,78,38.6,535,1386
99,100,100,Y.E. Yang,56,38.59,389,1008
100,101,101,Padraig Harrington,52,38.55,340,882
101,102,102,Geoff Ogilvy,57,38.4,394,1026
102,103,103,Ernie Els,63,38.35,428,1116
103,T104,T104,Brad Fritsch,81,38.31,531,1386
104,T104,T104,Dicky Pride,71,38.31,462,1206
105,T104,T104,Kevin Streelman,86,38.31,593,1548
106,107,107,Scott Piercy,78,38.3,517,1350
107,108,108,Kevin Chappell,80,38.26,551,1440
108,109,109,Scott Brown,65,38.21,447,1170
109,110,110,Lee Westwood,70,38.16,474,1242
110,111,111,Brendon de Jonge,110,38.13,755,1980
111,112,112,Chez Reavie,72,38.12,494,1296
112,113,113,Tag Ridings,69,38.03,445,1170
113,T114,T114,Brian Stuard,78,37.99,506,1332
114,T114,T114,Nicholas Thompson,99,37.99,677,1782
115,116,116,Robert Streb,75,37.95,485,1278
116,117,117,Michael Thompson,66,37.88,450,1188
117,118,118,Dustin Johnson,71,37.78,476,1260
118,119,119,Pat Perez,69,37.76,469,1242
119,120,120,Seung-Yul Noh,71,37.73,455,1206
120,121,121,Jim Furyk,80,37.68,529,1404
121,122,122,Brendan Steele,86,37.67,556,1476
122,123,123,Gary Woodland,94,37.65,610,1620
123,124,124,George McNeill,68,37.58,460,1224
124,125,125,Bill Haas,85,37.57,568,1512
125,126,126,Martin Laird,68,37.5,459,1224
126,127,127,Justin Rose,62,37.41,404,1080
127,128,128,Josh Teater,86,37.4,552,1476
128,129,129,John Merrick,79,37.27,530,1422
129,130,130,Zach Johnson,84,37.15,555,1494
130,131,131,John Rollins,77,37.14,488,1314
131,132,132,Hunter Mahan,91,37.12,568,1530
132,133,133,Troy Matteson,68,37.04,440,1188
133,134,134,Steve LeBrun,66,37.01,413,1116
134,135,135,Graham DeLaet,94,37.0,626,1692
135,136,136,Ben Curtis,59,36.94,379,1026
136,137,137,D.J. Trahan,48,36.84,305,828
137,138,138,Robert Allenby,58,36.81,371,1008
138,139,139,Ben Kohles,75,36.78,470,1278
139,140,140,Kevin Stadler,83,36.71,522,1422
140,141,141,Bo Van Pelt,72,36.67,462,1260
141,142,142,Rod Pampling,46,36.64,277,756
142,143,143,Johnson Wagner,64,36.57,395,1080
143,144,144,Scott Gardiner,61,36.53,388,1062
144,145,145,John Huh,88,36.49,578,1584
145,146,146,Chad Campbell,78,36.48,499,1368
146,147,147,Bubba Watson,76,36.45,479,1314
147,148,148,Henrik Stenson,65,36.37,419,1152
148,149,149,Bud Cauley,67,36.33,412,1134
149,150,150,Andrew Svoboda,46,36.24,287,792
150,151,151,Justin Hicks,79,36.22,489,1350
151,152,152,Brandt Jobe,62,36.11,377,1044
152,153,153,David Mathis,71,36.07,435,1206
153,154,154,Henrik Norlander,70,36.03,441,1224
154,155,155,Bobby Gates,49,35.93,291,810
155,T156,T156,Ángel Cabrera,73,35.92,472,1314
156,T156,T156,Greg Owen,73,35.92,459,1278
157,158,158,Adam Scott,61,35.83,387,1080
158,T159,T159,Nick Watney,88,35.79,554,1548
159,T159,T159,Mark Wilson,56,35.79,335,936
160,161,161,Sean O'Hair,56,35.71,360,1008
161,162,162,Charlie Beljan,62,35.66,398,1116
162,163,163,Martin Kaymer,61,35.63,372,1044
163,164,164,Trevor Immelman,73,35.59,442,1242
164,165,165,Robert Garrigus,69,35.47,415,1170
165,166,166,Derek Ernst,58,35.34,369,1044
166,167,167,Stewart Cink,71,35.29,451,1278
167,T168,T168,Michael Bradley,56,35.26,330,936
168,T168,T168,John Senden,79,35.26,495,1404
169,170,170,Ryo Ishikawa,72,35.24,444,1260
170,171,171,Boo Weekley,100,35.17,633,1800
171,172,172,Kyle Stanley,71,35.05,448,1278
172,173,173,Will Claxton,67,34.83,395,1134
173,174,174,Ricky Barnes,74,34.76,438,1260
174,175,175,Jim Herman,59,34.65,343,990
175,176,176,J.J. Henry,83,34.16,498,1458
176,177,177,Lucas Glover,65,33.59,393,1170
177,178,178,Eric Meierdierks,48,32.85,272,828
178,179,179,Nicolas Colsaerts,50,32.15,272,846
179,180,180,Vijay Singh,61,31.33,344,1098
