,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
82,T78,T78,Nicholas Thompson,99,"9' 9""",2880.083,295,51,"1"""
83,T78,T78,David Toms,49,"9' 9""",857.25,88,61,"5"""
84,T78,T78,Nick Watney,88,"9' 9""",2507.417,257,51,"3"""
85,T78,T78,Lee Williams,62,"9' 9""",1321.0829999999999,135,49,"3"""
86,T78,T78,Mark Wilson,56,"9' 9""",1341.5,138,35,"4"""
87,T88,T88,Brian Harman,89,"9' 8""",2168.333,224,49,"5"""
88,T88,T88,Billy Horschel,96,"9' 8""",3157.417,326,51,"3"""
89,T88,T88,Freddie Jacobson,63,"9' 8""",1504.75,155,38,"1"""
90,T88,T88,Chris Kirk,89,"9' 8""",2941.833,304,53,"3"""
91,T88,T88,Phil Mickelson,78,"9' 8""",2442.583,252,57,"2"""
92,T88,T88,Cameron Percy,68,"9' 8""",1676.8329999999999,173,43,"7"""
93,T88,T88,Charl Schwartzel,69,"9' 8""",2142.5,221,59,"3"""
94,T88,T88,John Senden,79,"9' 8""",1828.25,189,55,"2"""
95,T96,T96,Ben Crane,62,"9' 7""",1612.5829999999999,168,62,"8"""
96,T96,T96,Derek Ernst,58,"9' 7""",1364.5829999999999,143,68,"3"""
97,T96,T96,Morgan Hoffmann,64,"9' 7""",1841.5829999999999,192,49,"4"""
98,T96,T96,Brandt Jobe,62,"9' 7""",1602.0829999999999,167,71,"4"""
99,T96,T96,Alistair Presnell,59,"9' 7""",1298.583,136,57,"1"""
100,T96,T96,Cameron Tringale,80,"9' 7""",2295.167,239,62,"3"""
101,T102,T102,Ricky Barnes,74,"9' 6""",1915.8329999999999,202,52,"7"""
102,T102,T102,Sergio Garcia,65,"9' 6""",1630.3329999999999,172,45,"2"""
103,T102,T102,David Lingmerth,68,"9' 6""",1896.5829999999999,200,35,"5"""
104,T102,T102,Seung-Yul Noh,71,"9' 6""",1905.4170000000001,200,53,"4"""
105,T102,T102,Ryan Palmer,79,"9' 6""",2551.25,269,53,"5"""
106,T102,T102,Scott Piercy,78,"9' 6""",2007.0,212,60,"2"""
107,T102,T102,John Rollins,77,"9' 6""",2155.417,226,47,"3"""
108,T102,T102,Camilo Villegas,79,"9' 6""",2103.083,222,52,"4"""
109,T102,T102,Y.E. Yang,56,"9' 6""",1256.25,132,42,"4"""
110,T111,T111,Martin Flores,83,"9' 5""",2400.583,254,48,"2"""
111,T111,T111,Trevor Immelman,73,"9' 5""",1532.0829999999999,163,46,"4"""
112,T111,T111,Jason Kokrak,78,"9' 5""",2358.417,250,65,"1"""
113,T111,T111,Kevin Stadler,83,"9' 5""",2368.333,251,59,"1"""
114,T111,T111,Bo Van Pelt,72,"9' 5""",1666.6670000000001,177,59,"2"""
115,T116,T116,Ernie Els,63,"9' 4""",1405.75,151,56,"3"""
116,T116,T116,James Hahn,78,"9' 4""",2106.75,225,47,"3"""
117,T116,T116,David Mathis,71,"9' 4""",1748.4170000000001,187,49,"3"""
118,T116,T116,Shawn Stefani,63,"9' 4""",1468.0,157,46,"2"""
119,T116,T116,Steve Stricker,51,"9' 4""",1400.0,150,35,"5"""
120,T116,T116,Daniel Summerhays,83,"9' 4""",2537.417,273,68,"2"""
121,T122,T122,Will Claxton,67,"9' 3""",1399.3329999999999,151,30,"9"""
122,T122,T122,Charley Hoffman,84,"9' 3""",2497.0,271,40,"3"""
123,T122,T122,Webb Simpson,92,"9' 3""",2390.167,258,75,"2"""
124,T122,T122,Vijay Singh,61,"9' 3""",1190.667,129,46,"4"""
125,T122,T122,Kevin Streelman,86,"9' 3""",2129.75,230,57,"5"""
126,T122,T122,Boo Weekley,100,"9' 3""",2596.75,282,62,"3"""
127,T128,T128,Roberto Castro,97,"9' 2""",2612.917,285,43,"3"""
128,T128,T128,Stewart Cink,71,"9' 2""",1766.4170000000001,193,44,"3"""
129,T128,T128,Jason Day,86,"9' 2""",1931.5829999999999,210,63,"2"""
130,T128,T128,Matt Every,89,"9' 2""",2740.5,300,46,"2"""
131,T128,T128,John Huh,88,"9' 2""",2205.417,240,58,"6"""
132,T128,T128,Matt Jones,83,"9' 2""",2246.417,245,51,"3"""
133,T128,T128,Lee Westwood,70,"9' 2""",1596.5,174,54,"1"""
134,T128,T128,Gary Woodland,94,"9' 2""",2759.167,302,53,"3"""
135,T136,T136,Scott Brown,65,"9' 1""",1480.25,163,48,"3"""
136,T136,T136,Brendon de Jonge,110,"9' 1""",2968.0,327,49,"3"""
137,T136,T136,Brad Fritsch,81,"9' 1""",2053.667,227,38,"2"""
138,T136,T136,Brian Gay,79,"9' 1""",1979.3329999999999,217,42,"4"""
139,T136,T136,Adam Scott,61,"9' 1""",1459.3329999999999,161,44,"3"""
140,T136,T136,Scott Stallings,79,"9' 1""",2110.333,232,49,"2"""
141,T136,T136,Brendan Steele,86,"9' 1""",2248.75,248,43,"2"""
142,T143,T143,Bud Cauley,67,"9' 0""",1605.9170000000001,179,40,"3"""
143,T143,T143,Luke Donald,60,"9' 0""",1512.9170000000001,168,50,"3"""
144,T143,T143,Fabián Gómez,65,"9' 0""",1642.6670000000001,183,44,"2"""
145,T143,T143,Matt Kuchar,93,"9' 0""",2304.417,255,58,"3"""
146,T143,T143,Eric Meierdierks,48,"9' 0""",952.3330000000001,106,38,"6"""
147,T143,T143,Chris Stroud,88,"9' 0""",2325.75,259,47,"3"""
148,T149,T149,Jason Dufner,78,"8' 11""",1860.75,209,48,"6"""
149,T149,T149,Bobby Gates,49,"8' 11""",868.5,97,55,"4"""
150,T149,T149,Jerry Kelly,75,"8' 11""",1776.6670000000001,200,35,"5"""
151,T149,T149,Steve LeBrun,66,"8' 11""",1492.1670000000001,168,48,"4"""
152,T149,T149,Hunter Mahan,91,"8' 11""",2200.167,247,53,"3"""
153,T149,T149,Henrik Norlander,70,"8' 11""",1740.5,196,39,"3"""
154,T149,T149,Ian Poulter,59,"8' 11""",1101.333,123,44,"6"""
155,T149,T149,Andres Romero,63,"8' 11""",1564.9170000000001,176,44,"3"""
156,T157,T157,Ryan Moore,72,"8' 10""",1722.9170000000001,195,36,"2"""
157,T157,T157,Rory Sabbatini,86,"8' 10""",2455.75,279,51,"1"""
158,T159,T159,Charlie Beljan,62,"8' 9""",1565.0829999999999,179,43,"1"""
159,T159,T159,Dustin Johnson,71,"8' 9""",1703.5,195,43,"3"""
160,T159,T159,Robert Karlsson,56,"8' 9""",959.9169999999999,110,33,"3"""
161,T159,T159,Luke List,65,"8' 9""",1445.0829999999999,165,41,"3"""
162,T159,T159,Jimmy Walker,84,"8' 9""",2392.583,274,50,"2"""
163,T164,T164,Nicolas Colsaerts,50,"8' 8""",925.3330000000001,107,36,"7"""
164,T164,T164,Lucas Glover,65,"8' 8""",1455.8329999999999,168,48,"1"""
165,T164,T164,Henrik Stenson,65,"8' 8""",1458.5829999999999,168,45,"1"""
166,T164,T164,Josh Teater,86,"8' 8""",1983.25,228,49,"4"""
167,T168,T168,Steven Bowditch,67,"8' 7""",1702.0829999999999,198,42,"3"""
168,T168,T168,Greg Owen,73,"8' 7""",1726.1670000000001,202,39,"2"""
169,T170,T170,Kevin Chappell,80,"8' 6""",1952.5829999999999,229,51,"2"""
170,T170,T170,Rory McIlroy,56,"8' 6""",1400.5,164,35,"1"""
171,T172,T172,Keegan Bradley,88,"8' 5""",2268.75,270,45,"1"""
172,T172,T172,Tiger Woods,61,"8' 5""",1543.5,183,36,"3"""
173,174,174,Pat Perez,69,"8' 4""",1852.1670000000001,222,29,"6"""
174,T175,T175,Kyle Stanley,71,"8' 3""",1568.25,190,56,"3"""
175,T175,T175,Vaughn Taylor,50,"8' 3""",1160.25,141,38,"1"""
176,177,177,Justin Rose,62,"8' 1""",1426.1670000000001,176,30,"2"""
177,T178,T178,Robert Garrigus,69,"8' 0""",1462.8329999999999,182,37,"3"""
178,T178,T178,Rod Pampling,46,"8' 0""",868.1669999999999,109,30,"4"""
179,180,180,Bubba Watson,76,"7' 10""",1809.25,230,71,"2"""
