,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
37,T37,T37,Frank Lickliter II,102,284.7,55799,196
38,T39,T39,Carlos Franco,87,284.5,47220,166
39,T39,T39,Donnie Hammond,51,284.5,29015,102
40,T39,T39,Dudley Hart,80,284.5,40406,142
41,T39,T39,Kevin Johnson,93,284.5,51778,182
42,T39,T39,Duffy Waldorf,77,284.5,38689,136
43,44,44,Mike Weir,86,284.4,47787,168
44,T45,T45,Jesper Parnevik,91,284.2,49459,174
45,T45,T45,Tommy Tolles,89,284.2,48884,172
46,47,47,Rich Beem,91,284.1,50285,177
47,48,48,Geoff Ogilvy,60,284.0,32663,115
48,T49,T49,Ben Bates,53,283.7,30077,106
49,T49,T49,Ronnie Black,51,283.7,28942,102
50,T49,T49,Andrew McLardy,75,283.7,42550,150
51,52,52,Craig Perks,78,283.6,42537,150
52,53,53,Brad Elder,111,283.5,61229,216
53,T54,T54,Steve Flesch,112,283.4,59504,210
54,T54,T54,Jonathan Kaye,116,283.4,63202,223
55,T54,T54,Jim McGovern,66,283.4,35424,125
56,T57,T57,J.L. Lewis,108,283.3,59772,211
57,T57,T57,Kaname Yokoo,81,283.3,45618,161
58,59,59,K.J. Choi,95,283.1,52083,184
59,60,60,Jeremy Anderson,69,283.0,39050,138
60,61,61,Andrew Magee,97,282.9,52907,187
61,62,62,Tommy Armour III,93,282.7,51177,181
62,63,63,Ian Leggatt,84,282.6,47472,168
63,64,64,Craig Barlow,74,282.5,40684,144
64,65,65,Stephen Ames,88,282.3,47418,168
65,66,66,Tom Pernice Jr.,106,282.2,57561,204
66,T67,T67,Briny Baird,106,281.8,58046,206
67,T67,T67,Brian Watts,56,281.8,31561,112
68,T69,T69,Stewart Cink,102,281.7,51835,184
69,T69,T69,Carl Paulson,93,281.7,51262,182
70,T69,T69,Steve Stricker,73,281.7,34366,122
71,T72,T72,Dennis Paulson,75,281.6,40546,144
72,T72,T72,Jeff Sluman,106,281.6,58566,208
73,T74,T74,Hunter Haas,78,281.4,42780,152
74,T74,T74,Gabriel Hjertstedt,76,281.4,42498,151
75,T74,T74,Per-Ulrik Johansson,82,281.4,44178,157
76,77,77,Robin Freeman,105,281.1,57626,205
77,78,78,Cliff Kresge,84,281.0,46076,164
78,T79,T79,Doug Dunakey,83,280.7,45467,162
79,T79,T79,Steve Lowery,100,280.7,53900,192
80,T81,T81,Steve Elkington,64,280.5,32818,117
81,T81,T81,Brent Geiberger,84,280.5,44320,158
82,T83,T83,Michael Clark II,87,280.4,47661,170
83,T83,T83,Joe Durant,80,280.4,43457,155
84,85,85,Matt Gogel,83,280.3,43166,154
85,86,86,Bob May,86,280.2,43712,156
86,T87,T87,Billy Andrade,82,280.1,42020,150
87,T87,T87,Shaun Micheel,103,280.1,55746,199
88,89,89,Shigeki Maruyama,98,279.9,51229,183
89,T90,T90,Mark Hensby,71,279.8,39166,140
90,T90,T90,David Peoples,96,279.8,51759,185
91,92,92,John Huston,64,279.7,32165,115
92,T93,T93,John Riegger,86,279.6,46975,168
93,T93,T93,Garrett Willis,88,279.6,48089,172
94,T95,T95,Paul Azinger,79,279.5,43879,157
95,T95,T95,Russ Cochran,76,279.5,40528,145
96,T95,T95,David Toms,100,279.5,51986,186
97,T98,T98,Jeff Maggert,84,279.4,45816,164
98,T98,T98,Bob Tway,109,279.4,59234,212
99,100,100,Edward Fryatt,93,279.2,49143,176
100,101,101,Ben Ferguson,76,279.1,41305,148
101,102,102,Joe Ogilvie,110,279.0,58040,208
102,T103,T103,Chris DiMarco,108,278.8,55203,198
103,T103,T103,Hal Sutton,96,278.8,52977,190
104,T105,T105,Bob Burns,92,278.6,49589,178
105,T105,T105,Greg Chalmers,92,278.6,49587,178
106,T107,T107,Jerry Kelly,104,278.4,55133,198
107,T107,T107,Rocco Mediate,69,278.4,37861,136
108,T107,T107,David Morland IV,88,278.4,47604,171
109,T107,T107,Chris Perry,80,278.4,42880,154
110,T107,T107,Rocky Walcher,59,278.4,32846,118
111,112,112,Bob Estes,91,278.3,46484,167
112,113,113,Mike Sposa,96,278.2,51471,185
113,114,114,Ted Tryba,110,277.9,58640,211
114,115,115,Richie Coughlan,66,277.8,36674,132
115,116,116,Kevin Sutherland,101,277.7,51935,187
116,T117,T117,Paul Gow,79,277.6,41639,150
117,T117,T117,Jimmy Green,94,277.6,50803,183
118,119,119,"Dave Stockton, Jr.",61,277.5,33859,122
119,120,120,J.P. Hayes,76,277.3,39652,143
120,121,121,Bradley Hughes,96,277.2,51560,186
121,122,122,Brian Henninger,81,277.1,43775,158
122,123,123,Craig Kanada,80,276.9,42922,155
123,124,124,Steve Jones,75,276.7,38181,138
124,125,125,Jerry Smith,95,276.5,52267,189
125,T126,T126,Robert Damron,91,276.3,50278,182
126,T126,T126,Chris Riley,104,276.3,54987,199
127,128,128,Gary Nicklaus,96,276.2,51647,187
128,T129,T129,Scott Dunlap,80,276.0,43054,156
129,T129,T129,Joel Edwards,99,276.0,54645,198
130,T129,T129,Steve Pate,89,276.0,47464,172
131,132,132,Neal Lancaster,107,275.9,57378,208
132,T133,T133,Jeff Brehaut,80,275.8,42474,154
133,T133,T133,Scott Hoch,84,275.8,44687,162
134,T135,T135,Justin Leonard,106,275.7,53490,194
135,T135,T135,Jay Williamson,92,275.7,49083,178
136,137,137,Keith Clearwater,62,275.4,34151,124
137,T138,T138,Bill Glasson,69,275.3,35512,129
138,T138,T138,Lee Janzen,96,275.3,50662,184
139,T138,T138,Dicky Pride,78,275.3,42671,155
140,T141,T141,Woody Austin,99,275.2,52297,190
141,T141,T141,Jim Carter,103,275.2,55312,201
142,T141,T141,Billy Mayfair,102,275.2,52838,192
143,144,144,Jeff Julian,55,275.1,29983,109
144,145,145,Olin Browne,99,275.0,52518,191
145,146,146,Lee Porter,93,274.7,49180,179
146,T147,T147,Brad Faxon,95,274.6,45307,165
147,T147,T147,Kent Jones,74,274.6,40373,147
148,149,149,Nick Price,74,274.5,38430,140
149,150,150,Frank Nobilo,91,274.1,48792,178
150,T151,T151,José Coceres,60,274.0,30138,110
151,T151,T151,Tripp Isenhour,92,274.0,48493,177
152,153,153,Brandel Chamblee,77,273.9,39721,145
153,T154,T154,Jay Haas,75,273.7,39138,143
154,T154,T154,Len Mattiace,98,273.7,52547,192
155,156,156,Mark O'Meara,69,273.6,33376,122
156,157,157,Craig Parry,68,273.5,33919,124
157,158,158,Michael Muehr,94,273.4,50027,183
158,159,159,Glen Day,89,273.3,45639,167
159,T160,T160,Skip Kendall,111,273.1,58998,216
160,T160,T160,Spike McRoy,95,273.1,49435,181
161,162,162,Robert Gamez,59,272.8,32195,118
162,163,163,Scott Simpson,73,272.7,39813,146
163,164,164,Jim Furyk,88,272.5,46600,171
164,165,165,Fred Funk,118,272.1,63682,234
165,166,166,Mark Wiebe,62,271.9,32087,118
166,167,167,Jean Van de Velde,52,271.7,23091,85
167,168,168,Doug Barron,62,271.6,33401,123
168,169,169,Tom Byrum,85,271.5,45887,169
169,170,170,Scott Verplank,99,271.3,50471,186
170,171,171,Blaine McCallister,80,271.2,43123,159
171,172,172,Larry Mize,76,270.9,39820,147
172,173,173,Tom Scherrer,69,270.8,35198,130
173,T174,T174,John Cook,91,270.7,47369,175
174,T174,T174,Glen Hnatiuk,104,270.7,54689,202
175,T174,T174,Sean Murphy,70,270.7,37891,140
176,177,177,Dan Forsman,81,270.6,41670,154
177,178,178,Kirk Triplett,88,269.9,44797,166
178,T179,T179,David Frost,87,269.5,45546,169
179,T179,T179,Bernhard Langer,62,269.5,30720,114
180,181,181,Jay Don Blake,100,269.1,51396,191
181,182,182,Greg Kraft,105,269.0,54872,204
182,183,183,Fulton Allem,56,268.9,30122,112
183,184,184,Jeff Hart,87,268.4,45085,168
184,185,185,Franklin Langham,63,268.0,32159,120
185,T186,T186,Brian Gay,114,267.1,58501,219
186,T186,T186,Paul Goydos,86,267.1,44878,168
187,188,188,José María Olazábal,51,266.8,22945,86
188,189,189,Pete Jordan,105,266.0,54804,206
189,190,190,Willie Wood,52,265.8,27645,104
190,191,191,Mark Brooks,88,265.5,45659,172
191,192,192,Esteban Toledo,116,264.8,60383,228
192,193,193,Loren Roberts,84,261.6,41597,159
193,194,194,Corey Pavin,72,252.7,33863,134
