,Right_Rough_Tendency_RANK THIS WEEK,Right_Rough_Tendency_RANK LAST WEEK,Right_Rough_Tendency_PLAYER NAME,Right_Rough_Tendency_ROUNDS,Right_Rough_Tendency_%,Right_Rough_Tendency_TOTAL RIGHT ROUGH,Right_Rough_Tendency_POSSIBLE FWYS,Right_Rough_Tendency_RELATIVE TO PAR
66,T67,T67,Bill Glasson,69,11.76,4.0,34,-0.25
67,T67,T67,Duffy Waldorf,77,11.76,2.0,17,+0.50
68,69,69,Cameron Beckman,103,11.9,5.0,42,E
69,70,70,Scott Simpson,73,12.0,3.0,25,E
70,71,71,Joe Durant,80,12.2,5.0,41,E
71,T72,T72,José Coceres,60,12.28,7.0,57,E
72,T72,T72,Brian Henninger,81,12.28,7.0,57,-0.29
73,T74,T74,Steve Flesch,112,12.5,7.0,56,-0.14
74,T74,T74,Lee Janzen,96,12.5,7.0,56,E
75,T74,T74,Pete Jordan,105,12.5,4.0,32,-0.50
76,T74,T74,Esteban Toledo,116,12.5,4.0,32,-0.25
77,78,78,Charles Howell III,89,12.73,7.0,55,-0.14
78,T79,T79,Paul Azinger,79,13.04,6.0,46,-0.33
79,T79,T79,Robin Freeman,105,13.04,3.0,23,E
80,T79,T79,Paul Stankowski,91,13.04,3.0,23,+1.00
81,T79,T79,Tiger Woods,76,13.04,6.0,46,E
82,83,83,Paul Gow,79,13.33,2.0,15,E
83,84,84,J.J. Henry,86,13.51,5.0,37,+0.40
84,T85,T85,Doug Dunakey,83,13.64,3.0,22,+0.33
85,T85,T85,Dicky Pride,78,13.64,3.0,22,+0.33
86,87,87,Brad Elder,111,13.79,4.0,29,E
87,88,88,Michael Muehr,94,13.95,6.0,43,-0.17
88,89,89,Shigeki Maruyama,98,14.29,5.0,35,-0.20
89,90,90,Jeff Sluman,106,14.52,9.0,62,+0.22
90,91,91,Ted Tryba,110,14.63,6.0,41,-0.17
91,T92,T92,Brent Geiberger,84,14.71,5.0,34,+0.20
92,T92,T92,Spike McRoy,95,14.71,5.0,34,-0.20
93,94,94,Greg Chalmers,92,15.0,3.0,20,-0.33
94,T95,T95,Marco Dawson,57,15.38,4.0,26,-0.25
95,T95,T95,Ernie Els,70,15.38,6.0,39,-0.17
96,T95,T95,Lee Porter,93,15.38,4.0,26,-0.25
97,98,98,Jesper Parnevik,91,15.52,9.0,58,-0.33
98,99,99,Tommy Armour III,93,15.56,7.0,45,+0.14
99,100,100,Jimmy Green,94,15.63,5.0,32,+0.20
100,101,101,David Toms,100,15.69,8.0,51,-0.25
101,102,102,Craig Parry,68,15.79,3.0,19,+0.33
102,103,103,Carl Paulson,93,15.91,7.0,44,E
103,104,104,Tom Lehman,82,16.07,9.0,56,-0.33
104,T105,T105,Rocco Mediate,69,16.13,5.0,31,-0.40
105,T105,T105,Larry Mize,76,16.13,5.0,31,E
106,107,107,Chris DiMarco,108,16.46,13.0,79,-0.23
107,T108,T108,Jeremy Anderson,69,16.67,2.0,12,E
108,T108,T108,Steve Elkington,64,16.67,4.0,24,-0.25
109,T108,T108,Carlos Franco,87,16.67,4.0,24,-0.50
110,T108,T108,Brian Gay,114,16.67,5.0,30,E
111,T108,T108,Mark Hensby,71,16.67,1.0,6,E
112,T108,T108,Chris Perry,80,16.67,2.0,12,E
113,T114,T114,Frank Nobilo,91,17.24,5.0,29,E
114,T114,T114,Chris Riley,104,17.24,5.0,29,-0.40
115,116,116,Steve Lowery,100,17.33,13.0,75,-0.08
116,117,117,Tom Scherrer,69,17.39,4.0,23,+0.25
117,T118,T118,Jerry Kelly,104,17.65,3.0,17,+0.33
118,T118,T118,Neal Lancaster,107,17.65,6.0,34,-0.83
119,T118,T118,Jeff Maggert,84,17.65,6.0,34,-0.17
120,121,121,Bob Estes,91,17.74,11.0,62,+0.09
121,122,122,Nick Price,74,17.78,8.0,45,-0.25
122,123,123,Sergio Garcia,64,17.95,7.0,39,-0.57
123,T124,T124,Stephen Ames,88,18.18,6.0,33,E
124,T124,T124,Brandel Chamblee,77,18.18,2.0,11,E
125,T124,T124,John Cook,91,18.18,8.0,44,+0.50
126,T124,T124,Jonathan Kaye,116,18.18,6.0,33,E
127,128,128,Mark Brooks,88,18.52,5.0,27,E
128,129,129,Mark O'Meara,69,18.75,6.0,32,E
129,130,130,Scott Hoch,84,18.92,7.0,37,-0.14
130,131,131,Frank Lickliter II,102,18.97,11.0,58,-0.09
131,132,132,Kenny Perry,94,19.12,13.0,68,E
132,133,133,Tom Pernice Jr.,106,19.15,9.0,47,+0.11
133,T134,T134,Briny Baird,106,20.0,8.0,40,-0.38
134,T134,T134,"David Berganio, Jr.",76,20.0,5.0,25,E
135,T134,T134,Brad Faxon,95,20.0,10.0,50,+0.40
136,137,137,Tom Byrum,85,20.59,7.0,34,+0.14
137,138,138,Justin Leonard,106,20.63,13.0,63,+0.15
138,139,139,Davis Love III,75,20.73,17.0,82,-0.24
139,140,140,Craig Perks,78,21.21,7.0,33,-0.14
140,T141,T141,Fulton Allem,56,21.88,7.0,32,-0.29
141,T141,T141,Loren Roberts,84,21.88,7.0,32,E
142,T141,T141,Garrett Willis,88,21.88,7.0,32,+0.14
143,144,144,J.L. Lewis,108,22.0,11.0,50,+0.18
144,145,145,Steve Stricker,73,22.22,6.0,27,E
145,146,146,Grant Waite,78,22.5,9.0,40,E
146,147,147,Brandt Jobe,96,22.73,5.0,22,+0.20
147,T148,T148,Stewart Cink,102,23.53,20.0,85,-0.05
148,T148,T148,Scott Dunlap,80,23.53,4.0,17,E
149,150,150,Jason Gore,82,23.81,5.0,21,E
150,T151,T151,Len Mattiace,98,24.0,6.0,25,+0.67
151,T151,T151,Kirk Triplett,88,24.0,6.0,25,-0.17
152,T153,T153,Rich Beem,91,25.0,1.0,4,E
153,T153,T153,Mark Calcavecchia,81,25.0,8.0,32,-0.38
154,T153,T153,K.J. Choi,95,25.0,3.0,12,E
155,T153,T153,Paul Goydos,86,25.0,8.0,32,-0.25
156,157,157,Brian Wilson,88,25.81,8.0,31,-0.38
157,158,158,Chris Smith,101,26.09,6.0,23,-0.17
158,159,159,Jim Furyk,88,26.19,11.0,42,-0.09
159,160,160,Vijay Singh,98,27.14,19.0,70,+0.05
160,T161,T161,Kevin Johnson,93,27.27,3.0,11,E
161,T161,T161,Chris Tidland,83,27.27,3.0,11,-0.33
162,163,163,Hal Sutton,96,27.5,11.0,40,+0.45
163,164,164,David Frost,87,27.78,10.0,36,+0.10
164,165,165,David Morland IV,88,28.13,9.0,32,+0.33
165,166,166,Gabriel Hjertstedt,76,28.57,6.0,21,+0.33
166,167,167,David Duval,78,28.85,15.0,52,-0.33
167,168,168,Kevin Sutherland,101,28.89,13.0,45,E
168,169,169,Scott McCarron,98,29.31,17.0,58,E
169,170,170,Matt Gogel,83,30.43,7.0,23,E
170,T171,T171,Harrison Frazar,88,31.82,7.0,22,E
171,T171,T171,Geoff Ogilvy,60,31.82,7.0,22,E
172,173,173,Jim McGovern,66,33.33,1.0,3,+1.00
173,174,174,John Daly,84,47.83,11.0,23,-0.18
