,Left_Rough_Tendency_RANK THIS WEEK,Left_Rough_Tendency_RANK LAST WEEK,Left_Rough_Tendency_PLAYER NAME,Left_Rough_Tendency_ROUNDS,Left_Rough_Tendency_%,Left_Rough_Tendency_TOTAL LEFT ROUGH,Left_Rough_Tendency_POSSIBLE FWYS,Left_Rough_Tendency_RELATIVE TO PAR
86,T86,T86,Craig Perks,78,12.12,4.0,33,E
87,T88,T88,Mark Calcavecchia,81,12.5,4.0,32,+0.25
88,T88,T88,Steve Elkington,64,12.5,3.0,24,E
89,T88,T88,Paul Goydos,86,12.5,4.0,32,-0.25
90,T88,T88,David Morland IV,88,12.5,4.0,32,-0.25
91,T88,T88,Sean Murphy,70,12.5,1.0,8,-1.00
92,T88,T88,Hal Sutton,96,12.5,5.0,40,-0.20
93,94,94,Vijay Singh,98,12.86,9.0,70,+0.11
94,95,95,Brian Wilson,88,12.9,4.0,31,-0.75
95,96,96,Paul Azinger,79,13.04,6.0,46,+0.33
96,97,97,Tommy Armour III,93,13.33,6.0,45,-0.33
97,T98,T98,John Cook,91,13.64,6.0,44,-0.33
98,T98,T98,Danny Ellis,76,13.64,6.0,44,-0.17
99,T98,T98,Dicky Pride,78,13.64,3.0,22,-0.33
100,101,101,Brad Elder,111,13.79,4.0,29,E
101,T102,T102,Cameron Beckman,103,14.29,6.0,42,E
102,T102,T102,Jason Gore,82,14.29,3.0,21,E
103,T102,T102,Shigeki Maruyama,98,14.29,5.0,35,+0.20
104,105,105,Bob Estes,91,14.52,9.0,62,-0.22
105,106,106,Steve Lowery,100,14.67,11.0,75,-0.09
106,107,107,Kenny Perry,94,14.71,10.0,68,E
107,108,108,Steve Stricker,73,14.81,4.0,27,E
108,109,109,Jim Carter,103,15.38,8.0,52,+0.13
109,T110,T110,Nick Price,74,15.56,7.0,45,-0.14
110,T110,T110,Kevin Sutherland,101,15.56,7.0,45,-0.14
111,112,112,Mark O'Meara,69,15.63,5.0,32,-0.20
112,113,113,Brad Faxon,95,16.0,8.0,50,+0.38
113,114,114,Steve Flesch,112,16.07,9.0,56,E
114,T115,T115,Rocco Mediate,69,16.13,5.0,31,+0.20
115,T115,T115,Jeff Sluman,106,16.13,10.0,62,+0.30
116,T117,T117,Olin Browne,99,16.67,7.0,42,-0.29
117,T117,T117,Jim Furyk,88,16.67,7.0,42,E
118,T117,T117,Mark Hensby,71,16.67,1.0,6,E
119,T117,T117,Kent Jones,74,16.67,2.0,12,+0.50
120,121,121,Frank Nobilo,91,17.24,5.0,29,E
121,122,122,Chris Smith,101,17.39,4.0,23,+0.75
122,123,123,Justin Leonard,106,17.46,11.0,63,+0.09
123,T124,T124,Doug Barron,62,17.65,3.0,17,E
124,T124,T124,Neal Lancaster,107,17.65,6.0,34,-0.33
125,126,126,Chris DiMarco,108,17.72,14.0,79,-0.21
126,127,127,J.L. Lewis,108,18.0,9.0,50,+0.33
127,T128,T128,Harrison Frazar,88,18.18,4.0,22,+0.25
128,T128,T128,Mike Sposa,96,18.18,8.0,44,-0.13
129,T128,T128,Kaname Yokoo,81,18.18,8.0,44,E
130,131,131,Bob Tway,109,18.64,11.0,59,E
131,T132,T132,Billy Andrade,82,18.75,3.0,16,+0.67
132,T132,T132,Joe Ogilvie,110,18.75,6.0,32,+0.33
133,134,134,Stewart Cink,102,18.82,16.0,85,+0.06
134,135,135,Jerry Smith,95,18.92,7.0,37,E
135,136,136,Russ Cochran,76,19.05,8.0,42,E
136,137,137,Jay Williamson,92,19.35,6.0,31,-0.33
137,T138,T138,Stuart Appleby,105,20.0,11.0,55,-0.36
138,T138,T138,Edward Fryatt,93,20.0,3.0,15,E
139,T138,T138,Paul Gow,79,20.0,3.0,15,E
140,T138,T138,Bob May,86,20.0,4.0,20,E
141,142,142,Ernie Els,70,20.51,8.0,39,E
142,T143,T143,Brent Geiberger,84,20.59,7.0,34,+0.43
143,T143,T143,Per-Ulrik Johansson,82,20.59,7.0,34,-0.14
144,145,145,Mike Weir,86,20.83,10.0,48,-0.10
145,T146,T146,John Huston,64,21.05,4.0,19,E
146,T146,T146,Gary Nicklaus,96,21.05,4.0,19,E
147,148,148,Stephen Ames,88,21.21,7.0,33,+0.57
148,149,149,Robin Freeman,105,21.74,5.0,23,+0.80
149,150,150,Esteban Toledo,116,21.88,7.0,32,+0.57
150,151,151,Davis Love III,75,21.95,18.0,82,-0.22
151,T152,T152,Richie Coughlan,66,22.22,2.0,9,E
152,T152,T152,Andrew Magee,97,22.22,10.0,45,+0.20
153,154,154,Larry Mize,76,22.58,7.0,31,+0.14
154,155,155,Doug Dunakey,83,22.73,5.0,22,+0.20
155,156,156,Michael Clark II,87,22.86,8.0,35,E
156,T157,T157,Craig Kanada,80,23.53,4.0,17,-0.50
157,T157,T157,Jerry Kelly,104,23.53,4.0,17,+0.25
158,T159,T159,Bob Burns,92,23.81,10.0,42,E
159,T159,T159,Rocky Walcher,59,23.81,5.0,21,-0.40
160,T161,T161,Greg Chalmers,92,25.0,5.0,20,+0.20
161,T161,T161,Tim Herron,97,25.0,1.0,4,E
162,T161,T161,Rory Sabbatini,73,25.0,14.0,56,+0.14
163,164,164,Paul Stankowski,91,26.09,6.0,23,E
164,165,165,Chris Riley,104,27.59,8.0,29,-0.13
165,166,166,Jimmy Green,94,28.13,9.0,32,+0.33
166,167,167,Carlos Franco,87,29.17,7.0,24,-0.57
167,T168,T168,Keith Clearwater,62,33.33,3.0,9,-0.33
168,T168,T168,Cliff Kresge,84,33.33,4.0,12,-0.25
169,T168,T168,Dennis Paulson,75,33.33,1.0,3,E
170,T168,T168,Corey Pavin,72,33.33,4.0,12,+0.25
171,172,172,Steve Pate,89,34.78,8.0,23,+0.50
172,T173,T173,Rich Beem,91,50.0,2.0,4,-0.50
173,T173,T173,Steve Jones,75,50.0,8.0,16,+0.13
