,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
112,113,113,Geoff Ogilvy,60,220,65,155
113,114,114,Blaine McCallister,80,222,89,133
114,115,115,Jason Gore,82,223,60,163
115,T116,T116,Glen Day,89,224,92,132
116,T116,T116,Dan Forsman,81,224,141,83
117,T116,T116,Tommy Tolles,89,224,116,108
118,119,119,Lee Janzen,96,225,163,62
119,120,120,Brad Elder,111,230,61,169
120,T121,T121,Carlos Franco,87,233,122,111
121,T121,T121,Lee Porter,93,233,84,149
122,123,123,Robin Freeman,105,235,146,89
123,124,124,Craig Perks,78,241,104,137
124,125,125,Kent Jones,74,242,122,120
125,126,126,Jay Williamson,92,243,134,109
126,127,127,J.L. Lewis,108,247,110,137
127,128,128,Jay Don Blake,100,248,134,114
128,129,129,Jeremy Anderson,69,249,110,139
129,130,130,K.J. Choi,95,250,149,101
130,131,131,Edward Fryatt,93,254,144,110
131,132,132,Woody Austin,99,256,152,104
132,T133,T133,Danny Ellis,76,257,87,170
133,T133,T133,Robert Gamez,59,257,126,131
134,T133,T133,Spike McRoy,95,257,169,88
135,136,136,Jean Van de Velde,52,258,104,154
136,T137,T137,Gabriel Hjertstedt,76,259,87,172
137,T137,T137,Jim McGovern,66,259,141,118
138,139,139,Pete Jordan,105,260,125,135
139,140,140,Esteban Toledo,116,262,139,123
140,T141,T141,Shigeki Maruyama,98,263,156,107
141,T141,T141,Ted Tryba,110,263,149,114
142,143,143,Steve Jones,75,265,163,102
143,144,144,Chris Tidland,83,266,119,147
144,T145,T145,José María Olazábal,51,269,185,84
145,T145,T145,Dicky Pride,78,269,95,174
146,147,147,Shaun Micheel,103,272,144,128
147,148,148,Greg Kraft,105,273,179,94
148,149,149,Loren Roberts,84,274,158,116
149,T150,T150,Billy Andrade,82,276,131,145
150,T150,T150,Larry Mize,76,276,126,150
151,T152,T152,Kevin Johnson,93,280,128,152
152,T152,T152,Mark O'Meara,69,280,190,90
153,154,154,Cliff Kresge,84,281,139,142
154,155,155,Ronnie Black,51,284,162,122
155,156,156,Mark Brooks,88,285,122,163
156,157,157,Michael Muehr,94,288,192,96
157,158,158,Steve Allan,88,289,100,189
158,159,159,Fulton Allem,56,291,130,161
159,160,160,Brandel Chamblee,77,293,134,159
160,T161,T161,Paul Goydos,86,295,134,161
161,T161,T161,Kelly Grunewald,66,295,109,186
162,163,163,Brian Henninger,81,296,129,167
163,164,164,Paul Gow,79,298,158,140
164,165,165,Brad Faxon,95,299,182,117
165,166,166,Mark Wiebe,62,306,176,130
166,T167,T167,Dennis Paulson,75,308,168,140
167,T167,T167,Jerry Smith,95,308,148,160
168,169,169,Tom Pernice Jr.,106,313,156,157
169,170,170,Scott Simpson,73,320,169,151
170,171,171,Corey Pavin,72,321,138,183
171,T172,T172,Tripp Isenhour,92,324,152,172
172,T172,T172,Steve Pate,89,324,178,146
173,174,174,David Morland IV,88,325,146,179
174,175,175,Doug Dunakey,83,327,143,184
175,176,176,Andrew Magee,97,330,165,165
176,177,177,Len Mattiace,98,335,167,168
177,178,178,Joe Ogilvie,110,337,152,185
178,T179,T179,Doug Barron,62,344,188,156
179,T179,T179,Jimmy Green,94,344,173,171
180,181,181,Steve Stricker,73,346,171,175
181,T182,T182,Ben Ferguson,76,358,177,181
182,T182,T182,Gary Nicklaus,96,358,180,178
183,184,184,Hunter Haas,78,363,172,191
184,T185,T185,Keith Clearwater,62,367,185,182
185,T185,T185,David Frost,87,367,187,180
186,T185,T185,Rocky Walcher,59,367,173,194
187,188,188,"Dave Stockton, Jr.",61,368,181,187
188,189,189,Tom Scherrer,69,369,193,176
189,190,190,Willie Wood,52,371,194,177
190,191,191,Craig Kanada,80,374,184,190
191,192,192,Sean Murphy,70,375,183,192
192,193,193,Franklin Langham,63,377,189,188
193,194,194,Jeff Julian,55,384,191,193
