,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
67,68,68,Michael Muehr,94,25.58,11.0,43,-1.82
68,T69,T69,Paul Azinger,79,26.09,12.0,46,E
69,T69,T69,Tom Scherrer,69,26.09,6.0,23,+1.67
70,71,71,Cameron Beckman,103,26.19,11.0,42,E
71,72,72,John Huston,64,26.32,5.0,19,E
72,T73,T73,Jeff Maggert,84,26.47,9.0,34,-3.33
73,T73,T73,Spike McRoy,95,26.47,9.0,34,+1.11
74,75,75,Edward Fryatt,93,26.67,4.0,15,E
75,T76,T76,Scott Hoch,84,27.03,10.0,37,+2.00
76,T76,T76,Jerry Smith,95,27.03,10.0,37,-1.00
77,T78,T78,Brandel Chamblee,77,27.27,3.0,11,E
78,T78,T78,Kevin Johnson,93,27.27,3.0,11,E
79,T78,T78,Jonathan Kaye,116,27.27,9.0,33,-1.11
80,T78,T78,Carl Paulson,93,27.27,12.0,44,+0.83
81,T78,T78,Dicky Pride,78,27.27,6.0,22,E
82,83,83,Briny Baird,106,27.5,11.0,40,-2.73
83,T84,T84,Brad Elder,111,27.59,8.0,29,E
84,T84,T84,Jesper Parnevik,91,27.59,16.0,58,-1.88
85,T86,T86,Len Mattiace,98,28.0,7.0,25,+5.71
86,T86,T86,Kirk Triplett,88,28.0,7.0,25,-1.43
87,88,88,Joe Ogilvie,110,28.13,9.0,32,+3.33
88,89,89,Sergio Garcia,64,28.21,11.0,39,-2.73
89,T90,T90,Russ Cochran,76,28.57,12.0,42,E
90,T90,T90,Steve Flesch,112,28.57,16.0,56,-0.63
91,T90,T90,Shigeki Maruyama,98,28.57,10.0,35,E
92,93,93,Bob Tway,109,28.81,17.0,59,E
93,94,94,Tommy Armour III,93,28.89,13.0,45,-0.77
94,95,95,Jay Williamson,92,29.03,9.0,31,-2.22
95,T96,T96,Steve Elkington,64,29.17,7.0,24,-1.43
96,T96,T96,Mike Weir,86,29.17,14.0,48,-1.43
97,98,98,Scott Dunlap,80,29.41,5.0,17,E
98,99,99,Mark Brooks,88,29.63,8.0,27,-2.50
99,100,100,Tom Pernice Jr.,106,29.79,14.0,47,+0.71
100,T101,T101,Bob May,86,30.0,6.0,20,E
101,T101,T101,Grant Waite,78,30.0,12.0,40,-1.67
102,103,103,Jeff Sluman,106,30.65,19.0,62,+2.63
103,104,104,Frank Lickliter II,102,31.03,18.0,58,-1.11
104,105,105,Andrew Magee,97,31.11,14.0,45,+0.71
105,T106,T106,Fulton Allem,56,31.25,10.0,32,-3.00
106,T106,T106,Loren Roberts,84,31.25,10.0,32,+1.00
107,T106,T106,Garrett Willis,88,31.25,10.0,32,+1.00
108,109,109,Michael Clark II,87,31.43,11.0,35,+0.91
109,T110,T110,John Cook,91,31.82,14.0,44,+1.43
110,T110,T110,Brandt Jobe,96,31.82,7.0,22,E
111,T112,T112,"David Berganio, Jr.",76,32.0,8.0,25,E
112,T112,T112,Steve Lowery,100,32.0,24.0,75,-0.83
113,T114,T114,Bob Estes,91,32.26,20.0,62,-0.50
114,T114,T114,Rocco Mediate,69,32.26,10.0,31,-1.00
115,T116,T116,Bob Burns,92,33.33,14.0,42,E
116,T116,T116,Richie Coughlan,66,33.33,3.0,9,+3.33
117,T116,T116,Paul Gow,79,33.33,5.0,15,E
118,T116,T116,Mark Hensby,71,33.33,2.0,6,E
119,T116,T116,Jim McGovern,66,33.33,1.0,3,+10.00
120,T116,T116,Dennis Paulson,75,33.33,1.0,3,E
121,T116,T116,Craig Perks,78,33.33,11.0,33,-0.91
122,T116,T116,Nick Price,74,33.33,15.0,45,-2.00
123,T116,T116,Rocky Walcher,59,33.33,7.0,21,-2.86
124,125,125,Kenny Perry,94,33.82,23.0,68,E
125,126,126,Rory Sabbatini,73,33.93,19.0,56,+1.05
126,127,127,Chris DiMarco,108,34.18,27.0,79,-2.22
127,T128,T128,Mark O'Meara,69,34.38,11.0,32,-0.91
128,T128,T128,Esteban Toledo,116,34.38,11.0,32,+2.73
129,130,130,Frank Nobilo,91,34.48,10.0,29,E
130,131,131,Robin Freeman,105,34.78,8.0,23,+5.00
131,T132,T132,Brent Geiberger,84,35.29,12.0,34,+3.33
132,T132,T132,Neal Lancaster,107,35.29,12.0,34,-5.83
133,134,134,Ernie Els,70,35.9,14.0,39,-0.71
134,135,135,Brad Faxon,95,36.0,18.0,50,+3.89
135,136,136,Scott McCarron,98,36.21,21.0,58,E
136,T137,T137,Doug Dunakey,83,36.36,8.0,22,+2.50
137,T137,T137,Chris Tidland,83,36.36,4.0,11,E
138,139,139,Steve Stricker,73,37.04,10.0,27,E
139,T140,T140,Mark Calcavecchia,81,37.5,12.0,32,-1.67
140,T140,T140,Paul Goydos,86,37.5,12.0,32,-2.50
141,T142,T142,Jason Gore,82,38.1,8.0,21,E
142,T142,T142,Gabriel Hjertstedt,76,38.1,8.0,21,+2.50
143,T142,T142,Justin Leonard,106,38.1,24.0,63,+1.25
144,T145,T145,Larry Mize,76,38.71,12.0,31,+0.83
145,T145,T145,Brian Wilson,88,38.71,12.0,31,-5.00
146,147,147,David Frost,87,38.89,14.0,36,+0.71
147,T148,T148,Matt Gogel,83,39.13,9.0,23,+1.11
148,T148,T148,Paul Stankowski,91,39.13,9.0,23,+3.33
149,150,150,Stephen Ames,88,39.39,13.0,33,+3.08
150,T151,T151,Greg Chalmers,92,40.0,8.0,20,E
151,T151,T151,J.L. Lewis,108,40.0,20.0,50,+2.50
152,T151,T151,Vijay Singh,98,40.0,28.0,70,+0.71
153,T151,T151,Hal Sutton,96,40.0,16.0,40,+2.50
154,155,155,David Duval,78,40.38,21.0,52,-4.76
155,156,156,David Morland IV,88,40.63,13.0,32,+1.54
156,157,157,Geoff Ogilvy,60,40.91,9.0,22,E
157,158,158,Jerry Kelly,104,41.18,7.0,17,+2.86
158,T159,T159,Cliff Kresge,84,41.67,5.0,12,-2.00
159,T159,T159,Corey Pavin,72,41.67,5.0,12,+2.00
160,161,161,Stewart Cink,102,42.35,36.0,85,E
161,162,162,Davis Love III,75,42.68,35.0,82,-2.29
162,163,163,Jim Furyk,88,42.86,18.0,42,-0.56
163,T164,T164,Steve Pate,89,43.48,10.0,23,+3.00
164,T164,T164,Chris Smith,101,43.48,10.0,23,+2.00
165,166,166,Jimmy Green,94,43.75,14.0,32,+2.86
166,T167,T167,Keith Clearwater,62,44.44,4.0,9,-2.50
167,T167,T167,Kevin Sutherland,101,44.44,20.0,45,-0.50
168,169,169,Chris Riley,104,44.83,13.0,29,-2.31
169,170,170,Carlos Franco,87,45.83,11.0,24,-5.45
170,T171,T171,Harrison Frazar,88,50.0,11.0,22,+0.91
171,T171,T171,Steve Jones,75,50.0,8.0,16,+1.25
172,173,173,John Daly,84,52.17,12.0,23,-1.67
173,174,174,Rich Beem,91,75.0,3.0,4,-3.33
