,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
85,T85,T85,Garrett Willis,88,68.97,827,1199
86,87,87,Jerry Kelly,104,68.96,951,1379
87,T88,T88,Ian Leggatt,84,68.86,807,1172
88,T88,T88,Andrew McLardy,75,68.86,721,1047
89,90,90,Brandt Jobe,96,68.85,902,1310
90,91,91,Brian Henninger,81,68.81,759,1103
91,92,92,Scott McCarron,98,68.77,903,1313
92,93,93,Bernhard Langer,62,68.76,548,797
93,94,94,Woody Austin,99,68.73,910,1324
94,95,95,Duffy Waldorf,77,68.72,657,956
95,96,96,Paul Azinger,79,68.65,760,1107
96,97,97,Tom Lehman,82,68.64,742,1081
97,98,98,Scott Simpson,73,68.6,697,1016
98,99,99,Matt Gogel,83,68.59,738,1076
99,100,100,Kenny Perry,94,68.55,850,1240
100,101,101,Spike McRoy,95,68.51,868,1267
101,102,102,Len Mattiace,98,68.5,920,1343
102,103,103,Chris Smith,101,68.42,934,1365
103,104,104,Lee Janzen,96,68.35,879,1286
104,105,105,Jerry Smith,95,68.2,903,1324
105,106,106,Steve Flesch,112,68.19,1001,1468
106,107,107,Mark Wiebe,62,68.18,570,836
107,108,108,John Huston,64,68.1,555,815
108,109,109,Grant Waite,78,68.08,723,1062
109,110,110,Michael Clark II,87,68.07,810,1190
110,111,111,Brad Elder,111,67.94,1032,1519
111,112,112,Gabriel Hjertstedt,76,67.8,720,1062
112,113,113,Greg Kraft,105,67.7,964,1424
113,114,114,Brian Watts,56,67.69,528,780
114,115,115,Stuart Appleby,105,67.66,889,1314
115,116,116,Jesper Parnevik,91,67.65,826,1221
116,117,117,Bob May,86,67.64,738,1091
117,118,118,Steve Jones,75,67.56,652,965
118,119,119,Ted Tryba,110,67.52,998,1478
119,120,120,Geoff Ogilvy,60,67.45,547,811
120,121,121,David Morland IV,88,67.14,805,1199
121,122,122,Brian Wilson,88,67.06,804,1199
122,123,123,Paul Gow,79,67.05,702,1047
123,124,124,Bob Estes,91,67.04,787,1174
124,125,125,José María Olazábal,51,66.94,401,599
125,126,126,Cameron Beckman,103,66.86,922,1379
126,127,127,Edward Fryatt,93,66.83,832,1245
127,128,128,Vijay Singh,98,66.72,824,1235
128,129,129,Billy Andrade,82,66.7,701,1051
129,130,130,Craig Barlow,74,66.6,668,1003
130,131,131,Harrison Frazar,88,66.55,778,1169
131,132,132,Mark Calcavecchia,81,66.48,696,1047
132,133,133,Joe Ogilvie,110,66.32,961,1449
133,134,134,Paul Stankowski,91,66.31,815,1229
134,135,135,Sean Murphy,70,66.26,646,975
135,136,136,Kevin Sutherland,101,66.18,869,1313
136,137,137,Chris DiMarco,108,65.95,916,1389
137,138,138,Jeremy Anderson,69,65.84,634,963
138,139,139,David Frost,87,65.82,782,1188
139,140,140,Shaun Micheel,103,65.81,918,1395
140,T141,T141,Tim Herron,97,65.72,834,1269
141,T141,T141,J.L. Lewis,108,65.72,974,1482
142,143,143,Craig Perks,78,65.63,695,1059
143,144,144,Cliff Kresge,84,65.62,750,1143
144,145,145,Tiger Woods,76,65.48,662,1011
145,146,146,Doug Dunakey,83,65.46,739,1129
146,147,147,Franklin Langham,63,65.39,546,835
147,148,148,David Duval,78,65.36,632,967
148,149,149,Shigeki Maruyama,98,65.26,838,1284
149,150,150,Jason Gore,82,65.14,727,1116
150,151,151,Robin Freeman,105,65.07,935,1437
151,152,152,Mike Weir,86,64.89,765,1179
152,153,153,Ernie Els,70,64.85,511,788
153,154,154,Brad Faxon,95,64.75,753,1163
154,155,155,Jimmy Green,94,64.74,830,1282
155,156,156,Mathew Goggin,96,64.71,840,1298
156,157,157,Tommy Tolles,89,64.67,776,1200
157,158,158,Danny Ellis,76,64.66,686,1061
158,159,159,Fred Couples,68,64.64,596,922
159,160,160,Doug Barron,62,64.62,559,865
160,T161,T161,Steve Pate,89,64.55,774,1199
161,T161,T161,Jeff Sluman,106,64.55,936,1450
162,163,163,Joey Sindelar,69,64.53,593,919
163,164,164,Davis Love III,75,64.45,640,993
164,165,165,Rocky Walcher,59,64.4,530,823
165,166,166,Dudley Hart,80,64.39,642,997
166,167,167,Carlos Franco,87,64.37,748,1162
167,168,168,Gary Nicklaus,96,64.35,843,1310
168,169,169,Marco Dawson,57,64.23,510,794
169,170,170,Jim McGovern,66,64.08,562,877
170,171,171,Stewart Cink,102,63.98,835,1305
171,172,172,Tom Pernice Jr.,106,63.88,909,1423
172,173,173,Kevin Johnson,93,63.77,808,1267
173,174,174,K.J. Choi,95,63.76,818,1283
174,175,175,Ben Ferguson,76,63.7,658,1033
175,176,176,Keith Clearwater,62,63.35,548,865
176,177,177,Tom Scherrer,69,62.92,582,925
177,178,178,"Dave Stockton, Jr.",61,62.85,533,848
178,179,179,Mark O'Meara,69,62.6,534,853
179,180,180,Brett Quigley,67,62.49,548,877
180,181,181,Rory Sabbatini,73,62.28,568,912
181,182,182,Kelly Grunewald,66,62.11,572,921
182,183,183,Michael Muehr,94,62.04,796,1283
183,184,184,Steve Allan,88,61.83,742,1200
184,185,185,Andrew Magee,97,61.43,806,1312
185,186,186,Dennis Paulson,75,61.42,621,1011
186,187,187,Craig Kanada,80,61.16,666,1089
187,188,188,John Daly,84,60.68,679,1119
188,189,189,Chris Tidland,83,60.59,678,1119
189,190,190,Willie Wood,52,60.0,435,725
190,191,191,Hunter Haas,78,57.87,614,1061
191,192,192,Ronnie Black,51,57.67,410,711
192,193,193,Jeff Julian,55,55.8,428,767
193,194,194,Steve Stricker,73,54.13,459,848
