,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
35,36,36,Charley Hoffman,91,298.2,52477,176
36,T37,T37,Graham DeLaet,70,297.9,38728,130
37,T37,T37,Scott Piercy,87,297.9,44680,150
38,39,39,Greg Owen,85,297.7,45851,154
39,40,40,Rhein Gibson,58,297.5,32126,108
40,41,41,Patrick Reed,105,297.4,55324,186
41,42,42,Stewart Cink,61,296.9,33842,114
42,43,43,Scott Pinckney,87,296.8,48085,162
43,44,44,Charl Schwartzel,73,296.7,39161,132
44,45,45,Chesson Hadley,81,296.5,44174,149
45,46,46,Kevin Chappell,93,296.3,52737,178
46,47,47,Nick Taylor,83,296.2,44429,150
47,T48,T48,Branden Grace,63,295.6,30742,104
48,T48,T48,Russell Henley,76,295.6,44929,152
49,50,50,Scott Stallings,74,295.5,41368,140
50,51,51,Jordan Spieth,80,295.4,42543,144
51,T52,T52,Seung-Yul Noh,85,295.3,47834,162
52,T52,T52,Brett Stegmaier,87,295.3,49902,169
53,54,54,Paul Casey,77,295.2,38966,132
54,55,55,Marc Leishman,89,295.0,46020,156
55,T56,T56,Matt Jones,83,294.8,42153,143
56,T56,T56,Hunter Mahan,61,294.8,33612,114
57,T56,T56,Phil Mickelson,75,294.8,42456,144
58,T59,T59,Andres Gonzales,80,294.7,45980,156
59,T59,T59,Andrew Landry,53,294.7,28876,98
60,T59,T59,Wes Roach,59,294.7,32415,110
61,T59,T59,Robert Streb,87,294.7,44496,151
62,T63,T63,Ángel Cabrera,62,294.6,36530,124
63,T63,T63,Derek Ernst,59,294.6,33585,114
64,65,65,Hideki Matsuyama,76,294.5,39467,134
65,66,66,Morgan Hoffmann,71,294.4,37100,126
66,67,67,Emiliano Grillo,93,294.3,50626,172
67,68,68,Louis Oosthuizen,63,294.0,30571,104
68,69,69,Si Woo Kim,113,293.5,63684,217
69,70,70,Jason Dufner,105,293.2,57471,196
70,71,71,Bronson Burgoon,83,293.1,46018,157
71,72,72,Billy Horschel,73,293.0,41020,140
72,73,73,Willy Wilcox,67,292.9,38080,130
73,74,74,Ernie Els,66,292.8,36310,124
74,75,75,Brandt Snedeker,93,292.6,52078,178
75,76,76,Scott Brown,88,292.5,49144,168
76,77,77,Sung Kang,89,292.4,50873,174
77,78,78,Shawn Stefani,91,292.1,50817,174
78,79,79,Steve Marino,72,292.0,39415,135
79,80,80,Geoff Ogilvy,63,291.9,34439,118
80,81,81,Sam Saunders,69,291.8,37940,130
81,T82,T82,Aaron Baddeley,93,291.7,51925,178
82,T82,T82,Anirban Lahiri,72,291.7,35587,122
83,84,84,Boo Weekley,83,291.5,48383,166
84,85,85,Michael Thompson,71,291.4,39340,135
85,86,86,Patton Kizzire,93,291.3,51848,178
86,87,87,Jim Herman,93,291.1,51815,178
87,88,88,James Hahn,85,290.9,46543,160
88,89,89,Thomas Aiken,70,290.5,36016,124
89,90,90,Jonas Blixt,79,290.3,44126,152
90,91,91,Dawie van der Walt,72,290.2,40622,140
91,92,92,Adam Hadwin,93,290.1,53672,185
92,T93,T93,Kelly Kraft,63,289.8,33906,117
93,T93,T93,Vijay Singh,72,289.8,41732,144
94,T95,T95,Brian Harman,104,289.7,57648,199
95,T95,T95,John Senden,88,289.7,47215,163
96,T97,T97,Blayne Barber,84,289.6,46331,160
97,T97,T97,Bill Haas,86,289.6,47495,164
98,T97,T97,Padraig Harrington,54,289.6,28960,100
99,100,100,Tom Hoge,81,289.5,44584,154
100,101,101,Johnson Wagner,86,289.4,49779,172
101,102,102,Luke Guthrie,57,289.3,31822,110
102,103,103,Jason Gore,78,289.2,40486,140
103,104,104,Kevin Streelman,82,289.1,47406,164
104,T105,T105,Fabián Gómez,82,289.0,45664,158
105,T105,T105,Kevin Kisner,97,289.0,49704,172
106,107,107,Steven Bowditch,71,288.9,36398,126
107,T108,T108,Retief Goosen,55,288.8,31764,110
108,T108,T108,Hiroshi Iwata,85,288.8,45339,157
109,T108,T108,Ben Martin,92,288.8,48520,168
110,111,111,Derek Fathauer,94,288.2,54190,188
111,T112,T112,Henrik Norlander,71,288.1,38316,133
112,T112,T112,Kyle Stanley,92,288.1,51001,177
113,T114,T114,Daniel Summerhays,99,288.0,52423,182
114,T114,T114,Tyrone Van Aswegen,105,288.0,58178,202
115,116,116,Chad Campbell,90,287.9,49522,172
116,117,117,Rod Pampling,54,287.7,28768,100
117,T118,T118,Ricky Barnes,97,287.6,53488,186
118,T118,T118,Whee Kim,82,287.6,44870,156
119,T118,T118,William McGirt,98,287.6,56373,196
120,T118,T118,Rory Sabbatini,57,287.6,28762,100
121,122,122,Brendon de Jonge,83,287.5,44273,154
122,T123,T123,J.J. Henry,68,287.3,37930,132
123,T123,T123,Chez Reavie,90,287.3,49411,172
124,T123,T123,Kyle Reifers,115,287.3,61187,213
125,126,126,Troy Merritt,77,287.2,41924,146
126,T127,T127,Vaughn Taylor,72,287.0,41325,144
127,T127,T127,Camilo Villegas,83,287.0,45349,158
128,129,129,Francesco Molinari,64,286.7,36692,128
129,T130,T130,Danny Lee,93,286.6,48149,168
130,T130,T130,Martin Piller,59,286.6,32388,113
131,T132,T132,Webb Simpson,70,286.3,40075,140
132,T132,T132,Cameron Smith,73,286.3,34930,122
133,T132,T132,Chris Stroud,82,286.3,45813,160
134,135,135,Steve Wheatcroft,85,286.2,46371,162
135,136,136,Chris Kirk,90,285.9,46313,162
136,T137,T137,Russell Knox,92,285.8,46292,162
137,T137,T137,Matt Kuchar,100,285.8,54876,192
138,139,139,Scott Langley,65,285.7,35999,126
139,140,140,Will MacKenzie,84,285.6,45699,160
140,141,141,Tyler Aldridge,83,285.2,45059,158
141,142,142,Cameron Tringale,81,285.1,41621,146
142,143,143,Jeff Overton,69,285.0,37050,130
143,144,144,David Lingmerth,84,284.8,41580,146
144,T145,T145,Erik Compton,65,284.7,35868,126
145,T145,T145,John Huh,86,284.7,48394,170
146,147,147,George McNeill,51,284.5,29022,102
147,148,148,Michael Kim,100,284.3,54595,192
148,149,149,Roberto Castro,97,284.2,55136,194
149,150,150,Ryan Moore,86,283.2,43615,154
150,151,151,Luke Donald,81,282.9,41306,146
151,152,152,Stuart Appleby,71,282.7,39010,138
152,153,153,D.A. Points,55,282.3,28791,102
153,154,154,Robert Allenby,51,282.2,28782,102
154,155,155,Alex Cejka,71,281.5,35475,126
155,156,156,Graeme McDowell,63,281.4,33773,120
156,157,157,Spencer Levin,104,281.3,54019,192
157,T158,T158,David Hearn,95,281.2,51186,182
158,T158,T158,Rob Oppenheim,67,281.2,35156,125
159,160,160,Jim Furyk,52,280.8,29203,104
160,161,161,D.H. Lee,61,280.4,31971,114
161,T162,T162,Ben Crane,80,280.3,40362,144
162,T162,T162,Freddie Jacobson,86,280.3,48219,172
163,T164,T164,Ken Duke,58,280.2,30257,108
164,T164,T164,Mark Hubbard,101,280.2,54354,194
165,T164,T164,Bryce Molder,80,280.2,43709,156
166,T167,T167,Zach Johnson,90,280.1,48185,172
167,T167,T167,Brendon Todd,66,280.1,35290,126
168,169,169,Peter Malnati,85,279.7,47549,170
169,170,170,Kevin Na,96,279.6,47531,170
170,T171,T171,Chad Collins,73,279.3,40776,146
171,T171,T171,Tim Wilkinson,72,279.3,37981,136
172,173,173,Dicky Pride,55,278.9,29561,106
173,174,174,Jerry Kelly,76,278.2,40063,144
174,175,175,Steve Stricker,53,278.0,29471,106
175,T176,T176,Billy Hurley III,66,277.7,36657,132
176,T176,T176,Brian Stuard,66,277.7,36657,132
177,178,178,Abraham Ancer,51,276.4,26534,96
178,179,179,Jason Bohn,67,276.3,37020,134
179,T180,T180,Zac Blair,99,275.3,50113,182
180,T180,T180,K.J. Choi,73,275.3,40190,146
181,182,182,Mark Wilson,66,274.7,34063,124
182,183,183,Jon Curran,99,271.9,51654,190
183,T184,T184,Colt Knost,90,269.7,44236,164
184,T184,T184,David Toms,62,269.7,33439,124
