,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
25,T25,T25,Adam Scott,79,66.98,180795.1,269933
26,T25,T25,Jimmy Walker,85,66.98,224402.4,335040
27,T25,T25,Gary Woodland,95,66.98,242714.2,362343
28,29,29,Scott Pinckney,87,66.94,220763.6,329805
29,30,30,Jordan Spieth,80,66.9,182040.6,272107
30,31,31,Derek Ernst,59,66.88,132267.7,197772
31,32,32,Sergio Garcia,54,66.86,96633.2,144534
32,33,33,Nick Taylor,83,66.84,201568.9,301551
33,T34,T34,Hudson Swafford,104,66.82,282400.1,422648
34,T34,T34,Harold Varner III,92,66.82,242813.1,363387
35,36,36,Andrew Landry,53,66.78,103435.0,154897
36,37,37,Jhonattan Vegas,97,66.77,245194.4,367226
37,38,38,Scott Piercy,87,66.75,202951.0,304048
38,39,39,Shane Lowry,57,66.67,113959.5,170941
39,40,40,Dawie van der Walt,72,66.62,173739.7,260803
40,41,41,Steve Marino,72,66.54,170844.8,256753
41,T42,T42,Scott Stallings,74,66.51,192097.3,288806
42,T42,T42,Brendan Steele,88,66.51,207300.6,311673
43,44,44,Charl Schwartzel,73,66.5,175125.7,263329
44,45,45,Si Woo Kim,113,66.47,302745.2,455437
45,46,46,Greg Owen,85,66.39,211439.0,318504
46,47,47,Branden Grace,63,66.38,128503.1,193586
47,48,48,Martin Laird,82,66.36,214515.1,323261
48,T49,T49,Russell Henley,76,66.32,214057.1,322784
49,T49,T49,Martin Piller,59,66.32,140115.3,211270
50,51,51,Kelly Kraft,63,66.3,134337.2,202609
51,T52,T52,Chesson Hadley,81,66.23,201280.9,303909
52,T52,T52,Phil Mickelson,75,66.23,184736.3,278919
53,54,54,Andres Gonzales,80,66.17,194940.4,294619
54,55,55,Rory Sabbatini,57,66.14,116883.3,176718
55,56,56,Morgan Hoffmann,71,66.13,182121.4,275399
56,57,57,Wes Roach,59,66.09,131972.1,199690
57,58,58,Kevin Streelman,82,66.08,186779.1,282649
58,T59,T59,Steven Bowditch,71,66.05,171238.9,259243
59,T59,T59,Boo Weekley,83,66.05,217844.9,329833
60,T61,T61,Jason Dufner,105,66.01,249169.2,377497
61,T61,T61,Ernie Els,66,66.01,172090.7,260721
62,63,63,Brandt Snedeker,93,65.99,231531.0,350851
63,T64,T64,Keegan Bradley,82,65.98,195407.0,296169
64,T64,T64,Michael Thompson,71,65.98,163403.4,247639
65,66,66,Lucas Glover,75,65.93,202103.2,306519
66,T67,T67,Ángel Cabrera,62,65.92,144733.0,219555
67,T67,T67,Stewart Cink,61,65.92,153222.9,232452
68,T67,T67,Graham DeLaet,70,65.92,174364.1,264500
69,T67,T67,Hideki Matsuyama,76,65.92,180028.5,273106
70,T67,T67,Brett Stegmaier,87,65.92,230219.9,349226
71,72,72,Matt Jones,83,65.91,193250.9,293187
72,73,73,Scott Brown,88,65.86,209240.7,317721
73,74,74,Daniel Berger,92,65.84,220328.8,334642
74,75,75,Rod Pampling,54,65.8,113490.0,172467
75,76,76,Brian Harman,104,65.78,275484.3,418826
76,77,77,Whee Kim,82,65.77,197165.5,299760
77,78,78,Tom Hoge,81,65.76,193913.1,294895
78,79,79,Seung-Yul Noh,85,65.75,212103.0,322594
79,80,80,Emiliano Grillo,93,65.73,226997.9,345358
80,T81,T81,Harris English,97,65.71,226920.0,345336
81,T81,T81,Louis Oosthuizen,63,65.71,129125.7,196522
82,83,83,Shawn Stefani,91,65.67,235956.2,359301
83,T84,T84,Bronson Burgoon,83,65.66,195810.5,298205
84,T84,T84,Kevin Chappell,93,65.66,236136.1,359655
85,T84,T84,James Hahn,85,65.66,211193.1,321652
86,87,87,Paul Casey,77,65.55,177644.8,270992
87,88,88,Willy Wilcox,67,65.53,170502.8,260199
88,89,89,Geoff Ogilvy,63,65.52,148652.6,226892
89,90,90,Matt Kuchar,100,65.51,236920.6,361645
90,T91,T91,Jason Gore,78,65.48,175023.3,267284
91,T91,T91,Marc Leishman,89,65.48,201203.0,307277
92,T91,T91,Webb Simpson,70,65.48,180044.8,274951
93,T94,T94,Tyler Aldridge,83,65.47,201875.8,308371
94,T94,T94,Sung Kang,89,65.47,221803.4,338808
95,96,96,Kevin Kisner,97,65.45,230075.4,351518
96,97,97,Anirban Lahiri,72,65.42,148837.3,227494
97,98,98,Robert Streb,87,65.39,199581.9,305237
98,99,99,Bill Haas,86,65.37,194713.6,297878
99,100,100,Daniel Summerhays,99,65.34,238236.1,364593
100,T101,T101,J.J. Henry,68,65.33,181069.8,277157
101,T101,T101,Henrik Norlander,71,65.33,157046.7,240383
102,103,103,Jim Herman,93,65.3,211701.4,324193
103,104,104,Johnson Wagner,86,65.24,230955.5,353986
104,105,105,Vijay Singh,72,65.22,198022.8,303632
105,106,106,Chris Stroud,82,65.21,207299.0,317907
106,107,107,Kyle Stanley,92,65.2,238284.5,365485
107,108,108,John Senden,88,65.18,237748.8,364765
108,T109,T109,Billy Horschel,73,65.16,169602.6,260268
109,T109,T109,Jeff Overton,69,65.16,175620.6,269541
110,111,111,Derek Fathauer,94,65.15,228397.2,350564
111,112,112,Luke Guthrie,57,65.14,136097.1,208944
112,113,113,Will MacKenzie,84,65.13,199008.0,305563
113,T114,T114,Alex Cejka,71,65.12,153085.3,235079
114,T114,T114,Russell Knox,92,65.12,198826.0,305326
115,T114,T114,David Lingmerth,84,65.12,183532.2,281837
116,T117,T117,Blayne Barber,84,65.11,224555.3,344887
117,T117,T117,Adam Hadwin,93,65.11,261137.5,401050
118,119,119,Padraig Harrington,54,65.07,134069.0,206028
119,120,120,Sam Saunders,69,65.06,155486.4,238987
120,121,121,Vaughn Taylor,72,65.04,202733.4,311686
121,122,122,Steve Wheatcroft,85,65.01,209927.0,322923
122,T123,T123,Erik Compton,65,65.0,150897.0,232132
123,T123,T123,Michael Kim,100,65.0,257232.3,395740
124,T125,T125,Aaron Baddeley,93,64.95,221214.8,340591
125,T125,T125,Hiroshi Iwata,85,64.95,198558.2,305690
126,127,127,Fabián Gómez,82,64.94,223065.1,343482
127,128,128,Scott Langley,65,64.93,157421.9,242430
128,129,129,Cameron Smith,73,64.92,138207.6,212874
129,130,130,Danny Lee,93,64.88,212226.0,327110
130,131,131,Chez Reavie,90,64.86,226597.8,349342
131,T132,T132,William McGirt,98,64.8,266657.6,411516
132,T132,T132,Troy Merritt,77,64.8,196812.4,303715
133,134,134,Abraham Ancer,51,64.79,114821.7,177233
134,135,135,Jonas Blixt,79,64.77,198156.9,305919
135,T136,T136,Brendon de Jonge,83,64.74,194483.4,300422
136,T136,T136,Tyrone Van Aswegen,105,64.74,263560.9,407095
137,138,138,Ben Martin,92,64.73,241530.3,373163
138,T139,T139,Roberto Castro,97,64.72,261096.5,403419
139,T139,T139,Kyle Reifers,115,64.72,287831.5,444746
140,141,141,Patton Kizzire,93,64.68,221082.5,341814
141,142,142,Retief Goosen,55,64.66,142716.8,220717
142,143,143,Peter Malnati,85,64.62,222123.8,343727
143,144,144,Chris Kirk,90,64.61,222722.0,344723
144,145,145,Francesco Molinari,64,64.6,173251.7,268180
145,146,146,Camilo Villegas,83,64.59,211562.1,327542
146,147,147,Ricky Barnes,97,64.57,238948.2,370037
147,148,148,D.H. Lee,61,64.56,135689.6,210187
148,149,149,Chad Campbell,90,64.44,238931.3,370763
149,150,150,Tim Wilkinson,72,64.31,151067.3,234916
150,151,151,Stuart Appleby,71,64.3,198258.8,308346
151,152,152,Mark Hubbard,101,64.28,244643.8,380590
152,153,153,Thomas Aiken,70,64.1,141908.4,221376
153,154,154,Freddie Jacobson,86,64.07,211054.7,329417
154,155,155,Ryan Moore,86,64.04,193621.1,302340
155,T156,T156,Spencer Levin,104,64.02,241683.8,377492
156,T156,T156,Bryce Molder,80,64.02,195059.5,304662
157,158,158,Zach Johnson,90,64.0,222368.1,347448
158,159,159,D.A. Points,55,63.95,115701.2,180920
159,160,160,Robert Allenby,51,63.9,121009.9,189370
160,161,161,Ken Duke,58,63.88,141793.8,221956
161,162,162,Rob Oppenheim,67,63.84,147602.4,231190
162,163,163,Jerry Kelly,76,63.81,176416.7,276479
163,T164,T164,George McNeill,51,63.71,133417.0,209421
164,T164,T164,Dicky Pride,55,63.71,120244.2,188731
165,T166,T166,David Hearn,95,63.66,240330.8,377533
166,T166,T166,Cameron Tringale,81,63.66,203487.8,319623
167,168,168,Graeme McDowell,63,63.63,134611.3,211559
168,169,169,Jason Bohn,67,63.54,173620.4,273227
169,170,170,Billy Hurley III,66,63.53,176231.2,277381
170,171,171,Brendon Todd,66,63.52,157973.1,248682
171,172,172,John Huh,86,63.51,229030.8,360599
172,173,173,Ben Crane,80,63.46,193317.3,304632
173,174,174,Zac Blair,99,63.26,238916.6,377692
174,175,175,Chad Collins,73,63.24,188425.5,297937
175,176,176,Kevin Na,96,63.16,205249.3,324968
176,177,177,Luke Donald,81,63.08,171831.9,272411
177,178,178,Mark Wilson,66,63.05,161877.2,256730
178,179,179,Brian Stuard,66,63.02,178106.7,282638
179,180,180,Steve Stricker,53,62.93,134462.7,213678
180,181,181,Jim Furyk,52,62.92,133151.4,211609
181,182,182,K.J. Choi,73,62.64,188204.9,300444
182,183,183,David Toms,62,62.57,156040.7,249369
183,184,184,Colt Knost,90,62.39,203985.0,326947
184,185,185,Jon Curran,99,62.2,243940.8,392164
