,Distance_from_Edge_of_Fairway_RANK THIS WEEK,Distance_from_Edge_of_Fairway_RANK LAST WEEK,Distance_from_Edge_of_Fairway_PLAYER NAME,Distance_from_Edge_of_Fairway_EVENTS,Distance_from_Edge_of_Fairway_AVG,Distance_from_Edge_of_Fairway_TOTAL DISTANCE (FEET),Distance_from_Edge_of_Fairway_TOTAL STROKES
41,T42,T42,Hideki Matsuyama,23,"24' 1""",7311.6669999999995,304
42,T42,T42,Jordan Spieth,21,"24' 1""",7721.75,321
43,44,44,Rod Pampling,18,"24' 3""",4145.583,171
44,45,45,Kyle Stanley,28,"24' 4""",9087.583,373
45,T46,T46,John Senden,28,"24' 5""",10461.0,428
46,T46,T46,Mark Wilson,21,"24' 5""",6087.0830000000005,249
47,T48,T48,Fabián Gómez,26,"24' 9""",9279.25,375
48,T48,T48,Whee Kim,27,"24' 9""",8227.0,332
49,T50,T50,Paul Casey,22,"24' 10""",6825.5,275
50,T50,T50,Steve Stricker,15,"24' 10""",5616.0,226
51,T52,T52,Blayne Barber,27,"24' 11""",9282.833,372
52,T52,T52,Danny Lee,28,"24' 11""",8227.75,330
53,54,54,John Huh,28,"25' 0""",8411.583,337
54,55,55,K.J. Choi,22,"25' 1""",7761.3330000000005,309
55,56,56,Rory McIlroy,18,"25' 2""",6194.25,246
56,T57,T57,Daniel Berger,26,"25' 3""",10514.833,417
57,T57,T57,Shane Lowry,17,"25' 3""",4978.583,197
58,T57,T57,Steve Wheatcroft,26,"25' 3""",8979.917,356
59,60,60,Derek Ernst,20,"25' 4""",5691.9169999999995,225
60,T61,T61,Billy Hurley III,20,"25' 5""",6988.0830000000005,275
61,T61,T61,David Lingmerth,24,"25' 5""",6603.9169999999995,260
62,T63,T63,Scott Brown,27,"25' 6""",8553.167,335
63,T63,T63,Rory Sabbatini,20,"25' 6""",5016.75,197
64,T65,T65,D.H. Lee,22,"25' 7""",6012.0830000000005,235
65,T65,T65,Vijay Singh,22,"25' 7""",9787.833,382
66,T67,T67,Ben Crane,27,"25' 10""",8403.333,325
67,T67,T67,Adam Hadwin,27,"25' 10""",10945.083,423
68,T69,T69,Branden Grace,18,"25' 11""",6664.75,257
69,T69,T69,Tim Wilkinson,22,"25' 11""",6997.6669999999995,270
70,71,71,Scott Piercy,24,"26' 0""",9030.917,347
71,72,72,Alex Cejka,22,"26' 1""",5922.9169999999995,227
72,T73,T73,Keegan Bradley,26,"26' 2""",7851.6669999999995,300
73,T73,T73,Graham DeLaet,21,"26' 2""",8167.25,312
74,T73,T73,David Hearn,29,"26' 2""",9650.583,369
75,76,76,Marc Leishman,25,"26' 3""",9259.083,353
76,T77,T77,Sergio Garcia,15,"26' 4""",3824.0,145
77,T77,T77,Jeff Overton,25,"26' 4""",8463.917,321
78,T79,T79,Jon Curran,30,"26' 5""",10517.333,398
79,T79,T79,Johnson Wagner,26,"26' 5""",10616.333,402
80,T81,T81,Jason Gore,27,"26' 6""",7916.5,299
81,T81,T81,Will MacKenzie,26,"26' 6""",9731.333,367
82,T83,T83,Peter Malnati,32,"26' 7""",10217.333,384
83,T83,T83,Brandt Snedeker,27,"26' 7""",10993.833,413
84,85,85,Adam Scott,20,"26' 9""",8751.917,327
85,T86,T86,Mark Hubbard,30,"26' 10""",10637.583,397
86,T86,T86,Chris Kirk,28,"26' 10""",10154.583,378
87,T86,T86,George McNeill,23,"26' 10""",6527.5830000000005,243
88,T89,T89,Troy Merritt,26,"27' 0""",9741.667,361
89,T89,T89,Vaughn Taylor,24,"27' 0""",9414.167,349
90,T89,T89,Nick Taylor,26,"27' 0""",9951.0,369
91,92,92,Robert Streb,27,"27' 1""",10366.917,383
92,T93,T93,Tyler Aldridge,28,"27' 2""",10499.25,387
93,T93,T93,Si Woo Kim,34,"27' 2""",13666.667,503
94,95,95,Bubba Watson,19,"27' 3""",8712.583,320
95,96,96,J.J. Henry,24,"27' 5""",9268.333,338
96,97,97,Henrik Norlander,21,"27' 7""",7449.5,270
97,98,98,Freddie Jacobson,26,"27' 8""",10997.167,397
98,99,99,Brendon Todd,29,"27' 9""",8716.0,314
99,100,100,Charley Hoffman,26,"27' 10""",11726.583,421
100,T101,T101,Luke Donald,23,"27' 11""",9288.167,333
101,T101,T101,Padraig Harrington,16,"27' 11""",6120.0,219
102,T101,T101,Billy Horschel,20,"27' 11""",8147.1669999999995,292
103,T101,T101,Anirban Lahiri,21,"27' 11""",8157.4169999999995,292
104,105,105,Hiroshi Iwata,29,"28' 1""",10563.5,376
105,T106,T106,Stuart Appleby,23,"28' 2""",9562.5,340
106,T106,T106,Chad Collins,26,"28' 2""",10537.583,374
107,T106,T106,Greg Owen,29,"28' 2""",10856.833,386
108,T106,T106,Sam Saunders,24,"28' 2""",7911.0830000000005,281
109,T106,T106,Willy Wilcox,23,"28' 2""",8940.167,317
110,T111,T111,Brendon de Jonge,30,"28' 3""",9912.667,351
111,T111,T111,Matt Jones,27,"28' 3""",10296.5,364
112,T113,T113,Justin Rose,18,"28' 5""",7676.8330000000005,270
113,T113,T113,Brendan Steele,25,"28' 5""",10136.333,357
114,T113,T113,Harold Varner III,28,"28' 5""",12357.833,435
115,T116,T116,Scott Pinckney,29,"28' 6""",10319.5,362
116,T116,T116,Brett Stegmaier,29,"28' 6""",11708.5,411
117,T118,T118,Michael Kim,29,"28' 7""",13588.917,475
118,T118,T118,Chris Stroud,27,"28' 7""",10586.083,370
119,120,120,Rickie Fowler,23,"28' 9""",9890.583,344
120,121,121,Cameron Tringale,25,"28' 10""",11256.5,390
121,122,122,Wes Roach,21,"28' 11""",6586.9169999999995,228
122,123,123,Shawn Stefani,29,"29' 0""",12284.5,424
123,124,124,Hudson Swafford,30,"29' 1""",13554.5,466
124,125,125,Ricky Barnes,29,"29' 2""",13954.5,479
125,T126,T126,Bill Haas,24,"29' 3""",9779.583,334
126,T126,T126,Geoff Ogilvy,22,"29' 3""",7745.3330000000005,265
127,T126,T126,Charl Schwartzel,19,"29' 3""",9634.667,329
128,T129,T129,Jonas Blixt,26,"29' 6""",11215.5,380
129,T129,T129,Ángel Cabrera,22,"29' 6""",8207.167,278
130,131,131,Dawie van der Walt,25,"29' 7""",9601.75,325
131,132,132,Chesson Hadley,27,"29' 8""",11525.0,389
132,T133,T133,James Hahn,26,"29' 9""",10997.917,370
133,T133,T133,Cameron Smith,24,"29' 9""",7609.9169999999995,256
134,T133,T133,Michael Thompson,23,"29' 9""",8561.25,288
135,136,136,D.A. Points,18,"29' 11""",6339.25,212
136,T137,T137,Stewart Cink,19,"30' 1""",8628.917,287
137,T137,T137,Martin Laird,24,"30' 1""",12238.083,407
138,T137,T137,Steve Marino,24,"30' 1""",9273.333,308
139,140,140,Sean O'Hair,27,"30' 2""",13362.25,443
140,141,141,Patrick Reed,28,"30' 3""",14403.417,476
141,T142,T142,Robert Allenby,23,"30' 4""",7379.0,243
142,T142,T142,Charles Howell III,25,"30' 4""",15572.667,513
143,T142,T142,Hunter Mahan,22,"30' 4""",8998.0,297
144,T142,T142,Tyrone Van Aswegen,31,"30' 4""",16431.917,542
145,T146,T146,Sung Kang,29,"30' 5""",12157.167,400
146,T146,T146,Jhonattan Vegas,27,"30' 5""",14221.917,468
147,148,148,Gary Woodland,26,"30' 9""",13652.083,444
148,149,149,Harris English,27,"30' 11""",13763.583,445
149,150,150,Patton Kizzire,27,"31' 0""",13666.833,441
150,151,151,Dustin Johnson,22,"31' 1""",11156.333,359
151,152,152,Carlos Ortiz,29,"31' 2""",11605.667,372
152,T153,T153,Morgan Hoffmann,25,"31' 3""",10129.5,324
153,T153,T153,Patrick Rodgers,28,"31' 3""",12297.167,393
154,T155,T155,Jason Kokrak,28,"31' 5""",13199.667,420
155,T155,T155,Ryan Palmer,23,"31' 5""",13844.417,441
156,T155,T155,Martin Piller,22,"31' 5""",8347.5,266
157,T155,T155,Camilo Villegas,27,"31' 5""",14528.833,463
158,159,159,Ernie Els,21,"31' 6""",11056.417,351
159,160,160,Rhein Gibson,20,"31' 8""",8993.917,284
160,T161,T161,Bronson Burgoon,27,"31' 10""",12268.0,385
161,T161,T161,Andres Gonzales,28,"31' 10""",11899.333,374
162,163,163,Tom Hoge,26,"32' 0""",12452.083,389
163,T164,T164,Kelly Kraft,20,"32' 2""",7601.0830000000005,236
164,T164,T164,Rob Oppenheim,21,"32' 2""",10236.417,318
165,166,166,Phil Mickelson,22,"32' 3""",11891.083,369
166,167,167,Scott Stallings,27,"32' 4""",11440.75,354
167,168,168,Erik Compton,24,"32' 7""",9995.5,307
168,169,169,Brooks Koepka,21,"32' 8""",10974.667,336
169,T170,T170,Tony Finau,28,"33' 3""",16435.5,494
170,T170,T170,Robert Garrigus,21,"33' 3""",11085.083,333
171,172,172,Jason Day,20,"33' 4""",11775.583,353
172,T173,T173,Seung-Yul Noh,28,"33' 6""",14971.25,447
173,T173,T173,Jimmy Walker,25,"33' 6""",16543.417,494
174,175,175,Smylie Kaufman,28,"33' 8""",15251.167,453
175,176,176,Justin Thomas,28,"34' 0""",15326.167,451
176,177,177,Jamie Lovemark,27,"34' 2""",15561.083,456
177,178,178,Derek Fathauer,30,"34' 11""",17476.333,500
178,179,179,Retief Goosen,16,"35' 3""",9440.833,268
179,180,180,Luke List,27,"35' 10""",15258.833,426
180,181,181,Luke Guthrie,19,"36' 5""",9876.5,271
181,182,182,J.B. Holmes,22,"36' 6""",14064.0,385
182,183,183,Aaron Baddeley,28,"37' 5""",16331.333,436
183,184,184,Steven Bowditch,26,"40' 1""",15991.667,399
184,185,185,Andrew Loupe,27,"40' 4""",18949.417,470
