,Left_Rough_Tendency_RTP_Score_RANK THIS WEEK,Left_Rough_Tendency_RTP_Score_RANK LAST WEEK,Left_Rough_Tendency_RTP_Score_PLAYER NAME,Left_Rough_Tendency_RTP_Score_ROUNDS,Left_Rough_Tendency_RTP_Score_RTP SCORE
170,171,171,Steve Marino,72,+.176
171,172,172,Abraham Ancer,51,+.181
172,173,173,Steven Bowditch,71,+.182
173,174,174,Whee Kim,82,+.184
174,175,175,Tom Hoge,81,+.186
175,176,176,Fabián Gómez,82,+.188
176,177,177,Blayne Barber,84,+.189
177,178,178,Michael Thompson,71,+.190
178,179,179,Russell Knox,92,+.193
179,180,180,Shane Lowry,57,+.197
180,181,181,Kevin Kisner,97,+.201
181,T182,T182,Adam Hadwin,93,+.206
182,T182,T182,David Lingmerth,84,+.206
183,184,184,George McNeill,51,+.208
184,185,185,Henrik Norlander,71,+.219
