,Carry_Efficiency_RANK THIS WEEK,Carry_Efficiency_RANK LAST WEEK,Carry_Efficiency_PLAYER NAME,Carry_Efficiency_ROUNDS,Carry_Efficiency_AVG.,Carry_Efficiency_AVERAGE CARRY DIST. YARDS,Carry_Efficiency_AVERAGE CLUB HEAD SPEED,Carry_Efficiency_TOTAL ATTEMPTS,Carry_Efficiency_HIGHEST CARRY EFFICIENCY
22,23,23,Jason Day,76,2.492,295.0,118.37899999999999,47,2.77
23,24,24,Tim Wilkinson,72,2.491,265.7,106.64399999999999,35,2.698
24,T25,T25,Hunter Mahan,61,2.49,282.6,113.486,50,2.7260000000000004
25,T25,T25,Camilo Villegas,83,2.49,274.1,110.094,68,2.74
26,T27,T27,Jordan Spieth,80,2.488,278.2,111.79700000000001,52,2.793
27,T27,T27,Nick Taylor,83,2.488,277.4,111.5,61,2.727
28,29,29,Michael Thompson,71,2.4859999999999998,278.9,112.20200000000001,50,2.7689999999999997
29,T30,T30,David Hearn,95,2.485,267.6,107.71700000000001,84,2.778
30,T30,T30,Hideki Matsuyama,76,2.485,280.3,112.809,50,2.7310000000000003
31,T32,T32,Jonas Blixt,79,2.484,275.6,110.963,59,2.812
32,T32,T32,Padraig Harrington,54,2.484,278.9,112.257,40,2.7310000000000003
33,T32,T32,Shane Lowry,57,2.484,282.3,113.646,32,2.667
34,T35,T35,Harris English,97,2.483,287.5,115.79,67,2.714
35,T35,T35,Will MacKenzie,84,2.483,272.5,109.75,60,2.682
36,T37,T37,Morgan Hoffmann,71,2.4819999999999998,279.4,112.579,57,2.807
37,T37,T37,Danny Lee,93,2.4819999999999998,273.1,110.029,64,2.739
38,39,39,Patrick Rodgers,89,2.479,294.8,118.925,54,2.87
39,40,40,Billy Horschel,73,2.475,280.6,113.387,52,2.693
40,T41,T41,Ángel Cabrera,62,2.474,286.3,115.726,40,2.735
41,T41,T41,Rory McIlroy,69,2.474,296.5,119.859,45,2.792
42,T43,T43,Luke Guthrie,57,2.4730000000000003,273.9,110.75399999999999,43,2.6180000000000003
43,T43,T43,Zach Johnson,90,2.4730000000000003,262.3,106.056,60,2.702
44,T45,T45,Robert Allenby,51,2.472,265.3,107.321,33,2.635
45,T45,T45,Kelly Kraft,63,2.472,275.0,111.238,36,2.681
46,T45,T45,Matt Kuchar,100,2.472,269.2,108.90299999999999,79,2.803
47,T45,T45,Jamie Lovemark,91,2.472,297.4,120.314,65,2.745
48,T45,T45,Scott Piercy,87,2.472,280.8,113.60600000000001,56,2.7030000000000003
49,T45,T45,Bubba Watson,72,2.472,300.6,121.62899999999999,41,2.758
50,T51,T51,Anirban Lahiri,72,2.471,277.3,112.215,50,2.694
51,T51,T51,Ryan Moore,86,2.471,264.8,107.18,60,2.71
52,T53,T53,Tyler Aldridge,83,2.47,272.1,110.16,60,2.678
53,T53,T53,Ben Crane,80,2.47,261.8,105.991,58,2.67
54,T53,T53,Rory Sabbatini,57,2.47,274.4,111.09200000000001,27,2.6630000000000003
55,56,56,Phil Mickelson,75,2.468,284.6,115.33,49,2.673
56,T57,T57,Thomas Aiken,70,2.467,275.0,111.463,41,2.7110000000000003
57,T57,T57,Seung-Yul Noh,85,2.467,283.8,114.999,66,2.668
58,T57,T57,Justin Rose,65,2.467,292.1,118.39399999999999,36,2.818
59,T57,T57,Sam Saunders,69,2.467,276.4,112.042,43,2.653
60,61,61,Jeff Overton,69,2.465,267.7,108.565,66,2.7110000000000003
61,62,62,J.J. Henry,68,2.464,274.1,111.242,51,2.665
62,63,63,Jason Gore,78,2.463,277.1,112.495,65,2.7030000000000003
63,T64,T64,Robert Garrigus,69,2.4619999999999997,287.7,116.85799999999999,44,2.7060000000000004
64,T64,T64,Brian Stuard,66,2.4619999999999997,257.4,104.51700000000001,51,2.6460000000000004
65,T66,T66,Scott Brown,88,2.461,275.1,111.772,74,2.74
66,T66,T66,James Hahn,85,2.461,278.3,113.04700000000001,54,2.745
67,T66,T66,Michael Kim,100,2.461,272.7,110.803,77,2.7310000000000003
68,T66,T66,Jason Kokrak,89,2.461,296.6,120.49,63,2.833
69,70,70,K.J. Choi,73,2.46,261.1,106.147,64,2.6910000000000003
70,71,71,Charley Hoffman,91,2.459,285.3,116.059,65,2.667
71,72,72,Chris Kirk,90,2.457,270.2,109.98299999999999,65,2.6830000000000003
72,73,73,Chez Reavie,90,2.456,267.0,108.7,70,2.66
73,74,74,David Lingmerth,84,2.455,268.5,109.383,61,2.7310000000000003
74,75,75,Chris Stroud,82,2.452,274.9,112.104,64,2.7710000000000004
75,T76,T76,Rickie Fowler,80,2.45,288.6,117.81299999999999,54,2.645
76,T76,T76,Rhein Gibson,58,2.45,284.5,116.094,33,2.673
77,T76,T76,Patton Kizzire,93,2.45,277.5,113.23200000000001,62,2.72
78,79,79,Brandt Snedeker,93,2.448,274.1,111.98200000000001,62,2.6889999999999996
79,T80,T80,Dustin Johnson,87,2.447,299.7,122.43700000000001,56,2.819
80,T80,T80,Johnson Wagner,86,2.447,270.9,110.714,67,2.637
81,82,82,Kevin Kisner,97,2.4459999999999997,269.3,110.104,66,2.687
82,83,83,Steve Marino,72,2.445,279.2,114.211,45,2.647
83,T84,T84,John Huh,86,2.444,267.1,109.292,73,2.7310000000000003
84,T84,T84,Sung Kang,89,2.444,276.8,113.23200000000001,59,2.7060000000000004
85,T84,T84,Scott Pinckney,87,2.444,285.7,116.90700000000001,57,2.779
86,T87,T87,Whee Kim,82,2.443,271.9,111.277,61,2.737
87,T87,T87,Brendan Steele,88,2.443,289.2,118.375,52,2.677
88,T87,T87,Tyrone Van Aswegen,105,2.443,275.0,112.53399999999999,72,2.735
89,T87,T87,Jimmy Walker,85,2.443,281.8,115.338,63,2.736
90,91,91,Luke Donald,81,2.441,269.6,110.435,58,2.7039999999999997
91,T92,T92,D.H. Lee,61,2.44,263.4,107.94,36,2.628
92,T92,T92,Shawn Stefani,91,2.44,279.1,114.389,73,2.6319999999999997
93,94,94,Daniel Berger,92,2.439,284.0,116.428,60,2.727
94,95,95,Bill Haas,86,2.438,278.5,114.235,53,2.616
95,T96,T96,Stuart Appleby,71,2.437,263.3,108.055,62,2.741
96,T96,T96,Vijay Singh,72,2.437,268.0,109.999,63,2.7119999999999997
97,98,98,Webb Simpson,70,2.435,271.9,111.626,46,2.6260000000000003
98,T99,T99,Brian Harman,104,2.434,269.3,110.60799999999999,76,2.681
99,T99,T99,Smylie Kaufman,91,2.434,292.0,119.95299999999999,57,2.617
100,T99,T99,Cameron Tringale,81,2.434,268.7,110.38,63,2.687
101,T102,T102,Scott Langley,65,2.4330000000000003,269.1,110.60700000000001,45,2.673
102,T102,T102,Luke List,79,2.4330000000000003,298.0,122.5,56,2.793
103,T104,T104,Russell Henley,76,2.431,277.1,114.02,60,2.6839999999999997
104,T104,T104,Harold Varner III,92,2.431,287.2,118.134,70,2.6639999999999997
105,106,106,Jason Bohn,67,2.4290000000000003,261.5,107.654,30,2.589
106,T107,T107,Andres Gonzales,80,2.427,281.2,115.87700000000001,49,2.725
107,T107,T107,William McGirt,98,2.427,271.1,111.699,69,2.673
108,T107,T107,Kevin Streelman,82,2.427,270.9,111.633,47,2.7260000000000004
109,110,110,Hiroshi Iwata,85,2.426,274.5,113.17399999999999,60,2.658
110,111,111,Adam Scott,79,2.424,289.9,119.554,44,2.653
111,112,112,Aaron Baddeley,93,2.423,281.3,116.124,59,2.611
112,113,113,Kyle Stanley,92,2.4219999999999997,270.3,111.617,70,2.72
113,T114,T114,Adam Hadwin,93,2.421,276.2,114.094,79,2.645
114,T114,T114,Si Woo Kim,113,2.421,277.7,114.72,82,2.7319999999999998
115,T114,T114,Marc Leishman,89,2.421,278.5,115.02600000000001,55,2.6489999999999996
116,117,117,Kevin Chappell,93,2.42,282.9,116.89299999999999,51,2.713
117,118,118,Troy Merritt,77,2.419,267.5,110.57799999999999,57,2.615
118,T119,T119,Charles Howell III,91,2.418,286.3,118.431,67,2.65
119,T119,T119,Andrew Loupe,75,2.418,303.7,125.596,57,2.662
120,T119,T119,Peter Malnati,85,2.418,260.9,107.905,55,2.5580000000000003
121,122,122,Erik Compton,65,2.417,271.1,112.161,45,2.708
122,T123,T123,Roberto Castro,97,2.416,268.6,111.2,80,2.7460000000000004
123,T123,T123,Billy Hurley III,66,2.416,263.1,108.913,47,2.526
124,T123,T123,Kyle Reifers,115,2.416,267.8,110.831,91,2.656
125,126,126,Mark Wilson,66,2.415,259.2,107.31,48,2.555
126,T127,T127,Tony Finau,95,2.414,298.7,123.736,65,2.634
127,T127,T127,Gary Woodland,95,2.414,301.4,124.834,60,2.716
128,129,129,Brendon Todd,66,2.411,259.3,107.575,53,2.6430000000000002
129,T130,T130,Graham DeLaet,70,2.41,285.0,118.223,53,2.659
130,T130,T130,Henrik Norlander,71,2.41,272.3,112.988,47,2.6039999999999996
131,132,132,Jerry Kelly,76,2.407,255.0,105.91799999999999,53,2.614
132,T133,T133,Ken Duke,58,2.406,258.9,107.583,56,2.673
133,T133,T133,Cameron Smith,73,2.406,268.7,111.656,40,2.563
134,135,135,Louis Oosthuizen,63,2.405,272.5,113.296,40,2.713
135,136,136,Mark Hubbard,101,2.4019999999999997,268.9,111.97399999999999,77,2.6319999999999997
136,T137,T137,Abraham Ancer,51,2.401,256.4,106.78200000000001,28,2.565
137,T137,T137,Charl Schwartzel,73,2.401,284.4,118.441,47,2.6460000000000004
138,T137,T137,Hudson Swafford,104,2.401,296.9,123.654,63,2.6439999999999997
139,140,140,Zac Blair,99,2.399,256.9,107.096,69,2.583
140,141,141,Lucas Glover,75,2.397,277.0,115.57799999999999,69,2.685
141,T142,T142,Fabián Gómez,82,2.396,269.8,112.594,68,2.677
142,T142,T142,Ben Martin,92,2.396,272.2,113.565,77,2.614
143,T144,T144,Geoff Ogilvy,63,2.395,272.1,113.589,50,2.612
144,T144,T144,Dicky Pride,55,2.395,257.2,107.381,42,2.623
145,T146,T146,Tom Hoge,81,2.394,275.5,115.069,51,2.653
146,T146,T146,Dawie van der Walt,72,2.394,280.8,117.307,46,2.602
147,T148,T148,Emiliano Grillo,93,2.392,274.4,114.70200000000001,61,2.781
148,T148,T148,Steve Wheatcroft,85,2.392,267.8,111.98,66,2.5669999999999997
149,150,150,Rob Oppenheim,67,2.39,269.4,112.727,34,2.7119999999999997
150,151,151,Francesco Molinari,64,2.3890000000000002,267.0,111.791,54,2.583
151,T152,T152,Jon Curran,99,2.387,259.4,108.65700000000001,83,2.658
152,T152,T152,Boo Weekley,83,2.387,267.5,112.07700000000001,65,2.6430000000000002
153,T154,T154,Chad Campbell,90,2.386,266.0,111.462,72,2.6319999999999997
154,T154,T154,Chad Collins,73,2.386,262.7,110.06,46,2.698
155,T156,T156,Brendon de Jonge,83,2.385,268.7,112.68299999999999,55,2.588
156,T156,T156,Greg Owen,85,2.385,282.5,118.45299999999999,61,2.6039999999999996
157,158,158,Graeme McDowell,63,2.3819999999999997,264.5,111.05799999999999,46,2.5780000000000003
158,T159,T159,Matt Jones,83,2.381,278.3,116.865,42,2.548
159,T159,T159,Robert Streb,87,2.381,276.6,116.15799999999999,61,2.617
160,T161,T161,Steve Stricker,53,2.38,259.9,109.206,41,2.627
161,T161,T161,Willy Wilcox,67,2.38,273.9,115.089,49,2.602
162,163,163,Stewart Cink,61,2.376,278.9,117.369,41,2.658
163,164,164,Brooks Koepka,75,2.374,289.6,121.985,50,2.575
164,165,165,Russell Knox,92,2.372,264.3,111.44200000000001,63,2.69
165,166,166,Patrick Reed,105,2.369,280.7,118.50399999999999,76,2.7289999999999996
166,T167,T167,Paul Casey,77,2.367,277.7,117.345,42,2.633
167,T167,T167,Bryce Molder,80,2.367,260.6,110.12200000000001,68,2.563
168,169,169,Daniel Summerhays,99,2.364,263.8,111.594,68,2.556
169,170,170,Jason Dufner,105,2.359,268.2,113.7,78,2.639
170,171,171,Jim Herman,93,2.3569999999999998,270.0,114.531,64,2.59
171,T172,T172,Colt Knost,90,2.356,248.3,105.39399999999999,71,2.574
172,T172,T172,Spencer Levin,104,2.356,256.3,108.77,78,2.5780000000000003
173,T172,T172,Rod Pampling,54,2.356,267.8,113.666,32,2.497
174,T175,T175,Steven Bowditch,71,2.349,275.1,117.147,49,2.66
175,T175,T175,Jim Furyk,52,2.349,254.8,108.454,36,2.483
176,177,177,Jhonattan Vegas,97,2.347,290.8,123.90700000000001,60,2.544
177,178,178,Derek Ernst,59,2.342,282.7,120.736,33,2.471
178,179,179,Freddie Jacobson,86,2.34,263.9,112.75200000000001,67,2.484
179,180,180,Kevin Na,96,2.326,261.1,112.25200000000001,56,2.5669999999999997
180,T181,T181,George McNeill,51,2.315,266.1,114.948,39,2.654
181,T181,T181,John Senden,88,2.315,272.7,117.79899999999999,43,2.551
182,183,183,Ricky Barnes,97,2.302,271.1,117.77,60,2.5610000000000004
183,184,184,Sergio Garcia,54,2.301,282.6,122.806,18,2.468
184,185,185,Branden Grace,63,2.2840000000000003,264.5,115.807,36,2.517
