,Left_Rough_Tendency_RANK THIS WEEK,Left_Rough_Tendency_RANK LAST WEEK,Left_Rough_Tendency_PLAYER NAME,Left_Rough_Tendency_ROUNDS,Left_Rough_Tendency_%,Left_Rough_Tendency_TOTAL LEFT ROUGH,Left_Rough_Tendency_POSSIBLE FWYS,Left_Rough_Tendency_RELATIVE TO PAR
42,T42,T42,Rory McIlroy,69,12.43,83,668,-0.16
43,44,44,Chez Reavie,90,12.46,132,1059,+0.07
44,45,45,William McGirt,98,12.64,155,1226,+0.04
45,T46,T46,Aaron Baddeley,93,12.67,128,1010,-0.02
46,T46,T46,Sean O'Hair,89,12.67,147,1160,+0.08
47,48,48,Ryan Palmer,86,12.71,137,1078,+0.04
48,49,49,Stuart Appleby,71,12.77,117,916,+0.02
49,50,50,Adam Hadwin,93,12.79,155,1212,+0.21
50,51,51,Kevin Streelman,82,12.8,112,875,+0.02
51,52,52,Lucas Glover,75,12.88,120,932,+0.05
52,53,53,Emiliano Grillo,93,12.89,132,1024,+0.11
53,54,54,Jerry Kelly,76,12.97,108,833,+0.13
54,55,55,Fabián Gómez,82,12.98,133,1025,+0.19
55,56,56,Patrick Reed,105,13.06,141,1080,+0.09
56,57,57,Matt Jones,83,13.15,113,859,+0.04
57,58,58,Wes Roach,59,13.17,79,600,+0.15
58,59,59,Michael Kim,100,13.22,156,1180,+0.08
59,T60,T60,Henrik Norlander,71,13.28,96,723,+0.22
60,T60,T60,Hudson Swafford,104,13.28,167,1258,+0.04
61,62,62,Bronson Burgoon,83,13.29,118,888,+0.12
62,63,63,Ángel Cabrera,62,13.3,89,669,+0.04
63,T64,T64,Bill Haas,86,13.33,118,885,+0.04
64,T64,T64,Patrick Rodgers,89,13.33,131,983,+0.05
65,66,66,Brian Harman,104,13.39,170,1270,+0.01
66,67,67,Zach Johnson,90,13.41,137,1022,+0.08
67,68,68,Peter Malnati,85,13.42,139,1036,+0.17
68,69,69,Jonas Blixt,79,13.43,124,923,+0.06
69,70,70,Sergio Garcia,54,13.49,58,430,-0.09
70,71,71,Daniel Berger,92,13.5,135,1000,+0.06
71,72,72,Tyler Aldridge,83,13.55,126,930,+0.14
72,73,73,Rod Pampling,54,13.57,70,516,+0.07
73,74,74,Paul Casey,77,13.58,108,795,+0.08
74,75,75,Branden Grace,63,13.6,79,581,-0.04
75,76,76,Troy Merritt,77,13.84,125,903,+0.09
76,77,77,Nick Taylor,83,13.94,128,918,+0.16
77,T78,T78,Graham DeLaet,70,13.95,112,803,+0.01
78,T78,T78,Ben Martin,92,13.95,156,1118,+0.11
79,80,80,Morgan Hoffmann,71,13.99,114,815,+0.13
80,81,81,Dustin Johnson,87,14.02,121,863,-0.07
81,82,82,Jordan Spieth,80,14.06,114,811,+0.02
82,83,83,Scott Brown,88,14.08,135,959,+0.01
83,84,84,John Senden,88,14.09,153,1086,+0.08
84,85,85,Rory Sabbatini,57,14.1,76,539,+0.05
85,86,86,Jason Dufner,105,14.13,155,1097,+0.01
86,87,87,Steve Marino,72,14.14,108,764,+0.18
87,88,88,Shane Lowry,57,14.17,71,501,+0.20
88,89,89,Chad Campbell,90,14.19,156,1099,+0.01
89,T90,T90,Jason Gore,78,14.2,116,817,+0.07
90,T90,T90,Brandt Snedeker,93,14.2,147,1035,+0.01
91,92,92,Harold Varner III,92,14.26,156,1094,+0.12
92,93,93,Kevin Na,96,14.27,137,960,+0.12
93,94,94,Smylie Kaufman,91,14.3,140,979,-0.06
94,95,95,Danny Lee,93,14.34,140,976,+0.16
95,T96,T96,Blayne Barber,84,14.38,148,1029,+0.19
96,T96,T96,Kevin Chappell,93,14.38,156,1085,+0.01
97,98,98,Ken Duke,58,14.39,96,667,+0.05
98,T99,T99,Marc Leishman,89,14.4,130,903,+0.08
99,T99,T99,Brian Stuard,66,14.4,121,840,+0.13
100,101,101,Martin Laird,82,14.43,140,970,+0.01
101,102,102,Hideki Matsuyama,76,14.46,117,809,+0.06
102,103,103,Ben Crane,80,14.49,131,904,-0.02
103,104,104,Patton Kizzire,93,14.5,148,1021,+0.05
104,105,105,James Hahn,85,14.51,139,958,+0.07
105,106,106,Scott Pinckney,87,14.52,143,985,+0.03
106,T107,T107,Rickie Fowler,80,14.53,130,895,-0.05
107,T107,T107,Chris Kirk,90,14.53,150,1032,+0.01
108,109,109,Willy Wilcox,67,14.54,115,791,+0.07
109,110,110,Johnson Wagner,86,14.57,154,1057,E
110,111,111,Steve Stricker,53,14.63,91,622,+0.07
111,112,112,Chad Collins,73,14.64,130,888,+0.09
112,T113,T113,Jon Curran,99,14.68,172,1172,+0.12
113,T113,T113,Jhonattan Vegas,97,14.68,163,1110,+0.01
114,115,115,Vaughn Taylor,72,14.73,137,930,+0.07
115,116,116,Rob Oppenheim,67,14.77,101,684,+0.16
116,117,117,Charles Howell III,91,14.79,159,1075,+0.04
117,118,118,Chris Stroud,82,14.8,141,953,+0.09
118,119,119,Justin Rose,65,14.83,101,681,+0.02
119,120,120,D.A. Points,55,14.9,80,537,+0.04
120,121,121,Shawn Stefani,91,14.94,159,1064,+0.01
121,122,122,Ricky Barnes,97,14.97,165,1102,+0.07
122,123,123,Jim Herman,93,15.05,147,977,+0.10
123,T124,T124,Ernie Els,66,15.08,116,769,+0.04
124,T124,T124,Kevin Kisner,97,15.08,154,1021,+0.20
125,T126,T126,Sam Saunders,69,15.1,106,702,+0.14
126,T126,T126,Charl Schwartzel,73,15.1,116,768,+0.08
127,128,128,Louis Oosthuizen,63,15.12,88,582,+0.03
128,129,129,Freddie Jacobson,86,15.16,149,983,+0.16
129,130,130,Greg Owen,85,15.21,143,940,+0.05
130,131,131,Padraig Harrington,54,15.3,93,608,+0.12
131,132,132,Keegan Bradley,82,15.31,134,875,+0.15
132,133,133,Jamie Lovemark,91,15.34,174,1134,+0.01
133,134,134,Brooks Koepka,75,15.45,129,835,-0.01
134,135,135,Justin Thomas,99,15.5,160,1032,+0.03
135,136,136,J.J. Henry,68,15.56,131,842,-0.02
136,137,137,Spencer Levin,104,15.62,179,1146,+0.11
137,T138,T138,Abraham Ancer,51,15.63,83,531,+0.18
138,T138,T138,Hunter Mahan,61,15.63,106,678,+0.01
139,140,140,Tim Wilkinson,72,15.68,109,695,+0.10
140,141,141,Michael Thompson,71,15.72,116,738,+0.19
141,142,142,Brendon Todd,66,15.73,118,750,+0.08
142,143,143,Daniel Summerhays,99,15.74,173,1099,+0.03
143,144,144,Martin Piller,59,15.83,101,638,E
144,145,145,Rhein Gibson,58,15.84,96,606,+0.10
145,146,146,Gary Woodland,95,15.85,168,1060,-0.08
146,147,147,Brett Stegmaier,87,15.86,164,1034,+0.15
147,T148,T148,Luke Guthrie,57,15.91,98,616,-0.12
148,T148,T148,Robert Streb,87,15.91,144,905,+0.09
149,150,150,Tony Finau,95,15.97,169,1058,-0.03
150,151,151,Brendon de Jonge,83,15.98,144,901,+0.09
151,152,152,Will MacKenzie,84,16.07,147,915,+0.12
152,153,153,Tom Hoge,81,16.09,140,870,+0.19
153,154,154,Robert Garrigus,69,16.2,121,747,+0.04
154,155,155,Vijay Singh,72,16.24,146,899,+0.09
155,156,156,Retief Goosen,55,16.29,107,657,+0.05
156,157,157,Andres Gonzales,80,16.36,144,880,-0.01
157,158,158,Billy Horschel,73,16.41,128,780,+0.07
158,159,159,Cameron Tringale,81,16.49,160,970,+0.07
159,160,160,Tyrone Van Aswegen,105,16.54,198,1197,+0.06
160,161,161,Harris English,97,16.6,165,994,+0.05
161,162,162,Camilo Villegas,83,16.67,163,978,+0.17
162,163,163,Jason Kokrak,89,16.85,172,1021,-0.03
163,164,164,Dawie van der Walt,72,16.86,131,777,+0.12
164,165,165,Seung-Yul Noh,85,16.93,160,945,+0.01
165,166,166,Jason Day,76,17.02,128,752,-0.06
166,167,167,Sung Kang,89,17.26,174,1008,+0.03
167,168,168,Luke List,79,17.29,153,885,-0.05
168,169,169,J.B. Holmes,77,17.35,143,824,E
169,170,170,Webb Simpson,70,17.43,141,809,E
170,171,171,Billy Hurley III,66,17.52,144,822,+0.07
171,T172,T172,Robert Allenby,51,17.67,100,566,+0.13
172,T172,T172,Andrew Loupe,75,17.67,158,894,-0.01
173,174,174,Luke Donald,81,17.71,144,813,+0.10
174,175,175,Derek Fathauer,94,17.72,183,1033,+0.09
175,176,176,Chesson Hadley,81,17.74,162,913,+0.07
176,177,177,Jimmy Walker,85,18.15,175,964,-0.01
177,178,178,Anirban Lahiri,72,18.17,121,666,+0.13
178,179,179,Adam Scott,79,18.21,142,780,+0.06
179,180,180,Erik Compton,65,18.23,126,691,+0.13
180,181,181,Stewart Cink,61,18.41,125,679,+0.06
181,182,182,Bubba Watson,72,18.57,132,711,E
182,183,183,Phil Mickelson,75,18.89,153,810,-0.02
183,184,184,Carlos Ortiz,79,20.29,166,818,+0.08
184,185,185,Steven Bowditch,71,20.81,154,740,+0.18
