,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
80,81,81,David Lingmerth,84,0.20600000000000002,0.193,0.11599999999999999,-0.10300000000000001,60
81,82,82,Shawn Stefani,91,0.191,0.003,0.073,0.11599999999999999,77
82,83,83,D.A. Points,55,0.19,-0.49200000000000005,0.64,0.040999999999999995,39
83,84,84,Smylie Kaufman,91,0.188,0.08199999999999999,0.065,0.040999999999999995,71
84,85,85,John Senden,88,0.18,0.23199999999999998,0.198,-0.25,78
85,86,86,Will MacKenzie,84,0.17600000000000002,0.032,0.07200000000000001,0.07200000000000001,66
86,87,87,Sean O'Hair,89,0.163,0.325,-0.187,0.024,84
87,88,88,John Huh,86,0.158,0.015,0.07,0.073,78
88,89,89,Retief Goosen,55,0.151,-0.385,0.08,0.457,48
89,90,90,Thomas Aiken,70,0.149,0.43799999999999994,0.10099999999999999,-0.39,48
90,91,91,Michael Thompson,71,0.141,-0.07,0.154,0.057999999999999996,53
91,92,92,Martin Laird,82,0.14,-0.213,0.297,0.057,70
92,93,93,Scott Brown,88,0.125,0.37799999999999995,-0.13,-0.12300000000000001,69
93,94,94,Brett Stegmaier,87,0.10800000000000001,0.128,0.133,-0.152,75
94,95,95,Steve Stricker,53,0.10099999999999999,-0.44,-0.003,0.544,45
95,96,96,Hudson Swafford,104,0.1,0.40299999999999997,0.275,-0.578,91
96,97,97,Jim Herman,93,0.098,0.466,-0.239,-0.129,70
97,98,98,Johnson Wagner,86,0.095,0.03,0.21899999999999997,-0.154,76
98,T99,T99,Blayne Barber,84,0.08800000000000001,0.018000000000000002,0.127,-0.055999999999999994,74
99,T99,T99,Anirban Lahiri,72,0.08800000000000001,0.025,0.14300000000000002,-0.08,48
100,101,101,Nick Taylor,83,0.086,0.149,0.06,-0.12300000000000001,66
101,T102,T102,Henrik Norlander,71,0.049,0.09300000000000001,0.07200000000000001,-0.11599999999999999,52
102,T102,T102,Rod Pampling,54,0.049,0.222,-0.37200000000000005,0.19899999999999998,37
103,104,104,Kyle Reifers,115,0.047,0.11199999999999999,0.061,-0.127,96
104,105,105,Ben Crane,80,0.037000000000000005,-0.149,-0.006,0.192,65
105,106,106,Graeme McDowell,63,0.03,-0.129,0.161,-0.003,45
106,107,107,Tyrone Van Aswegen,105,0.024,-0.5,0.544,-0.019,87
107,108,108,Whee Kim,82,0.01,0.252,-0.39,0.14800000000000002,65
108,109,109,James Hahn,85,0.001,-0.025,-0.08900000000000001,0.11599999999999999,69
109,110,110,Adam Hadwin,93,-0.003,0.152,-0.061,-0.094,87
110,111,111,Bryce Molder,80,-0.013000000000000001,-0.18100000000000002,-0.331,0.498,67
111,112,112,Harris English,97,-0.017,-0.344,0.2,0.127,72
112,113,113,Stuart Appleby,71,-0.025,-0.17300000000000001,-0.1,0.248,66
113,114,114,Chris Stroud,82,-0.028999999999999998,-0.069,0.159,-0.11900000000000001,69
114,115,115,Chesson Hadley,81,-0.047,-0.038,0.133,-0.142,66
115,116,116,Colt Knost,90,-0.06,-0.17800000000000002,0.257,-0.139,70
116,117,117,Willy Wilcox,67,-0.062,0.04,0.159,-0.261,57
117,118,118,Brian Stuard,66,-0.07,-0.1,-0.11,0.14,60
118,119,119,Matt Jones,83,-0.071,0.013000000000000001,-0.272,0.188,62
119,120,120,Jeff Overton,69,-0.076,-0.054000000000000006,-0.157,0.134,58
120,121,121,Patton Kizzire,93,-0.077,-0.34299999999999997,0.37,-0.105,74
121,122,122,Cameron Tringale,81,-0.081,-0.44299999999999995,0.257,0.10400000000000001,70
122,123,123,Billy Hurley III,66,-0.084,-0.20600000000000002,0.226,-0.10400000000000001,59
123,124,124,Ricky Barnes,97,-0.091,-0.518,0.19899999999999998,0.22699999999999998,80
124,125,125,Tyler Aldridge,83,-0.11,-0.115,-0.031,0.036000000000000004,67
125,126,126,Ben Martin,92,-0.11699999999999999,0.079,0.081,-0.27699999999999997,80
126,127,127,Kevin Kisner,97,-0.11900000000000001,0.34700000000000003,-0.136,-0.331,73
127,128,128,Derek Ernst,59,-0.127,0.152,-0.29100000000000004,0.012,43
128,129,129,Kelly Kraft,63,-0.146,0.009000000000000001,-0.035,-0.12,44
129,130,130,Seung-Yul Noh,85,-0.149,-0.637,0.114,0.374,69
130,131,131,K.J. Choi,73,-0.174,-0.511,0.166,0.171,66
131,132,132,Sung Kang,89,-0.182,-0.009000000000000001,-0.121,-0.053,73
132,133,133,Ken Duke,58,-0.21,0.04,-0.20199999999999999,-0.048,48
133,134,134,Dawie van der Walt,72,-0.213,-0.013000000000000001,0.21,-0.41,56
134,135,135,Bronson Burgoon,83,-0.217,0.073,0.127,-0.41700000000000004,64
135,136,136,Brian Harman,104,-0.225,0.257,-0.622,0.14,91
136,137,137,Fabián Gómez,82,-0.249,0.009000000000000001,-0.289,0.03,73
137,138,138,Jason Bohn,67,-0.252,-0.259,0.272,-0.265,59
138,139,139,Tom Hoge,81,-0.254,-0.315,0.23600000000000002,-0.175,63
139,140,140,Scott Pinckney,87,-0.262,0.511,-0.396,-0.376,71
140,141,141,Rob Oppenheim,67,-0.276,-0.716,0.285,0.156,50
141,142,142,Sam Saunders,69,-0.293,-0.191,-0.105,0.003,51
142,143,143,George McNeill,51,-0.306,-0.415,0.278,-0.168,46
143,144,144,Abraham Ancer,51,-0.307,-0.024,-0.34,0.057,38
144,145,145,Morgan Hoffmann,71,-0.324,-0.07,-0.192,-0.062,59
145,146,146,Aaron Baddeley,93,-0.34700000000000003,-0.363,-0.382,0.39799999999999996,74
146,147,147,Jon Curran,99,-0.354,-0.659,0.001,0.304,84
147,148,148,Daniel Summerhays,99,-0.35600000000000004,-0.126,-0.257,0.027000000000000003,79
148,149,149,Michael Kim,100,-0.366,-0.151,-0.105,-0.11,85
149,150,150,Steve Wheatcroft,85,-0.375,0.008,-0.39399999999999996,0.012,70
150,151,151,Mark Wilson,66,-0.39899999999999997,-0.501,-0.061,0.163,55
151,152,152,Andrew Loupe,75,-0.41600000000000004,0.038,-0.295,-0.158,66
152,153,153,Ernie Els,66,-0.428,0.065,-0.48,-0.013999999999999999,56
153,154,154,Freddie Jacobson,86,-0.43200000000000005,-0.349,-0.129,0.046,71
154,155,155,Rhein Gibson,58,-0.44299999999999995,-0.067,0.0,-0.376,44
155,156,156,Chad Collins,73,-0.44799999999999995,-0.629,-0.226,0.40700000000000003,64
156,157,157,Jason Gore,78,-0.45299999999999996,0.20199999999999999,-0.036000000000000004,-0.619,59
157,158,158,Rory Sabbatini,57,-0.45899999999999996,0.115,-0.628,0.054000000000000006,39
158,159,159,Andres Gonzales,80,-0.469,-0.222,-0.11199999999999999,-0.135,64
159,160,160,J.J. Henry,68,-0.475,-0.14400000000000002,-0.226,-0.10400000000000001,60
160,161,161,Carlos Ortiz,79,-0.47700000000000004,-0.321,0.122,-0.278,60
161,162,162,Mark Hubbard,101,-0.48700000000000004,-0.14300000000000002,-0.18899999999999997,-0.155,83
162,163,163,Brendon de Jonge,83,-0.489,-0.23,-0.196,-0.063,65
163,164,164,Steve Marino,72,-0.503,0.11199999999999999,-0.34299999999999997,-0.272,55
164,165,165,Zac Blair,99,-0.565,-0.068,-0.498,0.001,81
165,166,166,Camilo Villegas,83,-0.5720000000000001,-0.764,0.08,0.113,71
166,167,167,Troy Merritt,77,-0.608,-0.303,-0.138,-0.166,65
167,168,168,Wes Roach,59,-0.615,-0.015,-0.262,-0.33799999999999997,43
168,169,169,Jonas Blixt,79,-0.621,-0.287,-0.361,0.026000000000000002,67
169,170,170,Scott Langley,65,-0.639,0.105,-0.9990000000000001,0.254,53
170,171,171,Erik Compton,65,-0.679,-0.354,-0.39299999999999996,0.067,50
171,172,172,Andrew Landry,53,-0.6940000000000001,0.594,-0.892,-0.396,33
172,173,173,Cameron Smith,73,-0.706,-0.35700000000000004,-0.28600000000000003,-0.062,46
173,174,174,Ángel Cabrera,62,-0.708,0.085,-0.254,-0.54,48
174,175,175,Derek Fathauer,94,-0.752,-0.514,-0.22699999999999998,-0.012,75
175,176,176,Hiroshi Iwata,85,-0.775,-0.127,-0.606,-0.042,66
176,177,177,Luke Guthrie,57,-0.847,-0.8190000000000001,-0.075,0.046,45
177,178,178,Martin Piller,59,-0.9620000000000001,-0.253,-0.478,-0.231,46
178,179,179,Dicky Pride,55,-0.9740000000000001,-0.212,-0.856,0.094,41
179,180,180,Hunter Mahan,61,-1.063,0.034,-0.787,-0.311,49
180,181,181,Peter Malnati,85,-1.143,-0.5379999999999999,-0.532,-0.073,74
181,182,182,Robert Allenby,51,-1.459,-0.631,-0.46,-0.368,41
182,183,183,D.H. Lee,61,-1.821,-0.51,-1.317,0.006999999999999999,46
183,184,184,Brendon Todd,66,-2.055,-1.043,-1.4240000000000002,0.41200000000000003,54
184,185,185,Steven Bowditch,71,-3.34,-1.6159999999999999,-1.68,-0.044000000000000004,55
