,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
69,T70,T70,Fabián Gómez,82,28.88,296,1025,+1.32
70,T70,T70,Sean O'Hair,89,28.88,335,1160,+0.30
71,72,72,Jeff Overton,69,28.89,232,803,+1.08
72,73,73,Brendan Steele,88,28.9,274,948,+0.77
73,74,74,Stuart Appleby,71,28.93,265,916,+1.02
74,75,75,Johnson Wagner,86,28.95,306,1057,+0.33
75,76,76,Scott Pinckney,87,29.04,286,985,+0.66
76,77,77,Ben Martin,92,29.07,325,1118,+1.45
77,78,78,Ken Duke,58,29.09,194,667,+0.93
78,79,79,Blayne Barber,84,29.15,300,1029,+1.30
79,80,80,Chris Kirk,90,29.26,302,1032,+0.07
80,81,81,Bill Haas,86,29.27,259,885,+0.39
81,82,82,Cameron Smith,73,29.29,186,635,+1.02
82,83,83,Jordan Spieth,80,29.35,238,811,-0.08
83,84,84,James Hahn,85,29.44,282,958,+0.78
84,85,85,George McNeill,51,29.45,187,635,+1.39
85,T86,T86,Kelly Kraft,63,29.46,180,611,+1.50
86,T86,T86,Willy Wilcox,67,29.46,233,791,+1.16
87,T88,T88,Ryan Palmer,86,29.5,318,1078,+0.38
88,T88,T88,Wes Roach,59,29.5,177,600,+1.07
89,T90,T90,Brooks Koepka,75,29.58,247,835,-0.08
90,T90,T90,Steve Stricker,53,29.58,184,622,+0.49
91,92,92,Michael Thompson,71,29.67,219,738,+1.51
92,T93,T93,Peter Malnati,85,29.73,308,1036,+1.33
93,T93,T93,Louis Oosthuizen,63,29.73,173,582,+0.69
94,95,95,Bryce Molder,80,29.75,277,931,+1.01
95,96,96,Kevin Chappell,93,29.77,323,1085,+0.37
96,97,97,Troy Merritt,77,29.79,269,903,+1.15
97,98,98,Whee Kim,82,29.86,269,901,+1.19
98,99,99,Shawn Stefani,91,29.98,319,1064,+0.19
99,T100,T100,Graham DeLaet,70,30.01,241,803,+0.54
100,T100,T100,Chris Stroud,82,30.01,286,953,+0.63
101,T102,T102,Rickie Fowler,80,30.06,269,895,-0.59
102,T102,T102,Robert Streb,87,30.06,272,905,+0.63
103,104,104,Derek Ernst,59,30.1,180,598,+1.17
104,105,105,Morgan Hoffmann,71,30.18,246,815,+0.65
105,106,106,Brandt Snedeker,93,30.24,313,1035,-0.19
106,107,107,J.J. Henry,68,30.29,255,842,+1.29
107,108,108,Cameron Tringale,81,30.31,294,970,+1.02
108,109,109,Greg Owen,85,30.32,285,940,+0.70
109,110,110,Sam Saunders,69,30.34,213,702,+1.08
110,111,111,Tim Wilkinson,72,30.36,211,695,+0.28
111,112,112,Brendon de Jonge,83,30.52,275,901,+1.02
112,113,113,Marc Leishman,89,30.56,276,903,+0.54
113,114,114,Gary Woodland,95,30.57,324,1060,-0.25
114,115,115,Retief Goosen,55,30.59,201,657,+0.75
115,T116,T116,Hideki Matsuyama,76,30.66,248,809,+0.52
116,T116,T116,John Senden,88,30.66,333,1086,+0.45
117,118,118,Harold Varner III,92,30.71,336,1094,+1.19
118,119,119,Ángel Cabrera,62,30.79,206,669,+0.78
119,T120,T120,Will MacKenzie,84,30.82,282,915,+1.13
120,T120,T120,Patrick Rodgers,89,30.82,303,983,+0.20
121,122,122,Jason Kokrak,89,30.95,316,1021,+0.35
122,123,123,Jonas Blixt,79,30.99,286,923,+0.38
123,124,124,Chesson Hadley,81,31.0,283,913,+1.31
124,125,125,Daniel Summerhays,99,31.03,341,1099,+0.82
125,126,126,Scott Piercy,87,31.13,278,893,+1.01
126,T127,T127,Sung Kang,89,31.15,314,1008,+0.61
127,T127,T127,Nick Taylor,83,31.15,286,918,+1.61
128,129,129,Hiroshi Iwata,85,31.18,285,914,+0.81
129,130,130,Jamie Lovemark,91,31.39,356,1134,-0.03
130,131,131,Freddie Jacobson,86,31.43,309,983,+0.61
131,132,132,Aaron Baddeley,93,31.58,319,1010,+0.34
132,133,133,Charley Hoffman,91,31.62,307,971,+0.85
133,134,134,Steve Marino,72,31.68,242,764,+1.20
134,135,135,Martin Laird,82,31.86,309,970,+0.58
135,136,136,Brendon Todd,66,31.87,239,750,+1.00
136,137,137,Hunter Mahan,61,32.01,217,678,+0.60
137,138,138,Jhonattan Vegas,97,32.07,356,1110,+0.48
138,T139,T139,Bronson Burgoon,83,32.21,286,888,+0.98
139,T139,T139,Dustin Johnson,87,32.21,278,863,-0.72
140,141,141,Ricky Barnes,97,32.4,357,1102,+0.50
141,142,142,Justin Thomas,99,32.46,335,1032,+0.87
142,143,143,Brett Stegmaier,87,32.5,336,1034,+1.10
143,144,144,Vijay Singh,72,32.59,293,899,+0.55
144,145,145,Tyler Aldridge,83,32.69,304,930,+0.59
145,146,146,Luke Donald,81,32.72,266,813,+0.41
146,T147,T147,Patton Kizzire,93,32.81,335,1021,+0.66
147,T147,T147,Charl Schwartzel,73,32.81,252,768,+0.36
148,149,149,Dawie van der Walt,72,32.82,255,777,+1.61
149,150,150,Erik Compton,65,32.85,227,691,+0.79
150,151,151,Adam Scott,79,32.95,257,780,+0.27
151,152,152,Phil Mickelson,75,32.96,267,810,-0.07
152,153,153,Matt Jones,83,33.06,284,859,+0.88
153,154,154,Patrick Reed,105,33.15,358,1080,+0.20
154,155,155,Stewart Cink,61,33.28,226,679,+0.62
155,156,156,Andres Gonzales,80,33.3,293,880,+0.61
156,157,157,Scott Stallings,74,33.53,287,856,+0.35
157,T158,T158,Chad Collins,73,33.56,298,888,+1.04
158,T158,T158,Branden Grace,63,33.56,195,581,-0.10
159,160,160,Robert Allenby,51,33.75,191,566,+2.36
160,161,161,Anirban Lahiri,72,33.78,225,666,+1.16
161,T162,T162,Daniel Berger,92,34.2,342,1000,+0.44
162,T162,T162,Ernie Els,66,34.2,263,769,+0.99
163,164,164,Harris English,97,34.21,340,994,E
164,165,165,Tyrone Van Aswegen,105,34.25,410,1197,+0.59
165,166,166,Justin Rose,65,34.36,234,681,+0.30
166,167,167,Luke Guthrie,57,34.42,212,616,+0.09
167,168,168,Robert Garrigus,69,34.54,258,747,+0.31
168,169,169,Rob Oppenheim,67,34.8,238,684,+0.67
169,170,170,Tom Hoge,81,34.94,304,870,+0.95
170,171,171,Carlos Ortiz,79,34.96,286,818,+0.59
171,172,172,Camilo Villegas,83,35.38,346,978,+1.30
172,173,173,Seung-Yul Noh,85,35.66,337,945,-0.06
173,174,174,Jason Day,76,35.77,269,752,-0.30
174,175,175,Smylie Kaufman,91,36.16,354,979,+0.08
175,T176,T176,J.B. Holmes,77,36.29,299,824,+0.43
176,T176,T176,Bubba Watson,72,36.29,258,711,E
177,178,178,Tony Finau,95,36.48,386,1058,+0.34
178,179,179,Charles Howell III,91,36.56,393,1075,-0.18
179,180,180,Derek Fathauer,94,36.69,379,1033,+0.71
180,181,181,Rhein Gibson,58,36.96,224,606,+0.76
181,182,182,Luke List,79,37.51,332,885,-0.78
182,183,183,Andrew Loupe,75,39.04,349,894,+0.49
183,184,184,Jimmy Walker,85,39.73,383,964,-0.16
184,185,185,Steven Bowditch,71,40.95,303,740,+1.82
