,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
74,75,75,Harris English,97,6.06,61,1006,+0.115
75,76,76,Emiliano Grillo,93,6.04,62,1026,-0.113
76,77,77,Chris Stroud,82,6.02,58,964,+0.224
77,T78,T78,Jason Bohn,67,5.93,49,826,+0.224
78,T78,T78,Cameron Tringale,81,5.93,58,978,+0.052
79,80,80,Luke Guthrie,57,5.87,37,630,+0.054
80,81,81,Tim Wilkinson,72,5.86,41,700,-0.049
81,82,82,Vijay Singh,72,5.85,53,906,+0.264
82,T83,T83,Derek Ernst,59,5.81,35,602,-0.029
83,T83,T83,Danny Lee,93,5.81,57,981,+0.175
84,T83,T83,Wes Roach,59,5.81,35,602,+0.029
85,86,86,Peter Malnati,85,5.78,60,1038,+0.333
86,87,87,Adam Hadwin,93,5.76,70,1216,-0.014
87,T88,T88,Stuart Appleby,71,5.75,53,922,E
88,T88,T88,Hudson Swafford,104,5.75,73,1270,+0.137
89,90,90,Blayne Barber,84,5.72,59,1032,+0.017
90,T91,T91,Stewart Cink,61,5.7,39,684,+0.077
91,T91,T91,Andres Gonzales,80,5.7,51,894,+0.059
92,T93,T93,Roberto Castro,97,5.69,70,1230,E
93,T93,T93,Graham DeLaet,70,5.69,46,808,E
94,T93,T93,Ken Duke,58,5.69,38,668,+0.263
95,T93,T93,Jimmy Walker,85,5.69,56,984,+0.071
96,97,97,James Hahn,85,5.68,55,968,+0.109
97,98,98,Matt Jones,83,5.65,49,868,+0.245
98,99,99,Ben Martin,92,5.63,63,1120,+0.032
99,100,100,John Senden,88,5.6,61,1090,-0.033
100,T101,T101,Alex Cejka,71,5.57,40,718,+0.150
101,T101,T101,Tom Hoge,81,5.57,49,880,+0.041
102,T103,T103,Jason Dufner,105,5.54,61,1102,-0.049
103,T103,T103,Will MacKenzie,84,5.54,51,920,-0.118
104,T105,T105,Charles Howell III,91,5.51,60,1088,+0.017
105,T105,T105,Ryan Palmer,86,5.51,60,1088,+0.150
106,T107,T107,Russell Henley,76,5.5,53,964,+0.113
107,T107,T107,Sung Kang,89,5.5,56,1018,+0.089
108,109,109,Brian Stuard,66,5.48,46,840,+0.043
109,110,110,William McGirt,98,5.44,67,1232,-0.090
110,111,111,Brendon de Jonge,83,5.4,49,908,+0.163
111,112,112,Jason Day,76,5.39,41,760,+0.098
112,113,113,Steve Wheatcroft,85,5.33,52,976,+0.423
113,114,114,Ben Crane,80,5.29,48,908,+0.167
114,115,115,Jamie Lovemark,91,5.24,60,1144,+0.033
115,116,116,Jeff Overton,69,5.19,42,810,+0.143
116,T117,T117,Daniel Summerhays,99,5.17,57,1102,+0.140
117,T117,T117,Johnson Wagner,86,5.17,55,1064,+0.273
118,119,119,Shane Lowry,57,5.16,26,504,-0.038
119,120,120,Francesco Molinari,64,5.15,41,796,+0.073
120,121,121,D.A. Points,55,5.13,28,546,+0.393
121,122,122,Billy Horschel,73,5.1,40,784,-0.075
122,123,123,Kyle Reifers,115,5.07,68,1340,+0.059
123,124,124,Charl Schwartzel,73,5.0,39,780,+0.205
124,T125,T125,Nick Taylor,83,4.99,46,922,+0.217
125,T125,T125,Michael Thompson,71,4.99,37,742,+0.216
126,127,127,Andrew Landry,53,4.98,23,462,-0.043
127,128,128,Zac Blair,99,4.95,56,1132,+0.143
128,129,129,Greg Owen,85,4.94,47,952,+0.319
129,T130,T130,Morgan Hoffmann,71,4.85,40,824,+0.200
130,T130,T130,Scott Langley,65,4.85,36,742,+0.139
131,132,132,Tony Finau,95,4.83,52,1076,+0.096
132,133,133,Martin Laird,82,4.81,47,978,+0.021
133,134,134,David Lingmerth,84,4.74,40,844,E
134,135,135,Harold Varner III,92,4.71,52,1104,+0.212
135,136,136,Luke List,79,4.63,42,908,+0.071
136,137,137,Vaughn Taylor,72,4.59,43,936,+0.140
137,138,138,Geoff Ogilvy,63,4.58,32,698,+0.281
138,139,139,Webb Simpson,70,4.57,37,810,-0.135
139,140,140,Gary Woodland,95,4.56,49,1074,+0.041
140,141,141,Keegan Bradley,82,4.55,40,880,+0.125
141,142,142,Brandt Snedeker,93,4.52,47,1040,-0.021
142,143,143,Abraham Ancer,51,4.51,24,532,+0.125
143,144,144,Kevin Kisner,97,4.48,46,1026,+0.087
144,145,145,Adam Scott,79,4.46,35,784,+0.086
145,146,146,Boo Weekley,83,4.44,44,992,+0.023
146,T147,T147,Rhein Gibson,58,4.38,27,616,+0.370
147,T147,T147,Justin Thomas,99,4.38,46,1050,E
148,T147,T147,Jhonattan Vegas,97,4.38,49,1120,-0.020
149,150,150,Justin Rose,65,4.37,30,686,E
150,151,151,Erik Compton,65,4.3,30,698,+0.533
151,T152,T152,Michael Kim,100,4.29,51,1188,+0.137
152,T152,T152,Russell Knox,92,4.29,39,910,+0.385
153,154,154,Andrew Loupe,75,4.23,39,922,+0.308
154,155,155,Dawie van der Walt,72,4.21,33,784,+0.152
155,156,156,Brooks Koepka,75,4.15,35,844,+0.114
156,157,157,Robert Garrigus,69,4.1,31,756,+0.129
157,158,158,Kevin Streelman,82,4.09,36,880,+0.139
158,159,159,Whee Kim,82,4.08,37,906,+0.135
159,T160,T160,Paul Casey,77,4.01,32,798,-0.125
160,T160,T160,Si Woo Kim,113,4.01,55,1370,+0.127
161,T162,T162,Rickie Fowler,80,4.0,36,900,-0.083
162,T162,T162,Scott Piercy,87,4.0,36,900,E
163,T164,T164,Kelly Kraft,63,3.9,24,616,E
164,T164,T164,Steve Marino,72,3.9,30,770,+0.167
165,166,166,Billy Hurley III,66,3.88,32,824,+0.031
166,167,167,Brian Harman,104,3.85,49,1272,+0.163
167,168,168,Patrick Rodgers,89,3.73,37,992,+0.054
168,169,169,Sergio Garcia,54,3.69,16,434,+0.188
169,170,170,Charley Hoffman,91,3.59,35,976,+0.200
170,171,171,Jordan Spieth,80,3.45,28,812,E
171,172,172,Rory McIlroy,69,3.42,23,672,-0.087
172,173,173,Patrick Reed,105,3.39,37,1092,-0.027
173,174,174,Scott Stallings,74,3.35,29,866,+0.103
174,175,175,Ernie Els,66,3.32,26,782,+0.115
175,176,176,Smylie Kaufman,91,3.31,33,998,+0.091
176,177,177,Scott Pinckney,87,3.23,32,992,+0.031
177,178,178,Anirban Lahiri,72,3.13,21,672,+0.095
178,179,179,Rod Pampling,54,3.09,16,518,+0.250
179,180,180,Matt Kuchar,100,2.79,30,1074,+0.133
180,181,181,Phil Mickelson,75,2.42,20,826,+0.200
181,182,182,Bubba Watson,72,2.37,17,718,+0.176
182,183,183,Hideki Matsuyama,76,2.34,19,812,-0.211
183,184,184,Dustin Johnson,87,2.06,18,872,E
184,185,185,J.B. Holmes,77,1.54,13,844,+0.154
