,Right_Rough_Tendency_RTP_Score_RANK THIS WEEK,Right_Rough_Tendency_RTP_Score_RANK LAST WEEK,Right_Rough_Tendency_RTP_Score_PLAYER NAME,Right_Rough_Tendency_RTP_Score_ROUNDS,Right_Rough_Tendency_RTP_Score_RTP SCORE
43,44,44,Robert Garrigus,69,+.022
44,T45,T45,Webb Simpson,70,+.024
45,T45,T45,Kevin Streelman,82,+.024
46,T47,T47,Carlos Ortiz,79,+.025
47,T47,T47,Shawn Stefani,91,+.025
48,49,49,Andrew Landry,53,+.029
49,T50,T50,Ricky Barnes,97,+.031
50,T50,T50,Robert Streb,87,+.031
51,T52,T52,Steve Stricker,53,+.032
52,T52,T52,Gary Woodland,95,+.032
53,54,54,Ryan Palmer,86,+.033
54,T55,T55,Daniel Berger,92,+.034
55,T55,T55,Marc Leishman,89,+.034
56,57,57,Bill Haas,86,+.035
57,58,58,Martin Piller,59,+.037
58,59,59,Justin Rose,65,+.038
59,60,60,William McGirt,98,+.040
60,61,61,Chris Stroud,82,+.041
61,62,62,Hideki Matsuyama,76,+.046
62,63,63,Ben Crane,80,+.050
63,64,64,Kevin Na,96,+.052
64,65,65,Scott Stallings,74,+.054
65,T66,T66,Rhein Gibson,58,+.055
66,T66,T66,Charley Hoffman,91,+.055
67,T66,T66,Ryan Moore,86,+.055
68,T69,T69,Derek Fathauer,94,+.056
69,T69,T69,Smylie Kaufman,91,+.056
70,71,71,Scott Langley,65,+.058
71,72,72,Stewart Cink,61,+.059
72,T73,T73,Shane Lowry,57,+.061
73,T73,T73,Chez Reavie,90,+.061
74,T73,T73,Tyrone Van Aswegen,105,+.061
75,76,76,Mark Hubbard,101,+.062
76,77,77,Paul Casey,77,+.064
77,78,78,John Huh,86,+.065
78,T79,T79,Kevin Chappell,93,+.066
79,T79,T79,Johnson Wagner,86,+.066
80,81,81,Dicky Pride,55,+.067
81,82,82,Wes Roach,59,+.071
82,83,83,Blayne Barber,84,+.072
83,84,84,Aaron Baddeley,93,+.073
84,85,85,Hiroshi Iwata,85,+.074
85,T86,T86,Steve Marino,72,+.075
86,T86,T86,Sam Saunders,69,+.075
87,88,88,Brett Stegmaier,87,+.076
88,T89,T89,Jason Bohn,67,+.078
89,T89,T89,Whee Kim,82,+.078
90,T89,T89,Danny Lee,93,+.078
91,92,92,Boo Weekley,83,+.079
92,T93,T93,Jason Gore,78,+.080
93,T93,T93,Patton Kizzire,93,+.080
94,95,95,Rod Pampling,54,+.081
95,T96,T96,Bronson Burgoon,83,+.083
96,T96,T96,Tony Finau,95,+.083
97,T96,T96,J.B. Holmes,77,+.083
98,T96,T96,Jhonattan Vegas,97,+.083
99,100,100,James Hahn,85,+.084
100,101,101,Fabián Gómez,82,+.086
101,102,102,Adam Hadwin,93,+.087
102,103,103,Brian Harman,104,+.088
103,104,104,Billy Horschel,73,+.090
104,T105,T105,George McNeill,51,+.091
105,T105,T105,Brendan Steele,88,+.091
106,107,107,Greg Owen,85,+.092
107,T108,T108,Graham DeLaet,70,+.093
108,T108,T108,Sung Kang,89,+.093
109,T108,T108,David Toms,62,+.093
110,T111,T111,Kevin Kisner,97,+.094
111,T111,T111,Geoff Ogilvy,63,+.094
112,113,113,Martin Laird,82,+.095
113,114,114,Anirban Lahiri,72,+.096
114,T115,T115,Scott Pinckney,87,+.098
115,T115,T115,Camilo Villegas,83,+.098
116,T117,T117,Andrew Loupe,75,+.099
117,T117,T117,Jeff Overton,69,+.099
118,T119,T119,David Hearn,95,+.101
119,T119,T119,Henrik Norlander,71,+.101
120,121,121,Ángel Cabrera,62,+.103
121,T122,T122,Abraham Ancer,51,+.104
122,T122,T122,Will MacKenzie,84,+.104
123,T124,T124,Retief Goosen,55,+.106
124,T124,T124,Louis Oosthuizen,63,+.106
125,T126,T126,Peter Malnati,85,+.107
126,T126,T126,Michael Thompson,71,+.107
127,128,128,Hunter Mahan,61,+.108
128,129,129,Chad Campbell,90,+.109
129,130,130,Francesco Molinari,64,+.110
130,131,131,Cameron Smith,73,+.111
131,132,132,Chad Collins,73,+.113
132,133,133,Mark Wilson,66,+.114
133,T134,T134,Brendon de Jonge,83,+.115
134,T134,T134,Jim Herman,93,+.115
135,T134,T134,David Lingmerth,84,+.115
136,T137,T137,Scott Piercy,87,+.116
137,T137,T137,Brendon Todd,66,+.116
138,139,139,Matt Jones,83,+.117
139,140,140,Jason Kokrak,89,+.118
140,141,141,Steve Wheatcroft,85,+.120
141,142,142,Bryce Molder,80,+.121
142,143,143,Harold Varner III,92,+.122
143,144,144,Luke Guthrie,57,+.123
144,145,145,Alex Cejka,71,+.125
145,146,146,Andres Gonzales,80,+.128
146,147,147,Rory Sabbatini,57,+.130
147,T148,T148,Colt Knost,90,+.131
148,T148,T148,Daniel Summerhays,99,+.131
149,T150,T150,Ken Duke,58,+.133
150,T150,T150,D.H. Lee,61,+.133
151,152,152,Emiliano Grillo,93,+.134
152,153,153,Si Woo Kim,113,+.135
153,T154,T154,Keegan Bradley,82,+.137
154,T154,T154,Billy Hurley III,66,+.137
155,T154,T154,Michael Kim,100,+.137
156,T154,T154,Justin Thomas,99,+.137
157,158,158,Troy Merritt,77,+.139
158,159,159,Derek Ernst,59,+.140
159,160,160,Cameron Tringale,81,+.142
160,161,161,Ernie Els,66,+.143
161,162,162,Kyle Stanley,92,+.146
162,163,163,D.A. Points,55,+.147
163,164,164,Brian Stuard,66,+.151
164,T165,T165,Kelly Kraft,63,+.156
165,T165,T165,Spencer Levin,104,+.156
166,167,167,Nick Taylor,83,+.158
167,168,168,Willy Wilcox,67,+.161
168,169,169,Jon Curran,99,+.164
169,T170,T170,Thomas Aiken,70,+.167
170,T170,T170,Scott Brown,88,+.167
171,172,172,Stuart Appleby,71,+.169
172,173,173,Russell Knox,92,+.171
173,174,174,Zac Blair,99,+.175
174,175,175,Ben Martin,92,+.178
175,176,176,Kyle Reifers,115,+.180
176,T177,T177,Steven Bowditch,71,+.181
177,T177,T177,K.J. Choi,73,+.181
178,179,179,Sergio Garcia,54,+.190
179,180,180,Dawie van der Walt,72,+.202
180,181,181,Chesson Hadley,81,+.207
181,182,182,Graeme McDowell,63,+.220
182,183,183,Jim Furyk,52,+.259
183,184,184,J.J. Henry,68,+.290
184,185,185,Robert Allenby,51,+.352
