,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
46,47,47,Charl Schwartzel,73,0.304,16.999000000000002,56
47,48,48,Jason Dufner,105,0.29,22.919,79
48,49,49,Greg Owen,85,0.28,19.006,68
49,50,50,Russell Henley,76,0.26899999999999996,18.538,69
50,51,51,Graham DeLaet,70,0.268,15.525,58
51,52,52,Chez Reavie,90,0.262,19.930999999999997,76
52,53,53,Brian Harman,104,0.257,23.401999999999997,91
53,54,54,Kevin Streelman,82,0.255,16.035999999999998,63
54,55,55,Whee Kim,82,0.252,16.39,65
55,56,56,John Senden,88,0.23199999999999998,18.076,78
56,57,57,Scott Stallings,74,0.225,13.925,62
57,58,58,Rod Pampling,54,0.222,8.226,37
58,59,59,Roberto Castro,97,0.217,19.090999999999998,88
59,60,60,Danny Lee,93,0.20600000000000002,14.427999999999999,70
60,61,61,Jason Gore,78,0.20199999999999999,11.925,59
61,62,62,David Lingmerth,84,0.193,11.605,60
62,63,63,Francesco Molinari,64,0.192,10.923,57
63,64,64,Jason Day,76,0.18600000000000003,10.05,54
64,65,65,Patrick Reed,105,0.183,14.243,78
65,66,66,Marc Leishman,89,0.159,10.344000000000001,65
66,T67,T67,Derek Ernst,59,0.152,6.529,43
67,T67,T67,Adam Hadwin,93,0.152,13.196,87
68,69,69,Nick Taylor,83,0.149,9.826,66
69,70,70,Webb Simpson,70,0.146,8.453,58
70,71,71,Chad Campbell,90,0.145,11.484000000000002,79
71,72,72,Charles Howell III,91,0.131,10.24,78
72,73,73,Russell Knox,92,0.13,8.471,65
73,74,74,Brett Stegmaier,87,0.128,9.568,75
74,75,75,Rory Sabbatini,57,0.115,4.4910000000000005,39
75,T76,T76,Steve Marino,72,0.11199999999999999,6.135,55
76,T76,T76,Kyle Reifers,115,0.11199999999999999,10.792,96
77,78,78,Scott Langley,65,0.105,5.577999999999999,53
78,79,79,Henrik Norlander,71,0.09300000000000001,4.833,52
79,80,80,Chris Kirk,90,0.086,6.35,74
80,81,81,Ángel Cabrera,62,0.085,4.085,48
81,82,82,Smylie Kaufman,91,0.08199999999999999,5.846,71
82,83,83,Ben Martin,92,0.079,6.317,80
83,84,84,Kyle Stanley,92,0.076,5.93,78
84,85,85,Bronson Burgoon,83,0.073,4.677,64
85,86,86,Bill Haas,86,0.068,4.331,64
86,87,87,Ernie Els,66,0.065,3.665,56
87,88,88,Robert Streb,87,0.062,4.025,65
88,89,89,Spencer Levin,104,0.043,3.5410000000000004,82
89,T90,T90,Ken Duke,58,0.04,1.902,48
90,T90,T90,Willy Wilcox,67,0.04,2.289,57
91,92,92,Andrew Loupe,75,0.038,2.478,66
92,93,93,Hunter Mahan,61,0.034,1.666,49
93,T94,T94,Will MacKenzie,84,0.032,2.079,66
94,T94,T94,Brandt Snedeker,93,0.032,2.3569999999999998,74
95,96,96,Johnson Wagner,86,0.03,2.291,76
96,97,97,Justin Thomas,99,0.028999999999999998,2.189,75
97,98,98,Anirban Lahiri,72,0.025,1.204,48
98,99,99,Vijay Singh,72,0.023,1.495,65
99,100,100,Blayne Barber,84,0.018000000000000002,1.364,74
100,101,101,John Huh,86,0.015,1.149,78
101,T102,T102,Matt Jones,83,0.013000000000000001,0.775,62
102,T102,T102,Jerry Kelly,76,0.013000000000000001,0.794,60
103,T104,T104,Fabián Gómez,82,0.009000000000000001,0.6579999999999999,73
104,T104,T104,Kelly Kraft,63,0.009000000000000001,0.395,44
105,106,106,Steve Wheatcroft,85,0.008,0.556,70
106,107,107,Shawn Stefani,91,0.003,0.235,77
107,108,108,Sung Kang,89,-0.009000000000000001,-0.629,73
108,109,109,Dawie van der Walt,72,-0.013000000000000001,-0.716,56
109,110,110,Wes Roach,59,-0.015,-0.65,43
110,111,111,Abraham Ancer,51,-0.024,-0.897,38
111,112,112,James Hahn,85,-0.025,-1.758,69
112,113,113,Chesson Hadley,81,-0.038,-2.495,66
113,114,114,Stewart Cink,61,-0.049,-2.412,49
114,115,115,Jeff Overton,69,-0.054000000000000006,-3.1180000000000003,58
115,116,116,Rhein Gibson,58,-0.067,-2.95,44
116,117,117,Zac Blair,99,-0.068,-5.473,81
117,118,118,Chris Stroud,82,-0.069,-4.785,69
118,T119,T119,Morgan Hoffmann,71,-0.07,-4.1160000000000005,59
119,T119,T119,Michael Thompson,71,-0.07,-3.717,53
120,121,121,Geoff Ogilvy,63,-0.081,-4.04,50
121,122,122,Brian Stuard,66,-0.1,-6.025,60
122,123,123,Ryan Moore,86,-0.11199999999999999,-7.272,65
123,124,124,Vaughn Taylor,72,-0.113,-7.54,67
124,125,125,Tyler Aldridge,83,-0.115,-7.68,67
125,126,126,Daniel Summerhays,99,-0.126,-9.988,79
126,127,127,Hiroshi Iwata,85,-0.127,-8.387,66
127,128,128,Graeme McDowell,63,-0.129,-5.7829999999999995,45
128,129,129,Jimmy Walker,85,-0.141,-9.843,70
129,130,130,Mark Hubbard,101,-0.14300000000000002,-11.850999999999999,83
130,131,131,J.J. Henry,68,-0.14400000000000002,-8.654,60
131,132,132,Phil Mickelson,75,-0.145,-8.581,59
132,133,133,Ben Crane,80,-0.149,-9.67,65
133,134,134,Michael Kim,100,-0.151,-12.806,85
134,135,135,Stuart Appleby,71,-0.17300000000000001,-11.435,66
135,136,136,Colt Knost,90,-0.17800000000000002,-12.487,70
136,137,137,Bryce Molder,80,-0.18100000000000002,-12.118,67
137,138,138,Sam Saunders,69,-0.191,-9.738,51
138,139,139,Billy Hurley III,66,-0.20600000000000002,-12.14,59
139,140,140,Dicky Pride,55,-0.212,-8.687000000000001,41
140,141,141,Martin Laird,82,-0.213,-14.921,70
141,142,142,Andres Gonzales,80,-0.222,-14.186,64
142,143,143,Brendon de Jonge,83,-0.23,-14.92,65
143,144,144,Jim Furyk,52,-0.23399999999999999,-10.302,44
144,145,145,Martin Piller,59,-0.253,-11.642999999999999,46
145,146,146,Jason Bohn,67,-0.259,-15.28,59
146,147,147,Zach Johnson,90,-0.26899999999999996,-19.663,73
147,148,148,Jonas Blixt,79,-0.287,-19.201,67
148,T149,T149,Alex Cejka,71,-0.292,-14.902000000000001,51
149,T149,T149,Padraig Harrington,54,-0.292,-12.868,44
150,T151,T151,David Hearn,95,-0.303,-24.819000000000003,82
151,T151,T151,Troy Merritt,77,-0.303,-19.72,65
152,153,153,Tom Hoge,81,-0.315,-19.854,63
153,154,154,Carlos Ortiz,79,-0.321,-19.265,60
154,155,155,Kevin Na,96,-0.322,-22.248,69
155,156,156,Patton Kizzire,93,-0.34299999999999997,-25.365,74
156,157,157,Harris English,97,-0.344,-24.754,72
157,158,158,Freddie Jacobson,86,-0.349,-24.750999999999998,71
158,159,159,Erik Compton,65,-0.354,-17.680999999999997,50
159,160,160,Cameron Smith,73,-0.35700000000000004,-16.438,46
160,161,161,Aaron Baddeley,93,-0.363,-26.883000000000003,74
161,162,162,Retief Goosen,55,-0.385,-18.500999999999998,48
162,163,163,David Toms,62,-0.39,-21.070999999999998,54
163,164,164,George McNeill,51,-0.415,-19.096,46
164,165,165,Steve Stricker,53,-0.44,-19.781,45
165,166,166,Cameron Tringale,81,-0.44299999999999995,-31.002,70
166,167,167,Tim Wilkinson,72,-0.45899999999999996,-22.963,50
167,168,168,D.A. Points,55,-0.49200000000000005,-19.176,39
168,169,169,Tyrone Van Aswegen,105,-0.5,-43.534,87
169,170,170,Mark Wilson,66,-0.501,-27.576999999999998,55
170,171,171,D.H. Lee,61,-0.51,-23.475,46
171,172,172,K.J. Choi,73,-0.511,-33.755,66
172,173,173,Derek Fathauer,94,-0.514,-38.516999999999996,75
173,174,174,Ricky Barnes,97,-0.518,-41.419,80
174,175,175,Peter Malnati,85,-0.5379999999999999,-39.775999999999996,74
175,176,176,Chad Collins,73,-0.629,-40.285,64
176,177,177,Robert Allenby,51,-0.631,-25.881,41
177,178,178,Seung-Yul Noh,85,-0.637,-43.95,69
178,179,179,Jon Curran,99,-0.659,-55.351000000000006,84
179,180,180,Luke Donald,81,-0.665,-39.217,59
180,181,181,Rob Oppenheim,67,-0.716,-35.809,50
181,182,182,Camilo Villegas,83,-0.764,-54.245,71
182,183,183,Luke Guthrie,57,-0.8190000000000001,-36.849000000000004,45
183,184,184,Brendon Todd,66,-1.043,-56.309,54
184,185,185,Steven Bowditch,71,-1.6159999999999999,-88.896,55
