,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
35,T34,T34,D.A. Points,55,2.6180000000000003,284.62,108.70100000000001,33,3.0010000000000003
36,T34,T34,Chez Reavie,90,2.6180000000000003,284.501,108.67299999999999,80,3.176
37,38,38,Boo Weekley,83,2.617,293.59,112.166,77,3.3160000000000003
38,39,39,Ben Crane,80,2.616,280.747,107.335,72,3.109
39,40,40,Padraig Harrington,54,2.614,293.73,112.35700000000001,44,3.0660000000000003
40,T41,T41,David Hearn,95,2.613,281.598,107.751,90,3.302
41,T41,T41,Rory McIlroy,69,2.613,313.182,119.84200000000001,50,3.178
42,T43,T43,Chris Kirk,90,2.612,287.291,109.988,80,3.196
43,T43,T43,David Lingmerth,84,2.612,285.819,109.40899999999999,69,3.0869999999999997
44,T43,T43,Johnson Wagner,86,2.612,289.041,110.656,79,3.0989999999999998
45,T46,T46,Retief Goosen,55,2.611,291.638,111.698,58,3.161
46,T46,T46,Whee Kim,82,2.611,290.774,111.351,67,3.012
47,48,48,Dicky Pride,55,2.61,280.225,107.35,43,3.122
48,49,49,Daniel Berger,92,2.608,303.498,116.351,71,3.011
49,50,50,Vijay Singh,72,2.6069999999999998,286.566,109.93299999999999,74,3.235
50,T51,T51,Jim Furyk,52,2.6060000000000003,282.124,108.26799999999999,38,2.9989999999999997
51,T51,T51,Hideki Matsuyama,76,2.6060000000000003,294.099,112.844,57,3.09
52,T53,T53,Tyler Aldridge,83,2.605,286.803,110.094,66,3.173
53,T53,T53,Jimmy Walker,85,2.605,304.869,117.024,67,3.097
54,55,55,Jason Bohn,67,2.602,280.373,107.762,35,3.0260000000000002
55,T56,T56,Ken Duke,58,2.6010000000000004,279.769,107.56299999999999,60,2.988
56,T56,T56,Chris Stroud,82,2.6010000000000004,291.63599999999997,112.124,68,3.278
57,T56,T56,Bubba Watson,72,2.6010000000000004,316.35400000000004,121.62700000000001,46,2.944
58,T59,T59,Luke Guthrie,57,2.6,288.281,110.887,44,2.83
59,T59,T59,Jerry Kelly,76,2.6,275.612,105.988,63,3.056
60,T61,T61,Danny Lee,93,2.5989999999999998,289.76599999999996,111.512,75,3.072
61,T61,T61,Scott Piercy,87,2.5989999999999998,300.078,115.444,63,3.219
62,T63,T63,Abraham Ancer,51,2.597,277.637,106.897,33,2.892
63,T63,T63,K.J. Choi,73,2.597,279.899,107.791,68,3.235
64,T63,T63,Justin Rose,65,2.597,307.423,118.37799999999999,41,3.016
65,66,66,Troy Merritt,77,2.596,286.58099999999996,110.40799999999999,66,2.952
66,T67,T67,Harris English,97,2.595,304.698,117.43299999999999,71,3.218
67,T67,T67,Michael Thompson,71,2.595,296.793,114.38,51,3.116
68,69,69,Keegan Bradley,82,2.594,302.585,116.665,63,3.2560000000000002
69,T70,T70,Emiliano Grillo,93,2.592,297.247,114.666,73,3.248
70,T70,T70,Russell Knox,92,2.592,288.633,111.37100000000001,73,3.0580000000000003
71,T70,T70,Steve Marino,72,2.592,296.14599999999996,114.244,52,2.944
72,73,73,Jonas Blixt,79,2.591,291.524,112.493,68,3.01
73,74,74,Sung Kang,89,2.59,293.66700000000003,113.399,69,3.1189999999999998
74,T75,T75,J.J. Henry,68,2.588,292.403,112.988,59,3.09
75,T75,T75,J.B. Holmes,77,2.588,318.75,123.14299999999999,61,3.241
76,T75,T75,Scott Langley,65,2.588,286.715,110.785,51,3.113
77,78,78,Brandt Snedeker,93,2.5869999999999997,289.528,111.905,70,3.08
78,79,79,Scott Pinckney,87,2.585,302.26,116.915,68,3.1710000000000003
79,80,80,Mark Wilson,66,2.5839999999999996,277.108,107.22399999999999,55,3.112
80,81,81,Bronson Burgoon,83,2.583,296.069,114.625,59,3.0039999999999996
81,T82,T82,D.H. Lee,61,2.582,278.694,107.93799999999999,44,3.13
82,T82,T82,Steve Wheatcroft,85,2.582,289.035,111.954,75,3.0839999999999996
83,84,84,William McGirt,98,2.5810000000000004,288.314,111.71700000000001,77,3.201
84,T85,T85,Adam Scott,79,2.58,308.97,119.74700000000001,52,3.082
85,T85,T85,Brendan Steele,88,2.58,305.306,118.353,60,3.054
86,T87,T87,Derek Fathauer,94,2.5789999999999997,289.147,112.09899999999999,84,3.32
87,T87,T87,Russell Henley,76,2.5789999999999997,294.019,113.99600000000001,69,3.1630000000000003
88,89,89,John Huh,86,2.5780000000000003,285.323,110.69,80,3.1210000000000004
89,90,90,Spencer Levin,104,2.577,280.034,108.681,90,3.161
90,91,91,Jason Dufner,105,2.576,292.878,113.686,86,2.989
91,92,92,Michael Kim,100,2.575,288.467,112.01,90,3.306
92,T93,T93,Brendon Todd,66,2.572,276.528,107.494,59,3.0789999999999997
93,T93,T93,Cameron Tringale,81,2.572,283.968,110.428,72,3.062
94,T95,T95,Zac Blair,99,2.571,275.105,107.012,79,2.949
95,T95,T95,Brendon de Jonge,83,2.571,289.441,112.56700000000001,66,3.1289999999999996
96,T95,T95,Webb Simpson,70,2.571,287.183,111.686,53,3.0
97,T98,T98,Luke Donald,81,2.57,283.797,110.435,62,2.938
98,T98,T98,Dustin Johnson,87,2.57,314.605,122.421,63,3.085
99,T100,T100,Peter Malnati,85,2.569,277.314,107.95,63,3.0580000000000003
100,T100,T100,Louis Oosthuizen,63,2.569,291.209,113.344,45,2.875
101,102,102,Jason Gore,78,2.568,293.11,114.12299999999999,67,3.228
102,T103,T103,Rickie Fowler,80,2.5669999999999997,302.151,117.711,61,3.034
103,T103,T103,Kyle Reifers,115,2.5669999999999997,287.437,111.96,97,3.095
104,T103,T103,Patrick Rodgers,89,2.5669999999999997,305.159,118.88799999999999,63,3.153
105,T103,T103,Shawn Stefani,91,2.5669999999999997,293.608,114.375,83,2.9160000000000004
106,107,107,Graeme McDowell,63,2.5660000000000003,285.14,111.105,50,2.918
107,T108,T108,Stuart Appleby,71,2.565,281.188,109.617,70,3.27
108,T108,T108,Tyrone Van Aswegen,105,2.565,292.29400000000004,113.958,81,2.943
109,T110,T110,Erik Compton,65,2.5639999999999996,292.791,114.193,52,3.237
110,T110,T110,Fabián Gómez,82,2.5639999999999996,288.724,112.61,74,2.9819999999999998
111,112,112,Bryce Molder,80,2.563,282.058,110.03299999999999,73,2.9360000000000004
112,T113,T113,Roberto Castro,97,2.562,284.684,111.12100000000001,89,3.108
113,T113,T113,Lucas Glover,75,2.562,296.3,115.631,74,3.0060000000000002
114,T113,T113,Henrik Norlander,71,2.562,295.08799999999997,115.181,53,3.245
115,T116,T116,Scott Brown,88,2.5610000000000004,289.552,113.06700000000001,81,2.988
116,T116,T116,Kyle Stanley,92,2.5610000000000004,289.225,112.931,84,3.0380000000000003
117,118,118,Patton Kizzire,93,2.559,289.665,113.204,76,3.196
118,T119,T119,Chad Campbell,90,2.5580000000000003,288.421,112.76899999999999,80,2.915
119,T119,T119,James Hahn,85,2.5580000000000003,293.911,114.902,62,2.991
120,T119,T119,Hunter Mahan,61,2.5580000000000003,295.459,115.499,55,3.137
121,122,122,Chad Collins,73,2.556,281.149,109.98299999999999,61,2.96
122,123,123,Jim Herman,93,2.5540000000000003,292.366,114.495,68,2.9389999999999996
123,T124,T124,Kelly Kraft,63,2.553,289.934,113.58,43,3.05
124,T124,T124,Francesco Molinari,64,2.553,285.254,111.721,58,2.792
125,T124,T124,Willy Wilcox,67,2.553,294.16,115.21700000000001,57,2.8789999999999996
126,127,127,Seung-Yul Noh,85,2.552,293.565,115.02,76,2.91
127,128,128,Si Woo Kim,113,2.551,295.869,115.985,93,3.178
128,129,129,Ben Martin,92,2.55,289.55400000000003,113.572,84,3.053
129,130,130,Jamie Lovemark,91,2.549,306.45099999999996,120.214,78,3.033
130,131,131,Stewart Cink,61,2.548,298.84,117.28399999999999,47,2.918
131,T132,T132,Andres Gonzales,80,2.546,294.98,115.87,57,2.947
132,T132,T132,Shane Lowry,57,2.546,296.79,116.58200000000001,37,3.035
133,T134,T134,Robert Garrigus,69,2.544,303.303,119.241,50,2.991
134,T134,T134,Colt Knost,90,2.544,271.30400000000003,106.649,77,2.9410000000000003
135,T134,T134,Jason Kokrak,89,2.544,310.97900000000004,122.236,68,2.9010000000000002
136,T134,T134,Daniel Summerhays,99,2.544,284.05400000000003,111.66,82,3.16
137,T138,T138,Tom Hoge,81,2.543,292.844,115.178,60,3.148
138,T138,T138,Charl Schwartzel,73,2.543,301.245,118.45100000000001,52,2.9130000000000003
139,140,140,Billy Hurley III,66,2.542,276.683,108.824,53,2.872
140,T141,T141,Charles Howell III,91,2.541,304.841,119.979,82,3.0469999999999997
141,T141,T141,Greg Owen,85,2.541,300.658,118.345,70,2.955
142,143,143,Kevin Chappell,93,2.5380000000000003,297.05,117.01799999999999,66,2.9960000000000004
143,144,144,Cameron Smith,73,2.535,283.163,111.698,43,3.114
144,145,145,Rhein Gibson,58,2.5340000000000003,294.778,116.32700000000001,41,2.839
145,146,146,Adam Hadwin,93,2.533,292.181,115.346,88,3.015
146,T147,T147,Bill Haas,86,2.53,289.373,114.363,63,2.818
147,T147,T147,Rod Pampling,54,2.53,287.80400000000003,113.738,35,2.786
148,149,149,Luke List,79,2.5269999999999997,309.768,122.57700000000001,69,3.049
149,150,150,Dawie van der Walt,72,2.526,296.077,117.226,51,3.068
150,151,151,Carlos Ortiz,79,2.525,297.221,117.698,64,3.233
151,152,152,Billy Horschel,73,2.522,290.621,115.23899999999999,61,2.906
152,153,153,Branden Grace,63,2.52,291.314,115.59100000000001,39,2.888
153,T154,T154,Paul Casey,77,2.5180000000000002,296.12,117.62200000000001,55,3.12
154,T154,T154,Geoff Ogilvy,63,2.5180000000000002,286.183,113.67299999999999,57,3.1010000000000004
155,T156,T156,Hiroshi Iwata,85,2.517,288.623,114.67299999999999,72,2.975
156,T156,T156,Smylie Kaufman,91,2.517,301.71299999999997,119.89200000000001,67,2.898
157,158,158,Robert Streb,87,2.5140000000000002,296.168,117.811,71,3.185
158,159,159,Ángel Cabrera,62,2.513,296.329,117.904,50,3.1310000000000002
159,160,160,Steve Stricker,53,2.509,274.03,109.23299999999999,45,2.778
160,161,161,Mark Hubbard,101,2.508,281.305,112.15,91,2.967
161,T162,T162,Jon Curran,99,2.5069999999999997,272.577,108.713,90,2.8939999999999997
162,T162,T162,Graham DeLaet,70,2.5069999999999997,301.465,120.25299999999999,58,3.065
163,T164,T164,Charley Hoffman,91,2.505,294.582,117.59899999999999,75,2.911
164,T164,T164,Jhonattan Vegas,97,2.505,310.45799999999997,123.94200000000001,70,2.9339999999999997
165,T166,T166,Marc Leishman,89,2.503,288.061,115.101,67,3.068
166,T166,T166,Harold Varner III,92,2.503,299.376,119.617,79,3.036
167,T168,T168,Steven Bowditch,71,2.502,293.064,117.117,58,2.958
168,T168,T168,Kevin Na,96,2.502,280.847,112.235,66,2.8760000000000003
169,170,170,Patrick Reed,105,2.499,296.128,118.50200000000001,84,3.03
170,171,171,Andrew Loupe,75,2.498,313.63599999999997,125.54899999999999,70,2.986
171,172,172,Brooks Koepka,75,2.497,304.395,121.896,53,2.818
172,173,173,Aaron Baddeley,93,2.491,293.742,117.93,67,2.969
173,174,174,Kevin Streelman,82,2.49,283.105,113.714,59,2.8360000000000003
174,175,175,Freddie Jacobson,86,2.487,280.599,112.81,76,2.763
175,176,176,Tony Finau,95,2.481,311.171,125.411,71,2.984
176,177,177,John Senden,88,2.477,291.808,117.82700000000001,50,3.002
177,178,178,Hudson Swafford,104,2.476,310.642,125.462,69,2.952
178,179,179,Gary Woodland,95,2.465,312.335,126.73200000000001,64,3.0260000000000002
179,180,180,George McNeill,51,2.459,282.73400000000004,114.95700000000001,48,2.842
180,181,181,Rob Oppenheim,67,2.457,283.649,115.443,48,2.988
181,182,182,Derek Ernst,59,2.447,295.44,120.726,42,2.735
182,T183,T183,Ricky Barnes,97,2.443,288.001,117.9,76,3.0389999999999997
183,T183,T183,Matt Jones,83,2.443,291.828,119.461,45,2.847
184,185,185,Sergio Garcia,54,2.44,299.735,122.831,20,2.853
