,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
93,94,94,Brendan Steele,88,60.29,709,1176
94,95,95,Graham DeLaet,70,60.11,553,920
95,96,96,Derek Ernst,59,60.1,479,797
96,97,97,John Senden,88,60.07,722,1202
97,98,98,Sam Saunders,69,59.78,541,905
98,99,99,Cameron Tringale,81,59.57,641,1076
99,100,100,D.A. Points,55,59.47,424,713
100,101,101,Scott Piercy,87,59.41,701,1180
101,102,102,Sung Kang,89,59.36,720,1213
102,103,103,Willy Wilcox,67,59.34,537,905
103,T104,T104,J.J. Henry,68,59.33,550,927
104,T104,T104,Harold Varner III,92,59.33,763,1286
105,106,106,Jeff Overton,69,59.25,538,908
106,107,107,Greg Owen,85,59.22,671,1133
107,108,108,Cameron Smith,73,59.21,569,961
108,109,109,Brendon de Jonge,83,59.19,670,1132
109,110,110,Freddie Jacobson,86,59.03,709,1201
110,111,111,Martin Piller,59,58.97,470,797
111,112,112,Sean O'Hair,89,58.84,732,1244
112,T113,T113,Rickie Fowler,80,58.69,635,1082
113,T113,T113,Brandt Snedeker,93,58.69,733,1249
114,115,115,Daniel Summerhays,99,58.65,810,1381
115,116,116,Michael Kim,100,58.64,787,1342
116,117,117,Brooks Koepka,75,58.6,576,983
117,118,118,Steve Marino,72,58.46,556,951
118,119,119,Jason Kokrak,89,58.41,726,1243
119,T120,T120,Stewart Cink,61,58.4,497,851
120,T120,T120,Shawn Stefani,91,58.4,709,1214
121,122,122,Hiroshi Iwata,85,58.34,675,1157
122,123,123,Jordan Spieth,80,58.14,618,1063
123,124,124,Ángel Cabrera,62,58.06,504,868
124,125,125,Brendon Todd,66,58.02,510,879
125,126,126,Tyler Aldridge,83,57.95,638,1101
126,127,127,Justin Rose,65,57.9,502,867
127,128,128,Ryan Palmer,86,57.88,694,1199
128,129,129,Morgan Hoffmann,71,57.8,541,936
129,130,130,Jonas Blixt,79,57.79,612,1059
130,131,131,Patrick Rodgers,89,57.74,686,1188
131,132,132,Matt Jones,83,57.55,644,1119
132,133,133,Robert Streb,87,57.48,676,1176
133,134,134,Chad Collins,73,57.41,585,1019
134,135,135,Jamie Lovemark,91,57.32,728,1270
135,136,136,Bronson Burgoon,83,57.3,632,1103
136,137,137,Nick Taylor,83,57.21,631,1103
137,138,138,Dustin Johnson,87,57.17,658,1151
138,139,139,Hunter Mahan,61,57.13,485,849
139,140,140,Scott Stallings,74,56.95,557,978
140,141,141,Dawie van der Walt,72,56.89,557,979
141,142,142,Charl Schwartzel,73,56.86,555,976
142,143,143,Vijay Singh,72,56.73,569,1003
143,T144,T144,Luke Donald,81,56.69,640,1129
144,T144,T144,Gary Woodland,95,56.69,720,1270
145,146,146,Daniel Berger,92,56.68,704,1242
146,147,147,Chesson Hadley,81,56.58,623,1101
147,148,148,Jhonattan Vegas,97,56.57,736,1301
148,149,149,Retief Goosen,55,56.4,432,766
149,150,150,Anirban Lahiri,72,56.31,544,966
150,151,151,Patrick Reed,105,55.96,775,1385
151,152,152,Tom Hoge,81,55.81,600,1075
152,153,153,Adam Scott,79,55.55,591,1064
153,154,154,Luke Guthrie,57,55.53,427,769
154,155,155,Aaron Baddeley,93,55.42,690,1245
155,156,156,Rob Oppenheim,67,55.28,487,881
156,157,157,Patton Kizzire,93,55.23,686,1242
157,T158,T158,Branden Grace,63,55.14,461,836
158,T158,T158,Martin Laird,82,55.14,601,1090
159,160,160,Bubba Watson,72,55.11,534,969
160,161,161,Robert Allenby,51,55.06,392,712
161,162,162,Harris English,97,55.01,746,1356
162,163,163,Phil Mickelson,75,54.82,552,1007
163,164,164,Charley Hoffman,91,54.8,673,1228
164,165,165,Andres Gonzales,80,54.55,594,1089
165,166,166,Ricky Barnes,97,54.27,705,1299
166,167,167,Justin Thomas,99,53.94,725,1344
167,168,168,Robert Garrigus,69,53.91,490,909
168,169,169,Erik Compton,65,53.64,472,880
169,170,170,Ernie Els,66,52.93,488,922
170,T171,T171,Smylie Kaufman,91,52.91,654,1236
171,T171,T171,Tyrone Van Aswegen,105,52.91,754,1425
172,173,173,Carlos Ortiz,79,52.77,552,1046
173,174,174,Charles Howell III,91,52.6,668,1270
174,175,175,Tony Finau,95,52.48,697,1328
175,176,176,Rhein Gibson,58,52.45,396,755
176,177,177,Camilo Villegas,83,52.18,575,1102
177,178,178,Derek Fathauer,94,52.02,683,1313
178,179,179,J.B. Holmes,77,51.68,537,1039
179,180,180,Luke List,79,50.98,548,1075
180,181,181,Jason Day,76,50.46,489,969
181,182,182,Seung-Yul Noh,85,49.12,555,1130
182,183,183,Jimmy Walker,85,48.31,556,1151
183,184,184,Andrew Loupe,75,45.56,477,1047
184,185,185,Steven Bowditch,71,43.02,428,995
