,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
36,T36,T36,Scott Pinckney,87,2.64,26,985,0.38
37,38,38,Roberto Castro,97,2.68,33,1230,0.36
38,39,39,Jason Gore,78,2.69,22,817,1.0
39,40,40,Matt Kuchar,100,2.71,29,1070,0.41
40,41,41,Tim Wilkinson,72,2.73,19,695,0.89
41,42,42,Steve Marino,72,2.75,21,764,0.52
42,43,43,Ryan Moore,86,2.76,25,906,0.28
43,44,44,Kyle Reifers,115,2.77,37,1338,0.57
44,45,45,Lucas Glover,75,2.79,26,932,0.5
45,46,46,Emiliano Grillo,93,2.83,29,1024,0.72
46,T47,T47,Stuart Appleby,71,2.84,26,916,0.27
47,T47,T47,Derek Ernst,59,2.84,17,598,0.65
48,49,49,John Senden,88,2.85,31,1086,0.26
49,50,50,Michael Kim,100,2.88,34,1180,0.59
50,51,51,Bryce Molder,80,2.9,27,931,0.56
51,T52,T52,Brian Harman,104,2.91,37,1270,0.46
52,T52,T52,Chris Kirk,90,2.91,30,1032,0.53
53,54,54,Rob Oppenheim,67,2.92,20,684,0.5
54,55,55,Bill Haas,86,2.94,26,885,0.42
55,56,56,Jhonattan Vegas,97,2.97,33,1110,0.27
56,57,57,Alex Cejka,71,3.08,22,714,0.73
57,58,58,Kevin Streelman,82,3.09,27,875,0.7
58,59,59,Troy Merritt,77,3.1,28,903,0.61
59,60,60,Tyler Aldridge,83,3.12,29,930,0.72
60,T61,T61,Mark Hubbard,101,3.13,36,1152,0.69
61,T61,T61,Boo Weekley,83,3.13,31,990,0.58
62,63,63,Paul Casey,77,3.14,25,795,0.48
63,64,64,Hiroshi Iwata,85,3.17,29,914,0.93
64,65,65,Henrik Norlander,71,3.18,23,723,0.26
65,T66,T66,Jonas Blixt,79,3.25,30,923,1.07
66,T66,T66,David Hearn,95,3.25,37,1140,0.7
67,T66,T66,Scott Langley,65,3.25,24,739,0.25
68,T66,T66,Scott Piercy,87,3.25,29,893,0.31
69,70,70,Jason Bohn,67,3.28,27,823,0.44
70,T71,T71,Brendon de Jonge,83,3.33,30,901,0.83
71,T71,T71,Tom Hoge,81,3.33,29,870,0.69
72,T71,T71,David Lingmerth,84,3.33,28,841,0.46
73,74,74,Vijay Singh,72,3.34,30,899,0.67
74,75,75,Matt Jones,83,3.38,29,859,0.72
75,76,76,Sam Saunders,69,3.42,24,702,0.5
76,77,77,Louis Oosthuizen,63,3.44,20,582,0.6
77,78,78,Freddie Jacobson,86,3.46,34,983,0.59
78,79,79,Peter Malnati,85,3.47,36,1036,0.56
79,80,80,Justin Rose,65,3.52,24,681,0.25
80,81,81,Marc Leishman,89,3.54,32,903,0.38
81,82,82,Chris Stroud,82,3.57,34,953,0.62
82,T83,T83,Kelly Kraft,63,3.6,22,611,0.45
83,T83,T83,Anirban Lahiri,72,3.6,24,666,0.54
84,T83,T83,Johnson Wagner,86,3.6,38,1057,0.71
85,T83,T83,Steve Wheatcroft,85,3.6,35,972,0.69
86,87,87,Patrick Reed,105,3.61,39,1080,0.36
87,88,88,Scott Brown,88,3.65,35,959,0.26
88,89,89,Keegan Bradley,82,3.66,32,875,0.69
89,90,90,Mark Wilson,66,3.67,28,763,0.61
90,T91,T91,Daniel Berger,92,3.7,37,1000,0.43
91,T91,T91,Jordan Spieth,80,3.7,30,811,0.43
92,T93,T93,Zach Johnson,90,3.72,38,1022,0.71
93,T93,T93,D.A. Points,55,3.72,20,537,0.85
94,T95,T95,Jon Curran,99,3.75,44,1172,0.73
95,T95,T95,Harold Varner III,92,3.75,41,1094,0.54
96,97,97,Robert Streb,87,3.76,34,905,0.44
97,98,98,Rhein Gibson,58,3.8,23,606,1.17
98,T99,T99,Graham DeLaet,70,3.86,31,803,0.45
99,T99,T99,Dawie van der Walt,72,3.86,30,777,0.43
100,101,101,Rory McIlroy,69,3.89,26,668,0.38
101,102,102,Cameron Tringale,81,3.92,38,970,0.76
102,T103,T103,K.J. Choi,73,3.93,36,916,0.72
103,T103,T103,Will MacKenzie,84,3.93,36,915,0.56
104,T103,T103,Michael Thompson,71,3.93,29,738,0.48
105,106,106,Cameron Smith,73,3.94,25,635,0.96
106,T107,T107,James Hahn,85,3.97,38,958,0.55
107,T107,T107,Scott Stallings,74,3.97,34,856,0.68
108,109,109,Jason Dufner,105,4.01,44,1097,0.64
109,110,110,Charl Schwartzel,73,4.04,31,768,0.26
110,111,111,Kyle Stanley,92,4.06,44,1085,0.55
111,112,112,Martin Piller,59,4.08,26,638,0.58
112,T113,T113,Smylie Kaufman,91,4.09,40,979,0.58
113,T113,T113,Daniel Summerhays,99,4.09,45,1099,0.47
114,T115,T115,Fabián Gómez,82,4.1,42,1025,0.6
115,T115,T115,Billy Horschel,73,4.1,32,780,0.31
116,117,117,Adam Hadwin,93,4.13,50,1212,0.62
117,118,118,Brandt Snedeker,93,4.15,43,1035,0.4
118,T119,T119,Russell Henley,76,4.17,40,959,0.55
119,T119,T119,Dustin Johnson,87,4.17,36,863,0.44
120,T119,T119,Wes Roach,59,4.17,25,600,0.72
121,122,122,Hudson Swafford,104,4.21,53,1258,0.57
122,123,123,Jeff Overton,69,4.23,34,803,0.29
123,124,124,Si Woo Kim,113,4.33,59,1363,0.64
124,125,125,Nick Taylor,83,4.36,40,918,0.48
125,126,126,Chad Collins,73,4.39,39,888,0.56
126,127,127,Vaughn Taylor,72,4.41,41,930,0.54
127,128,128,Sergio Garcia,54,4.42,19,430,0.47
128,129,129,Adam Scott,79,4.49,35,780,0.51
129,130,130,Bronson Burgoon,83,4.5,40,888,0.45
130,131,131,Kevin Chappell,93,4.52,49,1085,0.41
131,132,132,Gary Woodland,95,4.53,48,1060,0.38
132,133,133,Ernie Els,66,4.55,35,769,0.54
133,T134,T134,Stewart Cink,61,4.57,31,679,0.55
134,T134,T134,Sean O'Hair,89,4.57,53,1160,0.47
135,136,136,Padraig Harrington,54,4.61,28,608,0.43
136,137,137,Ángel Cabrera,62,4.63,31,669,0.9
137,138,138,Bubba Watson,72,4.64,33,711,0.15
138,139,139,Willy Wilcox,67,4.68,37,791,0.62
139,140,140,Rickie Fowler,80,4.69,42,895,0.57
140,141,141,Tyrone Van Aswegen,105,4.76,57,1197,0.58
141,142,142,Andres Gonzales,80,4.77,42,880,0.74
142,T143,T143,Greg Owen,85,4.79,45,940,0.4
143,T143,T143,Shawn Stefani,91,4.79,51,1064,0.71
144,145,145,Chesson Hadley,81,4.82,44,913,0.77
145,146,146,Brendan Steele,88,4.85,46,948,0.61
146,147,147,Sung Kang,89,4.86,49,1008,0.55
147,148,148,Geoff Ogilvy,63,4.91,34,693,0.5
148,149,149,Charley Hoffman,91,4.94,48,971,0.5
149,150,150,Robert Garrigus,69,4.95,37,747,0.35
150,151,151,D.H. Lee,61,4.98,32,643,0.81
151,152,152,Jason Kokrak,89,5.0,51,1021,0.49
152,T153,T153,Hunter Mahan,61,5.01,34,678,0.71
153,T153,T153,Ryan Palmer,86,5.01,54,1078,0.33
154,155,155,Charles Howell III,91,5.02,54,1075,0.41
155,156,156,George McNeill,51,5.04,32,635,0.56
156,157,157,Patton Kizzire,93,5.09,52,1021,0.48
157,158,158,Robert Allenby,51,5.12,29,566,0.79
158,159,159,Ricky Barnes,97,5.17,57,1102,0.53
159,160,160,Jimmy Walker,85,5.19,50,964,0.48
160,161,161,Brendon Todd,66,5.2,39,750,0.97
161,162,162,Morgan Hoffmann,71,5.28,43,815,0.72
162,T163,T163,Jamie Lovemark,91,5.29,60,1134,0.52
163,T163,T163,Patrick Rodgers,89,5.29,52,983,0.58
164,165,165,Harris English,97,5.33,53,994,0.68
165,166,166,Martin Laird,82,5.36,52,970,0.69
166,167,167,Carlos Ortiz,79,5.38,44,818,0.8
167,168,168,Brooks Koepka,75,5.39,45,835,0.51
168,169,169,Camilo Villegas,83,5.62,55,978,0.8
169,170,170,Erik Compton,65,5.64,39,691,0.77
170,171,171,Tony Finau,95,5.67,60,1058,0.38
171,T172,T172,Luke Guthrie,57,5.68,35,616,0.83
172,T172,T172,Phil Mickelson,75,5.68,46,810,0.57
173,174,174,Retief Goosen,55,5.78,38,657,0.71
174,175,175,Derek Fathauer,94,5.81,60,1033,0.58
175,176,176,Luke List,79,5.99,53,885,0.4
176,177,177,J.B. Holmes,77,6.07,50,824,0.66
177,178,178,Branden Grace,63,6.2,36,581,0.44
178,179,179,Luke Donald,81,6.27,51,813,0.25
179,180,180,Aaron Baddeley,93,6.53,66,1010,0.52
180,181,181,Jason Day,76,6.65,50,752,0.22
181,182,182,Justin Thomas,99,6.98,72,1032,0.4
182,183,183,Seung-Yul Noh,85,7.3,69,945,0.62
183,184,184,Andrew Loupe,75,8.61,77,894,0.48
184,185,185,Steven Bowditch,71,8.65,64,740,1.2
