,All-Around_Ranking_RANK THIS WEEK,All-Around_Ranking_RANK LAST WEEK,All-Around_Ranking_PLAYER NAME,All-Around_Ranking_EVENTS,All-Around_Ranking_TOTAL
121,122,122,Rocco Mediate,24,838
122,123,123,Brian Bateman,32,839
123,124,124,Duffy Waldorf,28,842
124,T125,T125,Freddie Jacobson,23,846
125,T125,T125,Steve Stricker,21,846
126,127,127,D.A. Points,33,847
127,128,128,Tommy Armour III,29,849
128,129,129,Jesper Parnevik,24,850
129,130,130,Charlie Wi,23,857
130,131,131,Brendan Jones,28,864
131,132,132,Padraig Harrington,15,865
132,133,133,Michael Allen,30,869
133,134,134,James Driscoll,26,870
134,135,135,Jeff Maggert,25,875
135,136,136,Peter Lonard,27,881
136,137,137,Steve Allan,32,884
137,138,138,Stephen Ames,24,893
138,139,139,Steve Elkington,20,894
139,140,140,Fred Funk,30,899
140,141,141,J.P. Hayes,22,900
141,142,142,Brent Geiberger,21,913
142,143,143,Robert Damron,28,921
143,144,144,Will MacKenzie,25,923
144,145,145,Michael Long,26,924
145,146,146,Roland Thatcher,26,925
146,147,147,Lee Westwood,15,929
147,148,148,Glen Day,27,930
148,149,149,Kevin Na,32,931
149,150,150,Brian Gay,33,934
150,151,151,Tjaart van der Walt,19,942
151,152,152,Scott McCarron,24,951
152,153,153,Lee Janzen,26,955
153,154,154,Todd Fischer,35,958
154,155,155,Scott Hend,28,964
155,156,156,Hank Kuehne,30,970
156,157,157,Patrick Sheehan,35,982
157,158,158,Tim Petrovic,32,986
158,159,159,Chris Anderson,25,999
159,160,160,Todd Hamilton,31,1001
160,161,161,Ian Poulter,20,1005
161,162,162,Glen Hnatiuk,21,1010
162,163,163,Tom Byrum,27,1018
163,164,164,Paul Azinger,22,1020
164,165,165,Steve Flesch,30,1021
165,166,166,John Cook,26,1022
166,167,167,Alex Cejka,31,1025
167,168,168,Tom Gillis,28,1028
168,169,169,José Coceres,22,1033
169,170,170,Andrew Magee,29,1038
170,T171,T171,Matt Kuchar,21,1055
171,T171,T171,Mike Weir,23,1055
172,173,173,Justin Bolli,24,1058
173,174,174,Shaun Micheel,29,1068
174,175,175,Matt Gogel,28,1069
175,176,176,Larry Mize,18,1073
176,177,177,Paul Claxton,29,1107
177,178,178,Bill Glasson,21,1120
178,179,179,Bradley Hughes,20,1153
179,180,180,D.J. Brigman,26,1159
180,181,181,Rich Beem,26,1167
181,182,182,Paul Gow,27,1177
182,183,183,Hideto Tanihara,20,1178
183,184,184,Dennis Paulson,24,1180
184,185,185,Chris Riley,25,1185
185,186,186,Jay Haas,16,1187
186,187,187,Mark O'Meara,21,1189
187,188,188,Danny Briggs,29,1217
188,189,189,Mark Brooks,28,1221
189,190,190,Jason Allred,29,1226
190,191,191,Jeff Hart,23,1229
191,192,192,Skip Kendall,32,1230
192,193,193,Steve Jones,20,1252
193,194,194,John Elliott,25,1258
194,195,195,Craig Perks,27,1265
195,196,196,Franklin Langham,31,1268
196,197,197,Ben Curtis,24,1274
197,198,198,Len Mattiace,34,1275
198,199,199,Matt Davidson,20,1300
199,200,200,Thomas Levet,20,1301
200,201,201,Jim Carter,25,1327
201,202,202,Rob Rashell,25,1364
