,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
180,T180,T180,Paul McGinley,3,56400
181,182,182,Bill Glasson,7,56225
182,183,183,Michael Harris,1,56000
183,184,184,Thomas Levet,6,54700
184,185,185,Brendan Jones,10,53170
185,186,186,David Hearn,10,52000
186,187,187,Larry Mize,6,51700
187,188,188,Jim Carter,9,48850
188,189,189,Michael Long,11,48469
189,190,190,José Coceres,9,44162
190,191,191,Justin Bolli,7,43340
191,T192,T192,Scott Dunlap,1,42625
192,T192,T192,Peter Tomasulo,1,42625
193,194,194,Arron Oberholser,2,41500
194,195,195,Craig Parry,2,36500
195,196,196,Euan Walters,6,35750
196,197,197,Mark O'Meara,7,33931
197,198,198,Brett Quigley,9,33133
198,199,199,Todd Hamilton,10,32309
199,200,200,Steve Stricker,5,31500
200,201,201,Andrew Magee,10,30888
201,202,202,Len Mattiace,12,30150
202,203,203,Matt Gogel,10,30104
203,204,204,Marcel Siem,1,29150
204,205,205,Dennis Paulson,9,28688
205,206,206,Ryuji Imada,9,28503
206,207,207,Notah Begay III,6,28245
207,208,208,Scott Hend,11,27578
208,209,209,Roland Thatcher,11,26701
209,210,210,Brad Lardon,3,25332
210,211,211,Danny Ellis,3,25021
211,212,212,Nick Price,3,24689
212,213,213,James Driscoll,6,24169
213,214,214,Y.E. Yang,2,22856
214,T215,T215,Miguel Angel Jiménez,3,22300
215,T215,T215,Steve Schneiter,1,22300
216,217,217,Bradley Hughes,7,21832
217,218,218,John Morgan,5,21030
218,219,219,Paul Goydos,3,20594
219,220,220,Donnie Hammond,1,20150
220,221,221,Per-Ulrik Johansson,2,19550
221,222,222,Brian Watts,2,18520
222,223,223,Hal Sutton,2,18320
223,224,224,Kirk Triplett,2,18188
224,225,225,James McLean,2,18000
225,226,226,Mark Brooks,9,16459
226,227,227,Bob Burns,7,15636
227,228,228,Henrik Stenson,3,15371
228,229,229,Glen Hnatiuk,4,15050
229,230,230,Steve Marino,1,14542
230,T231,T231,Peter Hanson,1,13343
231,T231,T231,Steve Webster,1,13343
232,233,233,"Ron Philo, Jr.",1,12750
233,234,234,Craig Stadler,1,12720
234,235,235,Jason Allred,10,12360
235,236,236,Mike Small,1,11900
236,237,237,Darrell Kestner,1,11700
237,238,238,Steve Collins,1,11250
238,239,239,Wil Collins,1,11200
239,T240,T240,Nick Dougherty,4,9800
240,T240,T240,Steve Jones,3,9800
241,242,242,Bob Sowards,4,9152
242,243,243,Rob Rashell,7,9070
243,244,244,Mike Standly,1,8904
244,245,245,Skip Kendall,11,8756
245,246,246,Scott Piercy,1,8640
246,247,247,Steven Bowditch,1,8299
247,T248,T248,Matt Davidson,7,7630
248,T248,T248,David Duval,8,7630
249,T248,T248,Richard Johnson,6,7630
250,251,251,Guy Boros,1,7485
251,T252,T252,John Elliott,8,7315
252,T252,T252,Akio Sadakata,1,7315
253,254,254,Brian Henninger,1,7236
254,255,255,Gary Hallberg,1,7160
255,T256,T256,Tripp Isenhour,3,7000
256,T256,T256,David Lundstrom,1,7000
257,T258,T258,Rich Barcelo,1,6945
258,T258,T258,Garrett Willis,1,6945
259,260,260,Danny Briggs,9,6750
260,261,261,Casey Wittenberg,1,6570
261,262,262,Blaine McCallister,2,6270
262,263,263,Hideto Tanihara,5,5880
