,FedExCup_Points_per_Event_Leaders_RANK THIS WEEK,FedExCup_Points_per_Event_Leaders_RANK LAST WEEK,FedExCup_Points_per_Event_Leaders_PLAYER NAME,FedExCup_Points_per_Event_Leaders_EVENTS,FedExCup_Points_per_Event_Leaders_POINTS PER EVENT,FedExCup_Points_per_Event_Leaders_TOTAL POINTS
124,125,,Harris English,26,15.261,396.775
125,126,,Bill Lunde,8,15.130999999999998,121.04899999999999
126,127,,Seung-Yul Noh,30,14.867,446.01
127,128,,Vaughn Taylor,25,14.767000000000001,369.18300000000005
128,129,,Sam Saunders,24,14.757,354.17
129,130,,Martin Flores,26,14.729000000000001,382.959
130,131,,Ben Martin,26,14.556,378.461
131,132,,Sebastián Muñoz,17,14.184000000000001,241.13299999999998
132,133,,John Huh,27,14.151,382.06699999999995
133,134,,Rick Lamb,19,14.134,268.552
134,135,,Seamus Power,25,14.005,350.12300000000005
135,136,,Billy Hurley III,25,13.335999999999999,333.406
136,137,,Michael Thompson,21,13.253,278.317
137,138,,Tyrone Van Aswegen,31,13.139000000000001,407.301
138,139,,J.J. Henry,28,13.045,365.25199999999995
139,140,,Harold Varner III,29,12.94,375.27
140,141,,Jim Furyk,18,12.869000000000002,231.636
141,142,,Cameron Percy,23,12.672,291.45799999999997
142,143,,Matt Jones,20,12.379000000000001,247.582
143,144,,David Hearn,29,12.364,358.548
144,145,,Johnson Wagner,26,12.362,321.422
145,146,,Dicky Pride,7,12.142000000000001,84.993
146,147,,Smylie Kaufman,26,12.138,315.58299999999997
147,148,,J.T. Poston,28,12.135,339.793
148,149,,Cameron Tringale,28,12.046,337.295
149,150,,Daniel Summerhays,29,11.985,347.565
150,151,,Tag Ridings,20,11.852,237.049
151,152,,Trey Mullinax,28,11.772,329.626
152,153,,Chad Collins,26,11.747,305.432
153,154,,Zac Blair,32,11.379000000000001,364.121
154,155,,Jason Gore,5,11.25,56.25
155,156,,Ryan Armour,20,11.087,221.735
156,157,,Tom Hoge,17,10.998,186.972
157,158,,Ben Crane,26,10.806,280.95799999999997
158,159,,Retief Goosen,19,10.779000000000002,204.8
159,160,,Tim Wilkinson,22,10.588,232.929
160,161,,Ricky Barnes,31,10.464,324.39
161,162,,John Peterson,15,10.193,152.889
162,163,,Jonathan Randolph,22,10.033999999999999,220.747
163,164,,Julián Etulain,22,10.013,220.28400000000002
164,165,,Alex Cejka,28,9.851,275.83099999999996
165,166,,Craig Barlow,3,9.658,28.973000000000003
166,167,,Davis Love III,13,9.504,123.557
167,168,,Troy Merritt,28,9.461,264.897
168,169,,Andres Gonzales,24,9.434,226.41
169,170,,Brian Stuard,31,9.191,284.923
170,171,,Andres Romero,10,9.073,90.726
171,172,,Joel Dahmen,16,8.953,143.254
172,173,,Andrew Johnston,13,8.611,111.939
173,174,,Larry Mize,1,8.5,8.5
174,175,,Steve Wheatcroft,17,8.141,138.392
175,176,,Fabián Gómez,21,7.986000000000001,167.706
176,177,,Will MacKenzie,16,7.931,126.898
177,178,,Vijay Singh,18,7.755,139.596
178,179,,"Ted Potter, Jr.",2,7.75,15.5
179,180,,Hiroshi Iwata,10,7.6,76.0
180,181,,Ryan Brehm,25,7.529,188.217
181,182,,Kyle Reifers,32,7.527,240.862
182,183,,Padraig Harrington,11,7.455,82.006
183,184,,Ryo Ishikawa,20,7.42,148.406
184,185,,Shawn Stefani,26,7.235,188.115
185,186,,Chesson Hadley,8,6.683,53.463
186,187,,Brian Campbell,20,6.609,132.188
187,188,,Roberto Castro,25,6.571000000000001,164.285
188,189,,Stuart Appleby,16,6.4910000000000005,103.863
189,190,,Spencer Levin,31,6.483,200.98
190,191,,Charlie Wi,6,6.42,38.518
191,192,,Boo Weekley,27,6.402,172.847
192,193,,Peter Malnati,29,6.268,181.77900000000002
193,194,,Ángel Cabrera,16,5.97,95.51299999999999
194,195,,Matt Every,30,5.821000000000001,174.637
195,196,,Willy Wilcox,14,5.771,80.795
196,197,,K.J. Choi,25,5.712000000000001,142.804
197,198,,Greg Chalmers,28,5.569,155.942
198,199,,Jon Curran,11,5.44,59.839
199,200,,Gonzalo Fernandez-Castaño,22,5.343999999999999,117.56299999999999
200,201,,Steven Alker,23,5.269,121.18700000000001
201,202,,Justin Leonard,1,5.1,5.1
202,203,,Hunter Mahan,26,5.003,130.069
203,204,,Brett Drewitt,19,4.998,94.956
204,205,,Andrew Loupe,21,4.995,104.90299999999999
205,206,,Mark Anderson,20,4.881,97.62100000000001
206,207,,Brett Stegmaier,27,4.85,130.938
207,208,,Jerry Kelly,7,4.796,33.575
208,209,,Robert Allenby,4,4.753,19.01
209,210,,Mark Hubbard,27,4.591,123.95700000000001
210,211,,Nicholas Lindheim,21,4.452,93.48700000000001
211,212,,John Merrick,9,4.406000000000001,39.656
212,213,,Y.E. Yang,9,4.317,38.856
213,214,,Bryce Molder,26,4.203,109.274
214,215,,Brad Fritsch,18,4.0889999999999995,73.597
215,216,,John Senden,14,3.964,55.489
216,217,,Ken Duke,26,3.76,97.76700000000001
217,218,,Miguel Angel Carballo,22,3.694,81.267
218,219,,Peter Lonard,1,3.6460000000000004,3.6460000000000004
219,220,,Mark Wilson,15,3.628,54.422
220,221,,Freddie Jacobson,9,3.569,32.122
221,222,,Arjun Atwal,6,3.391,20.346
222,223,,Steve Marino,15,3.013,45.18899999999999
223,224,,Carl Pettersson,27,2.7239999999999998,73.538
224,225,,Bob Estes,15,2.713,40.7
225,226,,Jason Bohn,28,2.625,73.49600000000001
226,227,,Ernie Els,20,2.502,50.04600000000001
227,228,,Fred Funk,1,2.4,2.4
228,229,,Danny Willett,11,2.331,25.642
229,230,,Michael Bradley,3,2.307,6.922000000000001
230,231,,Tim Petrovic,2,2.191,4.382
231,232,,Brendon de Jonge,14,2.186,30.6
232,233,,Tyler Aldridge,14,2.144,30.013
233,234,,Omar Uresti,2,1.5019999999999998,3.0039999999999996
234,235,,David Toms,3,1.4609999999999999,4.382
235,236,,Tim Herron,8,1.358,10.864
236,237,,Zack Sucher,14,1.28,17.914
237,238,,D.J. Trahan,5,1.2690000000000001,6.347
238,239,,Troy Matteson,4,1.175,4.7
239,240,,Chris Smith,2,0.794,1.587
240,241,,Shane Bertsch,9,0.7879999999999999,7.093999999999999
241,242,,Tommy Gainey,8,0.7829999999999999,6.263999999999999
242,243,,Eric Axley,4,0.762,3.049
243,244,,George McNeill,7,0.626,4.382
244,245,,Colt Knost,5,0.54,2.7
245,246,,Bobby Wyatt,20,0.47700000000000004,9.538
246,247,,Charlie Beljan,8,0.46299999999999997,3.7
247,T248,,Shaun Micheel,3,0.39399999999999996,1.182
248,T248,,John Rollins,6,0.39399999999999996,2.364
249,250,,Brendon Todd,9,0.32799999999999996,2.95
250,251,,Steven Bowditch,27,0.315,8.5
251,252,,Max Homa,17,0.19399999999999998,3.304
