,Official_World_Golf_Ranking_RANK THIS WEEK,Official_World_Golf_Ranking_RANK LAST WEEK,Official_World_Golf_Ranking_PLAYER NAME,Official_World_Golf_Ranking_EVENTS,Official_World_Golf_Ranking_AVG POINTS,Official_World_Golf_Ranking_TOTAL POINTS,Official_World_Golf_Ranking_POINTS LOST,Official_World_Golf_Ranking_POINTS GAINED,Official_World_Golf_Ranking_COUNTRY
34,35,35,Billy Horschel,52,3.18,165.46,-62.77,139.32,USA
35,36,36,Louis Oosthuizen,42,3.1,130.19,-105.33,70.62,RSA
36,37,37,Matthew Fitzpatrick,52,3.01,156.46,-104.19,95.67,ENG
37,38,38,Brian Harman,52,3.01,156.42,-110.38,93.65,USA
38,39,39,Kiradech Aphibarnrat,52,2.99,155.47,-74.34,109.55,THA
39,40,40,Gary Woodland,52,2.93,152.57,-97.58,133.78,USA
40,41,41,Charley Hoffman,52,2.87,149.03,-110.69,62.82,USA
41,42,42,Adam Scott,44,2.86,125.94,-99.15,100.4,AUS
42,43,43,Kevin Na,52,2.85,148.18,-64.15,130.57,USA
43,44,44,Branden Grace,52,2.75,142.91,-107.97,89.68,RSA
44,45,45,Thorbjørn Olesen,52,2.75,142.75,-54.73,109.68,DEN
45,46,46,Byeong Hun An,52,2.6,135.38,-60.37,118.63,KOR
46,47,47,Daniel Berger,49,2.59,126.96,-110.16,74.25,USA
47,48,48,Satoshi Kodaira,52,2.58,134.01,-76.77,91.37,JPN
48,49,49,Eddie Pepperell,47,2.55,119.9,-31.05,95.1,ENG
49,50,50,Aaron Wise,50,2.47,123.62,-25.92,117.44,USA
50,51,51,Zach Johnson,48,2.45,117.78,-74.46,72.83,USA
51,52,52,Brandt Snedeker,44,2.41,106.08,-72.93,85.07,USA
52,53,53,Pat Perez,52,2.34,121.81,-96.33,47.32,USA
53,54,54,Luke List,52,2.32,120.46,-51.76,111.15,USA
54,55,55,Si Woo Kim,52,2.29,118.87,-95.63,79.7,KOR
55,56,56,HaoTong Li,52,2.28,118.36,-70.96,82.09,CHN
56,57,57,Adam Hadwin,52,2.25,117.19,-79.95,86.41,CAN
57,58,58,Russell Knox,52,2.24,116.61,-76.28,108.44,SCO
58,59,59,Matt Wallace,50,2.23,111.41,-35.63,95.1,ENG
59,60,60,Emiliano Grillo,52,2.2,114.35,-80.84,100.21,ARG
60,61,61,Chez Reavie,52,2.19,113.97,-58.59,94.56,USA
61,62,62,Kevin Chappell,52,2.17,112.71,-105.23,67.57,USA
62,63,63,Charl Schwartzel,49,2.16,105.76,-94.72,63.92,RSA
63,64,64,Peter Uihlein,52,2.12,110.25,-55.24,63.8,USA
64,65,65,Ross Fisher,51,2.12,107.92,-92.44,58.65,ENG
65,66,66,Russell Henley,49,2.11,103.59,-75.06,57.37,USA
66,67,67,Thomas Pieters,50,2.05,102.35,-88.01,63.75,BEL
67,68,68,Dylan Frittelli,52,1.99,103.71,-69.66,53.76,RSA
68,69,69,Julian Suri,48,1.98,94.98,-37.69,50.25,USA
69,70,70,Jason Dufner,46,1.97,90.39,-82.08,46.57,USA
70,71,71,Ryan Moore,47,1.91,89.55,-79.74,68.18,USA
71,72,72,Chris Wood,46,1.9,87.39,-53.47,67.84,ENG
72,73,73,Stewart Cink,52,1.9,98.6,-32.1,77.1,USA
73,74,74,Chesson Hadley,52,1.87,97.43,-47.61,57.23,USA
74,75,75,Jimmy Walker,46,1.87,85.83,-85.85,80.05,USA
75,76,76,Charles Howell III,51,1.86,94.7,-65.58,65.83,USA
76,77,77,Beau Hossler,50,1.85,92.44,-19.2,86.66,USA
77,78,78,Andrew Landry,49,1.83,89.73,-35.9,78.04,USA
78,79,79,Andrew Putnam,48,1.8,86.46,-18.99,81.17,USA
79,80,80,Shane Lowry,52,1.78,92.35,-60.12,47.8,IRL
80,81,81,Brendan Steele,45,1.77,79.82,-81.76,44.68,USA
81,82,82,Ryan Fox,52,1.77,92.1,-45.68,73.54,NZL
82,83,83,Yuta Ikeda,52,1.76,91.35,-90.04,41.2,JPN
83,84,84,Adrian Otaegui,52,1.75,90.81,-37.28,72.55,ESP
84,85,85,Alexander Björk,52,1.75,90.81,-46.03,67.23,SWE
85,86,86,Jorge Campillo,52,1.74,90.69,-41.18,87.87,ESP
86,87,87,Shugo Imahira,52,1.74,90.48,-45.69,53.07,JPN
87,88,88,J.B. Holmes,48,1.7,81.75,-65.63,68.32,USA
88,89,89,Jhonattan Vegas,52,1.7,88.48,-86.26,44.93,VEN
89,90,90,Patton Kizzire,52,1.7,88.2,-51.66,74.19,USA
90,91,91,Alexander Levy,51,1.67,85.34,-62.81,63.89,FRA
91,92,92,Lucas Bjerregaard,52,1.65,85.88,-27.21,64.38,DEN
92,93,93,Yusaku Miyazato,52,1.64,85.32,-59.48,24.49,JPN
93,94,94,Paul Dunne,52,1.63,84.65,-50.24,43.2,IRL
94,95,95,Sungjae Im,52,1.56,81.3,-35.11,64.71,KOR
95,96,96,"Ted Potter, Jr.",52,1.56,81.27,-32.11,76.41,USA
96,97,97,Justin Harding,52,1.56,81.09,-12.07,83.61,RSA
97,98,98,Cameron Davis,40,1.55,62.16,-14.64,43.66,AUS
98,99,99,Michael Lorenzo-Vera,44,1.55,68.16,-33.27,47.76,FRA
99,100,100,C.T. Pan,52,1.53,79.56,-34.68,63.33,TPE
100,101,101,Joost Luiten,41,1.51,61.87,-61.86,39.97,NED
101,102,102,Jason Kokrak,52,1.5,77.89,-47.26,62.13,USA
102,103,103,Austin Cook,52,1.48,77.21,-31.79,48.56,USA
103,104,104,Ryan Palmer,40,1.48,59.31,-37.21,60.18,USA
104,105,105,Brandon Stone,52,1.48,76.96,-36.45,62.03,RSA
105,106,106,Ryan Armour,52,1.47,76.37,-25.75,52.29,USA
106,107,107,Bernd Wiesberger,42,1.46,61.28,-92.18,18.02,AUT
107,108,108,Shubhankar Sharma,50,1.42,70.82,-27.81,63.21,IND
108,109,109,Tom Lewis,47,1.42,66.51,-10.96,57.89,ENG
109,110,110,Lee Westwood,46,1.41,64.68,-61.41,33.82,ENG
110,111,111,Brian Gay,52,1.4,72.94,-26.26,56.92,USA
111,112,112,Anirban Lahiri,52,1.39,72.38,-59.83,32.42,IND
112,113,113,Whee Kim,52,1.39,72.12,-36.91,41.1,KOR
113,114,114,James Hahn,52,1.38,71.72,-68.27,55.87,USA
114,115,115,Mikko Korhonen,47,1.37,64.23,-24.42,55.38,FIN
115,116,116,Seungsu Han,49,1.36,66.4,-36.94,28.02,USA
116,117,117,Lucas Herbert,40,1.34,53.76,-15.87,42.62,AUS
117,118,118,Joachim B Hansen,52,1.34,69.83,-12.25,64.87,DEN
118,119,119,Nick Watney,47,1.34,62.83,-15.78,60.12,USA
119,120,120,Abraham Ancer,52,1.32,68.88,-21.22,54.78,MEX
120,121,121,Park Sang-eon,52,1.32,68.8,-36.86,50.14,KOR
121,122,122,Jamie Lovemark,52,1.31,68.27,-51.93,40.95,USA
122,123,123,Erik van Rooyen,52,1.31,68.15,-26.35,40.79,RSA
123,124,124,Ryuko Tokimatsu,52,1.31,68.1,-30.09,39.24,JPN
124,125,125,Sam Burns,40,1.29,51.69,-8.35,54.77,USA
125,126,126,Ollie Schniederjans,52,1.29,67.02,-47.97,47.32,USA
126,127,127,Andy Sullivan,50,1.27,63.73,-50.27,50.27,ENG
127,128,128,Kramer Hickok,43,1.27,54.71,-12.67,40.31,USA
128,129,129,Danny Lee,52,1.27,66.13,-46.08,38.88,NZL
129,130,130,Shaun Norris,52,1.26,65.68,-31.3,40.97,RSA
130,131,131,Shota Akiyoshi,40,1.26,50.44,-10.04,40.16,JPN
131,132,132,Chris Kirk,52,1.26,65.52,-42.06,59.7,USA
132,133,133,Brice Garnett,52,1.25,65.09,-25.16,48.47,USA
133,134,134,Gaganjeet Bhullar,50,1.25,62.45,-29.17,46.54,IND
134,135,135,Lucas Glover,46,1.24,56.91,-46.58,27.19,USA
135,136,136,Kevin Tway,52,1.22,63.48,-29.52,45.56,USA
136,137,137,Hideto Tanihara,52,1.22,63.27,-69.81,34.04,JPN
137,138,138,J.J. Spaun,52,1.2,62.56,-42.39,36.78,USA
138,139,139,Andrea Pavan,49,1.2,58.71,-7.68,58.49,ITA
139,140,140,Keith Mitchell,52,1.2,62.15,-18.82,55.67,USA
140,141,141,Sean O'Hair,48,1.19,57.24,-56.56,37.43,USA
141,142,142,Scott Vincent,52,1.19,61.9,-19.9,51.55,ZIM
142,143,143,Richard McEvoy,45,1.19,53.55,-14.66,43.42,ENG
143,144,144,Darren Fichardt,46,1.18,54.34,-29.0,41.68,RSA
144,145,145,Dean Burmester,52,1.18,61.16,-39.51,38.32,RSA
145,146,146,Bill Haas,50,1.16,58.07,-76.58,21.29,USA
146,147,147,Marcus Kinhult,47,1.16,54.42,-20.24,39.98,SWE
147,148,148,Kevin Streelman,52,1.16,60.15,-40.05,46.95,USA
148,149,149,Chris Paisley,52,1.15,59.62,-37.29,62.78,ENG
149,150,150,John Catlin,48,1.14,54.79,-11.98,49.51,USA
150,151,151,Jazz Janewattananond,52,1.14,59.1,-26.41,39.94,THA
151,152,152,Sung Kang,52,1.14,59.03,-50.78,21.43,KOR
152,153,153,George Coetzee,52,1.13,58.73,-42.69,36.74,RSA
153,154,154,Martin Kaymer,52,1.13,58.63,-64.68,31.94,GER
154,155,155,Jordan L Smith,52,1.11,57.62,-52.59,26.96,ENG
155,156,156,Kelly Kraft,52,1.1,57.0,-31.06,44.05,USA
156,157,157,Joaquin Niemann,40,1.07,42.98,-2.5,44.24,CHI
157,158,158,Patrick Rodgers,52,1.07,55.39,-37.55,41.16,USA
158,159,159,Scott Stallings,52,1.05,54.68,-27.93,48.58,USA
159,160,160,Matthew Southgate,52,1.05,54.46,-37.09,28.6,ENG
160,161,161,Martin Laird,48,1.04,50.11,-46.62,32.94,SCO
161,162,162,Bronson Burgoon,40,1.04,41.61,-9.46,34.72,USA
162,163,163,Brad Kennedy,47,1.04,48.88,-32.74,31.53,AUS
163,164,164,Rory Sabbatini,49,1.02,50.18,-18.05,46.06,SVK
164,165,165,Harold Varner III,52,1.0,52.07,-38.84,32.96,USA
165,166,166,Joakim Lagergren,49,0.99,48.6,-29.98,38.91,SWE
166,167,167,Wesley Bryan,50,0.99,49.48,-60.79,14.36,USA
167,168,168,Benjamin Hebert,50,0.99,49.37,-25.77,37.37,FRA
168,169,169,Steve Stricker,40,0.99,39.47,-39.48,25.28,USA
169,170,170,Wade Ormsby,50,0.98,49.07,-25.8,12.85,AUS
170,171,171,Ashun Wu,52,0.97,50.54,-21.87,40.35,CHN
171,172,172,Denny McCarthy,49,0.97,47.55,-10.05,43.65,USA
172,173,173,Thomas Detry,52,0.97,50.33,-28.95,38.82,BEL
173,174,174,Hyun-woo Ryu,52,0.96,49.83,-34.61,15.95,KOR
174,175,175,Nicolas Colsaerts,52,0.95,49.48,-45.3,20.91,BEL
175,176,176,Scott Jamieson,52,0.95,49.46,-31.25,20.11,SCO
176,177,177,Fabrizio Zanotti,48,0.95,45.53,-45.68,19.91,PAR
177,178,178,Kim Koivu,40,0.95,37.81,-1.36,39.17,FIN
178,179,179,Rikuya Hoshino,44,0.94,41.49,-9.5,33.32,JPN
179,180,180,Grayson Murray,52,0.94,48.96,-44.69,29.91,USA
180,181,181,Troy Merritt,52,0.94,48.64,-17.53,44.59,USA
181,182,182,Chan Kim,40,0.93,37.39,-34.14,,USA
182,183,183,Andrew Johnston,42,0.93,39.07,-40.24,33.77,ENG
183,184,184,Bud Cauley,44,0.93,40.74,-38.09,18.22,USA
184,185,185,Paul Waring,50,0.93,46.26,-17.31,33.0,ENG
185,186,186,Gavin Kyle Green,52,0.92,48.09,-29.65,26.76,MAS
186,187,187,Joel Dahmen,50,0.92,45.76,-11.48,40.75,USA
187,188,188,Pablo Larrazabal,50,0.91,45.72,-42.94,32.43,ESP
188,189,189,Paul Peterson,52,0.91,47.27,-31.69,31.94,USA
189,190,190,Sam Saunders,52,0.91,47.18,-24.17,34.69,USA
190,191,191,Robert Streb,52,0.9,46.92,-33.78,26.33,USA
191,192,192,Ignacio Elvira Mijares,52,0.89,46.26,-34.62,31.52,ESP
192,193,193,Sam Ryder,51,0.89,45.14,-22.8,32.19,USA
193,194,194,Sihwan Kim,40,0.89,35.4,-11.01,30.14,USA
194,195,195,Søren Kjeldsen,52,0.88,45.96,-49.22,24.35,DEN
195,196,196,Richy Werenski,52,0.88,45.87,-24.32,34.59,USA
196,197,197,Aaron Rai,52,0.88,45.81,-30.28,24.32,ENG
197,198,198,Poom Saksansin,52,0.88,45.58,-26.22,26.88,THA
198,199,199,K.T. Kim,52,0.87,45.19,-44.35,20.95,KOR
199,200,200,Jung-gon Hwang,52,0.86,44.96,-32.08,25.67,KOR
200,201,201,Trey Mullinax,52,0.86,44.89,-21.97,38.55,USA
201,202,202,Lee Slattery,52,0.86,44.63,-21.51,26.42,ENG
202,203,203,Stuart Manley,45,0.85,38.32,-7.64,35.27,WAL
203,204,204,William McGirt,52,0.85,44.18,-62.13,23.47,USA
204,205,205,JC Ritchie,46,0.85,38.94,-12.8,39.88,RSA
205,206,206,Padraig Harrington,49,0.85,41.47,-34.35,21.55,IRL
206,207,207,Graeme McDowell,52,0.85,43.99,-37.18,31.75,NIR
207,208,208,Hudson Swafford,48,0.84,40.54,-50.52,11.96,USA
208,209,209,Julien Guerrier,52,0.83,43.27,-28.29,24.09,FRA
209,210,210,Dimi Papadatos,43,0.83,35.66,-13.74,29.47,AUS
210,211,211,Scott Hend,52,0.83,42.94,-52.41,21.79,AUS
211,212,212,Renato Paratore,52,0.82,42.69,-35.01,24.86,ITA
212,213,213,Sam Horsfield,40,0.82,32.82,-4.81,37.63,ENG
213,214,214,Chris Stroud,50,0.82,40.93,-27.84,20.7,USA
214,215,215,Scott Brown,52,0.82,42.47,-40.08,12.37,USA
215,216,216,Tom Hoge,52,0.81,42.26,-19.72,37.73,USA
216,217,217,Yuki Inamori,50,0.8,40.2,-22.42,23.45,JPN
217,218,218,Adri Arnaus,40,0.8,32.1,-7.21,25.0,ESP
218,219,219,Matt Jones,50,0.8,39.93,-20.36,23.12,AUS
219,220,220,Stephan Jaeger,52,0.8,41.47,-21.35,28.3,GER
220,221,221,Richie Ramsay,52,0.8,41.38,-34.09,13.77,SCO
221,222,222,David Horsey,51,0.79,40.47,-44.43,14.81,ENG
222,223,223,Jason Scrivener,52,0.79,41.09,-29.24,19.38,AUS
223,224,224,Michael Kim,52,0.79,41.06,-21.08,33.04,USA
224,225,225,Sang-hee Lee,52,0.79,40.9,-27.1,14.33,KOR
225,226,226,Victor Dubuisson,40,0.78,31.4,-31.7,,FRA
226,227,227,Chase Wright,40,0.78,31.34,-4.95,28.78,USA
227,228,228,Shingo Katayama,42,0.77,32.41,-32.69,7.59,JPN
228,229,229,Sebastian Soderberg,47,0.77,36.25,-8.77,33.47,SWE
229,230,230,Jim Furyk,40,0.77,30.8,-34.53,27.09,USA
230,231,231,Haydn Porteous,52,0.77,39.88,-26.58,13.91,RSA
231,232,232,Matthieu Pavon,52,0.77,39.83,-33.01,16.51,FRA
232,233,233,Callum Shinkwin,45,0.76,34.42,-26.18,13.39,ENG
233,234,234,Peter Karmis,49,0.76,37.39,-17.02,30.62,GRE
234,235,235,Liam Johnston,40,0.76,30.45,-2.25,32.7,SCO
235,236,236,Richard Sterne,47,0.76,35.69,-38.62,19.57,RSA
236,237,237,Cameron Champ,40,0.76,30.37,-2.2,29.1,USA
237,238,238,Chad Campbell,52,0.76,39.45,-26.51,29.06,USA
238,239,239,Ben Silverman,52,0.76,39.4,-16.2,21.37,CAN
239,240,240,Scott Piercy,47,0.75,35.09,-54.46,31.11,USA
240,241,241,Jack Singh Brar,40,0.74,29.66,-1.46,31.11,ENG
241,242,242,Charlie Saxon,47,0.74,34.77,-16.15,32.82,USA
242,243,243,Robert Rock,51,0.74,37.72,-24.3,21.54,ENG
243,244,244,Jens Dantorp,52,0.74,38.32,-17.28,22.92,SWE
244,245,245,Oscar Lengden,44,0.73,32.26,-19.65,17.45,SWE
245,246,246,Anders Albertson,50,0.73,36.38,-6.53,32.07,USA
246,247,247,Brandon Harkins,52,0.73,37.77,-16.12,31.6,USA
247,248,248,Hyung-Sung Kim,52,0.72,37.7,-16.54,29.99,KOR
248,248,248,Sebastián Muñoz,51,0.72,36.97,-14.67,28.37,COL
249,250,250,Young-han Song,52,0.72,37.6,-49.05,9.81,KOR
250,251,251,Anthony Quayle,40,0.72,28.64,-6.75,26.46,AUS
251,252,252,Jeunghun Wang,52,0.71,37.18,-55.96,25.42,KOR
252,253,253,Matthias Schwab,42,0.71,29.96,-6.99,24.94,AUT
253,254,254,Martin Trainer,40,0.71,28.51,-6.64,30.03,USA
254,255,255,David Lingmerth,52,0.71,36.88,-40.57,12.91,SWE
255,256,256,Atomu Shigenaga,45,0.71,31.84,-13.56,24.83,JPN
256,257,257,Brian Stuard,52,0.7,36.37,-32.67,27.62,USA
257,258,258,Phachara Khongwatmai,52,0.7,36.35,-29.06,15.47,THA
258,259,259,Ajeetesh Sandhu,40,0.69,27.73,-14.71,7.12,IND
259,260,260,Vaughn Taylor,50,0.69,34.53,-26.44,25.36,USA
260,261,261,Panuphol Pittayarat,51,0.68,34.89,-19.64,21.37,THA
261,262,262,John Huh,52,0.68,35.55,-23.19,35.91,USA
262,263,263,Oliver Bekker,52,0.68,35.49,-23.03,22.86,RSA
263,264,264,Oliver Fisher,52,0.68,35.36,-19.91,27.16,ENG
264,265,265,Shiv Kapur,42,0.68,28.5,-19.49,9.02,IND
265,266,266,Ryo Ishikawa,48,0.68,32.49,-26.31,27.03,JPN
266,267,267,Grant Forrest,47,0.67,31.69,-6.38,27.16,SCO
267,268,268,Adam Bland,52,0.67,34.63,-23.48,13.89,AUS
268,269,269,Ryan Blaum,52,0.66,34.42,-19.64,28.63,USA
269,270,270,Stephen Gallacher,52,0.66,34.38,-19.56,22.35,SCO
270,271,271,Brendan Jones,44,0.66,29.04,-18.54,18.01,AUS
271,272,272,Alex Cejka,52,0.66,34.25,-27.48,14.8,GER
272,273,273,David Lipsky,52,0.66,34.24,-40.34,18.76,USA
273,274,274,Aaron Baddeley,51,0.65,33.38,-32.82,24.7,AUS
274,275,275,Alex Haindl,44,0.65,28.69,-7.64,24.52,RSA
275,276,276,Graeme Storm,41,0.65,26.69,-35.87,,ENG
276,277,277,Nick Taylor,52,0.65,33.77,-27.31,14.68,CAN
277,278,278,Lorenzo Gagli,50,0.65,32.26,-11.53,27.57,ITA
278,279,279,David Drysdale,52,0.64,33.44,-21.38,19.97,SCO
279,280,280,Prayad Marksaeng,40,0.64,25.65,-24.31,6.52,THA
280,281,281,Toru Taniguchi,42,0.64,26.87,-10.87,19.36,JPN
281,282,282,Harris English,52,0.64,33.24,-35.05,31.59,USA
282,283,283,Talor Gooch,52,0.63,32.96,-20.15,18.89,USA
283,284,284,Graham DeLaet,40,0.63,25.3,-34.86,,CAN
284,285,285,Adam Schenk,52,0.63,32.88,-18.46,18.9,USA
285,286,286,Steven Brown,52,0.63,32.85,-14.57,19.72,ENG
286,287,287,José de Jesús Rodríguez,45,0.63,28.33,-12.55,21.43,MEX
287,288,288,Scott Langley,50,0.63,31.32,-11.23,33.04,USA
288,289,289,Victor Perez,47,0.62,29.31,-12.53,17.28,FRA
289,290,290,Mackenzie Hughes,52,0.62,32.38,-40.93,17.35,CAN
290,291,291,Pedro Figueiredo,40,0.62,24.7,-5.23,21.84,POR
291,292,292,Sean Crocker,40,0.62,24.61,-4.7,22.51,USA
292,293,293,Kyle Jones,40,0.61,24.58,-0.62,25.2,USA
293,294,294,Maximilian Kieffer,52,0.61,31.8,-18.43,24.06,GER
294,295,295,Jaco Ahlers,47,0.61,28.74,-19.77,27.91,RSA
295,296,296,Kyoung-Hoon Lee,52,0.61,31.74,-25.92,30.03,KOR
296,297,297,Romain Wattel,52,0.61,31.51,-24.12,15.3,FRA
297,298,298,Robert Garrigus,52,0.6,31.44,-27.4,22.84,USA
298,299,299,Hyungjoon Lee,40,0.6,24.08,-16.84,12.75,KOR
299,300,300,J.T. Poston,52,0.6,31.2,-22.0,18.9,USA
300,301,301,Tyler McCumber,40,0.6,23.99,-5.66,23.56,USA
301,302,302,Danthai Boonma,52,0.6,31.13,-21.47,24.16,THA
302,303,303,Jacques Kruyswijk,48,0.6,28.71,-16.64,26.89,RSA
303,304,304,Thomas Aiken,52,0.6,31.01,-25.05,22.31,RSA
304,305,305,Martin Piller,52,0.6,30.95,-19.36,19.45,USA
305,306,306,Michael Thompson,44,0.59,26.12,-20.6,22.16,USA
306,307,307,Miguel Tabuena,40,0.59,23.66,-18.87,14.79,PHI
307,308,308,Andres Romero,43,0.59,25.41,-18.66,7.43,ARG
308,309,309,Mikko Ilonen,42,0.59,24.81,-19.99,16.88,FIN
309,310,310,Tom Lovelady,52,0.59,30.69,-11.08,23.48,USA
310,311,311,Ben Campbell,40,0.59,23.57,-9.22,20.74,NZL
311,312,312,Nino Bertasio,52,0.58,30.34,-19.98,17.35,ITA
312,313,313,Mike Hendry,52,0.58,30.28,-39.78,6.93,NZL
313,314,314,Austin Connelly,48,0.58,27.88,-17.34,11.18,CAN
314,314,314,Connor Syme,40,0.58,23.24,-2.88,21.4,SCO
315,316,316,Ben Martin,46,0.58,26.68,-27.97,16.99,USA
316,317,317,Minkyu Kim,40,0.58,23.17,-4.87,18.2,KOR
317,318,318,Seamus Power,52,0.58,30.11,-20.49,22.04,IRL
318,319,319,Danny Willett,47,0.58,27.18,-53.77,21.86,ENG
319,320,320,Dong Seop Maeng,40,0.58,23.11,-8.81,15.59,KOR
320,321,321,Y.E. Yang,40,0.57,22.96,-7.41,22.8,KOR
321,322,322,Wyndham Clark,40,0.57,22.76,-2.94,23.67,USA
322,323,323,Yoshinori Fujimoto,46,0.57,26.12,-23.91,15.45,JPN
323,324,324,Tyler Duncan,52,0.56,29.37,-12.56,16.89,USA
324,325,325,Brady Schnell,51,0.56,28.8,-8.36,18.75,USA
325,326,326,Sangmoon Bae,40,0.56,22.48,-1.0,23.48,KOR
326,327,327,Peter Malnati,52,0.56,29.18,-8.03,26.37,USA
327,328,328,Lanto Griffin,52,0.56,29.15,-12.05,19.08,USA
328,329,329,Danie van Tonder,45,0.56,25.02,-11.48,25.01,RSA
329,330,330,Nicholas Lindheim,52,0.56,28.9,-19.69,16.42,USA
330,331,331,Roberto Castro,43,0.55,23.83,-35.93,20.67,USA
331,331,331,Clément Sordet,52,0.55,28.82,-22.12,4.2,FRA
332,333,333,Malcolm Kokocinski,40,0.55,22.13,-5.6,22.7,SWE
333,334,334,Kalle Samooja,40,0.55,22.12,-5.41,18.84,FIN
334,335,335,Tapio Pulkkanen,46,0.55,25.35,-19.08,2.82,FIN
335,335,335,Neil Schietekat,52,0.55,28.66,-7.18,27.17,RSA
336,337,337,Alvaro Quiros,42,0.55,23.09,-13.34,15.84,ESP
337,338,338,Julián Etulain,52,0.55,28.38,-16.35,22.99,ARG
338,339,339,Jonas Blixt,51,0.54,27.74,-19.77,13.41,SWE
339,340,340,Marc Warren,52,0.54,28.23,-25.47,8.23,SCO
340,341,341,Shawn Stefani,52,0.54,28.21,-17.55,18.37,USA
341,342,342,Ben Crane,52,0.54,28.13,-15.09,20.87,USA
342,343,343,Chris Thompson,40,0.54,21.48,-2.23,21.44,USA
343,344,344,Daniel Nisbet,40,0.54,21.48,-7.53,21.0,AUS
344,345,345,Kyung-Nam Kang,51,0.54,27.32,-23.44,8.72,KOR
345,346,346,Choi Min-Chel,40,0.53,21.35,-6.77,12.0,KOR
346,347,347,Rattanon Wannasrichan,52,0.53,27.46,-18.67,15.43,THA
347,348,348,Ashley Chesters,52,0.53,27.43,-12.11,17.39,ENG
348,349,349,Thanyakorn Khrongpha,52,0.53,27.35,-12.34,21.19,THA
349,350,350,Brandon Hagy,40,0.52,20.93,-18.56,9.87,USA
350,351,351,Kurt Kitayama,40,0.52,20.89,-4.14,22.48,USA
351,352,352,Andrew Dodt,52,0.52,27.14,-29.33,7.89,AUS
352,353,353,David Law,50,0.51,25.74,-2.2,25.1,SCO
353,354,354,Daijiro Izumida,40,0.51,20.44,-3.75,16.0,JPN
354,355,355,Morgan Hoffmann,40,0.51,20.36,-28.59,1.24,USA
355,356,356,Adam Svensson,49,0.51,24.88,-10.12,25.67,CAN
356,357,357,Adam Long,52,0.51,26.38,-7.65,22.62,USA
357,358,358,Justin Walters,52,0.51,26.34,-13.75,20.25,ENG
358,359,359,Daisuke Kataoka,52,0.5,26.22,-37.9,7.89,JPN
359,360,360,Retief Goosen,40,0.5,20.13,-14.96,16.28,RSA
360,361,361,Koumei Oda,51,0.5,25.63,-21.93,9.38,JPN
361,362,362,Jinho Choi,51,0.5,25.6,-20.79,10.53,KOR
