,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
121,121,121,Dominic Bozzelli,10,6.4
122,121,121,Sergio Garcia,5,6.4
123,121,121,Chesson Hadley,20,6.4
124,121,121,Brian Harman,16,6.4
125,121,121,Charles Howell III,18,6.4
126,121,121,Billy Hurley III,6,6.4
127,121,121,Zach Johnson,16,6.4
128,121,121,David Lipsky,1,6.4
129,121,121,Graeme McDowell,9,6.4
130,121,121,Chris Naegel,1,6.4
131,121,121,John Senden,2,6.4
132,121,121,Kevin Streelman,17,6.4
133,121,121,Jhonattan Vegas,13,6.4
134,121,121,Johnson Wagner,11,6.4
135,136,136,Blayne Barber,9,6.3
136,136,136,Zac Blair,8,6.3
137,136,136,Jorge Campillo,1,6.3
138,136,136,Wyndham Clark,1,6.3
139,136,136,Roberto Díaz,10,6.3
140,136,136,Ernie Els,5,6.3
141,136,136,Tyrrell Hatton,9,6.3
142,136,136,David Hearn,8,6.3
143,136,136,Sungjae Im,1,6.3
144,136,136,Sung Kang,10,6.3
145,136,136,Martin Kaymer,4,6.3
146,136,136,Nicholas Lindheim,9,6.3
147,136,136,Michael Lorenzo-Vera,1,6.3
148,136,136,Sean O'Hair,11,6.3
149,136,136,Rob Oppenheim,8,6.3
150,136,136,C.T. Pan,13,6.3
151,136,136,John Peterson,5,6.3
152,136,136,Chez Reavie,12,6.3
153,136,136,Adam Scott,13,6.3
154,136,136,Vijay Singh,4,6.3
155,136,136,Jordan Spieth,14,6.3
156,136,136,Scott Stallings,13,6.3
157,136,136,Nick Taylor,11,6.3
158,136,136,Peter Uihlein,11,6.3
159,136,136,Bubba Watson,16,6.3
160,136,136,Richy Werenski,8,6.3
161,162,162,Jay Don Blake,1,6.2
162,162,162,Keegan Bradley,15,6.2
163,162,162,Chad Campbell,11,6.2
164,162,162,Stewart Cink,15,6.2
165,162,162,Luke Donald,3,6.2
166,162,162,Zecheng Dou,3,6.2
167,162,162,Harris English,7,6.2
168,162,162,Ross Fisher,6,6.2
169,162,162,Cody Gribble,4,6.2
170,162,162,John Huh,16,6.2
171,162,162,Michael Kim,6,6.2
172,162,162,Chris Kirk,21,6.2
173,162,162,Kevin Kisner,12,6.2
174,162,162,Shane Lowry,9,6.2
175,162,162,Keith Mitchell,16,6.2
176,162,162,Wade Ormsby,2,6.2
177,162,162,Shawn Stefani,9,6.2
178,162,162,Brett Stegmaier,8,6.2
179,162,162,Kevin Tway,20,6.2
180,162,162,Ryan Yip,1,6.2
181,182,182,Daniel Berger,14,6.1
182,182,182,Dean Burmester,1,6.1
183,182,182,Kevin Chappell,13,6.1
184,182,182,Bryson DeChambeau,15,6.1
185,182,182,Robert Garrigus,11,6.1
186,182,182,Talor Gooch,10,6.1
187,182,182,Beau Hossler,21,6.1
188,182,182,Colt Knost,2,6.1
189,182,182,Hideki Matsuyama,10,6.1
190,182,182,Rory McIlroy,8,6.1
191,182,182,John Merrick,1,6.1
192,182,182,Francesco Molinari,12,6.1
193,182,182,Ryan Moore,13,6.1
194,182,182,Jon Rahm,13,6.1
195,182,182,Patrick Rodgers,12,6.1
196,182,182,J.J. Spaun,14,6.1
197,182,182,Steve Stricker,8,6.1
198,182,182,Brian Stuard,16,6.1
199,182,182,Nicholas Thompson,1,6.1
200,182,182,Ryuko Tokimatsu,1,6.1
201,182,182,Tyrone Van Aswegen,14,6.1
202,182,182,Steve Wheatcroft,8,6.1
203,182,182,Xinjun Zhang,8,6.1
204,205,205,Rafa Cabrera Bello,10,6.0
205,205,205,Ben Crane,7,6.0
206,205,205,Paul Dunne,3,6.0
207,205,205,Bob Estes,1,6.0
208,205,205,Derek Fathauer,10,6.0
209,205,205,Tony Finau,16,6.0
210,205,205,Martin Flores,13,6.0
211,205,205,Jim Furyk,7,6.0
212,205,205,Retief Goosen,5,6.0
213,205,205,James Hahn,13,6.0
214,205,205,Calum Hill,1,6.0
215,205,205,Grant Hirschman,1,6.0
216,205,205,Charley Hoffman,13,6.0
217,205,205,Billy Horschel,13,6.0
218,205,205,Andrew Landry,15,6.0
219,205,205,Tom Lovelady,12,6.0
220,205,205,Joost Luiten,1,6.0
221,205,205,Parker McLachlin,4,6.0
222,205,205,George McNeill,2,6.0
223,205,205,Trey Mullinax,11,6.0
224,205,205,Xander Schauffele,14,6.0
225,205,205,Shubhankar Sharma,3,6.0
226,205,205,Harold Varner III,15,6.0
227,205,205,Aaron Wise,13,6.0
228,229,229,Byeong Hun An,14,5.9
229,229,229,Jonas Blixt,6,5.9
230,229,229,Corey Conners,17,5.9
231,229,229,Andrew Dorn,1,5.9
232,229,229,Matthew Fitzpatrick,5,5.9
233,229,229,Brandon Harkins,17,5.9
234,229,229,Tom Hoge,13,5.9
235,229,229,Jason Kokrak,18,5.9
236,229,229,Anirban Lahiri,13,5.9
237,229,229,Marc Leishman,16,5.9
238,229,229,Curtis Luck,1,5.9
239,229,229,Ben Martin,11,5.9
240,229,229,Grayson Murray,13,5.9
241,229,229,Adrian Otaegui,1,5.9
242,229,229,Scott Piercy,13,5.9
243,229,229,Martin Piller,9,5.9
244,229,229,Doc Redman,3,5.9
245,229,229,Braden Thornberry,1,5.9
246,229,229,Matt Wallace,1,5.9
247,229,229,Nick Watney,17,5.9
248,249,249,Nick Hardy,2,5.8
249,249,249,Mackenzie Hughes,9,5.8
250,249,249,Matt Jones,7,5.8
251,249,249,Alex Kang,1,5.8
252,249,249,Steve Marino,3,5.8
253,249,249,Jesse Mueller,1,5.8
254,249,249,Henrik Norlander,1,5.8
255,249,249,Ryan Palmer,10,5.8
256,249,249,Rod Pampling,7,5.8
257,249,249,Hudson Swafford,9,5.8
258,249,249,Tom Whitney,1,5.8
259,260,260,Matt Atkins,5,5.7
260,260,260,Patrick Cantlay,15,5.7
261,260,260,Adam Hadwin,14,5.7
262,260,260,Morgan Hoffmann,1,5.7
263,260,260,Kodai Ichihara,1,5.7
264,260,260,Stephan Jaeger,9,5.7
265,260,260,Patton Kizzire,13,5.7
266,260,260,Nate Lashley,3,5.7
267,260,260,Spencer Levin,1,5.7
268,260,260,Dylan Meyer,4,5.7
269,260,260,Joaquin Niemann,9,5.7
270,260,260,Pat Perez,11,5.7
271,260,260,Kyle Stanley,13,5.7
272,260,260,Ethan Tracy,9,5.7
273,260,260,Dawie van der Walt,1,5.7
274,275,275,Sangmoon Bae,4,5.6
275,275,275,Alexander Björk,1,5.6
276,275,275,Scott Brown,13,5.6
277,275,275,Sam Burns,7,5.6
278,275,275,Brian Davis,4,5.6
279,275,275,Matt Every,7,5.6
280,275,275,Fabián Gómez,11,5.6
281,275,275,J.J. Henry,7,5.6
282,275,275,HaoTong Li,5,5.6
283,275,275,David Lingmerth,14,5.6
284,275,275,Alex Noren,6,5.6
285,275,275,Sam Saunders,12,5.6
286,275,275,Adam Schenk,9,5.6
287,288,288,Charlie Beljan,1,5.5
288,288,288,Bronson Burgoon,9,5.5
289,288,288,John Daly,1,5.5
290,288,288,Brandon Hagy,2,5.5
291,288,288,Russell Henley,11,5.5
292,293,293,Kris Blanks,1,5.4
293,293,293,Mickey DeMorat,1,5.4
294,293,293,Tommy Gainey,1,5.4
295,293,293,Brice Garnett,15,5.4
296,293,293,Lucas Glover,8,5.4
297,293,293,Paul Goydos,1,5.4
298,293,293,Hunter Mahan,9,5.4
299,293,293,John Oda,2,5.4
300,293,293,Sam Ryder,14,5.4
301,293,293,Ben Silverman,13,5.4
302,293,293,Michael Thompson,9,5.4
303,304,304,Eric Axley,2,5.3
304,304,304,Ángel Cabrera,1,5.3
305,304,304,Greg Chalmers,5,5.3
306,304,304,James Driscoll,1,5.3
307,304,304,Tyler Duncan,13,5.3
308,304,304,Lanto Griffin,10,5.3
309,304,304,Seungsu Han,2,5.3
310,304,304,Yuta Ikeda,2,5.3
311,304,304,Jim Knous,1,5.3
312,304,304,Chip McDaniel,1,5.3
313,304,304,Matt Parziale,1,5.3
314,304,304,Charl Schwartzel,7,5.3
315,304,304,Brandon Stone,3,5.3
316,304,304,Scott Strohmeyer,1,5.3
317,304,304,Kyle Thompson,1,5.3
318,319,319,D.A. Points,4,5.2
319,320,320,Arjun Atwal,1,5.1
320,320,320,A.J. McInerney,2,5.1
321,320,320,Roger Sloan,1,5.1
322,323,323,Olin Browne,1,5.0
323,323,323,Padraig Harrington,3,5.0
324,323,323,Ryan Hogue,1,5.0
325,323,323,Yusaku Miyazato,1,5.0
326,327,327,Taylor Moore,1,4.9
327,328,328,Will Cannon,1,4.8
328,328,328,Cameron Davis,1,4.8
329,328,328,Will Grimmer,1,4.8
330,328,328,Smylie Kaufman,3,4.8
331,328,328,Zach Wright,1,4.8
332,333,333,Chris Crisologo,1,4.7
333,333,333,Gavin Kyle Green,1,4.7
334,333,333,Satoshi Kodaira,5,4.7
335,333,333,Dicky Pride,1,4.7
336,337,337,Joshua Creel,1,4.6
337,337,337,Mark Wilson,2,4.6
338,339,339,Graham DeLaet,1,4.5
339,340,340,Grady Brame Jr.,1,4.3
340,341,341,Jaco Ahlers,1,3.7
341,342,342,Cooper Musselman,1,2.5
342,343,343,Dru Love,1,2.3
