,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
73,74,74,Ian Poulter,9,694223
74,75,75,Thorbjørn Olesen,4,687067
75,76,76,Branden Grace,9,682945
76,77,77,Sam Ryder,10,670727
77,78,78,Ryan Blaum,12,650307
78,79,79,Russell Henley,11,627662
79,80,80,Chad Campbell,12,618239
80,81,81,Russell Knox,11,594580
81,82,82,Chez Reavie,12,594429
82,83,83,Chesson Hadley,13,591437
83,84,84,Sung Kang,12,580982
84,85,85,Charley Hoffman,11,575130
85,86,86,Adam Hadwin,12,561706
86,87,87,Brian Harman,11,553737
87,88,88,Jason Dufner,9,536661
88,89,89,Kevin Chappell,10,520162
89,90,90,Alex Noren,8,516091
90,91,91,Kiradech Aphibarnrat,8,511018
91,92,92,Mackenzie Hughes,12,466844
92,93,93,Rory Sabbatini,11,466555
93,94,94,Jamie Lovemark,10,460846
94,95,95,Si Woo Kim,15,459559
95,96,96,Shane Lowry,9,450063
96,97,97,Patrick Rodgers,12,445691
97,98,98,Tyler Duncan,12,430775
98,99,99,J.T. Poston,11,427727
99,100,100,Sam Saunders,11,422847
100,101,101,Andrew Landry,12,413424
101,102,102,Nick Watney,12,413269
102,103,103,Matt Jones,11,412236
103,104,104,David Lingmerth,13,408870
104,105,105,Thomas Pieters,2,401856
105,106,106,Jhonattan Vegas,12,391036
106,107,107,Nick Taylor,13,367737
107,108,108,Ben Silverman,11,365546
108,109,109,Patton Kizzire,13,363163
109,110,110,Jim Furyk,8,362822
110,111,111,Steve Stricker,7,361447
111,112,112,Ben Crane,9,356684
112,113,113,Pat Perez,11,354300
113,114,114,Eddie Pepperell,2,348317
114,115,115,Tom Lovelady,11,344018
115,116,116,William McGirt,12,338366
116,117,117,Matthew Fitzpatrick,6,337315
117,118,118,David Hearn,10,335199
118,119,119,Corey Conners,11,334038
119,120,120,Seamus Power,12,331553
120,121,121,Scott Stallings,13,331316
121,122,122,John Oda,3,326875
122,123,123,Robert Streb,13,323865
123,124,124,"Ted Potter, Jr.",12,323329
124,125,125,Scott Brown,13,322099
125,126,126,Kevin Streelman,11,316640
126,127,127,Ollie Schniederjans,13,315187
127,128,128,Robert Garrigus,12,308004
128,129,129,Tom Hoge,12,303423
129,130,130,Alex Cejka,10,302160
130,131,131,Vaughn Taylor,11,298609
131,132,132,Trey Mullinax,12,294119
132,133,133,Fabián Gómez,10,294107
133,134,134,Derek Fathauer,11,291989
134,135,135,Brandon Harkins,12,290699
135,136,136,Johnson Wagner,9,279455
136,137,137,D.A. Points,8,278000
137,138,138,Dylan Meyer,7,275109
138,139,139,Cameron Percy,9,274536
139,140,140,Brian Stuard,14,272451
140,141,141,HaoTong Li,5,271060
141,142,142,Steve Wheatcroft,9,268282
142,143,143,Brandon Stone,3,267939
143,144,144,John Huh,12,260480
144,145,145,Julian Suri,4,259657
145,146,146,Chris Stroud,10,257441
146,147,147,Ethan Tracy,10,253666
147,148,148,Hudson Swafford,7,239242
148,149,149,Luke List,11,233142
149,150,150,Wesley Bryan,10,232835
150,151,151,Bill Haas,13,232600
151,152,152,Michael Thompson,10,229700
152,153,153,Denny McCarthy,8,219275
153,154,154,Ross Fisher,5,215457
154,155,155,Stephan Jaeger,9,214141
155,156,156,Peter Malnati,10,213457
156,157,157,Blayne Barber,10,208044
157,158,158,Retief Goosen,6,207470
158,159,159,Andres Romero,4,206764
159,160,160,J.J. Henry,12,204563
160,161,161,Martin Laird,10,201090
161,162,162,Brett Stegmaier,8,200314
162,163,163,Zac Blair,9,198655
163,164,164,Tim Herron,8,193715
164,165,165,Aaron Baddeley,11,193643
165,166,166,Shawn Stefani,10,189273
166,167,167,Satoshi Kodaira,12,189012
167,168,168,Chase Seiffert,2,189000
168,169,169,Hunter Mahan,8,184857
169,170,170,Harris English,13,184560
170,171,171,Lanto Griffin,11,173314
171,172,172,Cody Gribble,10,173002
172,173,173,John Peterson,4,172467
173,174,174,Tyrone Van Aswegen,12,168908
174,175,175,Parker McLachlin,8,167979
175,176,176,Stuart Appleby,7,160504
176,177,177,Ryan Fox,3,160403
177,178,178,Scott Piercy,12,152119
178,179,179,Brendan Steele,10,145693
179,180,180,Conrad Shindler,10,145018
180,181,181,Ricky Barnes,9,140809
181,182,182,Shubhankar Sharma,6,138357
182,183,183,Sergio Garcia,8,133650
183,184,184,Martin Flores,12,131055
184,185,185,James Hahn,12,126737
185,186,186,Dominic Bozzelli,9,122671
186,187,187,Martin Piller,12,120020
187,188,188,Doug Ghim,6,116527
188,189,189,Nicholas Lindheim,11,116240
189,190,190,Matt Wallace,3,113125
190,191,191,Graeme McDowell,6,110219
191,192,192,Jonathan Byrd,10,110013
192,193,193,Erik van Rooyen,1,109714
193,194,194,John Merrick,7,99886
194,195,195,Adam Schenk,11,97371
195,196,196,Grayson Murray,7,95903
196,197,197,Billy Hurley III,10,86856
197,T198,T198,Bernhard Langer,1,84000
198,T198,T198,Danny Willett,4,84000
199,200,200,Talor Gooch,10,83230
200,201,201,Matthieu Pavon,1,79200
201,202,202,D.J. Trahan,5,79115
202,203,203,Paul Dunne,3,72750
203,204,204,Sean O'Hair,8,72002
204,205,205,Nate Lashley,2,69531
205,206,206,Chris Wood,2,67143
206,T207,T207,Wade Ormsby,1,66250
207,T207,T207,Ryuko Tokimatsu,3,66250
208,209,209,Jonathan Randolph,10,65973
209,210,210,Steve Marino,3,64154
210,211,211,Yuta Ikeda,3,63993
211,212,212,Roberto Díaz,10,63683
212,213,213,Dylan Frittelli,3,63500
213,214,214,Alexander Björk,3,59250
214,215,215,Sam Burns,3,58870
215,216,216,Jonas Blixt,9,57388
216,217,217,John Senden,5,57320
217,218,218,Ryan Yip,1,55889
218,219,219,Xinjun Zhang,11,55720
219,220,220,Nick Hardy,3,54120
220,221,221,Vijay Singh,3,52838
221,222,222,Rod Pampling,9,50614
222,223,223,Yusaku Miyazato,3,48622
223,224,224,Ken Duke,9,48554
224,225,225,Rob Oppenheim,10,48064
225,226,226,Kodai Ichihara,2,47000
226,227,227,Jaco Ahlers,1,46500
227,228,228,Maverick McNealy,2,44995
228,229,229,Jason Bohn,4,43620
229,230,230,Lucas Glover,3,42095
230,T231,T231,Cameron Davis,2,41375
231,T231,T231,Masahiro Kawamura,1,41375
232,233,233,Matt Atkins,9,39848
233,234,234,Geoff Ogilvy,6,39116
234,235,235,Heath Slocum,2,37814
235,236,236,George Cunningham,1,37743
236,237,237,Doc Redman,3,36841
237,238,238,Padraig Harrington,7,36588
238,239,239,Ben Martin,5,36068
239,T240,T240,Sungjae Im,2,33281
240,T240,T240,Martin Kaymer,4,33281
241,T240,T240,Ben Kern,1,33281
242,243,243,Sangmoon Bae,4,32069
243,T244,T244,Sean Crocker,1,31000
244,T244,T244,Tom Lewis,2,31000
245,246,246,Dicky Pride,7,28954
246,247,247,Brian Davis,7,28707
247,248,248,Tim Wilkinson,2,27952
248,249,249,Lucas Herbert,2,27161
249,250,250,Mark Wilson,5,27138
250,251,251,Roger Sloan,1,26040
251,T252,T252,Dean Burmester,1,25426
252,T252,T252,Mickey DeMorat,2,25426
253,T252,T252,Chris Naegel,1,25426
254,T255,T255,Gavin Kyle Green,1,25317
255,T255,T255,Marcus Kinhult,1,25317
256,T255,T255,Shaun Norris,1,25317
257,T255,T255,Brett Rumford,1,25317
258,T255,T255,Lee Westwood,1,25317
259,260,260,Scottie Scheffler,2,25080
260,261,261,George McNeill,7,25006
261,262,262,Kyle Thompson,9,24878
262,263,263,Seungsu Han,1,24833
263,264,264,Calum Hill,1,24692
264,265,265,Andrew Johnston,1,24448
265,T266,T266,Rhys Enoch,1,24250
266,T266,T266,Zander Lombard,1,24250
267,T266,T266,Matthew Southgate,2,24250
268,269,269,Cameron Wilson,1,23959
269,270,270,Eric Axley,3,23184
270,271,271,John VanDerLaan,1,21700
271,T272,T272,Michael Lorenzo-Vera,1,20100
272,T272,T272,Adrian Otaegui,1,20100
273,274,274,Andrew Dorn,1,19046
274,275,275,Kris Blanks,5,18998
275,276,276,Sebastián Muñoz,2,17675
276,277,277,Brendon de Jonge,8,16872
277,278,278,T.J. Vogel,4,15862
278,279,279,Sulman Raza,2,15300
279,280,280,James Driscoll,2,14910
280,281,281,Zecheng Dou,9,14784
281,282,282,Zach Wright,1,14632
282,283,283,Robert Allenby,6,14630
283,T284,T284,Grant Hirschman,1,14190
284,T284,T284,A.J. McInerney,2,14190
285,T286,T286,Josh Teater,1,14000
286,T286,T286,Cameron Tringale,9,14000
287,288,288,Casey Wittenberg,1,13464
288,289,289,Matt Every,10,13454
289,290,290,Arjun Atwal,4,12006
290,291,291,Tommy Gainey,7,11658
291,T292,T292,Davis Love III,4,10878
292,T292,T292,Charlie Wi,3,10878
293,294,294,Sean McCarty,2,10730
294,295,295,Chris Wilson,1,8733
295,296,296,Daniel Summerhays,10,8143
296,T297,T297,Will Cannon,1,7840
297,T297,T297,Cooper Musselman,1,7840
298,299,299,Charlie Beljan,5,7820
299,T300,T300,Jay Don Blake,1,7595
300,T300,T300,Michael Bradley,1,7595
301,T300,T300,Chip McDaniel,1,7595
302,T303,T303,Olin Browne,1,7385
303,T303,T303,John Rollins,5,7385
304,T305,T305,Cameron Beckman,5,7174
305,T305,T305,Grant Booth,1,7174
306,T307,T307,Jonathan Kaye,2,7004
307,T307,T307,Omar Uresti,7,7004
308,T309,T309,Neal Lancaster,1,6930
309,T309,T309,Shaun Micheel,2,6930
