,FedExCup_Points_per_Event_Leaders_RANK THIS WEEK,FedExCup_Points_per_Event_Leaders_RANK LAST WEEK,FedExCup_Points_per_Event_Leaders_PLAYER NAME,FedExCup_Points_per_Event_Leaders_EVENTS,FedExCup_Points_per_Event_Leaders_POINTS PER EVENT,FedExCup_Points_per_Event_Leaders_TOTAL POINTS
33,34,34,Rafa Cabrera Bello,17,46.144,784.443
34,35,35,Gary Woodland,23,45.406000000000006,1044.333
35,36,36,Louis Oosthuizen,14,44.278,619.8919999999999
36,37,37,Kevin Kisner,22,44.125,970.755
37,38,38,Byeong Hun An,21,43.494,913.3739999999999
38,39,39,Aaron Wise,25,43.43,1085.748
39,40,40,Tyrrell Hatton,13,42.278,549.617
40,41,41,Billy Horschel,23,41.721000000000004,959.5830000000001
41,42,42,Chesson Hadley,27,41.56100000000001,1122.141
42,43,43,Luke List,26,41.537,1079.9589999999998
43,44,44,Andrew Putnam,25,41.06,1026.493
44,45,45,Cameron Smith,20,41.056999999999995,821.145
45,46,46,Emiliano Grillo,22,40.936,900.587
46,47,47,Chez Reavie,25,40.802,1020.0419999999999
47,48,48,Austin Cook,26,40.784,1060.375
48,49,49,Ryan Moore,20,39.739000000000004,794.7719999999999
49,50,50,Beau Hossler,25,38.273,956.827
50,51,51,Zach Johnson,22,38.141,839.097
51,52,52,Keegan Bradley,23,37.924,872.257
52,53,53,Satoshi Kodaira,16,37.496,599.937
53,54,54,Graham DeLaet,3,36.992,110.975
54,55,55,Branden Grace,16,36.854,589.656
55,56,56,Hideki Matsuyama,17,35.722,607.268
56,57,57,Charles Howell III,25,35.399,884.975
57,58,58,J.J. Spaun,24,35.395,849.475
58,59,59,Scott Piercy,23,34.849000000000004,801.535
59,60,60,Ryan Armour,29,34.676,1005.613
60,61,61,Adam Scott,18,34.63,623.331
61,62,62,Jimmy Walker,21,34.225,718.7239999999999
62,63,63,Stewart Cink,23,32.968,758.257
63,64,64,Brian Gay,27,32.607,880.3889999999999
64,65,65,Si Woo Kim,28,31.877,892.559
65,66,66,Matt Kuchar,22,30.872,679.178
66,67,67,"Ted Potter, Jr.",25,29.744,743.5880000000001
67,68,68,J.B. Holmes,22,29.08,639.753
68,69,69,Chris Kirk,26,29.07,755.807
69,70,70,Adam Hadwin,22,29.003,638.055
70,71,71,Bernhard Langer,2,28.475,56.95
71,72,72,Kevin Chappell,21,28.424,596.895
72,73,73,Jason Dufner,20,27.826,556.5219999999999
73,74,74,Charl Schwartzel,19,27.781999999999996,527.862
74,75,75,Whee Kim,28,27.276999999999997,763.742
75,76,76,Russell Henley,21,27.095,569.003
76,77,77,Michael Kim,25,26.991999999999997,674.805
77,78,78,Daniel Berger,21,26.927,565.4590000000001
78,79,79,Jason Kokrak,26,26.92,699.9119999999999
79,80,80,Kevin Streelman,25,26.916999999999998,672.921
80,81,81,Ryan Palmer,19,26.326,500.19
81,82,82,Joel Dahmen,26,25.980999999999998,675.515
82,83,83,Peter Uihlein,23,25.801,593.434
83,84,84,C.T. Pan,27,25.679000000000002,693.322
84,85,85,Keith Mitchell,26,25.358,659.316
85,86,86,Anirban Lahiri,22,25.206,554.524
86,87,87,James Hahn,24,24.836,596.055
87,88,88,Troy Merritt,25,24.649,616.2180000000001
88,89,89,Sergio Garcia,15,24.107,361.61
89,90,90,Jamie Lovemark,24,23.999000000000002,575.982
90,91,91,Bud Cauley,17,23.802,404.639
91,92,92,Thomas Pieters,11,23.605999999999998,259.664
92,93,93,Brice Garnett,27,23.486,634.117
93,94,94,Russell Knox,25,23.388,584.701
94,95,95,Trey Mullinax,23,22.968000000000004,528.261
95,96,96,Ollie Schniederjans,25,22.935,573.378
96,97,97,Steve Stricker,12,22.8,273.596
97,98,98,Charley Hoffman,23,22.381,514.752
98,99,99,Alex Cejka,23,21.824,501.958
99,100,100,Abraham Ancer,27,21.81,588.8580000000001
100,101,101,Kelly Kraft,29,21.62,626.992
101,102,102,J.T. Poston,21,21.326999999999998,447.86699999999996
102,103,103,Martin Laird,21,21.078000000000003,442.62800000000004
103,104,104,Grayson Murray,21,20.865,438.17
104,105,105,Tom Hoge,29,20.479,593.901
105,106,106,Nick Watney,24,20.467,491.212
106,107,107,Bronson Burgoon,22,20.255,445.60400000000004
107,108,108,Rory Sabbatini,26,20.058,521.496
108,109,109,Kevin Tway,29,19.909000000000002,577.355
109,110,110,Sean O'Hair,21,19.854,416.926
110,111,111,Jim Furyk,15,19.369,290.53
111,112,112,Vaughn Taylor,24,18.543,445.03
112,113,113,Seung-Yul Noh,1,18.5,18.5
113,114,114,Harold Varner III,26,18.218,473.661
114,115,115,Brandon Harkins,29,18.217,528.293
115,116,116,Patrick Rodgers,30,18.049,541.476
116,117,117,Lucas Glover,18,18.017,324.307
117,118,118,Jerry Kelly,3,18.0,54.0
118,119,119,William McGirt,25,17.949,448.73199999999997
119,120,120,Sam Ryder,25,17.676,441.901
120,121,121,Fred Couples,1,17.567,17.567
121,122,122,Andres Romero,6,17.29,103.738
122,123,123,Danny Lee,28,17.166,480.63800000000003
123,124,124,Sung Kang,28,17.15,480.191
124,125,125,John Huh,28,17.125,479.5
125,126,126,Sam Saunders,25,16.819000000000003,420.466
126,127,127,Scott Stallings,28,16.792,470.17699999999996
127,128,128,Johnson Wagner,21,16.079,337.658
128,129,129,Ryan Blaum,27,16.052,433.39099999999996
129,130,130,Richy Werenski,31,16.05,497.565
130,131,131,Jhonattan Vegas,25,15.777000000000001,394.42199999999997
131,132,132,Shane Lowry,19,15.594000000000001,296.295
132,133,133,Tyler Duncan,30,15.219000000000001,456.57800000000003
133,134,134,David Hearn,21,15.017999999999999,315.378
134,135,135,Michael Thompson,19,14.762,280.48400000000004
135,136,136,Nick Taylor,29,14.499,420.48400000000004
136,137,137,Brian Stuard,30,14.022,420.665
137,138,138,Seamus Power,27,13.98,377.458
138,139,139,Graeme McDowell,20,13.694,273.887
139,140,140,Scott Brown,31,13.62,422.228
140,141,141,Ben Martin,20,13.307,266.13599999999997
141,142,142,Martin Piller,28,13.263,371.371
142,143,143,Robert Garrigus,27,13.07,352.889
143,144,144,Retief Goosen,20,13.042,260.842
144,145,145,Brandon Hagy,3,13.007,39.02
145,146,146,Chad Campbell,28,12.889000000000001,360.903
146,147,147,Harris English,30,12.782,383.467
147,148,148,Ben Crane,21,12.732000000000001,267.372
148,149,149,Aaron Baddeley,27,12.661,341.86
149,150,150,Corey Conners,28,12.622,353.42699999999996
150,151,151,Denny McCarthy,22,12.138,267.043
151,152,152,Cameron Percy,16,11.954,191.262
152,153,153,Tom Lovelady,28,11.84,331.50800000000004
153,154,154,Tyrone Van Aswegen,31,11.732000000000001,363.684
154,155,155,Ben Silverman,28,11.546,323.279
155,156,156,Matt Jones,23,11.474,263.892
156,157,157,Talor Gooch,27,11.407,307.998
157,158,158,Derek Fathauer,28,11.300999999999998,316.436
158,159,159,Hunter Mahan,21,11.163,234.42700000000002
159,160,160,Hudson Swafford,22,11.159,245.487
160,161,161,Shawn Stefani,25,10.724,268.106
161,162,162,David Lingmerth,26,10.554,274.39799999999997
162,163,163,Bill Haas,25,10.482999999999999,262.065
163,164,164,Nicholas Lindheim,26,10.446,271.60200000000003
164,165,165,Nate Lashley,17,9.865,167.71099999999998
165,166,166,Wesley Bryan,23,9.53,219.187
166,167,167,Dominic Bozzelli,20,9.513,190.253
167,168,168,Chris Stroud,27,9.455,255.287
168,169,169,Blayne Barber,22,9.179,201.93900000000002
169,170,170,Ross Fisher,13,9.142000000000001,118.848
170,171,171,Morgan Hoffmann,9,8.988,80.888
171,172,172,Zac Blair,20,8.804,176.08900000000003
172,173,173,Adam Schenk,28,8.55,239.387
173,174,174,J.J. Henry,28,8.542,239.176
174,175,175,Parker McLachlin,11,8.401,92.406
175,176,176,Stephan Jaeger,26,8.113999999999999,210.959
176,177,177,Mackenzie Hughes,28,8.113,227.155
177,178,178,Peter Malnati,28,8.064,225.792
178,179,179,Fabián Gómez,28,7.906000000000001,221.37099999999998
179,180,180,K.J. Choi,14,7.849,109.88799999999999
180,181,181,Ricky Barnes,22,7.441,163.709
181,182,182,Martin Flores,29,7.41,214.88
182,183,183,Jonas Blixt,23,7.279,167.41400000000002
183,184,184,Tim Herron,12,7.23,86.757
184,185,185,John Merrick,11,7.223,79.454
185,186,186,Brett Stegmaier,21,7.112,149.359
186,187,187,Stuart Appleby,12,7.005,84.05799999999999
187,188,188,Xinjun Zhang,28,6.9670000000000005,195.077
188,189,189,Steve Wheatcroft,20,6.891,137.826
189,190,190,Ethan Tracy,23,6.817,156.79
190,191,191,Lanto Griffin,26,6.7170000000000005,174.65400000000002
191,192,192,Jonathan Randolph,25,6.643,166.082
192,193,193,Greg Chalmers,20,6.638,132.751
193,194,194,D.A. Points,25,6.492999999999999,162.322
194,195,195,Camilo Villegas,14,6.412999999999999,89.775
195,196,196,Jonathan Byrd,24,6.1160000000000005,146.778
196,197,197,Steve Marino,6,5.9239999999999995,35.545
197,198,198,D.J. Trahan,8,5.736000000000001,45.888999999999996
198,199,199,Rob Oppenheim,26,5.707999999999999,148.42
199,200,200,Cody Gribble,25,5.64,141.004
200,201,201,Robert Streb,29,5.343,154.938
201,202,202,Eric Axley,7,4.757,33.301
202,203,203,Heath Slocum,5,4.71,23.551
203,204,204,Daniel Summerhays,19,4.666,88.655
204,205,205,Luke Donald,9,4.619,41.567
205,206,206,Conrad Shindler,20,4.575,91.50299999999999
206,207,207,Roberto Díaz,25,4.291,107.274
207,208,208,George McNeill,10,4.2010000000000005,42.011
208,209,209,Sangmoon Bae,17,4.147,70.5
209,210,210,Troy Matteson,7,3.965,27.752
210,211,211,Martin Kaymer,11,3.7939999999999996,41.735
211,212,212,Matt Every,30,3.766,112.98
212,213,213,Derek Ernst,3,3.733,11.2
213,214,214,Davis Love III,12,3.719,44.631
214,215,215,John Senden,7,3.536,24.75
215,216,216,Brendon de Jonge,14,3.531,49.427
216,217,217,Cameron Tringale,26,3.3739999999999997,87.714
217,218,218,Smylie Kaufman,22,3.35,73.7
218,219,219,Rod Pampling,20,3.2110000000000003,64.22
219,220,220,Paul Goydos,1,3.1,3.1
220,221,221,Ernie Els,15,3.052,45.783
221,222,222,Jason Bohn,9,3.048,27.43
222,T223,T223,Jay Don Blake,1,2.925,2.925
223,T223,T223,Michael Bradley,1,2.925,2.925
224,225,225,Billy Hurley III,27,2.715,73.30199999999999
225,226,226,Dicky Pride,11,2.71,29.805
226,227,227,Geoff Ogilvy,18,2.656,47.81100000000001
227,228,228,Andrew Johnston,2,2.6069999999999998,5.212999999999999
228,229,229,Tommy Gainey,10,2.5810000000000004,25.811
229,230,230,Olin Browne,1,2.551,2.551
230,231,231,Vijay Singh,10,2.354,23.543000000000003
231,232,232,Ángel Cabrera,5,2.24,11.2
232,233,233,Ken Duke,15,2.21,33.152
233,234,234,Matt Atkins,21,2.095,43.995
234,235,235,Padraig Harrington,16,1.8259999999999998,29.221
235,236,236,Neal Lancaster,1,1.804,1.804
236,237,237,Brian Davis,12,1.649,19.788
237,238,238,Jim Herman,9,1.4380000000000002,12.943
238,239,239,Colt Knost,10,1.335,13.35
239,240,240,Charlie Wi,6,1.099,6.595
240,241,241,Daniel Chopra,6,1.037,6.222
241,242,242,Kris Blanks,6,1.012,6.074
242,243,243,Zecheng Dou,23,0.902,20.743000000000002
243,244,244,Bob Estes,8,0.866,6.93
244,245,245,Mark Wilson,11,0.8370000000000001,9.202
245,246,246,Jonathan Kaye,3,0.747,2.24
246,247,247,Andrew Yun,22,0.74,16.269000000000002
247,248,248,Charlie Beljan,9,0.733,6.595
248,249,249,John Daly,7,0.7290000000000001,5.102
249,250,250,Trevor Immelman,2,0.685,1.369
250,251,251,Cameron Beckman,6,0.653,3.92
251,252,252,Arjun Atwal,6,0.617,3.7
252,253,253,Chris Couch,5,0.612,3.06
253,254,254,Rick Lamb,10,0.586,5.86
254,255,255,Omar Uresti,10,0.5660000000000001,5.662000000000001
255,T256,T256,Robert Allenby,8,0.46,3.682
256,T256,T256,John Rollins,9,0.46,4.138
257,258,258,Shaun Micheel,4,0.451,1.804
258,259,259,Kyle Thompson,22,0.43799999999999994,9.628
259,260,260,Mike Weir,6,0.27,1.618
