,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
163,164,164,Matt Gogel,86,55.97,300,536
164,165,165,Doug Dunakey,83,55.94,278,497
165,166,166,Bobby Cochran,78,55.83,292,523
166,167,167,Eric Booker,87,55.73,321,576
167,168,168,Billy Mayfair,93,55.58,284,511
168,T169,T169,Trevor Dodds,86,55.39,303,547
169,T169,T169,Brian Henninger,93,55.39,303,547
170,171,171,Gary Nicklaus,84,55.32,286,517
171,172,172,Steve Stricker,63,55.06,223,405
172,173,173,Duffy Waldorf,80,54.96,227,413
173,174,174,Steve Elkington,59,54.93,167,304
174,175,175,Jason Buha,82,54.85,277,505
175,176,176,Mathew Goggin,91,54.67,275,503
176,177,177,Dicky Pride,98,54.59,339,621
177,178,178,Bradley Hughes,93,54.55,288,528
178,179,179,Charles Raulerson,98,54.27,362,667
179,180,180,John Rollins,72,54.19,252,465
180,181,181,Casey Martin,90,54.14,281,519
181,182,182,Mike Hulbert,82,54.04,308,570
182,183,183,Aaron Bengoechea,75,53.94,267,495
183,184,184,Joey Sindelar,88,53.78,263,489
184,185,185,Perry Moss,53,53.57,165,308
185,186,186,Craig Stadler,70,53.55,219,409
186,T187,T187,Rich Beem,84,53.12,264,497
187,T187,T187,Bob Burns,91,53.12,298,561
188,189,189,Brandt Jobe,91,53.0,274,517
189,190,190,Kelly Gibson,84,52.54,238,453
190,191,191,Tom Purtzer,58,52.47,170,324
191,192,192,John Daly,71,52.23,246,471
192,193,193,Nolan Henke,79,51.92,270,520
193,194,194,Barry Cheesman,96,51.54,302,586
194,195,195,Craig Bowden,54,51.45,195,379
