,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
68,T67,T67,Mario Tiziani,67,16.41,192,1170
69,70,70,Kirk Triplett,55,16.45,154,936
70,71,71,Omar Uresti,84,16.47,249,1512
71,72,72,Carlos Franco,78,16.52,226,1368
72,73,73,Mathias Grönberg,60,16.57,173,1044
73,T74,T74,Matt Kuchar,60,16.67,180,1080
74,T74,T74,Greg Owen,84,16.67,240,1440
75,T74,T74,Tim Petrovic,97,16.67,279,1674
76,77,77,Ben Crane,78,16.74,223,1332
77,78,78,Neal Lancaster,95,16.78,287,1710
78,79,79,Pat Perez,89,16.79,269,1602
79,80,80,Brendan Jones,81,16.81,239,1422
80,81,81,Sean O'Hair,103,16.84,300,1782
81,82,82,Rocco Mediate,73,16.97,223,1314
82,T83,T83,Scott Gutschewski,86,17.01,251,1476
83,T83,T83,Jesper Parnevik,84,17.01,251,1476
84,85,85,Robert Allenby,95,17.04,273,1602
85,86,86,Tim Clark,92,17.05,267,1566
86,87,87,J.L. Lewis,98,17.06,301,1764
87,88,88,Adam Scott,72,17.08,209,1224
88,89,89,Tom Lehman,69,17.16,207,1206
89,90,90,Vaughn Taylor,99,17.17,306,1782
90,91,91,Brian Davis,75,17.19,232,1350
91,92,92,Roland Thatcher,75,17.2,226,1314
92,93,93,Bernhard Langer,67,17.25,208,1206
93,94,94,Jonathan Kaye,77,17.27,230,1332
94,95,95,K.J. Choi,78,17.28,227,1314
95,96,96,Brandt Jobe,96,17.33,287,1656
96,97,97,James Driscoll,73,17.37,222,1278
97,98,98,Gavin Coles,70,17.38,219,1260
98,99,99,Joey Snyder III,102,17.4,307,1764
99,100,100,D.A. Points,94,17.41,282,1620
100,101,101,Brad Faxon,75,17.45,223,1278
101,102,102,Tom Byrum,83,17.47,261,1494
102,T103,T103,Stephen Ames,82,17.51,249,1422
103,T103,T103,Kevin Na,88,17.51,271,1548
104,105,105,Mark Calcavecchia,92,17.53,284,1620
105,106,106,Aaron Baddeley,84,17.55,259,1476
106,107,107,Brett Wetterich,76,17.57,234,1332
107,108,108,Hunter Haas,83,17.58,250,1422
108,109,109,Arjun Atwal,65,17.61,206,1170
109,110,110,Matt Gogel,78,17.62,241,1368
110,111,111,Glen Hnatiuk,59,17.68,175,990
111,112,112,Robert Gamez,91,17.7,290,1638
112,113,113,Robert Damron,89,17.73,284,1602
113,114,114,Billy Andrade,83,17.74,265,1494
114,T115,T115,Kent Jones,99,17.75,310,1746
115,T115,T115,Duffy Waldorf,86,17.75,262,1476
116,T117,T117,Mark O'Meara,66,17.76,211,1188
117,T117,T117,Tjaart van der Walt,56,17.76,179,1008
118,119,119,Jonathan Byrd,103,17.79,317,1782
119,120,120,Todd Fischer,99,17.81,311,1746
120,T121,T121,Steve Lowery,100,17.82,308,1728
121,T121,T121,D.J. Trahan,81,17.82,247,1386
122,T123,T123,Rod Pampling,89,17.86,270,1512
123,T123,T123,Charlie Wi,67,17.86,209,1170
124,T125,T125,Fred Couples,72,17.89,219,1224
125,T125,T125,Tag Ridings,93,17.89,293,1638
126,127,127,J.P. Hayes,63,17.9,203,1134
127,128,128,Ryan Palmer,101,17.93,313,1746
128,129,129,Glen Day,80,17.95,252,1404
129,130,130,Freddie Jacobson,72,18.0,230,1278
130,131,131,Lee Janzen,75,18.04,237,1314
131,T132,T132,Woody Austin,100,18.06,325,1800
132,T132,T132,Cameron Beckman,96,18.06,299,1656
133,134,134,Brent Geiberger,61,18.08,192,1062
134,135,135,Craig Barlow,81,18.11,251,1386
135,136,136,John Huston,90,18.15,281,1548
136,137,137,John Rollins,97,18.19,311,1710
137,138,138,Hunter Mahan,103,18.21,331,1818
138,139,139,Tom Gillis,77,18.22,246,1350
139,140,140,Jeff Maggert,79,18.24,243,1332
140,141,141,Bill Glasson,54,18.27,171,936
141,142,142,Joe Ogilvie,103,18.29,326,1782
142,143,143,David Hearn,68,18.3,224,1224
143,144,144,Alex Cejka,84,18.31,267,1458
144,145,145,Patrick Sheehan,114,18.33,363,1980
145,146,146,Jeff Hart,63,18.4,202,1098
146,147,147,Bob Heintz,67,18.41,222,1206
147,T148,T148,José Coceres,56,18.42,179,972
148,T148,T148,Will MacKenzie,75,18.42,242,1314
149,T148,T148,Kevin Stadler,96,18.42,305,1656
150,T151,T151,Frank Lickliter II,100,18.46,319,1728
151,T151,T151,Chris Smith,93,18.46,309,1674
152,153,153,Paul Gow,78,18.47,246,1332
153,T154,T154,Skip Kendall,80,18.52,260,1404
154,T154,T154,Franklin Langham,91,18.52,290,1566
155,T154,T154,Peter Lonard,85,18.52,280,1512
156,157,157,Larry Mize,54,18.56,167,900
157,158,158,Shaun Micheel,81,18.57,264,1422
158,159,159,Brian Bateman,98,18.62,315,1692
159,160,160,Charles Warren,89,18.65,292,1566
160,161,161,Michael Allen,90,18.7,303,1620
161,162,162,Paul Claxton,79,18.71,266,1422
162,163,163,Mike Weir,71,18.77,223,1188
163,164,164,Mark Brooks,72,18.9,245,1296
164,165,165,Ted Purdy,122,18.94,416,2196
165,166,166,Justin Bolli,65,18.96,215,1134
166,167,167,Scott McCarron,78,18.99,253,1332
167,168,168,Brenden Pappas,51,19.06,175,918
168,169,169,Todd Hamilton,94,19.11,313,1638
169,170,170,Danny Briggs,70,19.12,234,1224
170,171,171,John Cook,72,19.13,241,1260
171,T172,T172,Paul Azinger,66,19.28,229,1188
172,T172,T172,Jay Haas,54,19.28,177,918
173,174,174,Michael Long,72,19.29,243,1260
174,175,175,Bradley Hughes,52,19.34,181,936
175,176,176,Rory Sabbatini,81,19.52,274,1404
176,177,177,Jim Carter,62,19.54,211,1080
177,178,178,Andrew Magee,82,19.66,276,1404
178,179,179,Steve Allan,102,19.67,347,1764
179,180,180,Padraig Harrington,50,19.79,171,864
180,181,181,Chris Anderson,66,19.8,221,1116
181,182,182,Steve Jones,56,19.96,194,972
182,183,183,Chris Riley,67,19.97,230,1152
183,T184,T184,Ben Curtis,65,20.0,234,1170
184,T184,T184,Steve Flesch,90,20.0,306,1530
185,186,186,Lee Westwood,50,20.02,173,864
186,187,187,Ian Poulter,62,20.34,205,1008
187,188,188,Hank Kuehne,84,20.42,294,1440
188,189,189,John Daly,78,20.47,280,1368
189,190,190,Rob Rashell,65,20.68,242,1170
190,191,191,Dennis Paulson,63,20.72,235,1134
191,192,192,Rich Beem,66,20.79,232,1116
192,193,193,Mark Hensby,70,20.83,255,1224
193,194,194,Len Mattiace,86,21.03,318,1512
194,195,195,Hideto Tanihara,50,21.18,183,864
195,196,196,Matt Davidson,53,21.59,206,954
196,197,197,D.J. Brigman,76,21.6,280,1296
197,T198,T198,Jason Allred,75,22.07,290,1314
198,T198,T198,Scott Hend,75,22.07,290,1314
199,200,200,John Elliott,58,22.72,229,1008
200,201,201,Craig Perks,67,22.82,267,1170
201,202,202,Thomas Levet,54,23.17,221,954
