,Birdie_or_Better_Percentage_-_Left_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Left_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Left_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Left_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Left_Rough_%,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL HOLES
44,45,45,Kevin Sutherland,89,17.78,24,135
45,46,46,Ryan Palmer,101,17.65,24,136
46,47,47,Hunter Mahan,103,17.47,29,166
47,48,48,J.P. Hayes,63,17.44,15,86
48,49,49,Ted Purdy,122,17.33,26,150
49,50,50,Justin Rose,99,17.06,29,170
50,51,51,Loren Roberts,54,16.98,9,53
51,52,52,John Rollins,97,16.91,23,136
52,53,53,Omar Uresti,84,16.87,14,83
53,54,54,Craig Barlow,81,16.85,15,89
54,55,55,Davis Love III,80,16.81,19,113
55,T56,T56,Marco Dawson,82,16.8,21,125
56,T56,T56,Len Mattiace,86,16.8,21,125
57,T58,T58,Steve Allan,102,16.67,24,144
58,T58,T58,James Driscoll,73,16.67,21,126
59,T58,T58,Rocco Mediate,73,16.67,16,96
60,T58,T58,Tom Pernice Jr.,111,16.67,23,138
61,T62,T62,Scott Hend,75,16.57,28,169
62,T62,T62,Bo Van Pelt,112,16.57,28,169
63,64,64,Padraig Harrington,50,16.48,15,91
64,T65,T65,Freddie Jacobson,72,16.38,19,116
65,T65,T65,Zach Johnson,96,16.38,19,116
66,67,67,Cameron Beckman,96,16.35,26,159
67,68,68,Bob Heintz,67,16.24,19,117
68,69,69,Mike Weir,71,16.22,12,74
69,70,70,Jesper Parnevik,84,16.15,21,130
70,71,71,Briny Baird,98,16.1,19,118
71,T72,T72,Gavin Coles,70,16.05,13,81
72,T72,T72,Arron Oberholser,65,16.05,13,81
73,74,74,J.J. Henry,102,15.97,23,144
74,75,75,Mario Tiziani,67,15.96,15,94
75,76,76,Hank Kuehne,84,15.92,25,157
76,77,77,Brett Quigley,96,15.79,27,171
77,78,78,Jeff Brehaut,71,15.71,11,70
78,79,79,Shaun Micheel,81,15.69,16,102
79,T80,T80,Matt Gogel,78,15.63,15,96
80,T80,T80,Jay Williamson,53,15.63,10,64
81,T80,T80,Tiger Woods,76,15.63,15,96
82,83,83,Nick Watney,91,15.6,22,141
83,84,84,Bart Bryant,91,15.58,12,77
84,85,85,Kevin Stadler,96,15.57,26,167
85,T86,T86,Justin Bolli,65,15.46,15,97
86,T86,T86,Dan Forsman,52,15.46,15,97
87,88,88,Geoff Ogilvy,97,15.45,19,123
88,89,89,Hidemichi Tanaka,106,15.44,23,149
89,90,90,Scott McCarron,78,15.38,16,104
90,91,91,John Huston,90,15.27,20,131
91,92,92,Will MacKenzie,75,15.2,19,125
92,T93,T93,Brian Bateman,98,15.15,25,165
93,T93,T93,Lucas Glover,88,15.15,25,165
94,T95,T95,Tim Herron,100,15.0,21,140
95,T95,T95,Skip Kendall,80,15.0,15,100
96,T95,T95,Chris Smith,93,15.0,21,140
97,98,98,Olin Browne,99,14.88,18,121
98,T99,T99,Chris Anderson,66,14.74,14,95
99,T99,T99,D.J. Brigman,76,14.74,14,95
100,T99,T99,Adam Scott,72,14.74,14,95
101,102,102,Shigeki Maruyama,99,14.72,24,163
102,103,103,Jonathan Kaye,77,14.71,15,102
103,104,104,Michael Allen,90,14.58,21,144
104,105,105,Ian Poulter,62,14.55,8,55
105,106,106,Michael Long,72,14.42,15,104
106,107,107,Brendan Jones,81,14.39,20,139
107,108,108,Neal Lancaster,95,14.37,24,167
108,T109,T109,Fred Couples,72,14.29,10,70
109,T109,T109,Vaughn Taylor,99,14.29,19,133
110,T111,T111,Stewart Cink,98,14.17,18,127
111,T111,T111,Stephen Leaney,89,14.17,17,120
112,113,113,Pat Perez,89,13.97,19,136
113,114,114,Joey Sindelar,104,13.93,17,122
114,115,115,Greg Owen,84,13.89,15,108
115,116,116,Jeff Maggert,79,13.79,12,87
116,T117,T117,Luke Donald,67,13.7,10,73
117,T117,T117,Thomas Levet,54,13.7,10,73
118,119,119,John Daly,78,13.68,16,117
119,120,120,Brad Faxon,75,13.64,12,88
120,121,121,Brandt Jobe,96,13.6,17,125
121,122,122,Roland Thatcher,75,13.56,16,118
122,123,123,Dean Wilson,86,13.49,17,126
123,124,124,Steve Flesch,90,13.46,14,104
124,125,125,Glen Day,80,13.38,19,142
125,126,126,Tim Clark,92,13.27,15,113
126,127,127,Tag Ridings,93,13.25,22,166
127,128,128,Andrew Magee,82,13.24,18,136
128,129,129,Billy Mayfair,114,13.22,16,121
129,130,130,Brent Geiberger,61,13.19,12,91
130,131,131,Dennis Paulson,63,13.13,13,99
131,132,132,Stephen Ames,82,13.11,16,122
132,133,133,Jeff Sluman,94,13.08,17,130
133,134,134,Richard Johnson,50,13.04,9,69
134,135,135,J.L. Lewis,98,12.93,15,116
135,136,136,Peter Lonard,85,12.9,16,124
136,137,137,Craig Perks,67,12.68,18,142
137,138,138,Rod Pampling,89,12.61,15,119
138,139,139,Tommy Armour III,103,12.5,19,152
139,140,140,Carl Pettersson,109,12.41,18,145
140,141,141,Sergio Garcia,73,12.4,15,121
141,142,142,Mark Brooks,72,12.37,12,97
142,143,143,Rob Rashell,65,12.36,11,89
143,144,144,John Elliott,58,12.35,10,81
144,145,145,Brian Davis,75,12.28,7,57
145,146,146,John Cook,72,12.2,10,82
146,147,147,D.A. Points,94,12.12,16,132
147,148,148,Joey Snyder III,102,11.94,16,134
148,T149,T149,Bob Estes,92,11.93,13,109
149,T149,T149,Bob Tway,87,11.93,13,109
150,151,151,Chad Campbell,95,11.85,16,135
151,152,152,Rory Sabbatini,81,11.81,15,127
152,153,153,Scott Verplank,87,11.76,8,68
153,154,154,Jerry Kelly,101,11.71,13,111
154,155,155,José María Olazábal,55,11.59,8,69
155,156,156,D.J. Trahan,81,11.57,14,121
156,157,157,Ben Crane,78,11.48,14,122
157,158,158,Sean O'Hair,103,11.45,19,166
158,159,159,Ryuji Imada,78,11.35,16,141
159,160,160,Todd Hamilton,94,11.3,13,115
160,161,161,Steve Jones,56,11.29,7,62
161,T162,T162,Rich Beem,66,11.25,9,80
162,T162,T162,Bill Glasson,54,11.25,9,80
163,164,164,Brian Gay,101,11.18,17,152
164,165,165,Mark Hensby,70,10.87,10,92
165,166,166,Hideto Tanihara,50,10.81,8,74
166,167,167,Paul Gow,78,10.78,11,102
167,168,168,Steve Elkington,67,10.26,8,78
168,169,169,Jay Haas,54,10.2,5,49
169,T170,T170,Dudley Hart,84,10.19,11,108
170,T170,T170,Mark Wilson,74,10.19,11,108
171,T172,T172,Carlos Franco,78,10.16,13,128
172,T172,T172,Frank Lickliter II,100,10.16,13,128
173,174,174,Tom Lehman,69,10.14,7,69
174,T175,T175,Danny Briggs,70,10.0,8,80
175,T175,T175,Fred Funk,102,10.0,9,90
176,T175,T175,Robert Gamez,91,10.0,10,100
177,T175,T175,Tom Gillis,77,10.0,10,100
178,179,179,Patrick Sheehan,114,9.8,15,153
179,180,180,Charlie Wi,67,9.76,8,82
180,181,181,Matt Kuchar,60,9.72,7,72
181,182,182,Franklin Langham,91,9.64,16,166
182,183,183,Kent Jones,99,9.57,11,115
183,184,184,Mathias Grönberg,60,9.52,10,105
184,185,185,Robert Damron,89,9.47,9,95
185,186,186,Tom Byrum,83,9.26,10,108
186,187,187,David Hearn,68,9.23,6,65
187,188,188,Alex Cejka,84,9.09,11,121
188,189,189,Bradley Hughes,52,8.96,6,67
189,190,190,Joe Ogilvie,103,8.8,11,125
190,191,191,Kirk Triplett,55,8.77,5,57
191,192,192,Chris DiMarco,83,8.57,9,105
192,193,193,Tim Petrovic,97,8.27,11,133
193,194,194,K.J. Choi,78,7.87,7,89
194,195,195,Chris Riley,67,7.69,4,52
195,196,196,Jim Carter,62,7.53,7,93
196,197,197,Paul Azinger,66,7.37,7,95
197,198,198,Paul Claxton,79,7.25,5,69
198,199,199,Mark O'Meara,66,7.23,6,83
199,200,200,Ben Curtis,65,7.14,5,70
200,201,201,Lee Westwood,50,6.9,4,58
201,202,202,Corey Pavin,77,6.49,5,77
