,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
101,102,102,Adam Scott,72,22.22,48,216
102,T103,T103,José Coceres,56,22.17,47,212
103,T103,T103,Arron Oberholser,65,22.17,49,221
104,105,105,Justin Rose,99,22.16,76,343
105,T106,T106,Robert Allenby,95,22.15,66,298
106,T106,T106,Roland Thatcher,75,22.15,70,316
107,108,108,David Hearn,68,22.1,61,276
108,109,109,Paul Azinger,66,22.09,57,258
109,110,110,Briny Baird,98,21.92,80,365
110,T111,T111,Scott Hend,75,21.9,69,315
111,T111,T111,Loren Roberts,54,21.9,46,210
112,113,113,Paul Claxton,79,21.88,56,256
113,T114,T114,Davis Love III,80,21.85,52,238
114,T114,T114,Kevin Stadler,96,21.85,78,357
115,116,116,Bernhard Langer,67,21.84,38,174
116,117,117,Peter Lonard,85,21.77,64,294
117,118,118,Rich Beem,66,21.76,47,216
118,119,119,Bill Glasson,54,21.74,45,207
119,120,120,Bo Van Pelt,112,21.71,84,387
120,121,121,Robert Gamez,91,21.66,81,374
121,122,122,Joey Sindelar,104,21.65,89,411
122,123,123,Tjaart van der Walt,56,21.57,55,255
123,124,124,Michael Allen,90,21.51,74,344
124,125,125,Kevin Sutherland,89,21.5,63,293
125,126,126,Mario Tiziani,67,21.46,56,261
126,T127,T127,Justin Bolli,65,21.4,61,285
127,T127,T127,Mike Weir,71,21.4,49,229
128,129,129,Tag Ridings,93,21.39,77,360
129,130,130,Bob Tway,87,21.25,61,287
130,T131,T131,Sergio Garcia,73,21.21,49,231
131,T131,T131,Jesper Parnevik,84,21.21,56,264
132,133,133,Jeff Hart,63,21.2,60,283
133,134,134,Tom Gillis,77,21.18,61,288
134,135,135,Chris Riley,67,21.12,34,161
135,136,136,Scott Gutschewski,86,21.05,68,323
136,137,137,Duffy Waldorf,86,21.03,57,271
137,138,138,Todd Hamilton,94,20.96,74,353
138,139,139,Mark Hensby,70,20.91,46,220
139,T140,T140,Lucas Glover,88,20.79,74,356
140,T140,T140,Charles Warren,89,20.79,79,380
141,142,142,Glen Day,80,20.72,75,362
142,143,143,D.A. Points,94,20.71,70,338
143,144,144,J.L. Lewis,98,20.63,78,378
144,145,145,Joey Snyder III,102,20.61,68,330
145,146,146,Kirk Triplett,55,20.57,43,209
146,147,147,Ted Purdy,122,20.55,89,433
147,148,148,J.J. Henry,102,20.49,67,327
148,149,149,Mark Brooks,72,20.29,56,276
149,150,150,John Daly,78,20.22,56,277
150,151,151,Brendan Jones,81,20.16,74,367
151,T152,T152,Robert Damron,89,20.12,68,338
152,T152,T152,Steve Lowery,100,20.12,68,338
153,154,154,Dudley Hart,84,20.07,57,284
154,T155,T155,Tom Pernice Jr.,111,20.06,71,354
155,T155,T155,Tim Petrovic,97,20.06,63,314
156,T157,T157,Kevin Na,88,20.0,59,295
157,T157,T157,Greg Owen,84,20.0,58,290
158,159,159,Sean O'Hair,103,19.95,75,376
159,160,160,Brent Geiberger,61,19.92,47,236
160,161,161,Franklin Langham,91,19.81,64,323
161,162,162,Carlos Franco,78,19.69,51,259
162,163,163,Steve Flesch,90,19.64,55,280
163,164,164,Craig Barlow,81,19.55,61,312
164,165,165,Hidemichi Tanaka,106,19.52,81,415
165,166,166,Danny Briggs,70,19.31,50,259
166,167,167,Brian Bateman,98,19.3,72,373
167,168,168,Matt Gogel,78,19.27,58,301
168,169,169,Stephen Ames,82,19.15,45,235
169,170,170,Steve Allan,102,18.93,67,354
170,171,171,Nick Watney,91,18.92,63,333
171,172,172,Michael Long,72,18.88,54,286
172,173,173,Tommy Armour III,103,18.86,76,403
173,T174,T174,Daniel Chopra,108,18.77,73,389
174,T174,T174,Shaun Micheel,81,18.77,49,261
175,176,176,Retief Goosen,71,18.75,36,192
176,177,177,Rory Sabbatini,81,18.73,50,267
177,178,178,Matt Davidson,53,18.7,43,230
178,179,179,Cameron Beckman,96,18.64,63,338
179,180,180,Ian Poulter,62,18.49,27,146
180,181,181,Jerry Kelly,101,18.48,56,303
181,182,182,Matt Kuchar,60,18.41,44,239
182,183,183,Brandt Jobe,96,18.15,61,336
183,184,184,D.J. Brigman,76,18.14,43,237
184,185,185,James Driscoll,73,17.96,44,245
185,186,186,John Elliott,58,17.84,38,213
186,187,187,Craig Perks,67,17.81,44,247
187,188,188,Mathias Grönberg,60,17.77,43,242
188,189,189,Jason Allred,75,17.75,49,276
189,190,190,Scott McCarron,78,17.67,38,215
190,191,191,Paul Gow,78,17.45,48,275
191,192,192,Jay Williamson,53,17.35,34,196
192,193,193,Lee Westwood,50,17.31,27,156
193,194,194,Aaron Baddeley,84,17.24,45,261
194,195,195,D.J. Trahan,81,17.18,50,291
195,196,196,Bradley Hughes,52,16.83,34,202
196,197,197,Dennis Paulson,63,16.73,43,257
197,198,198,Hideto Tanihara,50,16.4,31,189
198,199,199,Steve Jones,56,16.25,26,160
199,200,200,Ben Curtis,65,16.14,36,223
200,201,201,Jim Carter,62,15.91,35,220
201,202,202,Thomas Levet,54,13.27,15,113
